osmid,oneway,name,highway,reversed,length,geometry,maxspeed,ref,junction,bridge,lanes
145218220,False,McMillan Street,residential,True,73.492,"LINESTRING (147.0685832 -38.113416, 147.0693877 -38.1132258)",,,,,
1047348526,False,McMillan Street,trunk,False,14.852,"LINESTRING (147.0685832 -38.113416, 147.0684587 -38.1135068)",,,,,
9875178,False,Raymond Street,tertiary,False,217.684,"LINESTRING (147.0658539 -38.1136579, 147.0658207 -38.1117004)",,,,,
9875173,False,McMillan Street,residential,True,229.37599999999998,"LINESTRING (147.0658539 -38.1136579, 147.0678959 -38.1135991, 147.0680547 -38.11359, 147.0681792 -38.1135759, 147.0682995 -38.1135526, 147.0683737 -38.1135331, 147.0684587 -38.1135068)",,,,,
"[549499681, 35133066, 549499679]",False,Grand Canal Drive,"['residential', 'unclassified']","[False, True]",476.742,"LINESTRING (147.0658539 -38.1136579, 147.0651801 -38.1136484, 147.0650229 -38.1135819, 147.064925 -38.1135404, 147.0646503 -38.1132548, 147.0643561 -38.1127145, 147.0643342 -38.1125177, 147.0639022 -38.1125267, 147.0635006 -38.1125362, 147.0614038 -38.1125408, 147.0613024 -38.1125447)",,,,,
34546060,False,Marley Street,residential,True,106.386,"LINESTRING (147.0710696 -38.1112978, 147.0710133 -38.1104552, 147.0710076 -38.1103423)",,,,,
92829162,False,Foster Street,tertiary,True,120.335,"LINESTRING (147.0710696 -38.1112978, 147.0699116 -38.1113449, 147.0696967 -38.111361)",,,,,
34546060,False,Marley Street,residential,True,119.639,"LINESTRING (147.0710076 -38.1103423, 147.070957 -38.1092671)",,,,,
34546057,False,Willow Court,residential,True,104.09599999999999,"LINESTRING (147.0710076 -38.1103423, 147.0707884 -38.1103431, 147.0705526 -38.1102929, 147.0699454 -38.110315, 147.0698399 -38.1102726)",,,,,
34546060,False,Marley Street,residential,False,106.386,"LINESTRING (147.0710076 -38.1103423, 147.0710133 -38.1104552, 147.0710696 -38.1112978)",,,,,
303901037,True,Macalister Street,trunk,False,12.379,"LINESTRING (147.0682712 -38.1093168, 147.0684126 -38.109313)",50,,,,
220086681,True,York Street,trunk,False,221.08500000000004,"LINESTRING (147.0682712 -38.1093168, 147.0682151 -38.108123, 147.0682075 -38.1079468, 147.0681992 -38.1077852, 147.0681716 -38.1073301)",60,A1,,,
34546060,False,Marley Street,residential,False,119.639,"LINESTRING (147.070957 -38.1092671, 147.0710076 -38.1103423)",,,,,
34546064,False,Macalister Street,residential,False,154.945,"LINESTRING (147.070957 -38.1092671, 147.0691883 -38.1093374)",,,,,
34546060,False,Marley Street,residential,True,231.774,"LINESTRING (147.070957 -38.1092671, 147.0709285 -38.1082926, 147.0709142 -38.1078033, 147.0708766 -38.1071838)",,,,,
92607873,True,,tertiary,False,8.323,"LINESTRING (147.0654337 -38.1053332, 147.0653877 -38.1053114, 147.0653634 -38.105285)",,,roundabout,,
222836595,True,York Street,trunk,False,9.492,"LINESTRING (147.0680692 -38.1052111, 147.068065 -38.1051258)",60,A1,,,
220086677,True,Macarthur Street,tertiary,False,218.30199999999996,"LINESTRING (147.0680692 -38.1052111, 147.0674899 -38.1052283, 147.0666822 -38.1052523, 147.0665916 -38.105255, 147.0665103 -38.1052574, 147.0657836 -38.105279, 147.0655761 -38.1052867)",,,,,
34546066,True,Cunninghame Street,tertiary,False,31.844,"LINESTRING (147.0656749 -38.1073497, 147.0660388 -38.107345)",,,,,
