osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,junction,width
5554633,Shore Street,residential,30,False,True,229.623,"LINESTRING (150.0811795 -35.9083636, 150.0812703 -35.9083493, 150.0817145 -35.9083849, 150.0817901 -35.9083961, 150.0818731 -35.9084208, 150.0820776 -35.9084865, 150.082288 -35.9085615, 150.0824927 -35.9086359, 150.0828072 -35.9087572, 150.0829015 -35.9087913, 150.0830231 -35.9088435, 150.0832444 -35.9089367, 150.0834177 -35.9090096, 150.0834663 -35.9090301, 150.0835454 -35.909049)",,,,,
"[51480247, 384469540, 5463631]","['Princes Highway', 'Vulcan Street']",trunk,50,False,"[False, True]",313.128,"LINESTRING (150.0811795 -35.9083636, 150.0812211 -35.9081524, 150.0817688 -35.9057388, 150.0817958 -35.9055923)",2,A1,yes,,
1167293366,Vulcan Street,trunk,50,False,False,85.879,"LINESTRING (150.0811795 -35.9083636, 150.0810552 -35.9089985, 150.0810302 -35.9091264)",2,A1,,,
15120494,North Head Drive,secondary,60,False,False,220.363,"LINESTRING (150.0817958 -35.9055923, 150.0820662 -35.9056412, 150.0821928 -35.9056641, 150.0824558 -35.9057111, 150.0839875 -35.9059016, 150.0842059 -35.9059286)",,7,,,
"[384469540, 5463631, 51480247]","['Princes Highway', 'Vulcan Street']",trunk,50,False,"[False, True]",313.128,"LINESTRING (150.0817958 -35.9055923, 150.0817688 -35.9057388, 150.0812211 -35.9081524, 150.0811795 -35.9083636)",2,A1,yes,,
5464120,Vulcan Street,trunk,50,False,False,9.029,"LINESTRING (150.0810302 -35.9091264, 150.081013 -35.9092064)",2,A1,,,
5554632,Church Street,residential,30,False,False,200.07899999999998,"LINESTRING (150.0810302 -35.9091264, 150.0811254 -35.9091393, 150.0816866 -35.9092152, 150.0817703 -35.9092266, 150.0818997 -35.9092441, 150.0820403 -35.9092631, 150.082127 -35.9092748, 150.0824946 -35.9093246, 150.0832214 -35.9094229)",,,,,
1167293366,Vulcan Street,trunk,50,False,True,85.879,"LINESTRING (150.0810302 -35.9091264, 150.0810552 -35.9089985, 150.0811795 -35.9083636)",2,A1,,,
5464120,Vulcan Street,trunk,50,False,True,9.899,"LINESTRING (150.0807811 -35.9102839, 150.0808 -35.9101962)",2,A1,,,
5464120,Vulcan Street,trunk,50,False,False,112.56700000000001,"LINESTRING (150.0807811 -35.9102839, 150.0805978 -35.9111357, 150.0805665 -35.9112812)",2,A1,,,
306702631,Queen Street,residential,,False,True,221.638,"LINESTRING (150.0807811 -35.9102839, 150.0806683 -35.9102679, 150.0800508 -35.9101805, 150.0794967 -35.910102, 150.0784495 -35.9099537, 150.0783569 -35.9099406)",,,,,
5464117,,trunk,50,True,False,10.446,"LINESTRING (150.080491 -35.9121467, 150.0804964 -35.9121698, 150.0804943 -35.9121932, 150.0804846 -35.9122153, 150.080468 -35.9122346)",1,A1,,roundabout,
24491111,Campbell Street,trunk,50,True,False,31.336999999999996,"LINESTRING (150.080491 -35.9121467, 150.0806242 -35.9121811, 150.0808224 -35.9122326)",1,A1,,,
5464117,,trunk,50,True,False,5.23,"LINESTRING (150.080305 -35.9121161, 150.0803269 -35.9121007, 150.0803531 -35.9120905)",1,A1,,roundabout,
5464117,,trunk,50,True,False,11.927,"LINESTRING (150.0802904 -35.9122166, 150.0802794 -35.9121913, 150.0802783 -35.9121645, 150.0802871 -35.9121387, 150.080305 -35.9121161)",1,A1,,roundabout,
7978350,Campbell Street,secondary,50,True,False,30.311,"LINESTRING (150.0802904 -35.9122166, 150.0801591 -35.9121819, 150.079977 -35.912118)",,,,,
5464117,,trunk,50,True,False,4.9030000000000005,"LINESTRING (150.080468 -35.9122346, 150.0804473 -35.9122489, 150.0804229 -35.9122587)",1,A1,,roundabout,
5464120,Vulcan Street,trunk,50,False,True,59.754,"LINESTRING (150.0804526 -35.9118106, 150.0805665 -35.9112812)",2,A1,,,
5464125,Vulcan Street,trunk,50,True,False,32.67,"LINESTRING (150.0804526 -35.9118106, 150.0804529 -35.9119802, 150.0804537 -35.9121044)",1,A1,,,
306702906,Ford Street,residential,30,False,False,14.952,"LINESTRING (150.0835227 -35.9091822, 150.0835454 -35.909049)",,,,,
306702908,Ford Street,residential,30,True,False,22.808,"LINESTRING (150.0835227 -35.9091822, 150.0835194 -35.9093873)",,,,,
306702632,Queen Street,residential,,False,True,183.693,"LINESTRING (150.0856733 -35.9108997, 150.0836664 -35.9106048)",,,,,
306702905,Church Street,residential,30,False,True,283.578,"LINESTRING (150.0856733 -35.9108997, 150.0858159 -35.9102006, 150.0858141 -35.9101441, 150.0857891 -35.9101009, 150.0857471 -35.9100772, 150.0846384 -35.909644, 150.0844472 -35.9095945, 150.0841359 -35.9095413, 150.083937 -35.9095113, 150.0837976 -35.9094902)",,,,,
306702906,Ford Street,residential,30,False,True,14.952,"LINESTRING (150.0835454 -35.909049, 150.0835227 -35.9091822)",,,,,
5554633,Shore Street,residential,30,False,False,229.62299999999996,"LINESTRING (150.0835454 -35.909049, 150.0834663 -35.9090301, 150.0834177 -35.9090096, 150.0832444 -35.9089367, 150.0830231 -35.9088435, 150.0829015 -35.9087913, 150.0828072 -35.9087572, 150.0824927 -35.9086359, 150.082288 -35.9085615, 150.0820776 -35.9084865, 150.0818731 -35.9084208, 150.0817901 -35.9083961, 150.0817145 -35.9083849, 150.0812703 -35.9083493, 150.0811795 -35.9083636)",,,,,
306702906,Ford Street,residential,30,False,False,96.077,"LINESTRING (150.0835454 -35.909049, 150.083549 -35.9089964, 150.0835699 -35.9084922, 150.0835614 -35.9081854)",,,,,
24448839,Campbell Street,secondary,50,False,False,112.276,"LINESTRING (150.0767439 -35.9116603, 150.0768188 -35.9116709, 150.0774358 -35.9117583, 150.077972 -35.911834)",,,,,
24449013,Foreman Street,residential,30,True,False,30.567999999999998,"LINESTRING (150.0767439 -35.9116603, 150.0767625 -35.9115863, 150.0768115 -35.9113909)",,,,,
7978349,Campbell Street,secondary,50,True,False,29.657000000000004,"LINESTRING (150.079977 -35.912118, 150.0801749 -35.9121053, 150.080305 -35.9121161)",,,,,
24448839,Campbell Street,secondary,50,False,True,183.309,"LINESTRING (150.079977 -35.912118, 150.0785456 -35.9119152, 150.0780752 -35.9118486, 150.077972 -35.911834)",,,,,
33772526,Ford Street,unclassified,,False,False,56.543,"LINESTRING (150.0842059 -35.9059286, 150.0843075 -35.9054268)",,,,,
