osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,lanes,junction
519074693,North Parade,residential,False,True,22.536,"LINESTRING (138.891509 -35.2532615, 138.891266 -35.2533027)",,,,,
173404544,Sunter Street,tertiary,False,False,52.319,"LINESTRING (138.891509 -35.2532615, 138.8915617 -35.2534383, 138.8916388 -35.2537199)",,,,,
173404471,Dawson Street,primary_link,False,True,5.339,"LINESTRING (138.8915932 -35.2609386, 138.8915691 -35.2608948)",,,,,
26330996,Dawson Street,residential,False,False,16.525,"LINESTRING (138.8905919 -35.2592823, 138.8906726 -35.2594155)",,,,,
202629982,Albyn Terrace,residential,False,False,72.681,"LINESTRING (138.8905919 -35.2592823, 138.8913124 -35.2589975)",,,,,
97054935,Grey Street,residential,False,False,150.588,"LINESTRING (138.8924515 -35.2545651, 138.8938991 -35.2539043)",50,,,,
97054935,Grey Street,residential,False,True,52.789,"LINESTRING (138.8924515 -35.2545651, 138.8919409 -35.2547921)",50,,,,
26331025,High Street,residential,False,False,148.735,"LINESTRING (138.8924515 -35.2545651, 138.8929488 -35.2553435, 138.8932092 -35.255751)",,,,,
26331025,High Street,residential,False,True,131.27300000000002,"LINESTRING (138.8924515 -35.2545651, 138.8919611 -35.2537775, 138.8919073 -35.2537217, 138.8918309 -35.2536969, 138.8917622 -35.2537004, 138.8916388 -35.2537199)",,,,,
26331025,High Street,residential,False,True,190.00799999999998,"LINESTRING (138.8953197 -35.259263, 138.8951002 -35.2588903, 138.8944126 -35.2577231)",,,,,
173404515,South Terrace,primary,False,False,155.389,"LINESTRING (138.8953197 -35.259263, 138.8954532 -35.2592215, 138.8958633 -35.2591024, 138.8960557 -35.259039, 138.8968903 -35.2587118)",50,B37,,,
"[173404505, 173404515]",South Terrace,primary,False,True,101.724,"LINESTRING (138.8953197 -35.259263, 138.8952625 -35.2592819, 138.8951578 -35.2593238, 138.8950372 -35.2593809, 138.89436 -35.2597327)",50,B37,yes,,
173404501,Rankine Street,primary_link,False,True,5.236,"LINESTRING (138.8931019 -35.2603063, 138.8930742 -35.260265)",,,,,
173404520,South Terrace,primary,True,False,80.736,"LINESTRING (138.8931019 -35.2603063, 138.8930688 -35.2603244, 138.8923153 -35.2606445)",50,B37,,,
97054935,Grey Street,residential,False,False,52.789,"LINESTRING (138.8919409 -35.2547921, 138.8924515 -35.2545651)",50,,,,
"[173404544, 173404540]",Sunter Street,tertiary,False,"[False, True]",148.786,"LINESTRING (138.8919409 -35.2547921, 138.8920371 -35.2551305, 138.8921872 -35.2556719, 138.8922365 -35.2558498, 138.8922553 -35.2559408, 138.8922348 -35.2561008)",,,,,
173404544,Sunter Street,tertiary,False,True,122.33800000000001,"LINESTRING (138.8919409 -35.2547921, 138.8917765 -35.2542065, 138.8916388 -35.2537199)",,,,,
97054935,Grey Street,residential,False,False,148.383,"LINESTRING (138.8938991 -35.2539043, 138.8953487 -35.2532883)",50,,,,
97054935,Grey Street,residential,False,True,150.588,"LINESTRING (138.8938991 -35.2539043, 138.8924515 -35.2545651)",50,,,,
23211644,Murray Street,residential,False,True,197.501,"LINESTRING (138.8938991 -35.2539043, 138.8942673 -35.2544917, 138.8948996 -35.2554814)",,,,,
27808994,Rankine Street,secondary,False,False,96.847,"LINESTRING (138.8925764 -35.2594947, 138.8930742 -35.260265)",50,,,2,
27808994,Rankine Street,secondary,False,True,100.335,"LINESTRING (138.8925764 -35.2594947, 138.8920902 -35.2586844)",50,,,2,
196032795,Donald Street,residential,False,True,78.237,"LINESTRING (138.8925764 -35.2594947, 138.891808 -35.2598131)",,,,,
26331025,High Street,residential,False,False,131.273,"LINESTRING (138.8916388 -35.2537199, 138.8917622 -35.2537004, 138.8918309 -35.2536969, 138.8919073 -35.2537217, 138.8919611 -35.2537775, 138.8924515 -35.2545651)",,,,,
173404544,Sunter Street,tertiary,False,False,122.33800000000001,"LINESTRING (138.8916388 -35.2537199, 138.8917765 -35.2542065, 138.8919409 -35.2547921)",,,,,
173404544,Sunter Street,tertiary,False,True,52.319,"LINESTRING (138.8916388 -35.2537199, 138.8915617 -35.2534383, 138.891509 -35.2532615)",,,,,
