osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,bridge
327037061,False,Russell Street,tertiary,40,True,8.484,,,"LINESTRING (151.9537063 -27.5591191, 151.9536205 -27.5591251)",
"[142245924, 1156282653]",True,Ruthven Street,residential,40,False,210.42299999999997,"['1', '2']",ACW,"LINESTRING (151.9537063 -27.5591191, 151.9536818 -27.5592232, 151.9536751 -27.5592592, 151.95367 -27.5593082, 151.9536618 -27.5594392, 151.9536547 -27.5594945, 151.9536027 -27.5598243, 151.9535608 -27.5600846, 151.9535332 -27.5602733, 151.9534752 -27.5606271, 151.9534635 -27.5606867, 151.9534525 -27.5607359, 151.9534357 -27.560791, 151.9534179 -27.5608715, 151.9534112 -27.5609079, 151.9533954 -27.5609898)",
1155973663,False,Russell Street,tertiary,40,False,212.775,,,"LINESTRING (151.9537063 -27.5591191, 151.9537642 -27.5591165, 151.9538046 -27.5591196, 151.9538709 -27.5591268, 151.9541405 -27.5591592, 151.9543071 -27.5591828, 151.9544655 -27.559203, 151.9554205 -27.5593298, 151.955638 -27.5593585, 151.9556693 -27.559363, 151.9558426 -27.5593849)",
574873483,False,Mort Street,tertiary,50,False,136.01500000000001,,,"LINESTRING (151.9491407 -27.5583975, 151.9491585 -27.5583062, 151.9491631 -27.5582787, 151.9492166 -27.5579559, 151.9492559 -27.5577192, 151.9492984 -27.5574463, 151.9493441 -27.5571877)",
1155973708,False,Russell Street,tertiary,60,True,77.669,4,,"LINESTRING (151.9491407 -27.5583975, 151.9492626 -27.5584123, 151.949298 -27.5584178, 151.9497244 -27.5584717, 151.9497575 -27.5584757, 151.9499206 -27.5584966)",
4049127,False,Mylne Street,residential,50,True,9.645,,,"LINESTRING (151.9493686 -27.5604337, 151.949355 -27.5605196)",
"[143025666, 1156282639]",True,Margaret Street,tertiary,40,False,56.696,1,,"LINESTRING (151.9493686 -27.5604337, 151.9494567 -27.5604457, 151.9496286 -27.560464, 151.9499386 -27.5605015)",
"[1156282642, 1156282638]",False,Mylne Street,residential,50,False,100.33800000000001,,,"LINESTRING (151.9493686 -27.5604337, 151.94938 -27.5603585, 151.9493855 -27.5603285, 151.9494003 -27.5602492, 151.9494239 -27.5601119, 151.9494786 -27.5597634, 151.9494834 -27.5597358, 151.9495161 -27.5595409)",
1097448944,False,Victoria Street,tertiary,40,True,9.457,,ACW,"LINESTRING (151.9512091 -27.5606969, 151.9511858 -27.5607794)",
"[25700249, 1156282602, 1156032155]",True,Margaret Street,residential,40,False,210.18800000000002,"['1', '2']",ACW,"LINESTRING (151.9512091 -27.5606969, 151.9513205 -27.5607112, 151.9514574 -27.5607255, 151.951645 -27.5607504, 151.951919 -27.5607868, 151.9520956 -27.5608035, 151.9528793 -27.5609043, 151.9529685 -27.5609172, 151.9530418 -27.5609338, 151.9530975 -27.5609473, 151.953147 -27.5609582, 151.9531871 -27.5609642, 151.9532202 -27.5609684, 151.9533162 -27.5609785)",
