osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,junction,width
175260341,True,,trunk,,False,15.012,,A41,"LINESTRING (147.037051 -35.6676466, 147.0370907 -35.6676366, 147.0371321 -35.6676347, 147.0371729 -35.667641, 147.0372106 -35.6676553)",roundabout,
395182248,True,Railway Parade,tertiary,50,False,15.433,,,"LINESTRING (147.037051 -35.6676466, 147.0370902 -35.6676126, 147.0371183 -35.6675755, 147.0371451 -35.667532)",,
109231545,True,Balfour Street,secondary,50,False,133.904,,,"LINESTRING (147.0370076 -35.6678746, 147.0369735 -35.6678697, 147.036916 -35.6678673, 147.0367619 -35.6678815, 147.0364132 -35.6679466, 147.0355558 -35.6680972)",,
175260341,True,,trunk,,False,22.000999999999998,,A41,"LINESTRING (147.0370076 -35.6678746, 147.0369764 -35.6678442, 147.0369571 -35.6678079, 147.0369513 -35.6677686, 147.0369595 -35.6677296, 147.0369811 -35.6676941)",roundabout,
32461321,False,Gordon Street,residential,,False,72.036,2,,"LINESTRING (147.0416841 -35.665761, 147.041856 -35.6651284)",,
32461321,False,Gordon Street,residential,,True,150.04500000000002,2,,"LINESTRING (147.0416841 -35.665761, 147.0415185 -35.666377, 147.0413724 -35.667086)",,
190014290,False,Henty Street,residential,50,True,249.719,2,,"LINESTRING (147.0416841 -35.665761, 147.0391009 -35.6661609, 147.0389687 -35.6661814)",,
109337506,False,Balfour Street,secondary,50,True,20.561,,,"LINESTRING (147.0321612 -35.6685734, 147.0319385 -35.6686116)",,
"[109231541, 109231549]",False,"['South Street', 'Donald Street']",residential,,"[False, True]",342.65199999999993,,,"LINESTRING (147.0321612 -35.6685734, 147.0321282 -35.6687509, 147.0318693 -35.6701451, 147.0318498 -35.6702535, 147.031844 -35.6702843, 147.0318558 -35.6703167, 147.0318917 -35.6703344, 147.0319324 -35.6703443, 147.0326075 -35.670443, 147.0334463 -35.6705616)",,
222264879,False,Balfour Street,secondary,50,False,88.36200000000001,,,"LINESTRING (147.0321612 -35.6685734, 147.0329958 -35.6684413, 147.0331213 -35.6684214)",,
47194649,True,Balfour Street,secondary,50,False,118.982,,,"LINESTRING (147.0403872 -35.6673191, 147.0399115 -35.6673896, 147.0393546 -35.6674653, 147.0390901 -35.6675047)",,
32461321,False,Gordon Street,residential,,False,132.094,2,,"LINESTRING (147.0406931 -35.6707008, 147.0408036 -35.6701293, 147.0408909 -35.669524)",,
109334237,False,Melville Street,residential,,True,147.179,,,"LINESTRING (147.0406931 -35.6707008, 147.0406526 -35.6707002, 147.0406028 -35.6706935, 147.0405425 -35.6706816, 147.0405155 -35.6706702, 147.0404928 -35.6706581, 147.0396482 -35.6697321)",,
222264879,False,Balfour Street,secondary,50,True,72.533,,,"LINESTRING (147.0346339 -35.6681819, 147.0338458 -35.6683067)",,
109231547,True,Balfour Street,secondary,50,False,84.24199999999999,,,"LINESTRING (147.0346339 -35.6681819, 147.0347411 -35.6681089, 147.035518 -35.6679811)",,
109336668,False,MacBean Street,residential,,False,148.793,,,"LINESTRING (147.0346339 -35.6681819, 147.0346253 -35.668057, 147.0346307 -35.6680196, 147.0346428 -35.667935, 147.0347487 -35.6674853, 147.0348517 -35.6668585)",,
47194649,True,Balfour Street,secondary,50,False,36.222,,,"LINESTRING (147.0390901 -35.6675047, 147.0386897 -35.6675221)",,
395182955,False,,secondary_link,,False,13.474,,,"LINESTRING (147.0390901 -35.6675047, 147.0390522 -35.6673875)",,
109231536,False,Balfour Street,secondary,50,False,41.306,,,"LINESTRING (147.0409239 -35.6671583, 147.0413724 -35.667086)",,
572428062,True,Balfour Street,secondary,50,False,51.676,,,"LINESTRING (147.0409239 -35.6671583, 147.0403872 -35.6673191)",,
572428063,True,Balfour Street,secondary,50,False,52.315,,,"LINESTRING (147.0403463 -35.6671922, 147.0409239 -35.6671583)",,
952220050,True,Balfour Street,secondary_link,,False,16.445,,,"LINESTRING (147.0403463 -35.6671922, 147.0403925 -35.6672255, 147.040407 -35.6672714, 147.0403872 -35.6673191)",,
395182955,False,,secondary_link,,True,13.474,,,"LINESTRING (147.0390522 -35.6673875, 147.0390901 -35.6675047)",,
109231543,True,Balfour Street,secondary,50,False,118.906,,,"LINESTRING (147.0390522 -35.6673875, 147.0398718 -35.6672618, 147.0403463 -35.6671922)",,
32461325,False,Blair Street,secondary_link,,False,13.354,,,"LINESTRING (147.035518 -35.6679811, 147.0355558 -35.6680972)",,
109231547,True,Balfour Street,secondary,50,False,136.933,,,"LINESTRING (147.035518 -35.6679811, 147.0368024 -35.6677779, 147.0368651 -35.6677568, 147.0369426 -35.6677172, 147.0369811 -35.6676941)",,
109231538,False,Fraser Street,residential,,False,253.317,,,"LINESTRING (147.0334463 -35.6705616, 147.0338149 -35.6684811, 147.0338458 -35.6683067)",,
109231549,False,South Street,residential,,False,143.615,,,"LINESTRING (147.0334463 -35.6705616, 147.0342089 -35.6706587, 147.0350199 -35.670745)",,
"[109231549, 109231541]",False,"['South Street', 'Donald Street']",residential,,"[False, True]",342.65200000000004,,,"LINESTRING (147.0334463 -35.6705616, 147.0326075 -35.670443, 147.0319324 -35.6703443, 147.0318917 -35.6703344, 147.0318558 -35.6703167, 147.031844 -35.6702843, 147.0318498 -35.6702535, 147.0318693 -35.6701451, 147.0321282 -35.6687509, 147.0321612 -35.6685734)",,
222264879,False,Balfour Street,secondary,50,False,72.533,,,"LINESTRING (147.0338458 -35.6683067, 147.0346339 -35.6681819)",,
222264879,False,Balfour Street,secondary,50,True,66.679,,,"LINESTRING (147.0338458 -35.6683067, 147.0331213 -35.6684214)",,
109231538,False,Fraser Street,residential,,True,253.317,,,"LINESTRING (147.0338458 -35.6683067, 147.0338149 -35.6684811, 147.0334463 -35.6705616)",,
109334229,False,King Street,residential,,True,114.618,,,"LINESTRING (147.0408909 -35.669524, 147.0396482 -35.6697321)",,
32461321,False,Gordon Street,residential,,False,137.151,2,,"LINESTRING (147.0408909 -35.669524, 147.0410173 -35.6689367, 147.0411523 -35.668309)",,
32461321,False,Gordon Street,residential,,True,132.094,2,,"LINESTRING (147.0408909 -35.669524, 147.0408036 -35.6701293, 147.0406931 -35.6707008)",,
109334236,False,Edward Street,residential,,True,109.938,,,"LINESTRING (147.0397697 -35.6685355, 147.0385802 -35.6687445)",,
109334234,False,Edward Street,residential,50,True,60.588,,,"LINESTRING (147.0404969 -35.6684247, 147.0411523 -35.668309)",,
109334234,False,Edward Street,residential,50,False,60.588,,,"LINESTRING (147.0411523 -35.668309, 147.0404969 -35.6684247)",,
32461321,False,Gordon Street,residential,,False,137.448,2,,"LINESTRING (147.0411523 -35.668309, 147.0412561 -35.6677865, 147.0413425 -35.6672592, 147.0413724 -35.667086)",,
32461321,False,Gordon Street,residential,,True,137.151,2,,"LINESTRING (147.0411523 -35.668309, 147.0410173 -35.6689367, 147.0408909 -35.669524)",,
109334229,False,King Street,residential,,False,114.618,,,"LINESTRING (147.0396482 -35.6697321, 147.0408909 -35.669524)",,
109334233,False,Melville Street,residential,,True,150.20000000000002,,,"LINESTRING (147.0396482 -35.6697321, 147.0395456 -35.6697218, 147.0394329 -35.6696651, 147.0390903 -35.6693933, 147.0389787 -35.6692651, 147.0385802 -35.6687445)",,
109334237,False,Melville Street,residential,,False,147.17899999999997,,,"LINESTRING (147.0396482 -35.6697321, 147.0404928 -35.6706581, 147.0405155 -35.6706702, 147.0405425 -35.6706816, 147.0406028 -35.6706935, 147.0406526 -35.6707002, 147.0406931 -35.6707008)",,
395182244,False,Railway Parade,trunk,50,True,13.084,2,A41,"LINESTRING (147.0367204 -35.6702354, 147.0367346 -35.6701183)",,
109334230,False,Gamble Street,residential,,True,363.565,,,"LINESTRING (147.0367204 -35.6702354, 147.0368312 -35.6702447, 147.0369439 -35.670284, 147.0369814 -35.670358, 147.0369653 -35.6704583, 147.0369653 -35.6705716, 147.0369653 -35.6706457, 147.0369853 -35.6706854, 147.0370311 -35.6707288, 147.0370945 -35.6707637, 147.037137 -35.6707721, 147.0372711 -35.6707808, 147.0373262 -35.6707585, 147.0373802 -35.6707031, 147.037409 -35.6705835, 147.0374539 -35.6703946, 147.0374955 -35.6702582, 147.037582 -35.6700724, 147.0377024 -35.6697988, 147.0377842 -35.6696861, 147.0378737 -35.6696023, 147.0380374 -35.6695022, 147.0382222 -35.6694147, 147.0382942 -35.6693549, 147.0383635 -35.6692504, 147.0384563 -35.6688759, 147.0384997 -35.6687893, 147.0385802 -35.6687445)",,
109334962,False,Railway Parade,tertiary,50,False,121.943,,,"LINESTRING (147.0373412 -35.6664471, 147.0372939 -35.6667434, 147.0372073 -35.6671675, 147.0371807 -35.6673249, 147.0371451 -35.667532)",,
109334962,False,Railway Parade,tertiary,50,True,199.774,,,"LINESTRING (147.0373412 -35.6664471, 147.0374645 -35.6662119, 147.0377756 -35.6646918)",,
109336666,False,Henty Street,residential,50,False,229.502,,,"LINESTRING (147.0373412 -35.6664471, 147.0372304 -35.6664657, 147.0367007 -35.6665548, 147.0356363 -35.6667325, 147.0349878 -35.6668366, 147.0348517 -35.6668585)",,
109336671,False,Kirndeen Street,residential,,False,244.164,2,,"LINESTRING (147.033456 -35.6663395, 147.0338894 -35.6641721)",,7
496801953,False,Albert Street,residential,,False,52.943,,,"LINESTRING (147.033456 -35.6663395, 147.0328761 -35.6662707)",,
109336655,False,Albert Street,residential,,False,139.88400000000001,,,"LINESTRING (147.033456 -35.6663395, 147.0335615 -35.6663509, 147.0336069 -35.6663507, 147.0341903 -35.6662609, 147.0349763 -35.666128)",,
109336671,False,Kirndeen Street,residential,,True,234.679,2,,"LINESTRING (147.033456 -35.6663395, 147.0330764 -35.6682549, 147.0331213 -35.6684214)",,7
109336654,False,Elizabeth Street,residential,,False,131.5,,,"LINESTRING (147.0355195 -35.6634021, 147.0340849 -35.663202)",,
109336668,False,MacBean Street,residential,,True,109.218,,,"LINESTRING (147.0355195 -35.6634021, 147.0355068 -35.6635042, 147.0354348 -35.6638869, 147.0353319 -35.6643722)",,
109336654,False,Elizabeth Street,residential,,False,102.972,,,"LINESTRING (147.0340849 -35.663202, 147.0329581 -35.6630625)",,
109336654,False,Elizabeth Street,residential,,True,131.5,,,"LINESTRING (147.0340849 -35.663202, 147.0355195 -35.6634021)",,
109336671,False,Kirndeen Street,residential,,True,109.307,2,,"LINESTRING (147.0340849 -35.663202, 147.0339876 -35.6636857, 147.0338894 -35.6641721)",,7
109336663,False,Black Street,residential,,True,168.447,,,"LINESTRING (147.0369546 -35.6652852, 147.0359222 -35.6654411, 147.0352443 -35.6655435, 147.0351214 -35.6655621)",,
222264879,False,Balfour Street,secondary,50,False,66.679,,,"LINESTRING (147.0331213 -35.6684214, 147.0338458 -35.6683067)",,
109336671,False,Kirndeen Street,residential,,False,234.679,2,,"LINESTRING (147.0331213 -35.6684214, 147.0330764 -35.6682549, 147.033456 -35.6663395)",,7
222264879,False,Balfour Street,secondary,50,True,88.36200000000001,,,"LINESTRING (147.0331213 -35.6684214, 147.0329958 -35.6684413, 147.0321612 -35.6685734)",,
109334962,False,Railway Parade,tertiary,50,False,199.774,,,"LINESTRING (147.0377756 -35.6646918, 147.0374645 -35.6662119, 147.0373412 -35.6664471)",,
496801955,False,Douglas Street,residential,,True,223.607,,,"LINESTRING (147.0377756 -35.6646918, 147.0376751 -35.6646787, 147.0370901 -35.6646027, 147.0361009 -35.6644741, 147.0354762 -35.6643929, 147.0353319 -35.6643722)",,
109336666,False,Henty Street,residential,50,True,229.50199999999998,,,"LINESTRING (147.0348517 -35.6668585, 147.0349878 -35.6668366, 147.0356363 -35.6667325, 147.0367007 -35.6665548, 147.0372304 -35.6664657, 147.0373412 -35.6664471)",,
109336668,False,MacBean Street,residential,,False,82.012,,,"LINESTRING (147.0348517 -35.6668585, 147.0349585 -35.6662098, 147.0349763 -35.666128)",,
109336668,False,MacBean Street,residential,,True,148.793,,,"LINESTRING (147.0348517 -35.6668585, 147.0347487 -35.6674853, 147.0346428 -35.667935, 147.0346307 -35.6680196, 147.0346253 -35.668057, 147.0346339 -35.6681819)",,
109336663,False,Black Street,residential,,False,168.447,,,"LINESTRING (147.0351214 -35.6655621, 147.0352443 -35.6655435, 147.0359222 -35.6654411, 147.0369546 -35.6652852)",,
109336668,False,MacBean Street,residential,,False,133.768,,,"LINESTRING (147.0351214 -35.6655621, 147.0351304 -35.6654018, 147.0353319 -35.6643722)",,
109336668,False,MacBean Street,residential,,True,64.464,,,"LINESTRING (147.0351214 -35.6655621, 147.0350422 -35.6657661, 147.0349763 -35.666128)",,
109336671,False,Kirndeen Street,residential,,True,244.164,2,,"LINESTRING (147.0338894 -35.6641721, 147.033456 -35.6663395)",,7
1115634530,False,Douglas Street,residential,,True,84.265,,,"LINESTRING (147.0338894 -35.6641721, 147.0329688 -35.6640502)",,
109336671,False,Kirndeen Street,residential,,False,109.307,2,,"LINESTRING (147.0338894 -35.6641721, 147.0339876 -35.6636857, 147.0340849 -35.663202)",,7
496801955,False,Douglas Street,residential,,False,132.215,,,"LINESTRING (147.0338894 -35.6641721, 147.0345879 -35.6642774, 147.0353319 -35.6643722)",,
109336655,False,Albert Street,residential,,True,139.88400000000001,,,"LINESTRING (147.0349763 -35.666128, 147.0341903 -35.6662609, 147.0336069 -35.6663507, 147.0335615 -35.6663509, 147.033456 -35.6663395)",,
109336668,False,MacBean Street,residential,,False,64.464,,,"LINESTRING (147.0349763 -35.666128, 147.0350422 -35.6657661, 147.0351214 -35.6655621)",,
109336668,False,MacBean Street,residential,,True,82.012,,,"LINESTRING (147.0349763 -35.666128, 147.0349585 -35.6662098, 147.0348517 -35.6668585)",,
300409120,False,Stock Road,unclassified,,False,60.68,,,"LINESTRING (147.0326011 -35.6643095, 147.0326901 -35.6637686)",,
109336658,False,Douglas Street,residential,,False,45.214,,,"LINESTRING (147.0326011 -35.6643095, 147.0328232 -35.6640996, 147.0328718 -35.6640724, 147.0329688 -35.6640502)",,
300409120,False,Stock Road,unclassified,,True,484.251,,,"LINESTRING (147.0326011 -35.6643095, 147.0324125 -35.6651608, 147.0322219 -35.6661967, 147.0321717 -35.6664702, 147.031864 -35.6679655, 147.03186 -35.6680547, 147.031923 -35.6685452, 147.0319385 -35.6686116)",,
109336654,False,Elizabeth Street,residential,,True,102.972,,,"LINESTRING (147.0329581 -35.6630625, 147.0340849 -35.663202)",,
300409120,False,Stock Road,unclassified,,True,82.427,,,"LINESTRING (147.0329581 -35.6630625, 147.0328564 -35.6633415, 147.0327773 -35.6635221, 147.0327716 -35.6635329, 147.0327129 -35.6636441, 147.0326901 -35.6637686)",,
109336668,False,MacBean Street,residential,,False,109.218,,,"LINESTRING (147.0353319 -35.6643722, 147.0354348 -35.6638869, 147.0355068 -35.6635042, 147.0355195 -35.6634021)",,
109336668,False,MacBean Street,residential,,True,133.768,,,"LINESTRING (147.0353319 -35.6643722, 147.0351304 -35.6654018, 147.0351214 -35.6655621)",,
496801955,False,Douglas Street,residential,,False,223.607,,,"LINESTRING (147.0353319 -35.6643722, 147.0354762 -35.6643929, 147.0361009 -35.6644741, 147.0370901 -35.6646027, 147.0376751 -35.6646787, 147.0377756 -35.6646918)",,
496801955,False,Douglas Street,residential,,True,132.215,,,"LINESTRING (147.0353319 -35.6643722, 147.0345879 -35.6642774, 147.0338894 -35.6641721)",,
109337508,False,Melville Street,trunk,50,False,151.20600000000002,2,A41,"LINESTRING (147.0389687 -35.6661814, 147.0389122 -35.6664925, 147.0388493 -35.6667978, 147.038728 -35.6673483, 147.0386897 -35.6675221)",,
109337508,False,Melville Street,trunk,50,True,68.486,2,A41,"LINESTRING (147.0389687 -35.6661814, 147.0390189 -35.6659455, 147.039095 -35.6655741)",,
190014290,False,Henty Street,residential,50,False,249.719,2,,"LINESTRING (147.0389687 -35.6661814, 147.0391009 -35.6661609, 147.0416841 -35.665761)",,
175260341,True,,trunk,,False,16.293,,A41,"LINESTRING (147.0372265 -35.6676645, 147.0372577 -35.6676909, 147.0372792 -35.6677231, 147.0372895 -35.6677588, 147.0372878 -35.6677954)",roundabout,
300409115,True,Balfour Street,trunk,50,False,45.40899999999999,1,A41,"LINESTRING (147.0372265 -35.6676645, 147.0372942 -35.6676799, 147.0374028 -35.6676844, 147.0374819 -35.6676821, 147.0375919 -35.6676777, 147.0376817 -35.6676688, 147.0377247 -35.6676759)",,
4725236,True,Railway Parade,trunk,50,False,13.672,1,A41,"LINESTRING (147.0371898 -35.6678978, 147.0371328 -35.6679421, 147.0370993 -35.6679943)",,
175260341,True,,trunk,,False,14.672,,A41,"LINESTRING (147.0371898 -35.6678978, 147.037151 -35.6679076, 147.0371105 -35.6679095, 147.0370706 -35.6679036, 147.0370335 -35.6678901)",roundabout,
109334236,False,Edward Street,residential,,False,109.938,,,"LINESTRING (147.0385802 -35.6687445, 147.0397697 -35.6685355)",,
109334230,False,Gamble Street,residential,,False,363.56500000000005,,,"LINESTRING (147.0385802 -35.6687445, 147.0384997 -35.6687893, 147.0384563 -35.6688759, 147.0383635 -35.6692504, 147.0382942 -35.6693549, 147.0382222 -35.6694147, 147.0380374 -35.6695022, 147.0378737 -35.6696023, 147.0377842 -35.6696861, 147.0377024 -35.6697988, 147.037582 -35.6700724, 147.0374955 -35.6702582, 147.0374539 -35.6703946, 147.037409 -35.6705835, 147.0373802 -35.6707031, 147.0373262 -35.6707585, 147.0372711 -35.6707808, 147.037137 -35.6707721, 147.0370945 -35.6707637, 147.0370311 -35.6707288, 147.0369853 -35.6706854, 147.0369653 -35.6706457, 147.0369653 -35.6705716, 147.0369653 -35.6704583, 147.0369814 -35.670358, 147.0369439 -35.670284, 147.0368312 -35.6702447, 147.0367204 -35.6702354)",,
109334233,False,Melville Street,residential,,False,150.20000000000002,,,"LINESTRING (147.0385802 -35.6687445, 147.0389787 -35.6692651, 147.0390903 -35.6693933, 147.0394329 -35.6696651, 147.0395456 -35.6697218, 147.0396482 -35.6697321)",,
1092754042,False,Gamble Street,residential,,True,138.115,,,"LINESTRING (147.0385802 -35.6687445, 147.0385317 -35.6686622, 147.0385153 -35.6685733, 147.0385954 -35.6681739, 147.0386654 -35.66769, 147.0386897 -35.6675221)",,
109337506,False,Balfour Street,secondary,50,False,20.561,,,"LINESTRING (147.0319385 -35.6686116, 147.0321612 -35.6685734)",,
300409120,False,Stock Road,unclassified,,False,484.251,,,"LINESTRING (147.0319385 -35.6686116, 147.031923 -35.6685452, 147.03186 -35.6680547, 147.031864 -35.6679655, 147.0321717 -35.6664702, 147.0322219 -35.6661967, 147.0324125 -35.6651608, 147.0326011 -35.6643095)",,
175260341,True,,trunk,,False,14.981000000000002,,A41,"LINESTRING (147.0372878 -35.6677954, 147.0372758 -35.6678277, 147.0372546 -35.6678566, 147.0372253 -35.6678804, 147.0371898 -35.6678978)",roundabout,
300409120,False,Stock Road,unclassified,,True,60.68,,,"LINESTRING (147.0326901 -35.6637686, 147.0326011 -35.6643095)",,
300409120,False,Stock Road,unclassified,,False,82.42699999999999,,,"LINESTRING (147.0326901 -35.6637686, 147.0327129 -35.6636441, 147.0327716 -35.6635329, 147.0327773 -35.6635221, 147.0328564 -35.6633415, 147.0329581 -35.6630625)",,
496801954,False,Douglas Street,residential,,True,43.833,,,"LINESTRING (147.0326901 -35.6637686, 147.0327158 -35.6638723, 147.0327635 -35.6639542, 147.0328396 -35.664016, 147.0329688 -35.6640502)",,
175260341,True,,trunk,,False,8.325000000000001,,A41,"LINESTRING (147.0369811 -35.6676941, 147.0370007 -35.6676749, 147.0370242 -35.6676589, 147.037051 -35.6676466)",roundabout,
109334962,False,Railway Parade,tertiary,50,True,121.943,,,"LINESTRING (147.0371451 -35.667532, 147.0371807 -35.6673249, 147.0372073 -35.6671675, 147.0372939 -35.6667434, 147.0373412 -35.6664471)",,
395182248,True,Railway Parade,tertiary,50,False,14.991,,,"LINESTRING (147.0371451 -35.667532, 147.0371653 -35.6675821, 147.03718 -35.6676115, 147.0372106 -35.6676553)",,
175260341,True,,trunk,,False,1.763,,A41,"LINESTRING (147.0372106 -35.6676553, 147.0372265 -35.6676645)",roundabout,
395182244,False,Railway Parade,trunk,50,False,238.51500000000001,2,A41,"LINESTRING (147.0370993 -35.6679943, 147.0367899 -35.6696656, 147.0367346 -35.6701183)",,
404026234,True,Railway Parade,trunk,50,False,13.073,1,A41,"LINESTRING (147.0370993 -35.6679943, 147.0370633 -35.6679264, 147.0370335 -35.6678901)",,
175260341,True,,trunk,,False,2.906,,A41,"LINESTRING (147.0370335 -35.6678901, 147.0370076 -35.6678746)",roundabout,
496801953,False,Albert Street,residential,,True,52.943,,,"LINESTRING (147.0328761 -35.6662707, 147.033456 -35.6663395)",,
1115634530,False,Douglas Street,residential,,False,84.265,,,"LINESTRING (147.0329688 -35.6640502, 147.0338894 -35.6641721)",,
109336658,False,Douglas Street,residential,,True,45.214,,,"LINESTRING (147.0329688 -35.6640502, 147.0328718 -35.6640724, 147.0328232 -35.6640996, 147.0326011 -35.6643095)",,
496801954,False,Douglas Street,residential,,False,43.833,,,"LINESTRING (147.0329688 -35.6640502, 147.0328396 -35.664016, 147.0327635 -35.6639542, 147.0327158 -35.6638723, 147.0326901 -35.6637686)",,
47194650,True,Balfour Street,trunk,50,False,42.087,1,A41,"LINESTRING (147.0377247 -35.6676759, 147.0376886 -35.6676982, 147.0374724 -35.6677323, 147.037384 -35.6677607, 147.0372878 -35.6677954)",,
300409122,False,Balfour Street,trunk,50,False,88.84400000000001,2,A41,"LINESTRING (147.0377247 -35.6676759, 147.0378042 -35.667665, 147.0378533 -35.667657, 147.0380442 -35.6676263, 147.0381734 -35.6676081, 147.0382138 -35.6676014, 147.0386897 -35.6675221)",,
