osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes
432303761,False,Pinnuck Street,residential,50,False,83.906,"LINESTRING (145.5777449 -35.6417011, 145.5785758 -35.6420379)",,
432303761,False,Pinnuck Street,residential,50,True,137.05700000000002,"LINESTRING (145.5777449 -35.6417011, 145.5772347 -35.6414923, 145.5770447 -35.6414145, 145.5763903 -35.6411467)",,
1231032044,False,Murray Street,trunk,40,False,71.575,"LINESTRING (145.5777449 -35.6417011, 145.5775427 -35.642029, 145.5773901 -35.6422766)",A39,
1231032044,False,Murray Street,trunk,40,False,14.117,"LINESTRING (145.576591 -35.6435727, 145.576521 -35.6436862)",A39,
1231032044,False,Murray Street,trunk,40,True,72.83,"LINESTRING (145.576591 -35.6435727, 145.576952 -35.6429871)",A39,
175761077,False,Ulupna Street,residential,50,True,131.102,"LINESTRING (145.576591 -35.6435727, 145.5759038 -35.6432934, 145.5752933 -35.6430455)",,
175761088,False,McNamara Street,residential,50,False,131.756,"LINESTRING (145.5742951 -35.6472965, 145.5735839 -35.6470041, 145.572994 -35.6467616)",,
354261033,False,Murray Street,trunk,50,True,230.922,"LINESTRING (145.5742951 -35.6472965, 145.5751702 -35.6458773, 145.575383 -35.6455322, 145.5754399 -35.6454398)",A39,
176072147,False,Wollamai Street,residential,,True,218.827,"LINESTRING (145.5797201 -35.6401809, 145.5809021 -35.6406666, 145.5818811 -35.6410689)",,
176072201,False,Endeavour Street,residential,,False,230.93500000000003,"LINESTRING (145.5797201 -35.6401809, 145.5791722 -35.6410701, 145.5787414 -35.6417692, 145.5786409 -35.6419323, 145.5785758 -35.6420379)",,
176072181,False,Coree Street,residential,50,False,233.572,"LINESTRING (145.5750262 -35.6405884, 145.5738617 -35.6424637)",,
432303761,False,Pinnuck Street,residential,50,False,138.018,"LINESTRING (145.5750262 -35.6405884, 145.5756962 -35.6408626, 145.5763903 -35.6411467)",,
176072199,False,Finley Street,residential,,True,232.133,"LINESTRING (145.5818811 -35.6410689, 145.5807261 -35.6429336)",,
176072147,False,Wollamai Street,residential,,False,218.827,"LINESTRING (145.5818811 -35.6410689, 145.5809021 -35.6406666, 145.5797201 -35.6401809)",,
176072147,False,Wollamai Street,residential,,True,131.806,"LINESTRING (145.5818811 -35.6410689, 145.5825318 -35.6413363, 145.5831828 -35.6416037)",,
176072182,False,Denison Street,residential,50,False,233.17,"LINESTRING (145.5763903 -35.6411467, 145.5752399 -35.6430237)",,
432303761,False,Pinnuck Street,residential,50,False,137.057,"LINESTRING (145.5763903 -35.6411467, 145.5770447 -35.6414145, 145.5772347 -35.6414923, 145.5777449 -35.6417011)",,
432303761,False,Pinnuck Street,residential,50,True,138.018,"LINESTRING (145.5763903 -35.6411467, 145.5756962 -35.6408626, 145.5750262 -35.6405884)",,
176072185,False,McAllister Street,residential,,True,232.519,"LINESTRING (145.5831828 -35.6416037, 145.5820171 -35.6434679)",,
176072147,False,Wollamai Street,residential,,False,131.806,"LINESTRING (145.5831828 -35.6416037, 145.5825318 -35.6413363, 145.5818811 -35.6410689)",,
364059623,False,Malone Mews,residential,,True,183.096,"LINESTRING (145.5803267 -35.6416524, 145.5798523 -35.6422241, 145.5798213 -35.6422681, 145.5798056 -35.6423018, 145.5797968 -35.6423339, 145.5797941 -35.6423608, 145.5798002 -35.6423853, 145.5798095 -35.6424161, 145.5798358 -35.6424579, 145.5798775 -35.6425064, 145.5799132 -35.6425457, 145.5799412 -35.6425852, 145.579954 -35.6426215, 145.5799554 -35.6426552, 145.579952 -35.6426824, 145.5799399 -35.6427106, 145.579719 -35.6430953)",,
432303761,False,Pinnuck Street,residential,50,True,83.906,"LINESTRING (145.5785758 -35.6420379, 145.5777449 -35.6417011)",,
176072201,False,Endeavour Street,residential,,False,70.29899999999999,"LINESTRING (145.5785758 -35.6420379, 145.5785267 -35.6421202, 145.5782362 -35.6426067)",,
176072201,False,Endeavour Street,residential,,True,230.935,"LINESTRING (145.5785758 -35.6420379, 145.5786409 -35.6419323, 145.5787414 -35.6417692, 145.5791722 -35.6410701, 145.5797201 -35.6401809)",,
