osmid,oneway,name,highway,reversed,length,junction,geometry,maxspeed,lanes
173057192,True,Angle Vale Road,secondary,False,29.029,,"LINESTRING (138.6466798 -34.6407152, 138.6469971 -34.640717)",,
1208922850,True,,secondary,False,12.555,roundabout,"LINESTRING (138.6466798 -34.6407152, 138.6467036 -34.640744, 138.6467133 -34.6407818, 138.6467034 -34.6408204)",,
173057191,False,Angle Vale Road,secondary,False,390.766,,"LINESTRING (138.6469971 -34.640717, 138.647799 -34.6405872, 138.6488311 -34.6404361, 138.6500339 -34.6402531, 138.6510149 -34.6400909, 138.6511939 -34.6400638)",,
173057196,True,Angle Vale Road,secondary,False,29.247,,"LINESTRING (138.6469971 -34.640717, 138.6467721 -34.6407915, 138.6467034 -34.6408204)",,
1208922851,True,,secondary,False,7.439,roundabout,"LINESTRING (138.6464926 -34.6407432, 138.6465169 -34.6407144, 138.6465494 -34.6406971)",,
1208922849,True,,secondary,False,7.905,roundabout,"LINESTRING (138.6467034 -34.6408204, 138.6466801 -34.6408486, 138.646643 -34.6408695)",,
173057206,True,Angle Vale Road,secondary,False,49.098000000000006,,"LINESTRING (138.6465166 -34.6408495, 138.6464126 -34.6408426, 138.6463582 -34.6408405, 138.6462987 -34.6408447, 138.6460996 -34.6408809, 138.6459858 -34.6408724)",,
1208922852,True,,secondary,False,12.7,roundabout,"LINESTRING (138.6465166 -34.6408495, 138.6464882 -34.6408117, 138.6464824 -34.6407818, 138.6464926 -34.6407432)",,
1208922848,True,,secondary,False,3.464,roundabout,"LINESTRING (138.6465475 -34.6408675, 138.6465166 -34.6408495)",,
173057237,True,Heaslip Road,secondary,False,21.118000000000002,,"LINESTRING (138.646643 -34.6408695, 138.6466395 -34.6409807, 138.6466077 -34.6410549)",,
1208922853,True,,secondary,False,8.939,roundabout,"LINESTRING (138.646643 -34.6408695, 138.6465989 -34.640877, 138.6465475 -34.6408675)",,
173057207,True,Angle Vale Road,secondary,False,48.774,,"LINESTRING (138.6459858 -34.6408724, 138.6461229 -34.6408298, 138.6463013 -34.6408022, 138.6463686 -34.6407873, 138.6464151 -34.6407745, 138.6464926 -34.6407432)",,
"[179372200, 775903892, 179372199]",False,Angle Vale Road,secondary,True,429.20599999999996,,"LINESTRING (138.6459858 -34.6408724, 138.6451571 -34.6410036, 138.6428533 -34.6413469, 138.6424013 -34.6414173, 138.6418833 -34.641498, 138.6413721 -34.6415728)",,
173057236,True,Heaslip Road,secondary,False,21.736,,"LINESTRING (138.6466077 -34.6410549, 138.6465652 -34.6409719, 138.6465475 -34.6408675)",,
393295681,False,Heaslip Road,secondary,True,101.724,,"LINESTRING (138.6466077 -34.6410549, 138.6466077 -34.6410986, 138.6465492 -34.6415639, 138.6465156 -34.6419663)",60,
"[179372224, 179292858]",False,Fradd Court,residential,False,135.54899999999998,,"LINESTRING (138.6413721 -34.6415728, 138.6413959 -34.6416264, 138.6414294 -34.6416737, 138.6414702 -34.6417013, 138.6415684 -34.6417368, 138.642525 -34.6421154, 138.6426369 -34.6421597)",50,
"[179372200, 775903892, 179372199]",False,Angle Vale Road,secondary,False,429.206,,"LINESTRING (138.6413721 -34.6415728, 138.6418833 -34.641498, 138.6424013 -34.6414173, 138.6428533 -34.6413469, 138.6451571 -34.6410036, 138.6459858 -34.6408724)",,
179372224,False,Fradd Court,residential,True,293.008,,"LINESTRING (138.6455267 -34.643296, 138.6447983 -34.6430141, 138.6428383 -34.6422394, 138.6426369 -34.6421597)",50,
179292859,False,Fradd Road,tertiary,False,188.589,,"LINESTRING (138.6463045 -34.6436001, 138.6474534 -34.6440448, 138.6481699 -34.6443221)",,
393295681,False,Heaslip Road,secondary,False,183.142,,"LINESTRING (138.6463045 -34.6436001, 138.6463235 -34.6435497, 138.6463337 -34.6435203, 138.6463598 -34.6434446, 138.6463771 -34.6433656, 138.6463952 -34.6432831, 138.646406 -34.643222, 138.6464191 -34.6431477, 138.6464404 -34.6429009, 138.6464696 -34.6425164, 138.6465156 -34.6419663)",60,
179372240,False,Imbrogno Court,residential,True,40.846,,"LINESTRING (138.6502045 -34.6370532, 138.6497581 -34.6370594)",,
179372240,False,Imbrogno Court,residential,False,40.846,,"LINESTRING (138.6497581 -34.6370594, 138.6502045 -34.6370532)",,
179372240,False,Imbrogno Court,residential,True,69.12,,"LINESTRING (138.6497581 -34.6370594, 138.6490027 -34.6370698)",,
179372240,False,Imbrogno Court,residential,False,69.12,,"LINESTRING (138.6490027 -34.6370698, 138.6497581 -34.6370594)",,
179372260,False,Trinity Way,residential,True,309.727,,"LINESTRING (138.6490027 -34.6370698, 138.6490124 -34.637481, 138.6490296 -34.6380409, 138.6490358 -34.6380806, 138.6490574 -34.6381166, 138.6490727 -34.6381313, 138.6490964 -34.6381472, 138.6491478 -34.6381646, 138.6495507 -34.6381564, 138.6511451 -34.6381301)",,
179372259,True,Thornton Street,residential,False,35.716,,"LINESTRING (138.6515144 -34.6377459, 138.651404 -34.6377776, 138.6513187 -34.6377817, 138.6512101 -34.6377803, 138.6511366 -34.6377556)",,
179372210,False,Broster Road,residential,True,41.65,,"LINESTRING (138.6511366 -34.6377556, 138.6511451 -34.6381301)",,
179372258,True,Thornton Street,residential,False,35.333,,"LINESTRING (138.6511366 -34.6377556, 138.6512034 -34.6377322, 138.6513154 -34.637728, 138.6514057 -34.6377267, 138.6515144 -34.6377459)",,
179372210,False,Broster Road,residential,False,41.65,,"LINESTRING (138.6511451 -34.6381301, 138.6511366 -34.6377556)",,
179372210,False,Broster Road,residential,True,215.065,,"LINESTRING (138.6511451 -34.6381301, 138.6511472 -34.6382241, 138.6511804 -34.6394348, 138.6511939 -34.6400638)",,
179372260,False,Trinity Way,residential,False,309.727,,"LINESTRING (138.6511451 -34.6381301, 138.6495507 -34.6381564, 138.6491478 -34.6381646, 138.6490964 -34.6381472, 138.6490727 -34.6381313, 138.6490574 -34.6381166, 138.6490358 -34.6380806, 138.6490296 -34.6380409, 138.6490124 -34.637481, 138.6490027 -34.6370698)",,
173057191,False,Angle Vale Road,secondary,True,390.766,,"LINESTRING (138.6511939 -34.6400638, 138.6510149 -34.6400909, 138.6500339 -34.6402531, 138.6488311 -34.6404361, 138.647799 -34.6405872, 138.6469971 -34.640717)",,
179372210,False,Broster Road,residential,False,215.065,,"LINESTRING (138.6511939 -34.6400638, 138.6511804 -34.6394348, 138.6511472 -34.6382241, 138.6511451 -34.6381301)",,
179372234,True,Heaslip Road,secondary,False,25.142000000000003,,"LINESTRING (138.6465889 -34.6404836, 138.6466224 -34.640573, 138.6466562 -34.6407026)",,
179372236,False,Heaslip Road,secondary,False,147.202,,"LINESTRING (138.6465889 -34.6404836, 138.6465813 -34.640117, 138.6465778 -34.6399855, 138.6465638 -34.6394676, 138.6465588 -34.6392813, 138.6465544 -34.6391601)",,
179372233,True,Heaslip Road,secondary,False,24.035,,"LINESTRING (138.6465494 -34.6406971, 138.6465672 -34.6405716, 138.6465889 -34.6404836)",,
1208922854,True,,secondary,False,10.32,roundabout,"LINESTRING (138.6465494 -34.6406971, 138.6465558 -34.6406937, 138.6465989 -34.6406871, 138.646639 -34.6406934, 138.6466562 -34.6407026)",,
