osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width
573075416,2,Lord Street,secondary,50,False,True,80.62,"LINESTRING (152.8455163 -31.0832835, 152.8449925 -31.0838531)",,,
507750750,,Little Rudder Street,residential,50,False,False,86.326,"LINESTRING (152.8455163 -31.0832835, 152.8454304 -31.0832588, 152.8448942 -31.0831048, 152.8446467 -31.0830726)",,,
573075416,2,Lord Street,secondary,50,False,False,51.236000000000004,"LINESTRING (152.8455163 -31.0832835, 152.8456606 -31.0830857, 152.8457284 -31.082981, 152.8457819 -31.0828834)",,,
507750745,1,Lord Street,secondary,50,True,False,42.797,"LINESTRING (152.8457819 -31.0828834, 152.8457778 -31.0827287, 152.845763 -31.0825479, 152.8457515 -31.0825)",,,
573075416,2,Lord Street,secondary,50,False,True,51.236000000000004,"LINESTRING (152.8457819 -31.0828834, 152.8457284 -31.082981, 152.8456606 -31.0830857, 152.8455163 -31.0832835)",,,
507750743,1,,secondary_link,50,True,False,51.657,"LINESTRING (152.8457515 -31.0825, 152.8457329 -31.0824021, 152.8457082 -31.0823435, 152.8456702 -31.0822827, 152.8456197 -31.0822236, 152.8455731 -31.0821735, 152.8455577 -31.0821574, 152.8455475 -31.0821368, 152.8455386 -31.0820837)",,,
573075373,1,Lord Street,secondary,50,True,False,66.754,"LINESTRING (152.8457515 -31.0825, 152.8457095 -31.0824122, 152.8456662 -31.0823459, 152.8456163 -31.0822785, 152.8455561 -31.0822123, 152.8454816 -31.0821527, 152.845421 -31.0821093, 152.8453162 -31.0820443)",,,
507750741,1,,secondary_link,50,True,False,21.829,"LINESTRING (152.8455386 -31.0820837, 152.8454717 -31.0820835, 152.845405 -31.0820704, 152.8453162 -31.0820443)",,,
770436268,,Rudder Street,secondary,,False,True,23.829,"LINESTRING (152.8455386 -31.0820837, 152.8456334 -31.0819801, 152.8456929 -31.081915)",,,
875009197,1,Lord Street,secondary,50,True,False,33.392,"LINESTRING (152.8455386 -31.0820837, 152.8456351 -31.0821647, 152.845768 -31.08231)",,,
507750989,1,Smith Street,secondary,50,True,False,12.552,"LINESTRING (152.8422051 -31.0807575, 152.8420781 -31.0807273)",,,
"[8028190, 972730559]",2,Macleay Valley Way,secondary,50,False,True,280.147,"LINESTRING (152.8422051 -31.0807575, 152.8422162 -31.080762, 152.8448649 -31.0818338)",yes,,
507750746,1,Lord Street,secondary,50,True,False,52.397999999999996,"LINESTRING (152.8448649 -31.0818338, 152.8451169 -31.0819006, 152.8452797 -31.0819517, 152.8453816 -31.0819936)",,,
"[8028190, 972730559]",2,Macleay Valley Way,secondary,50,False,False,280.147,"LINESTRING (152.8448649 -31.0818338, 152.8422162 -31.080762, 152.8422051 -31.0807575)",yes,,
920640029,,Forth Street,tertiary,,False,True,8.675,"LINESTRING (152.8422758 -31.0787003, 152.8423635 -31.0787214)",,,
8028191,1,Smith Street,secondary,40,True,False,135.22,"LINESTRING (152.8422758 -31.0787003, 152.8425756 -31.0778342, 152.8426794 -31.0775344)",,,
920640029,,Forth Street,tertiary,,False,False,120.324,"LINESTRING (152.8422758 -31.0787003, 152.8421822 -31.0786861, 152.8415484 -31.0785903, 152.8410316 -31.0785121)",,,
770757140,,Stuart Street,tertiary,,False,False,9.451,"LINESTRING (152.8392119 -31.0803299, 152.8392322 -31.0802467)",,,
573075392,2,Belgrave Street,secondary,50,True,False,145.418,"LINESTRING (152.8392119 -31.0803299, 152.8392003 -31.0803281, 152.8387314 -31.0802556, 152.8385256 -31.0802238, 152.8379107 -31.0801287, 152.8378688 -31.0801232, 152.8377083 -31.0801023)",,,
10946082,,Clyde Street,residential,,False,False,64.55600000000001,"LINESTRING (152.8410316 -31.0785121, 152.8408947 -31.0789156, 152.8408618 -31.0790172, 152.8408483 -31.0790548, 152.8408429 -31.0790697)",,,
10946082,,Clyde Street,residential,,False,True,136.946,"LINESTRING (152.8410316 -31.0785121, 152.8410561 -31.0784381, 152.8411841 -31.0780524, 152.8412463 -31.0778647, 152.8413366 -31.0775925, 152.8413739 -31.0774849, 152.8414245 -31.0773274)",,,
920640029,,Forth Street,tertiary,,False,False,115.038,"LINESTRING (152.8410316 -31.0785121, 152.8402557 -31.0784006, 152.8398403 -31.0783409)",,,
920640029,,Forth Street,tertiary,,False,True,120.324,"LINESTRING (152.8410316 -31.0785121, 152.8415484 -31.0785903, 152.8421822 -31.0786861, 152.8422758 -31.0787003)",,,
217119891,,John Street,residential,,False,False,54.879999999999995,"LINESTRING (152.8404151 -31.0805079, 152.8403967 -31.080589, 152.8403053 -31.0809924)",,,
573075392,2,Belgrave Street,secondary,50,True,False,116.282,"LINESTRING (152.8404151 -31.0805079, 152.8402943 -31.0804902, 152.8393421 -31.0803509, 152.8392119 -31.0803299)",,,
75691005,,Gill Street,residential,,False,True,91.976,"LINESTRING (152.8449925 -31.0838531, 152.8458105 -31.0842929)",,,
573075416,2,Lord Street,secondary,50,False,False,80.62,"LINESTRING (152.8449925 -31.0838531, 152.8455163 -31.0832835)",,,
700926042,,Gabriel Avenue,residential,50,False,False,34.959,"LINESTRING (152.8449925 -31.0838531, 152.8449001 -31.0838332, 152.8448747 -31.0838278, 152.8446333 -31.0837888)",,,
75691005,,Gill Street,residential,,False,False,91.976,"LINESTRING (152.8458105 -31.0842929, 152.8449925 -31.0838531)",,,
75691241,,Innes Street,residential,,False,True,295.348,"LINESTRING (152.8458105 -31.0842929, 152.847242 -31.0823699, 152.8474781 -31.0820534)",,,
875017790,,Rudder Street,secondary,,False,False,39.64,"LINESTRING (152.8459254 -31.0816193, 152.8456929 -31.081915)",,,
875017791,,Rudder Street,secondary,,False,True,15.098,"LINESTRING (152.8459254 -31.0816193, 152.8459987 -31.0814989)",,,
875017789,,Lord Street,residential,,False,False,25.805,"LINESTRING (152.8459254 -31.0816193, 152.8460665 -31.081635, 152.8461311 -31.0816527, 152.8461386 -31.0816563, 152.8461562 -31.0816649, 152.8461812 -31.081682)",,,
75691478,,Lord Street,residential,,False,False,122.42399999999999,"LINESTRING (152.8461812 -31.081682, 152.8461983 -31.0818846, 152.8461995 -31.0819587, 152.8462045 -31.08215, 152.8462009 -31.0822439, 152.8461851 -31.0823308, 152.8461553 -31.0824552, 152.8461031 -31.082584, 152.8460369 -31.0826897, 152.8459974 -31.0827478)",,,
292021233,,Herborne Avenue,residential,,False,False,131.436,"LINESTRING (152.8461812 -31.081682, 152.846236 -31.0816901, 152.8462685 -31.0816948, 152.8467826 -31.0817705, 152.8474207 -31.0820301, 152.8474781 -31.0820534)",,,
875017789,,Lord Street,residential,,False,True,25.805,"LINESTRING (152.8461812 -31.081682, 152.8461562 -31.0816649, 152.8461386 -31.0816563, 152.8461311 -31.0816527, 152.8460665 -31.081635, 152.8459254 -31.0816193)",,,
75691478,,Lord Street,residential,,False,True,122.424,"LINESTRING (152.8459974 -31.0827478, 152.8460369 -31.0826897, 152.8461031 -31.082584, 152.8461553 -31.0824552, 152.8461851 -31.0823308, 152.8462009 -31.0822439, 152.8462045 -31.08215, 152.8461995 -31.0819587, 152.8461983 -31.0818846, 152.8461812 -31.081682)",,,
507750989,1,Smith Street,secondary,50,True,False,8.058,"LINESTRING (152.8418648 -31.0805504, 152.8418232 -31.0804873)",,,
770708307,2,Belgrave Street,secondary,50,True,False,36.278999999999996,"LINESTRING (152.8418648 -31.0805504, 152.8418214 -31.080586, 152.8417667 -31.0806152, 152.8416888 -31.0806346, 152.8415175 -31.0806664)",,,
573075392,2,Belgrave Street,secondary,50,True,False,106.453,"LINESTRING (152.8415175 -31.0806664, 152.8404151 -31.0805079)",,,
507750989,1,Smith Street,secondary,50,True,False,28.419,"LINESTRING (152.8420781 -31.0807273, 152.8419813 -31.0806616, 152.8419212 -31.0806124, 152.8418648 -31.0805504)",,,
