osmid,lanes,ref,name,highway,width,oneway,reversed,length,geometry,junction
575750515,2,C441,Powlett Street,secondary,10.5,False,True,7.906,"LINESTRING (145.7255356 -38.63099, 145.7254699 -38.6309408)",
315553003,2,C441,Bayview Avenue,secondary,9.5,False,False,131.714,"LINESTRING (145.7255356 -38.63099, 145.7255814 -38.6310156, 145.7256266 -38.6310337, 145.7256858 -38.6310509, 145.7257442 -38.631061, 145.725814 -38.6310701, 145.7270165 -38.6312085)",
988183600,,,Sandy Mount Avenue,tertiary,,True,False,53.95,"LINESTRING (145.7255356 -38.63099, 145.7255051 -38.6311147, 145.7254147 -38.6314659)",
221569753,1,C435;92,Ramsey Boulevard,secondary,,True,False,51.464000000000006,"LINESTRING (145.7288494 -38.6345823, 145.7288944 -38.6345214, 145.7289314 -38.6344662, 145.7289632 -38.6344153, 145.7289895 -38.6343782, 145.7290096 -38.6343507, 145.7290371 -38.6343154, 145.729077 -38.6342683, 145.7291572 -38.6341882)",
221570030,2,C435;92,Ramsey Boulevard,secondary,,False,False,56.69,"LINESTRING (145.7288494 -38.6345823, 145.7287643 -38.6346768, 145.7286491 -38.6348047, 145.7284739 -38.6349993)",
774647352,2,C435;92,Williams Street,secondary,,False,True,76.952,"LINESTRING (145.7295176 -38.6336405, 145.7296315 -38.6329542)",
1041068762,1,C435;92,Williams Street,secondary,,True,False,18.634999999999998,"LINESTRING (145.7295176 -38.6336405, 145.7295155 -38.6336826, 145.7295168 -38.6337133, 145.7295216 -38.6337467, 145.7295264 -38.6337759, 145.7295308 -38.6338074)",
221569750,,,Sandy Mount Avenue,tertiary,,False,False,72.363,"LINESTRING (145.7246592 -38.6359912, 145.7245533 -38.6366367)",
221569750,,,Sandy Mount Avenue,tertiary,,False,True,33.654,"LINESTRING (145.7246592 -38.6359912, 145.7247054 -38.6356907)",
25995394,,,The Crescent,residential,,False,False,133.985,"LINESTRING (145.7246592 -38.6359912, 145.7239074 -38.6359405, 145.7235469 -38.6358332, 145.7232379 -38.6356321)",
25995394,,,The Crescent,residential,,False,False,156.005,"LINESTRING (145.7232379 -38.6356321, 145.7230663 -38.6351159, 145.7231178 -38.6346264, 145.7233066 -38.6342778)",
25995394,,,The Crescent,residential,,False,True,133.985,"LINESTRING (145.7232379 -38.6356321, 145.7235469 -38.6358332, 145.7239074 -38.6359405, 145.7246592 -38.6359912)",
595636990,,,Howsam Place,residential,,False,False,94.393,"LINESTRING (145.7233066 -38.6342778, 145.7224873 -38.6337201)",
25995394,,,The Crescent,residential,,False,False,167.829,"LINESTRING (145.7233066 -38.6342778, 145.7236328 -38.6339962, 145.7239932 -38.6338085, 145.7245511 -38.633842, 145.7250011 -38.6338847)",
25995394,,,The Crescent,residential,,False,True,156.005,"LINESTRING (145.7233066 -38.6342778, 145.7231178 -38.6346264, 145.7230663 -38.6351159, 145.7232379 -38.6356321)",
221570029,,,Sandy Mount Avenue,tertiary,,False,False,54.0,"LINESTRING (145.7250011 -38.6338847, 145.7249231 -38.6343665)",
221570029,,,Sandy Mount Avenue,tertiary,,False,True,37.911,"LINESTRING (145.7250011 -38.6338847, 145.7250593 -38.6335468)",
25995394,,,The Crescent,residential,,False,True,167.829,"LINESTRING (145.7250011 -38.6338847, 145.7245511 -38.633842, 145.7239932 -38.6338085, 145.7236328 -38.6339962, 145.7233066 -38.6342778)",
221569750,,,Sandy Mount Avenue,tertiary,,False,False,21.582,"LINESTRING (145.7247351 -38.635498, 145.7247054 -38.6356907)",
221569750,,,Sandy Mount Avenue,tertiary,,False,True,96.98,"LINESTRING (145.7247351 -38.635498, 145.7248884 -38.6346341)",
25995397,,,Clerk Crescent,residential,,False,False,253.29999999999998,"LINESTRING (145.7247351 -38.635498, 145.7244396 -38.6354712, 145.7240791 -38.6353639, 145.7238902 -38.6351829, 145.7238645 -38.6348946, 145.7239023 -38.6345559, 145.7239758 -38.6344713, 145.7242554 -38.6343386, 145.724367 -38.6343279, 145.7249231 -38.6343665)",
383543921,1,,Sandy Mount Avenue,tertiary_link,,True,False,19.503999999999998,"LINESTRING (145.7253046 -38.6307862, 145.7253417 -38.6307933, 145.7253712 -38.6307955, 145.7254084 -38.6307938, 145.7254419 -38.6307875, 145.7254636 -38.6307799, 145.7254802 -38.6307686, 145.7254889 -38.6307582, 145.7254984 -38.6307416)",
575750515,2,C441,Powlett Street,secondary,10.5,False,False,22.402,"LINESTRING (145.7253046 -38.6307862, 145.7253608 -38.6308413, 145.7254157 -38.6308916, 145.7254699 -38.6309408)",
221569750,,,Sandy Mount Avenue,tertiary,,False,True,16.485,"LINESTRING (145.7245259 -38.6367834, 145.7245533 -38.6366367)",
221570029,,,Sandy Mount Avenue,tertiary,,False,False,29.908,"LINESTRING (145.7249231 -38.6343665, 145.7248884 -38.6346341)",
221570029,,,Sandy Mount Avenue,tertiary,,False,True,54.0,"LINESTRING (145.7249231 -38.6343665, 145.7250011 -38.6338847)",
25995397,,,Clerk Crescent,residential,,False,True,253.3,"LINESTRING (145.7249231 -38.6343665, 145.724367 -38.6343279, 145.7242554 -38.6343386, 145.7239758 -38.6344713, 145.7239023 -38.6345559, 145.7238645 -38.6348946, 145.7238902 -38.6351829, 145.7240791 -38.6353639, 145.7244396 -38.6354712, 145.7247351 -38.635498)",
43592462,,,Bay Street,residential,,False,False,116.119,"LINESTRING (145.7319261 -38.6351075, 145.7319863 -38.6347112, 145.7320837 -38.6340705)",
221570031,2,,The Esplanade,tertiary,,False,False,240.23000000000002,"LINESTRING (145.7319261 -38.6351075, 145.7316547 -38.6351711, 145.7315817 -38.6351882, 145.7314948 -38.6352014, 145.7314073 -38.6352105, 145.7313124 -38.635206, 145.7311905 -38.635186, 145.7311062 -38.6351695, 145.7310218 -38.6351407, 145.7309312 -38.6351079, 145.7308325 -38.635064, 145.7308242 -38.63506, 145.7307283 -38.6350135, 145.7302653 -38.6347803, 145.7300168 -38.6346531, 145.7298801 -38.6345831, 145.7294761 -38.634376)",
43592463,,,Hopetoun Street,residential,,False,True,138.315,"LINESTRING (145.7320837 -38.6340705, 145.73366 -38.6342469)",
221570028,,,Bay Street,residential,,False,False,94.292,"LINESTRING (145.7320837 -38.6340705, 145.7322024 -38.6332276)",
43592462,,,Bay Street,residential,,False,True,116.119,"LINESTRING (145.7320837 -38.6340705, 145.7319863 -38.6347112, 145.7319261 -38.6351075)",
221570027,,,Hopetoun Street,residential,,False,False,223.67,"LINESTRING (145.7320837 -38.6340705, 145.7304484 -38.6339024, 145.7296825 -38.6338242, 145.7295771 -38.6338134, 145.7295308 -38.6338074)",
43592470,,,Reilly Street,residential,,False,False,279.884,"LINESTRING (145.728104 -38.6338484, 145.7281095 -38.6338041, 145.7281182 -38.6337524, 145.7281847 -38.6333556, 145.7281892 -38.6333288, 145.7282363 -38.6330474, 145.7282487 -38.6329737, 145.7284971 -38.6314256, 145.7285001 -38.6313508)",
770847056,,,Abeckett Street,residential,,False,False,109.009,"LINESTRING (145.728104 -38.6338484, 145.7276874 -38.6338106, 145.7272282 -38.633769, 145.7268577 -38.6337333)",
770847056,,,Abeckett Street,residential,,False,True,108.94399999999999,"LINESTRING (145.728104 -38.6338484, 145.7282036 -38.6338572, 145.7291855 -38.6339602, 145.7292364 -38.6339689, 145.7292706 -38.6339765, 145.729305 -38.6339877, 145.729339 -38.6340016)",
221570029,,,Sandy Mount Avenue,tertiary,,False,False,37.911,"LINESTRING (145.7250593 -38.6335468, 145.7250011 -38.6338847)",
221570029,,,Sandy Mount Avenue,tertiary,,False,True,47.662,"LINESTRING (145.7250593 -38.6335468, 145.7251344 -38.6331222)",
770847056,,,Abeckett Street,residential,,False,True,157.584,"LINESTRING (145.7250593 -38.6335468, 145.7251202 -38.6335547, 145.7265252 -38.6336991, 145.7268134 -38.6337287, 145.7268577 -38.6337333)",
774647351,2,C441,Bayview Avenue,secondary,9.5,False,False,73.122,"LINESTRING (145.7285001 -38.6313508, 145.7293349 -38.6314355)",
43592470,,,Reilly Street,residential,,False,True,279.884,"LINESTRING (145.7285001 -38.6313508, 145.7284971 -38.6314256, 145.7282487 -38.6329737, 145.7282363 -38.6330474, 145.7281892 -38.6333288, 145.7281847 -38.6333556, 145.7281182 -38.6337524, 145.7281095 -38.6338041, 145.728104 -38.6338484)",
315553003,2,C441,Bayview Avenue,secondary,9.5,False,True,129.839,"LINESTRING (145.7285001 -38.6313508, 145.7279664 -38.6312983, 145.7270165 -38.6312085)",
43592483,,,Dixon Street,residential,,False,False,181.762,"LINESTRING (145.7252468 -38.6324693, 145.7231703 -38.6322673)",
221570029,,,Sandy Mount Avenue,tertiary,,False,False,73.272,"LINESTRING (145.7252468 -38.6324693, 145.7252198 -38.6326793, 145.7251344 -38.6331222)",
221570029,,,Sandy Mount Avenue,tertiary,,False,True,112.524,"LINESTRING (145.7252468 -38.6324693, 145.725292 -38.6321814, 145.7254147 -38.6314659)",
575750514,,,Sandy Mount Avenue,tertiary,,False,False,57.842,"LINESTRING (145.7257434 -38.629578, 145.7256444 -38.6300924)",
575750514,,,Sandy Mount Avenue,tertiary,,False,True,30.086,"LINESTRING (145.7257434 -38.629578, 145.7257946 -38.6293104)",
159158511,,,Corsair Grove,residential,,False,False,157.636,"LINESTRING (145.7325019 -38.6317525, 145.7328135 -38.6303559)",
383543775,,,Bayview Avenue,residential,,False,False,17.873,"LINESTRING (145.7325019 -38.6317525, 145.7327062 -38.6317716)",
383543775,,,Bayview Avenue,residential,,False,True,105.386,"LINESTRING (145.7325019 -38.6317525, 145.7312983 -38.6316332)",
159158511,,,Corsair Grove,residential,,False,True,157.636,"LINESTRING (145.7328135 -38.6303559, 145.7325019 -38.6317525)",
159158528,,,Bruce Street,residential,,False,False,111.66,"LINESTRING (145.7328135 -38.6303559, 145.7315397 -38.630221)",
383543579,2,C435;92,Williams Street,secondary,,False,True,122.854,"LINESTRING (145.7296315 -38.6329542, 145.7298398 -38.6318614)",
774647352,2,C435;92,Williams Street,secondary,,False,False,76.952,"LINESTRING (145.7296315 -38.6329542, 145.7295176 -38.6336405)",
159158514,,,High Street,residential,,False,False,225.371,"LINESTRING (145.7296315 -38.6329542, 145.7297542 -38.6329673, 145.7322024 -38.6332276)",
221570028,,,Bay Street,residential,,False,True,94.292,"LINESTRING (145.7322024 -38.6332276, 145.7320837 -38.6340705)",
159158514,,,High Street,residential,,False,True,225.371,"LINESTRING (145.7322024 -38.6332276, 145.7297542 -38.6329673, 145.7296315 -38.6329542)",
221569752,,C435;92,Ramsey Boulevard,secondary,,False,False,137.061,"LINESTRING (145.7284739 -38.6349993, 145.7275556 -38.6360017)",
159158515,,,Scarborough Street,residential,,False,False,157.30599999999998,"LINESTRING (145.7284739 -38.6349993, 145.7283938 -38.6349861, 145.7282984 -38.634974, 145.7280249 -38.6349423, 145.7272323 -38.634861, 145.7267143 -38.6348145, 145.7266793 -38.6348114)",
221570030,2,C435;92,Ramsey Boulevard,secondary,,False,True,56.690000000000005,"LINESTRING (145.7284739 -38.6349993, 145.7286491 -38.6348047, 145.7287643 -38.6346768, 145.7288494 -38.6345823)",
159158515,,,Scarborough Street,residential,,False,True,156.8,"LINESTRING (145.7248884 -38.6346341, 145.7266793 -38.6348114)",
221569750,,,Sandy Mount Avenue,tertiary,,False,False,96.98,"LINESTRING (145.7248884 -38.6346341, 145.7247351 -38.635498)",
221570029,,,Sandy Mount Avenue,tertiary,,False,True,29.908,"LINESTRING (145.7248884 -38.6346341, 145.7249231 -38.6343665)",
43592463,,,Hopetoun Street,residential,,False,False,138.315,"LINESTRING (145.73366 -38.6342469, 145.7320837 -38.6340705)",
159158528,,,Bruce Street,residential,,False,True,109.921,"LINESTRING (145.7302859 -38.6300873, 145.7315397 -38.630221)",
315552765,2,C435;92,Williams Street,secondary,,False,True,37.777,"LINESTRING (145.7302859 -38.6300873, 145.7303605 -38.6297526)",
315552765,2,C435;92,Williams Street,secondary,,False,False,93.767,"LINESTRING (145.7302859 -38.6300873, 145.7301273 -38.6307226, 145.730071 -38.6309136)",
