osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,junction,bridge
172807101,Edward Street,residential,False,False,141.543,,"LINESTRING (149.8359272 -29.465415, 149.8358998 -29.4641423)",,,,
172807131,Albert Street,residential,False,False,135.57999999999998,50,"LINESTRING (149.8359272 -29.465415, 149.8360157 -29.4654156, 149.8370831 -29.4654228, 149.8373276 -29.4654244)",,,,
12818943,Heber Street,tertiary,False,True,139.975,50,"LINESTRING (149.8358947 -29.4629532, 149.8373405 -29.4629542)",,,,
172807101,Edward Street,residential,False,True,132.223,,"LINESTRING (149.8358947 -29.4629532, 149.8358998 -29.4641423)",,,,
184850812,Edward Street,residential,False,True,271.761,,"LINESTRING (149.8358947 -29.4629532, 149.8358954 -29.4605092)",,,,
6155460,Frome Street,residential,False,False,272.168,,"LINESTRING (149.8430008 -29.4629655, 149.8430206 -29.4654131)",,,,
12818932,Heber Street,unclassified,False,False,81.039,,"LINESTRING (149.8430008 -29.4629655, 149.8438376 -29.4629835)",,,,
6155460,Frome Street,residential,False,True,269.724,,"LINESTRING (149.8430008 -29.4629655, 149.8430527 -29.4607828, 149.8430184 -29.4606606, 149.8429456 -29.4605626)",,,,
12818932,Heber Street,unclassified,False,True,136.539,,"LINESTRING (149.8430008 -29.4629655, 149.8423246 -29.4629489, 149.8415908 -29.462942)",,,,
6155460,Frome Street,residential,False,True,272.168,,"LINESTRING (149.8430206 -29.4654131, 149.8430008 -29.4629655)",,,,
219895494,Albert Street,residential,False,True,138.398,50,"LINESTRING (149.8430206 -29.4654131, 149.8444501 -29.4654023)",,,,
219895494,Albert Street,residential,False,False,98.997,50,"LINESTRING (149.8430206 -29.4654131, 149.8423228 -29.4654199, 149.8419981 -29.465423)",,,,
30737388,Boston Street,residential,False,False,272.496,,"LINESTRING (149.8387711 -29.4605047, 149.8387807 -29.4629553)",,,,
30737388,Boston Street,residential,False,True,162.791,,"LINESTRING (149.8387711 -29.4605047, 149.8387653 -29.4590407)",,,,
518276671,Gwydir Street,primary,False,False,138.032,50,"LINESTRING (149.8387711 -29.4605047, 149.8401968 -29.4605025)",B76,,,
518276671,Gwydir Street,primary,False,True,137.258,50,"LINESTRING (149.8387711 -29.4605047, 149.8373534 -29.4605069)",B76,,,
172807131,Albert Street,residential,False,False,106.89,50,"LINESTRING (149.8402106 -29.4654075, 149.840918 -29.4654071, 149.8413144 -29.4654204)",,,,
172807131,Albert Street,residential,False,True,137.493,50,"LINESTRING (149.8402106 -29.4654075, 149.8390063 -29.4654082, 149.8387904 -29.4654084)",,,,
1209223456,Auburn Street,residential,False,True,272.54999999999995,,"LINESTRING (149.8402106 -29.4654075, 149.840211 -29.4652893, 149.8402155 -29.4629564)",,,,
172807131,Albert Street,residential,False,False,141.628,50,"LINESTRING (149.8373276 -29.4654244, 149.8387904 -29.4654084)",,,,
172807047,Chester Street,residential,False,True,274.67699999999996,,"LINESTRING (149.8373276 -29.4654244, 149.8373281 -29.4653313, 149.8373405 -29.4629542)",,,,
172807131,Albert Street,residential,False,True,135.58,50,"LINESTRING (149.8373276 -29.4654244, 149.8370831 -29.4654228, 149.8360157 -29.4654156, 149.8359272 -29.465415)",,,,
172807131,Albert Street,residential,False,True,141.628,50,"LINESTRING (149.8387904 -29.4654084, 149.8373276 -29.4654244)",,,,
30737388,Boston Street,residential,False,True,272.774,,"LINESTRING (149.8387904 -29.4654084, 149.83879 -29.4653173, 149.8387807 -29.4629553)",,,,
172807131,Albert Street,residential,False,False,137.493,50,"LINESTRING (149.8387904 -29.4654084, 149.8390063 -29.4654082, 149.8402106 -29.4654075)",,,,
172807101,Edward Street,residential,False,False,132.223,,"LINESTRING (149.8358998 -29.4641423, 149.8358947 -29.4629532)",,,,
172807101,Edward Street,residential,False,True,141.543,,"LINESTRING (149.8358998 -29.4641423, 149.8359272 -29.465415)",,,,
172807130,Iris Street,residential,False,False,119.718,,"LINESTRING (149.8358962 -29.4576567, 149.8371327 -29.4576551)",,2,,
184850812,Edward Street,residential,False,False,317.184,,"LINESTRING (149.8358962 -29.4576567, 149.8358954 -29.4605092)",,,,
172807130,Iris Street,residential,False,False,21.552,,"LINESTRING (149.8371327 -29.4576551, 149.8373553 -29.4576548)",,2,,
172807130,Iris Street,residential,False,True,119.718,,"LINESTRING (149.8371327 -29.4576551, 149.8358962 -29.4576567)",,2,,
184851442,,residential,False,False,90.63,,"LINESTRING (149.8371327 -29.4576551, 149.8371407 -29.4577363, 149.8373239 -29.4584523)",,2,,
172807130,Iris Street,residential,False,False,135.983,,"LINESTRING (149.8373553 -29.4576548, 149.8387598 -29.4576529)",,2,,
172807130,Iris Street,residential,False,True,21.552,,"LINESTRING (149.8373553 -29.4576548, 149.8371327 -29.4576551)",,2,,
30737388,Boston Street,residential,False,False,154.317,,"LINESTRING (149.8387598 -29.4576529, 149.8387653 -29.4590407)",,,,
