osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes,junction
31847039,False,Hill Street,residential,False,192.49,"LINESTRING (144.1479607 -37.3412697, 144.1458124 -37.3409877)",,,,
31847039,False,Hill Street,residential,True,69.511,"LINESTRING (144.1479607 -37.3412697, 144.1487367 -37.3413705)",,,,
31847040,False,Daly Street,residential,False,325.492,"LINESTRING (144.1479607 -37.3412697, 144.1479436 -37.3413348, 144.1479198 -37.3414166, 144.1478964 -37.3414754, 144.1478733 -37.3415395, 144.1478485 -37.3416093, 144.1478223 -37.3416823, 144.1477917 -37.3417843, 144.147765 -37.3418762, 144.1477422 -37.3419642, 144.1477186 -37.3420707, 144.1476987 -37.342181, 144.1476847 -37.3422736, 144.1476602 -37.3424597, 144.1475936 -37.3428577, 144.1474917 -37.3433719, 144.1474175 -37.3437466, 144.147408 -37.3438308, 144.1474022 -37.3439025, 144.1474028 -37.3439822, 144.1474139 -37.3440227, 144.1474383 -37.3440585, 144.1474729 -37.3440929, 144.1475201 -37.3441217)",,,,
712376419,False,Daly Street,residential,True,134.181,"LINESTRING (144.1479607 -37.3412697, 144.1481711 -37.34015, 144.1481871 -37.3400765)",,,,
336016028,False,Vincent Street,secondary,True,177.574,"LINESTRING (144.1419295 -37.3456268, 144.1421034 -37.3447218, 144.1421872 -37.3440436)",C141,60,,
786094675,False,Stanbridge Street,residential,True,127.67,"LINESTRING (144.1419295 -37.3456268, 144.1420065 -37.3456359, 144.1433579 -37.3457964)",,,,
336016025,False,Central Springs Road,residential,False,132.015,"LINESTRING (144.1495988 -37.3445002, 144.1508489 -37.3446375, 144.1510103 -37.3446496, 144.1510787 -37.3446584)",,,,
336016025,False,Central Springs Road,residential,True,138.78,"LINESTRING (144.1495988 -37.3445002, 144.1484549 -37.3443585, 144.148047 -37.3443113)",,,,
336016025,False,Central Springs Road,residential,False,126.038,"LINESTRING (144.1466398 -37.344129, 144.148047 -37.3443113)",,,,
336016025,False,Central Springs Road,residential,True,126.182,"LINESTRING (144.1466398 -37.344129, 144.1462884 -37.3440851, 144.1455835 -37.3439844, 144.1452316 -37.3439444)",,,,
336016025,False,Central Springs Road,residential,False,129.556,"LINESTRING (144.1437853 -37.3437562, 144.1452316 -37.3439444)",,,,
336016025,False,Central Springs Road,residential,True,89.492,"LINESTRING (144.1437853 -37.3437562, 144.1427817 -37.3436507)",,,,
51329490,False,Duke Street,residential,False,229.957,"LINESTRING (144.1437853 -37.3437562, 144.1437655 -37.3438655, 144.1434151 -37.3458032)",,,,
51329490,False,Duke Street,residential,True,231.777,"LINESTRING (144.1437853 -37.3437562, 144.1437966 -37.3436932, 144.1439861 -37.3426393, 144.1441584 -37.341693)",,,,
455192739,False,Stanbridge Street,residential,False,5.113,"LINESTRING (144.1434151 -37.3458032, 144.1433579 -37.3457964)",,,,
51329490,False,Duke Street,residential,True,229.957,"LINESTRING (144.1434151 -37.3458032, 144.1437655 -37.3438655, 144.1437853 -37.3437562)",,,,
336016025,False,Central Springs Road,residential,True,129.556,"LINESTRING (144.1452316 -37.3439444, 144.1437853 -37.3437562)",,,,
51329505,False,Camp Street,residential,False,228.23600000000002,"LINESTRING (144.1452316 -37.3439444, 144.1452445 -37.3438756, 144.1456055 -37.342054, 144.1456288 -37.3419163)",,,,
336016025,False,Central Springs Road,residential,False,126.18199999999999,"LINESTRING (144.1452316 -37.3439444, 144.1455835 -37.3439844, 144.1462884 -37.3440851, 144.1466398 -37.344129)",,,,
51329510,False,Raglan Street,residential,False,66.126,"LINESTRING (144.1460621 -37.3398016, 144.1459752 -37.3397929, 144.1458557 -37.3397863, 144.1457125 -37.3397759, 144.1453965 -37.339746, 144.1453189 -37.3397361)",,,,
51329510,False,Raglan Street,residential,True,16.963,"LINESTRING (144.1460621 -37.3398016, 144.146091 -37.3398902, 144.1461124 -37.3399488)",,,,
51329515,False,Jamieson Street,residential,False,229.884,"LINESTRING (144.1460621 -37.3398016, 144.1461186 -37.3396469, 144.1461524 -37.3395674, 144.1468432 -37.338038, 144.1468696 -37.3379577, 144.1468933 -37.3378449)",,,,
264094596,False,Hospital Street,residential,False,112.747,"LINESTRING (144.1468933 -37.3378449, 144.1481499 -37.3380179)",,,,
51329515,False,Jamieson Street,residential,True,229.884,"LINESTRING (144.1468933 -37.3378449, 144.1468696 -37.3379577, 144.1468432 -37.338038, 144.1461524 -37.3395674, 144.1461186 -37.3396469, 144.1460621 -37.3398016)",,,,
264094596,False,Hospital Street,residential,True,303.158,"LINESTRING (144.1468933 -37.3378449, 144.1461697 -37.3377597, 144.1435025 -37.3374388)",,,,
108220753,False,Vincent Street North,secondary,False,31.431,"LINESTRING (144.1435025 -37.3374388, 144.1434269 -37.337715)",C138,60,,
108220753,False,Vincent Street North,secondary,True,35.605,"LINESTRING (144.1435025 -37.3374388, 144.1435619 -37.3371221)",C138,60,,
264094596,False,Hospital Street,residential,False,303.158,"LINESTRING (144.1435025 -37.3374388, 144.1461697 -37.3377597, 144.1468933 -37.3378449)",,,,
264094596,False,Hospital Street,residential,True,115.788,"LINESTRING (144.1506893 -37.3383051, 144.1493906 -37.3381704)",,,,
51329735,False,Smith Street,residential,True,230.608,"LINESTRING (144.1506893 -37.3383051, 144.1503647 -37.3400189, 144.1502939 -37.340355)",,,,
51329510,False,Raglan Street,residential,True,200.599,"LINESTRING (144.1430786 -37.3394498, 144.1453189 -37.3397361)",,,,
1137523681,False,Vincent Street North,secondary,True,195.343,"LINESTRING (144.1430786 -37.3394498, 144.1434269 -37.337715)",C138,60,,
239374789,False,Raglan Street,residential,False,128.534,"LINESTRING (144.1430786 -37.3394498, 144.1430175 -37.3394404, 144.1429598 -37.3394309, 144.1416457 -37.3392543)",,,,
"[785014778, 788118710]",False,Vincent Street,secondary,False,185.397,"LINESTRING (144.1430786 -37.3394498, 144.1428558 -37.3405334, 144.1427405 -37.3410953)",C138,60,,
51329505,False,Camp Street,residential,False,104.524,"LINESTRING (144.1456288 -37.3419163, 144.1458124 -37.3409877)",,,,
51329505,False,Camp Street,residential,True,228.23600000000002,"LINESTRING (144.1456288 -37.3419163, 144.1456055 -37.342054, 144.1452445 -37.3438756, 144.1452316 -37.3439444)",,,,
51475566,False,Albert Street,residential,True,132.384,"LINESTRING (144.1456288 -37.3419163, 144.1445782 -37.3417704, 144.1444436 -37.341748, 144.1443208 -37.3417248, 144.1441584 -37.341693)",,,,
336016025,False,Central Springs Road,residential,True,132.015,"LINESTRING (144.1510787 -37.3446584, 144.1510103 -37.3446496, 144.1508489 -37.3446375, 144.1495988 -37.3445002)",,,,
51329730,False,Bridport Street,residential,False,238.075,"LINESTRING (144.1416457 -37.3392543, 144.1412723 -37.3412572, 144.1412544 -37.3413726)",,,,
239374789,False,Raglan Street,residential,True,128.534,"LINESTRING (144.1416457 -37.3392543, 144.1429598 -37.3394309, 144.1430175 -37.3394404, 144.1430786 -37.3394498)",,,,
51329532,False,Hospital Street,residential,False,90.592,"LINESTRING (144.1423566 -37.3372879, 144.143349 -37.3374237, 144.1433665 -37.3374258)",,,,
