osmid,lanes,ref,highway,junction,oneway,reversed,length,geometry,name,maxspeed
4301990,1,30,secondary,roundabout,True,False,14.82,"LINESTRING (153.614629 -28.6506936, 153.6146467 -28.650672, 153.6146704 -28.6506553, 153.6146983 -28.6506447, 153.6147284 -28.650641, 153.6147585 -28.6506445)",,
"[797249288, 4301991]",2,30,secondary,,False,False,87.93299999999999,"LINESTRING (153.614629 -28.6506936, 153.6138631 -28.6504829, 153.613769 -28.6504574)",Browning Street,
797249288,2,30,secondary,,False,True,8.218,"LINESTRING (153.6136868 -28.6504413, 153.613769 -28.6504574)",Browning Street,
914857810,2,30,secondary,,True,False,22.302,"LINESTRING (153.6136868 -28.6504413, 153.613465 -28.6503929)",Browning Street,50
191696836,2,,tertiary,,False,False,231.994,"LINESTRING (153.6159791 -28.6471429, 153.6182444 -28.647776)",Carlyle Street,50
"[307659058, 307659036]",2,,tertiary,,False,False,137.415,"LINESTRING (153.6159791 -28.6471429, 153.6161933 -28.6465749, 153.6163695 -28.6460765, 153.6164077 -28.6459658)",Tennyson Street,"['40', '50']"
307659058,2,,tertiary,,False,True,136.142,"LINESTRING (153.6159791 -28.6471429, 153.6157664 -28.6477147, 153.615686 -28.647934, 153.6155585 -28.6483102)",Tennyson Street,40
4302008,2,,residential,,False,False,9.791,"LINESTRING (153.6126984 -28.6463132, 153.6127986 -28.6463086)",Carlyle Street,50
4302009,2,,residential,,False,False,230.59,"LINESTRING (153.6155585 -28.6483102, 153.6178089 -28.6489428)",Kingsley Street,50
4302009,2,,residential,,False,True,193.288,"LINESTRING (153.6155585 -28.6483102, 153.6136808 -28.6477568)",Kingsley Street,50
307659058,2,,tertiary,,False,False,136.142,"LINESTRING (153.6155585 -28.6483102, 153.615686 -28.647934, 153.6157664 -28.6477147, 153.6159791 -28.6471429)",Tennyson Street,40
"[307659058, 797249287]",2,,tertiary,,False,True,140.178,"LINESTRING (153.6155585 -28.6483102, 153.6153475 -28.6489125, 153.6152605 -28.6491581, 153.6151478 -28.6495181)",Tennyson Street,"['40', '50']"
4302009,2,,residential,,False,False,8.127,"LINESTRING (153.6128366 -28.6475382, 153.6129176 -28.6475552)",Kingsley Street,50
307659046,1,30,secondary,,True,False,136.895,"LINESTRING (153.6128366 -28.6475382, 153.6127568 -28.6468105, 153.612726 -28.6466025, 153.6126984 -28.6463132)",Jonson Street,
152741875,2,,residential,,False,False,9.821,"LINESTRING (153.612968 -28.648963, 153.6130685 -28.6489582)",Ruskin Street,50
307659046,1,30,secondary,,True,False,158.951,"LINESTRING (153.612968 -28.648963, 153.6129176 -28.6483755, 153.6128366 -28.6475382)",Jonson Street,
8496395,2,,tertiary,,False,False,188.018,"LINESTRING (153.6164077 -28.6459658, 153.6145705 -28.6454564)",Marvell Street,
"[307659058, 307659036]",2,,tertiary,,False,True,137.41500000000002,"LINESTRING (153.6164077 -28.6459658, 153.6163695 -28.6460765, 153.6161933 -28.6465749, 153.6159791 -28.6471429)",Tennyson Street,"['40', '50']"
308324950,,,residential,,False,False,129.464,"LINESTRING (153.6164077 -28.6459658, 153.6164455 -28.6458622, 153.6168124 -28.644857)",Tennyson Street,50
8496395,2,,tertiary,,False,True,144.07,"LINESTRING (153.6131159 -28.6450475, 153.61334 -28.6451098, 153.6145216 -28.6454435)",Marvell Street,
742055605,2,,residential,,False,False,131.959,"LINESTRING (153.6140889 -28.6466254, 153.6136808 -28.6477568)",Middleton Street,50
742055605,2,,residential,,False,True,5.787,"LINESTRING (153.6140889 -28.6466254, 153.6141072 -28.6465759)",Middleton Street,50
"[4302008, 998130316]",2,,residential,,False,True,131.1,"LINESTRING (153.6140889 -28.6466254, 153.6135629 -28.6464791, 153.6134801 -28.6464561, 153.6131717 -28.6463704, 153.6130692 -28.646343, 153.612973 -28.6463226, 153.6128873 -28.6463133, 153.6127986 -28.6463086)",Carlyle Street,50
4302009,2,,residential,,False,False,193.288,"LINESTRING (153.6136808 -28.6477568, 153.6155585 -28.6483102)",Kingsley Street,50
742055605,2,,residential,,False,True,131.959,"LINESTRING (153.6136808 -28.6477568, 153.6140889 -28.6466254)",Middleton Street,50
4302009,2,,residential,,False,True,77.78,"LINESTRING (153.6136808 -28.6477568, 153.6136103 -28.6477375, 153.6133488 -28.6476657, 153.6129176 -28.6475552)",Kingsley Street,50
152741853,2,,residential,,False,True,49.078,"LINESTRING (153.6169669 -28.6513351, 153.6168044 -28.6517528)",Cowper Street,50
307661390,2,,residential,,False,False,217.272,"LINESTRING (153.6169669 -28.6513351, 153.614841 -28.6507541)",Browning Street,50
152741853,2,,residential,,False,False,139.24900000000002,"LINESTRING (153.6169669 -28.6513351, 153.6172018 -28.650725, 153.617409 -28.6501445)",Cowper Street,50
308324950,,,residential,,False,True,129.464,"LINESTRING (153.6168124 -28.644857, 153.6164455 -28.6458622, 153.6164077 -28.6459658)",Tennyson Street,50
742055604,2,,residential,,False,True,169.421,"LINESTRING (153.6157504 -28.6470549, 153.6156531 -28.6470459, 153.6152312 -28.6469268, 153.6149818 -28.6468209, 153.6141072 -28.6465759)",Carlyle Street,50
308323363,2,,tertiary,,False,False,79.959,"LINESTRING (153.6206765 -28.647994, 153.6209376 -28.6473124)",Massinger Street,50
38518309,2,,residential,,False,False,84.622,"LINESTRING (153.6206765 -28.647994, 153.6207808 -28.6480148, 153.6208386 -28.6480207, 153.6208999 -28.6480232, 153.6211213 -28.6480153, 153.6212392 -28.6480167, 153.6213705 -28.6480299, 153.621428 -28.648042, 153.6214937 -28.6480628, 153.6215293 -28.6480789)",Short Street,
308323363,2,,tertiary,,False,True,43.975,"LINESTRING (153.6206765 -28.647994, 153.6205645 -28.6482635, 153.6205436 -28.6482981, 153.6205152 -28.6483335, 153.6204952 -28.6483529)",Massinger Street,50
38518310,,,residential,,False,True,116.2,"LINESTRING (153.6215293 -28.6480789, 153.6222666 -28.6472583)",Paterson Street,
38518309,2,,residential,,False,True,84.622,"LINESTRING (153.6215293 -28.6480789, 153.6214937 -28.6480628, 153.621428 -28.648042, 153.6213705 -28.6480299, 153.6212392 -28.6480167, 153.6211213 -28.6480153, 153.6208999 -28.6480232, 153.6208386 -28.6480207, 153.6207808 -28.6480148, 153.6206765 -28.647994)",Short Street,
308323357,2,,residential,,False,False,141.70900000000003,"LINESTRING (153.6215293 -28.6480789, 153.6215691 -28.6481304, 153.6216056 -28.6481896, 153.6218329 -28.6486775, 153.6218744 -28.6487924, 153.6219054 -28.6489127, 153.62195 -28.6491266, 153.6219574 -28.6492088, 153.621968 -28.6492822)",Paterson Street,50
38518310,,,residential,,False,False,116.2,"LINESTRING (153.6222666 -28.6472583, 153.6215293 -28.6480789)",Paterson Street,
191696831,,,residential,,False,False,132.133,"LINESTRING (153.6222666 -28.6472583, 153.6223902 -28.6473451, 153.6224153 -28.6473681, 153.6224496 -28.6474083, 153.6224682 -28.6474374, 153.622479 -28.6474718, 153.6224867 -28.6475186, 153.6224863 -28.6475488, 153.6224716 -28.6476036, 153.6223994 -28.647753, 153.6223762 -28.6478152, 153.6223562 -28.6478836, 153.6223448 -28.6479295, 153.6223279 -28.6480061, 153.6223038 -28.6481541, 153.6222928 -28.648244, 153.6222838 -28.6483449)",Evans Street,
308324292,2,,tertiary,,False,False,26.98,"LINESTRING (153.6197662 -28.6520641, 153.6195276 -28.6521867)",Paterson Street,50
308323357,2,,residential,,False,True,412.29800000000006,"LINESTRING (153.6197662 -28.6520641, 153.6198236 -28.6521116, 153.6199001 -28.6521356, 153.6199683 -28.6521255, 153.6200829 -28.6521009, 153.6202131 -28.6520603, 153.620343 -28.6520095, 153.6204499 -28.6519616, 153.6205651 -28.6518959, 153.6206653 -28.6518293, 153.6207375 -28.6517655, 153.6207998 -28.6516983, 153.6208552 -28.6516331, 153.6209036 -28.6515768, 153.6209462 -28.6515093, 153.6210028 -28.6514025, 153.6210806 -28.651128, 153.6212253 -28.6507942, 153.621299 -28.6506457, 153.6213817 -28.6505021, 153.6214255 -28.6504083, 153.6214982 -28.65028, 153.621738 -28.6499418, 153.6218516 -28.6496999, 153.621925 -28.649445, 153.621968 -28.6492822)",Paterson Street,50
914858860,2,,tertiary,,False,True,194.78500000000003,"LINESTRING (153.6197662 -28.6520641, 153.6199226 -28.6519678, 153.6200686 -28.6518655, 153.6201725 -28.6517805, 153.6202436 -28.651701, 153.6202745 -28.6516461, 153.620292 -28.6516147, 153.6203104 -28.651562, 153.6203131 -28.6515104, 153.6203035 -28.6514554, 153.6202777 -28.6513892, 153.6202259 -28.6513097, 153.6201583 -28.6512277, 153.6199858 -28.6510705, 153.6197211 -28.6508426, 153.6196053 -28.6507625)",Ruskin Street,50
308324292,2,,tertiary,,False,True,26.98,"LINESTRING (153.6195276 -28.6521867, 153.6197662 -28.6520641)",Paterson Street,50
133360824,2,,residential,,False,False,158.55,"LINESTRING (153.6195276 -28.6521867, 153.6194311 -28.6520879, 153.619349 -28.6520062, 153.6192536 -28.6519444, 153.6190961 -28.6518774, 153.6189349 -28.651815, 153.6183787 -28.6516521, 153.6183029 -28.6516155, 153.6182439 -28.6515708, 153.6182064 -28.6515237, 153.6181715 -28.6514742)",Browning Street,50
8496395,2,,tertiary,,False,False,4.983,"LINESTRING (153.6145705 -28.6454564, 153.6145216 -28.6454435)",Marvell Street,
8496395,2,,tertiary,,False,True,188.018,"LINESTRING (153.6145705 -28.6454564, 153.6164077 -28.6459658)",Marvell Street,
8496394,2,,residential,,False,True,146.558,"LINESTRING (153.6145705 -28.6454564, 153.6146105 -28.6453431, 153.6147746 -28.6449251, 153.6147873 -28.6448774, 153.6147964 -28.6448224, 153.6148009 -28.6447668, 153.6148115 -28.6447134, 153.6148322 -28.6446521, 153.6149995 -28.6441963)",Middleton Street,50
152741875,2,,residential,,False,True,225.114,"LINESTRING (153.6196053 -28.6507625, 153.619444 -28.6507062, 153.6191606 -28.6506221, 153.617409 -28.6501445)",Ruskin Street,50
191696820,2,,tertiary,,False,False,138.91000000000003,"LINESTRING (153.6196053 -28.6507625, 153.6197763 -28.6503768, 153.6198579 -28.650186, 153.6199314 -28.6500283, 153.6200108 -28.6498375, 153.6201082 -28.649594)",Massinger Street,50
914858860,2,,tertiary,,False,False,194.785,"LINESTRING (153.6196053 -28.6507625, 153.6197211 -28.6508426, 153.6199858 -28.6510705, 153.6201583 -28.6512277, 153.6202259 -28.6513097, 153.6202777 -28.6513892, 153.6203035 -28.6514554, 153.6203131 -28.6515104, 153.6203104 -28.651562, 153.620292 -28.6516147, 153.6202745 -28.6516461, 153.6202436 -28.651701, 153.6201725 -28.6517805, 153.6200686 -28.6518655, 153.6199226 -28.6519678, 153.6197662 -28.6520641)",Ruskin Street,50
191696823,,,residential,,False,False,43.693,"LINESTRING (153.621968 -28.6492822, 153.6221248 -28.649291, 153.6224132 -28.6493226)",Milne Street,
308323357,2,,residential,,False,False,412.29799999999994,"LINESTRING (153.621968 -28.6492822, 153.621925 -28.649445, 153.6218516 -28.6496999, 153.621738 -28.6499418, 153.6214982 -28.65028, 153.6214255 -28.6504083, 153.6213817 -28.6505021, 153.621299 -28.6506457, 153.6212253 -28.6507942, 153.6210806 -28.651128, 153.6210028 -28.6514025, 153.6209462 -28.6515093, 153.6209036 -28.6515768, 153.6208552 -28.6516331, 153.6207998 -28.6516983, 153.6207375 -28.6517655, 153.6206653 -28.6518293, 153.6205651 -28.6518959, 153.6204499 -28.6519616, 153.620343 -28.6520095, 153.6202131 -28.6520603, 153.6200829 -28.6521009, 153.6199683 -28.6521255, 153.6199001 -28.6521356, 153.6198236 -28.6521116, 153.6197662 -28.6520641)",Paterson Street,50
308323357,2,,residential,,False,True,141.70900000000003,"LINESTRING (153.621968 -28.6492822, 153.6219574 -28.6492088, 153.62195 -28.6491266, 153.6219054 -28.6489127, 153.6218744 -28.6487924, 153.6218329 -28.6486775, 153.6216056 -28.6481896, 153.6215691 -28.6481304, 153.6215293 -28.6480789)",Paterson Street,50
152741853,2,,residential,,False,False,49.078,"LINESTRING (153.6168044 -28.6517528, 153.6169669 -28.6513351)",Cowper Street,50
133358385,2,,residential,,False,False,200.288,"LINESTRING (153.6168044 -28.6517528, 153.616307 -28.6516189, 153.6158624 -28.6515093, 153.6150682 -28.651349, 153.6148161 -28.6513123)",Seaview Street,50
133358385,2,,residential,,False,True,146.972,"LINESTRING (153.6168044 -28.6517528, 153.6171595 -28.6518485, 153.6176302 -28.6519834, 153.6182358 -28.6521638)",Seaview Street,50
133358384,2,,residential,,False,True,64.833,"LINESTRING (153.6152118 -28.6525014, 153.6146814 -28.6526338, 153.6146291 -28.6526503, 153.6145835 -28.6526809)",Constellation Close,50
