osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes
19470932,B55,primary,50,roundabout,True,False,8.287,"LINESTRING (140.5703926 -34.4524655, 140.5704226 -34.4523952)",,
19470932,B55,primary,50,roundabout,True,False,4.293,"LINESTRING (140.5707992 -34.4522355, 140.5708449 -34.4522439)",,
19470932,B55,primary,50,roundabout,True,False,7.34,"LINESTRING (140.5710996 -34.4525576, 140.5710826 -34.4526221)",,
19470932,B55,primary,50,roundabout,True,False,44.590999999999994,"LINESTRING (140.5710583 -34.4526681, 140.5710119 -34.4527229, 140.5709518 -34.4527677, 140.5708809 -34.4528002, 140.5708031 -34.4528188, 140.5707222 -34.4528225, 140.5706423 -34.452811)",,
23443940,B57,primary,60,,True,False,134.492,"LINESTRING (140.5710583 -34.4526681, 140.5711512 -34.4527966, 140.5714869 -34.453421, 140.5715981 -34.4536492, 140.5716639 -34.4537684)",Tobruk Terrace,
19470932,B55,primary,50,roundabout,True,False,5.981,"LINESTRING (140.5706423 -34.452811, 140.5705816 -34.4527913)",,
19481363,,residential,50,,False,True,39.566,"LINESTRING (140.5669596 -34.4549633, 140.5672488 -34.4552274)",McMillan Street,
173616164,B55,primary,60,,True,False,125.062,"LINESTRING (140.5669596 -34.4549633, 140.5679936 -34.4542298)",Bookpurnong Terrace,2
19481363,,residential,50,,False,False,266.05,"LINESTRING (140.5669596 -34.4549633, 140.5660458 -34.4533117, 140.5656079 -34.4528613)",McMillan Street,
19481353,,residential,50,,False,False,235.262,"LINESTRING (140.5679936 -34.4542298, 140.566917 -34.4523093)",Sadleir Street,
19481353,,residential,50,,False,True,39.384,"LINESTRING (140.5679936 -34.4542298, 140.5682506 -34.4545136)",Sadleir Street,
173616164,B55,primary,60,,True,False,177.57999999999998,"LINESTRING (140.5679936 -34.4542298, 140.5682486 -34.4540622, 140.5684729 -34.4539044, 140.568513 -34.4538763, 140.5687679 -34.453697, 140.5688886 -34.4536086, 140.5694635 -34.4531903)",Bookpurnong Terrace,2
19470941,B55,primary,60,,True,False,112.62,"LINESTRING (140.5697274 -34.4534637, 140.5687975 -34.4541254)",Bookpurnong Terrace,2
19481348,,residential,50,,False,True,38.855,"LINESTRING (140.5697274 -34.4534637, 140.5694635 -34.4531903)",Pyap Street,
19470941,B55,primary,60,,True,False,55.469,"LINESTRING (140.5682506 -34.4545136, 140.567793 -34.4548399)",Bookpurnong Terrace,2
19481353,,residential,50,,False,False,39.384,"LINESTRING (140.5682506 -34.4545136, 140.5679936 -34.4542298)",Sadleir Street,
19470941,B55,primary,60,,True,False,36.446,"LINESTRING (140.5672488 -34.4552274, 140.5669494 -34.455443)",Bookpurnong Terrace,2
19481363,,residential,50,,False,False,39.566,"LINESTRING (140.5672488 -34.4552274, 140.5669596 -34.4549633)",McMillan Street,
145565166,,residential,50,,False,False,37.602999999999994,"LINESTRING (140.5720109 -34.45139, 140.5721478 -34.4515246, 140.5722753 -34.4516485)",Martha Street,
145565166,,residential,50,,False,True,175.555,"LINESTRING (140.5720109 -34.45139, 140.5717973 -34.4511595, 140.5715331 -34.4508744, 140.5714525 -34.4507831, 140.5714278 -34.4507552, 140.5713627 -34.4506896, 140.5712385 -34.4505545, 140.570856 -34.4501309)",Martha Street,
145642460,B55,primary,60,,True,False,98.351,"LINESTRING (140.5720109 -34.45139, 140.5726542 -34.4509187, 140.5728167 -34.4508063)",Bookpurnong Terrace,2
145565166,,residential,50,,False,True,37.602999999999994,"LINESTRING (140.5722753 -34.4516485, 140.5721478 -34.4515246, 140.5720109 -34.45139)",Martha Street,
145642463,B55,primary,60,,True,False,106.202,"LINESTRING (140.5722753 -34.4516485, 140.572039 -34.4518096, 140.5714758 -34.4521706, 140.5713788 -34.4522519)",Bookpurnong Terrace,2
145642462,B55,primary,,,True,False,42.554,"LINESTRING (140.5713788 -34.4522519, 140.5710996 -34.4525576)",Bookpurnong Terrace,
23443927,,secondary,50,,True,False,159.613,"LINESTRING (140.5713788 -34.4522519, 140.5716018 -34.4523049, 140.5722147 -34.4524109, 140.5726469 -34.4524857, 140.5727492 -34.4525048, 140.573078 -34.4525617)",Kokoda Terrace,
19481358,,residential,50,,False,False,121.752,"LINESTRING (140.5697769 -34.4511851, 140.5685751 -34.4516507)",Drabsch Street,
19481358,,residential,50,,False,True,36.742,"LINESTRING (140.5697769 -34.4511851, 140.5701397 -34.4510448)",Drabsch Street,
791358828,,tertiary,50,,True,False,66.856,"LINESTRING (140.5697769 -34.4511851, 140.5694695 -34.4506399)",East Terrace,
19481343,,residential,,,True,False,117.617,"LINESTRING (140.5691498 -34.4500511, 140.568335 -34.4503984, 140.5680103 -34.4505368)",Pflaum Terrace,
791358828,,tertiary,50,,True,False,56.557,"LINESTRING (140.5691498 -34.4500511, 140.569032 -34.4498282, 140.5688538 -34.4496071)",East Terrace,
19481400,,unclassified,,,False,False,38.035,"LINESTRING (140.5688538 -34.4496071, 140.5690249 -34.449507, 140.5691853 -34.4494017)",,
791358828,,tertiary,50,,True,False,87.815,"LINESTRING (140.5688538 -34.4496071, 140.5684321 -34.4491775, 140.5682512 -34.4489933)",East Terrace,
86841822,,residential,50,,False,False,41.946,"LINESTRING (140.5682512 -34.4489933, 140.5686137 -34.4487632)",Murray Street,
