osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,junction
24749321,Short Street,secondary,False,False,110.735,"LINESTRING (148.1755651 -33.1401162, 148.1753192 -33.1401526, 148.1744177 -33.1403744)",,,,
24749327,Clarinda Street,secondary,False,True,57.553,"LINESTRING (148.1755651 -33.1401162, 148.1757043 -33.1401492, 148.1758289 -33.140233, 148.1760254 -33.1404377)",50,,,
192433461,Clarinda Street,residential,False,True,203.90699999999998,"LINESTRING (148.1755651 -33.1401162, 148.1755548 -33.1399412, 148.175549 -33.139843, 148.1753682 -33.1393151, 148.1750354 -33.1383432)",50,,,
548850235,Welcome Street,secondary,False,True,72.89399999999999,"LINESTRING (148.1732276 -33.1411332, 148.1734034 -33.1407421, 148.1734664 -33.1406422, 148.1735791 -33.1405607)",,,,
548850236,Grenfell Street,secondary,False,True,130.607,"LINESTRING (148.1732276 -33.1411332, 148.1725188 -33.1409565, 148.1718905 -33.1407787)",50,,,
172023533,Welcome Street,residential,False,False,23.38,"LINESTRING (148.174692 -33.1374132, 148.174589 -33.1374525, 148.1745364 -33.1374895, 148.1744954 -33.1375362)",,,,
192433461,Clarinda Street,residential,False,False,108.255,"LINESTRING (148.174692 -33.1374132, 148.1747284 -33.1375269, 148.174853 -33.137869, 148.1750354 -33.1383432)",50,,,
192433461,Clarinda Street,residential,False,True,109.121,"LINESTRING (148.174692 -33.1374132, 148.1746695 -33.1372982, 148.1745459 -33.1364396)",50,,,
172023438,Bogan Street,trunk,True,False,21.294,"LINESTRING (148.1730649 -33.1373526, 148.1731114 -33.1371651)",50,A39,,
172023591,,secondary_link,True,False,32.769,"LINESTRING (148.1730649 -33.1373526, 148.173067 -33.1372922, 148.1730602 -33.1372508, 148.1730415 -33.1372122, 148.1730089 -33.1371764, 148.1729718 -33.1371484, 148.1729092 -33.1371117)",,,1,
1205364171,Bushman Street,residential,False,True,7.707,"LINESTRING (148.1726861 -33.1336671, 148.1727682 -33.1336583)",,,,
1205364172,Bogan Street,trunk,True,False,57.505,"LINESTRING (148.1726861 -33.1336671, 148.1726527 -33.1331507)",50,A39,,
172023441,Bushman Street,residential,False,False,141.10399999999998,"LINESTRING (148.1726861 -33.1336671, 148.1719536 -33.1337453, 148.1711829 -33.1338277)",,,,
27027363,Phillip Street,residential,False,True,109.782,"LINESTRING (148.1706525 -33.1360062, 148.1704937 -33.1350279)",,,,
172023578,Church Street,residential,False,True,202.956,"LINESTRING (148.1706525 -33.1360062, 148.1728143 -33.1357728)",,,,
27027363,Phillip Street,residential,False,False,59.622,"LINESTRING (148.1706525 -33.1360062, 148.1706998 -33.1364374, 148.170679 -33.1365391)",,,,
24749323,Church Street,residential,False,False,70.066,"LINESTRING (148.179705 -33.1350402, 148.1789585 -33.1351195)",,,,
27027333,Dalton Street,secondary,False,False,45.431,"LINESTRING (148.1719646 -33.1368754, 148.1714974 -33.1367576)",,,,
27027333,Dalton Street,secondary,False,True,91.794,"LINESTRING (148.1719646 -33.1368754, 148.1729092 -33.1371117)",,,,
172023580,Court Street,residential,False,False,22.1,"LINESTRING (148.1719646 -33.1368754, 148.1720702 -33.1366974)",,,,
192433461,Clarinda Street,residential,False,True,60.081,"LINESTRING (148.1745459 -33.1364396, 148.1744599 -33.1359041)",50,,,
698771055,Court Street,residential,True,False,57.6,"LINESTRING (148.1745459 -33.1364396, 148.1739316 -33.1365007)",,,,
192433461,Clarinda Street,residential,False,False,109.121,"LINESTRING (148.1745459 -33.1364396, 148.1746695 -33.1372982, 148.174692 -33.1374132)",50,,,
698771056,Court Street,residential,False,False,151.254,"LINESTRING (148.1745459 -33.1364396, 148.1753191 -33.1363614, 148.1761583 -33.1362743)",,,,
233569572,Currajong Street,residential,False,False,18.745,"LINESTRING (148.1761866 -33.1364412, 148.1761583 -33.1362743)",50,,,
233569572,Currajong Street,residential,False,True,189.68,"LINESTRING (148.1761866 -33.1364412, 148.1764661 -33.1381309)",50,,,
192433478,Gap Street,residential,False,False,153.94899999999998,"LINESTRING (148.1761866 -33.1364412, 148.176335 -33.1364371, 148.1764177 -33.1364363, 148.1765023 -33.1364431, 148.1765883 -33.1364591, 148.1768973 -33.1365368, 148.1774358 -33.1366836, 148.1777275 -33.1368605)",,,,
27026965,Hill Street,residential,False,False,174.407,"LINESTRING (148.1777275 -33.1368605, 148.1774727 -33.1353066)",,,,
27026965,Hill Street,residential,False,True,126.837,"LINESTRING (148.1777275 -33.1368605, 148.1779185 -33.1379899)",,,,
192433478,Gap Street,residential,False,False,143.816,"LINESTRING (148.1777275 -33.1368605, 148.1779461 -33.1369939, 148.1781605 -33.1370197, 148.1784939 -33.1369848, 148.17921 -33.1369112)",,,,
192433478,Gap Street,residential,False,True,153.94899999999998,"LINESTRING (148.1777275 -33.1368605, 148.1774358 -33.1366836, 148.1768973 -33.1365368, 148.1765883 -33.1364591, 148.1765023 -33.1364431, 148.1764177 -33.1364363, 148.176335 -33.1364371, 148.1761866 -33.1364412)",,,,
27026856,Albert Street,residential,False,False,169.126,"LINESTRING (148.1800693 -33.1328833, 148.1802575 -33.1343961)",,,,
44951054,Bushman Street,residential,False,True,52.479,"LINESTRING (148.1800693 -33.1328833, 148.1806183 -33.1327766)",,,,
1205364175,Bushman Street,residential,False,False,135.364,"LINESTRING (148.1800693 -33.1328833, 148.1786265 -33.1330323)",,,,
27026856,Albert Street,residential,False,True,59.399,"LINESTRING (148.1806734 -33.1367437, 148.1805937 -33.1362137)",,,,
27026856,Albert Street,residential,False,False,96.26400000000001,"LINESTRING (148.1806734 -33.1367437, 148.1807591 -33.1373221, 148.1808011 -33.1376028)",,,,
193043406,Want Street,residential,False,False,137.54399999999998,"LINESTRING (148.1806734 -33.1367437, 148.1799568 -33.1368156, 148.17921 -33.1369112)",,,2,
1205364175,Bushman Street,residential,False,True,135.364,"LINESTRING (148.1786265 -33.1330323, 148.1800693 -33.1328833)",,,,
192433473,High Street,residential,True,False,239.768,"LINESTRING (148.1786265 -33.1330323, 148.1787361 -33.1331253, 148.1790301 -33.1350106, 148.1789585 -33.1351195)",,,,
1205364175,Bushman Street,residential,False,False,139.22,"LINESTRING (148.1786265 -33.1330323, 148.1778974 -33.1331076, 148.1771426 -33.1331855)",,,,
24749323,Church Street,residential,False,True,70.066,"LINESTRING (148.1789585 -33.1351195, 148.179705 -33.1350402)",,,,
192433482,High Street,residential,False,False,200.6,"LINESTRING (148.1789585 -33.1351195, 148.17921 -33.1369112)",,,,
192433474,Church Street,residential,True,False,140.44799999999998,"LINESTRING (148.1789585 -33.1351195, 148.1788676 -33.1351589, 148.1782271 -33.1352272, 148.1774727 -33.1353066)",,,1,
