osmid,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,lanes,ref,junction
47639380,Findlater Crescent,residential,False,True,123.827,50,"LINESTRING (140.7363684 -36.9613542, 140.736532 -36.9613472, 140.7368813 -36.9612474, 140.7371059 -36.9610561, 140.7373484 -36.960679)",,,,
47658515,Gordon Street,residential,False,False,63.805,50,"LINESTRING (140.7427766 -36.9589678, 140.7431381 -36.958472)",,,,
47658515,Gordon Street,residential,False,True,180.574,50,"LINESTRING (140.7427766 -36.9589678, 140.7417406 -36.9603649)",,,,
"[47658512, 683736845]",McRae Street,residential,False,True,244.609,50,"LINESTRING (140.7427766 -36.9589678, 140.7426787 -36.9587707, 140.7422695 -36.9579321, 140.7420672 -36.957506, 140.7417678 -36.9569211)",,,,
47658513,Church Street,residential,False,False,167.244,50,"LINESTRING (140.7406811 -36.9584343, 140.7425229 -36.9587445)",,,,
47658513,Church Street,residential,False,True,41.221,50,"LINESTRING (140.7406811 -36.9584343, 140.7402298 -36.9583484)",,,,
47658514,Poplar Street,residential,False,False,128.39,50,"LINESTRING (140.7406811 -36.9584343, 140.7420134 -36.9579873)",,,,
47658514,Poplar Street,residential,False,True,128.39,50,"LINESTRING (140.7420134 -36.9579873, 140.7406811 -36.9584343)",,,,
47658515,Gordon Street,residential,False,False,180.574,50,"LINESTRING (140.7417406 -36.9603649, 140.7427766 -36.9589678)",,,,
47658516,Pethick Street,residential,False,False,188.118,50,"LINESTRING (140.7417406 -36.9603649, 140.7435644 -36.9612242)",,,,
47658516,Pethick Street,residential,False,True,76.74,50,"LINESTRING (140.7417406 -36.9603649, 140.740988 -36.9600263)",,,,
47658515,Gordon Street,residential,False,True,63.805,50,"LINESTRING (140.7431381 -36.958472, 140.7427766 -36.9589678)",,,,
47658515,Gordon Street,residential,False,False,231.615,50,"LINESTRING (140.7431381 -36.958472, 140.7441635 -36.9570046, 140.7443982 -36.9566487)",,,,
47658517,Loveday Street,residential,False,False,197.30900000000003,50,"LINESTRING (140.7431381 -36.958472, 140.7439234 -36.958487, 140.7451913 -36.9590242)",,,,
47658515,Gordon Street,residential,False,True,231.615,50,"LINESTRING (140.7443982 -36.9566487, 140.7441635 -36.9570046, 140.7431381 -36.958472)",,,,
47658518,Jones Street,residential,False,False,62.816,,"LINESTRING (140.7443982 -36.9566487, 140.7443185 -36.9565826, 140.7441123 -36.9561391)",,,,
47658519,Laurie Crescent,residential,False,False,245.22899999999998,50,"LINESTRING (140.7443982 -36.9566487, 140.7445087 -36.9567021, 140.7446324 -36.9567008, 140.7448703 -36.9566488, 140.7450331 -36.9566664, 140.7451695 -36.9567456, 140.745284 -36.9569437, 140.7457725 -36.9582068)",,,,
47658516,Pethick Street,residential,False,True,188.118,50,"LINESTRING (140.7435644 -36.9612242, 140.7417406 -36.9603649)",,,,
47658520,Foster Street,residential,False,False,284.145,50,"LINESTRING (140.7435644 -36.9612242, 140.7451913 -36.9590242)",,,,
47658520,Foster Street,residential,False,False,104.537,50,"LINESTRING (140.7451913 -36.9590242, 140.7457725 -36.9582068)",,,,
47658520,Foster Street,residential,False,True,284.145,50,"LINESTRING (140.7451913 -36.9590242, 140.7435644 -36.9612242)",,,,
47658517,Loveday Street,residential,False,True,197.30900000000003,50,"LINESTRING (140.7451913 -36.9590242, 140.7439234 -36.958487, 140.7431381 -36.958472)",,,,
386893616,Ormerod Street,residential,False,False,145.619,50,"LINESTRING (140.7428026 -36.9551053, 140.7416484 -36.9554693, 140.7412928 -36.9556121)",,,,
386893616,Ormerod Street,residential,False,True,132.78300000000002,50,"LINESTRING (140.7428026 -36.9551053, 140.7435303 -36.9548725, 140.7441914 -36.9546645)",,,,
47658518,Jones Street,residential,False,True,82.66,,"LINESTRING (140.7437902 -36.9554417, 140.7441123 -36.9561391)",,,,
547643098,Smith Street,primary,False,True,64.836,50,"LINESTRING (140.7437902 -36.9554417, 140.7444766 -36.9552439)",,1,B240,
575644717,Smith Street,primary,True,False,41.358999999999995,50,"LINESTRING (140.7437902 -36.9554417, 140.7435675 -36.9555652, 140.743386 -36.9556208)",,1,B240,
47658520,Foster Street,residential,False,True,104.537,50,"LINESTRING (140.7457725 -36.9582068, 140.7451913 -36.9590242)",,,,
47658519,Laurie Crescent,residential,False,True,245.22899999999998,50,"LINESTRING (140.7457725 -36.9582068, 140.745284 -36.9569437, 140.7451695 -36.9567456, 140.7450331 -36.9566664, 140.7448703 -36.9566488, 140.7446324 -36.9567008, 140.7445087 -36.9567021, 140.7443982 -36.9566487)",,,,
47658523,Rolland Street,residential,False,False,73.329,,"LINESTRING (140.7458937 -36.9548699, 140.746157 -36.9554949)",,,,
386893625,Smith Street,primary,False,True,53.047,60,"LINESTRING (140.7458937 -36.9548699, 140.7464632 -36.9547268)",,,B240,
547643098,Smith Street,primary,False,False,132.609,50,"LINESTRING (140.7458937 -36.9548699, 140.7444766 -36.9552439)",,1,B240,
219725113,Rolland Street,residential,False,False,63.396,50,"LINESTRING (140.7463387 -36.9559167, 140.7465734 -36.9564551)",,,,
219725113,Rolland Street,residential,False,True,49.603,50,"LINESTRING (140.7463387 -36.9559167, 140.746157 -36.9554949)",,,,
47658524,Campbell Street,residential,False,False,40.478,,"LINESTRING (140.7465734 -36.9564551, 140.7461441 -36.9565769)",,,,
219725113,Rolland Street,residential,False,False,43.914,50,"LINESTRING (140.7465734 -36.9564551, 140.7467238 -36.9568313)",,,,
219725113,Rolland Street,residential,False,True,63.396,50,"LINESTRING (140.7465734 -36.9564551, 140.7463387 -36.9559167)",,,,
219725113,Rolland Street,residential,False,True,43.914,50,"LINESTRING (140.7467238 -36.9568313, 140.7465734 -36.9564551)",,,,
47658524,Campbell Street,residential,False,True,40.478,,"LINESTRING (140.7461441 -36.9565769, 140.7465734 -36.9564551)",,,,
"[386893616, 41666396]",Ormerod Street,residential,False,False,211.551,50,"LINESTRING (140.7464053 -36.9539648, 140.7447942 -36.95447, 140.7441914 -36.9546645)",,,,
47733316,Sandstone Avenue,tertiary,False,True,85.357,,"LINESTRING (140.7464053 -36.9539648, 140.746395 -36.9544236, 140.7464088 -36.9545378, 140.7464335 -36.954636, 140.7464632 -36.9547268)",,,,
47728247,Freeling Street,residential,False,False,155.163,50,"LINESTRING (140.7357322 -36.9537759, 140.7374649 -36.953949)",,,,
47728261,Cameron Street,residential,False,True,71.059,50,"LINESTRING (140.7357322 -36.9537759, 140.7358295 -36.9531416)",,,,
47728247,Freeling Street,residential,False,False,154.814,50,"LINESTRING (140.7374649 -36.953949, 140.7391975 -36.9540954)",,,,
47728247,Freeling Street,residential,False,True,155.163,50,"LINESTRING (140.7374649 -36.953949, 140.7357322 -36.9537759)",,,,
47728265,Pearson Street,residential,False,False,69.62,50,"LINESTRING (140.7374649 -36.953949, 140.7373603 -36.9545695)",,,,
47728265,Pearson Street,residential,False,True,71.936,50,"LINESTRING (140.7374649 -36.953949, 140.7375595 -36.9533065)",,,,
47728247,Freeling Street,residential,False,True,154.814,50,"LINESTRING (140.7391975 -36.9540954, 140.7374649 -36.953949)",,,,
47728268,Moore Street,residential,False,False,71.093,50,"LINESTRING (140.7391975 -36.9540954, 140.7392959 -36.9534609)",,,,
"[47728249, 47728247]","['Robert Street', 'Freeling Street']",residential,False,False,215.96400000000003,50,"LINESTRING (140.7391975 -36.9540954, 140.7407377 -36.9542483, 140.7407936 -36.9542479, 140.7408299 -36.9542371, 140.7408661 -36.9542039, 140.7408822 -36.9541695, 140.7408957 -36.9541105, 140.7409674 -36.9536283)",,,,
47728268,Moore Street,residential,False,True,141.392,50,"LINESTRING (140.7391975 -36.9540954, 140.7391308 -36.9545692, 140.7390197 -36.955359)",,,,
47728249,Robert Street,residential,False,False,26.925,,"LINESTRING (140.7409674 -36.9536283, 140.7410004 -36.9533876)",,,,
47733323,Fern Street,residential,False,False,112.791,,"LINESTRING (140.7409674 -36.9536283, 140.7422278 -36.9537484)",,,,
47733323,Fern Street,residential,False,True,149.689,,"LINESTRING (140.7409674 -36.9536283, 140.7392959 -36.9534609)",,,,
"[47728249, 47728247]","['Robert Street', 'Freeling Street']",residential,False,True,215.964,50,"LINESTRING (140.7409674 -36.9536283, 140.7408957 -36.9541105, 140.7408822 -36.9541695, 140.7408661 -36.9542039, 140.7408299 -36.9542371, 140.7407936 -36.9542479, 140.7407377 -36.9542483, 140.7391975 -36.9540954)",,,,
47728249,Robert Street,residential,False,True,26.925,,"LINESTRING (140.7410004 -36.9533876, 140.7409674 -36.9536283)",,,,
47728250,Fern Street,residential,False,False,154.816,50,"LINESTRING (140.7358295 -36.9531416, 140.7375595 -36.9533065)",,,,
47728261,Cameron Street,residential,False,False,71.059,50,"LINESTRING (140.7358295 -36.9531416, 140.7357322 -36.9537759)",,,,
47728250,Fern Street,residential,False,True,154.816,50,"LINESTRING (140.7375595 -36.9533065, 140.7358295 -36.9531416)",,,,
47728265,Pearson Street,residential,False,False,71.936,50,"LINESTRING (140.7375595 -36.9533065, 140.7374649 -36.953949)",,,,
47733321,Fern Street,residential,True,False,155.247,50,"LINESTRING (140.7375595 -36.9533065, 140.7392959 -36.9534609)",,,,
47728268,Moore Street,residential,False,True,71.093,50,"LINESTRING (140.7392959 -36.9534609, 140.7391975 -36.9540954)",,,,
47733323,Fern Street,residential,False,False,149.689,,"LINESTRING (140.7392959 -36.9534609, 140.7409674 -36.9536283)",,,,
47733323,Fern Street,residential,False,True,112.791,,"LINESTRING (140.7422278 -36.9537484, 140.7409674 -36.9536283)",,,,
41666397,Macdonnell Street,residential,False,False,157.846,50,"LINESTRING (140.7372583 -36.9551748, 140.7390197 -36.955359)",,,,
47728265,Pearson Street,residential,False,True,67.914,50,"LINESTRING (140.7372583 -36.9551748, 140.7373603 -36.9545695)",,,,
47728265,Pearson Street,residential,False,False,67.914,50,"LINESTRING (140.7373603 -36.9545695, 140.7372583 -36.9551748)",,,,
47728265,Pearson Street,residential,False,True,69.62,50,"LINESTRING (140.7373603 -36.9545695, 140.7374649 -36.953949)",,,,
386893625,Smith Street,primary,False,False,53.047,60,"LINESTRING (140.7464632 -36.9547268, 140.7458937 -36.9548699)",,,B240,
47733316,Sandstone Avenue,tertiary,False,False,85.357,,"LINESTRING (140.7464632 -36.9547268, 140.7464335 -36.954636, 140.7464088 -36.9545378, 140.746395 -36.9544236, 140.7464053 -36.9539648)",,,,
47801389,Degaris Place,unclassified,False,True,69.231,,"LINESTRING (140.7444766 -36.9552439, 140.7441914 -36.9546645)",,,,
547643098,Smith Street,primary,False,False,64.836,50,"LINESTRING (140.7444766 -36.9552439, 140.7437902 -36.9554417)",,1,B240,
547643098,Smith Street,primary,False,True,132.609,50,"LINESTRING (140.7444766 -36.9552439, 140.7458937 -36.9548699)",,1,B240,
47805270,,unclassified,True,False,9.940000000000001,,"LINESTRING (140.7412928 -36.9556121, 140.7413031 -36.9556578, 140.7412883 -36.9556991)",,,,roundabout
386893616,Ormerod Street,residential,False,True,145.619,50,"LINESTRING (140.7412928 -36.9556121, 140.7416484 -36.9554693, 140.7428026 -36.9551053)",,,,
47805270,,unclassified,True,False,15.067,,"LINESTRING (140.7412883 -36.9556991, 140.7412507 -36.9557325, 140.7412048 -36.9557482, 140.7411415 -36.9557451)",,,,roundabout
47805273,McLay Street,unclassified,True,False,30.002999999999997,,"LINESTRING (140.7412883 -36.9556991, 140.7412925 -36.9557734, 140.74133 -36.9558404, 140.7413783 -36.9558683, 140.7414711 -36.9558747)",,,,
47805270,,unclassified,True,False,9.384,,"LINESTRING (140.7411415 -36.9557451, 140.7410976 -36.9557245, 140.7410664 -36.9556886)",,,,roundabout
"[455877829, 455877827, 41666397, 47805269]","['Ormerod Street', 'Macdonnell Street']",residential,False,"[False, True]",200.342,50,"LINESTRING (140.7410664 -36.9556886, 140.7407637 -36.955765, 140.7405451 -36.955813, 140.7404375 -36.9558284, 140.7403689 -36.9558333, 140.740302 -36.9558322, 140.7402231 -36.9558097, 140.740168 -36.955785, 140.7401146 -36.9557504, 140.7399356 -36.9556052, 140.7397588 -36.9554893, 140.7396911 -36.955457, 140.7396596 -36.9554462, 140.7396263 -36.9554319, 140.7395648 -36.9554134, 140.7394509 -36.9554018, 140.7390197 -36.955359)",yes,,,
47805270,,unclassified,True,False,33.596,,"LINESTRING (140.7410664 -36.9556886, 140.7410592 -36.9556359, 140.7410772 -36.9555986, 140.7411209 -36.955566, 140.7411911 -36.9555541, 140.741244 -36.9555679, 140.7412801 -36.9555945, 140.7412928 -36.9556121)",,,,roundabout
47805271,,primary,True,False,21.404,,"LINESTRING (140.7413195 -36.9560098, 140.7413357 -36.9559635, 140.7413687 -36.9559232, 140.7414152 -36.9558926, 140.7414711 -36.9558747)",,,B240,roundabout
47805272,McLay Street,unclassified,True,False,33.981,,"LINESTRING (140.7413195 -36.9560098, 140.7412601 -36.9558627, 140.7411415 -36.9557451)",,,,
47805271,,primary,True,False,24.222,,"LINESTRING (140.7414711 -36.9558747, 140.7415392 -36.9558717, 140.7416045 -36.9558872, 140.7416594 -36.9559196, 140.7416972 -36.9559648)",,,B240,roundabout
47805271,,primary,True,False,21.863,,"LINESTRING (140.7416966 -36.9560941, 140.7416629 -36.9561352, 140.741615 -36.956166, 140.7415576 -36.9561836, 140.7414961 -36.9561863)",,,B240,roundabout
47805271,,primary,True,False,14.760000000000002,,"LINESTRING (140.7416972 -36.9559648, 140.7417123 -36.9560074, 140.7417121 -36.9560516, 140.7416966 -36.9560941)",,,B240,roundabout
348133987,Smith Street,primary,True,False,128.292,50,"LINESTRING (140.7416972 -36.9559648, 140.7418616 -36.955981, 140.7419689 -36.9559638, 140.7420761 -36.9559231, 140.7422049 -36.9558653, 140.7430577 -36.9556297)",,1,B240,
47805271,,primary,True,False,11.138,,"LINESTRING (140.7413437 -36.9561068, 140.7413219 -36.9560599, 140.7413195 -36.9560098)",,,B240,roundabout
47639374,,residential,True,False,4.478,,"LINESTRING (140.741672 -36.9568212, 140.7416898 -36.9568069, 140.7417121 -36.9567976)",,,,roundabout
455877830,McLay Street,residential,True,False,55.772000000000006,50,"LINESTRING (140.741672 -36.9568212, 140.7415223 -36.9565127, 140.741455 -36.9563507)",,1,,
47805267,Smith Street,primary,True,False,15.155000000000001,60,"LINESTRING (140.7414127 -36.9561639, 140.7413941 -36.9562074, 140.7413743 -36.9562286, 140.7413452 -36.956242, 140.7413039 -36.9562588)",,1,B240,
47805271,,primary,True,False,8.898,,"LINESTRING (140.7414127 -36.9561639, 140.7413737 -36.9561389, 140.7413437 -36.9561068)",,,B240,roundabout
334157987,St Andrews Close,residential,False,True,37.011,50,"LINESTRING (140.7409031 -36.9594573, 140.7412632 -36.9596246)",,,,
334157986,St Andrews Close,residential,False,True,50.922,50,"LINESTRING (140.7412632 -36.9596246, 140.740988 -36.9600263)",,,,
334157987,St Andrews Close,residential,False,False,37.011,50,"LINESTRING (140.7412632 -36.9596246, 140.7409031 -36.9594573)",,,,
334157987,St Andrews Close,residential,False,True,19.096,50,"LINESTRING (140.7412632 -36.9596246, 140.7414517 -36.9597071)",,,,
334157987,St Andrews Close,residential,False,False,19.096,50,"LINESTRING (140.7414517 -36.9597071, 140.7412632 -36.9596246)",,,,
47658516,Pethick Street,residential,False,False,76.74,50,"LINESTRING (140.740988 -36.9600263, 140.7417406 -36.9603649)",,,,
47658516,Pethick Street,residential,False,True,73.512,50,"LINESTRING (140.740988 -36.9600263, 140.7402748 -36.9596912)",,,,
334157986,St Andrews Close,residential,False,False,50.922,50,"LINESTRING (140.740988 -36.9600263, 140.7412632 -36.9596246)",,,,
47801391,Bank Place,unclassified,True,False,62.562,50,"LINESTRING (140.7430577 -36.9556297, 140.7428026 -36.9551053)",,,,
575644721,Smith Street,primary,True,False,68.72800000000001,50,"LINESTRING (140.7430577 -36.9556297, 140.7435916 -36.9554634, 140.7437902 -36.9554417)",,1,B240,
219725112,Smith Street,primary,True,False,159.476,50,"LINESTRING (140.743386 -36.9556208, 140.742449 -36.9559081, 140.742103 -36.9560153, 140.7419528 -36.9560432, 140.7418589 -36.9560496, 140.7417918 -36.9560667, 140.7416966 -36.9560941)",,1,B240,
348133988,Bank Place,unclassified,True,False,30.802,50,"LINESTRING (140.743386 -36.9556208, 140.743259 -36.9556188, 140.7431437 -36.9556488, 140.7430774 -36.9556499, 140.7430577 -36.9556297)",,1,,
455877830,McLay Street,residential,True,False,20.048,50,"LINESTRING (140.741455 -36.9563507, 140.7414302 -36.9561715)",,1,,
755800521,McLay Street,residential,True,False,17.145,,"LINESTRING (140.741455 -36.9563507, 140.7414174 -36.9563153, 140.7413942 -36.9562973, 140.7413707 -36.9562854, 140.7413475 -36.9562749, 140.7413039 -36.9562588)",,,,
455877826,Smith Street,primary,False,False,134.359,60,"LINESTRING (140.7408869 -36.9563596, 140.7404771 -36.956486, 140.7394767 -36.9567957)",,2,B240,
455877828,Smith Street,primary,True,False,50.943,60,"LINESTRING (140.7408869 -36.9563596, 140.741084 -36.9562824, 140.7412134 -36.9562294, 140.7412791 -36.9561945, 140.74132 -36.9561576, 140.7413437 -36.9561068)",,1,B240,
47805267,Smith Street,primary,True,False,38.727000000000004,60,"LINESTRING (140.7413039 -36.9562588, 140.7410927 -36.9563151, 140.7408869 -36.9563596)",,1,B240,
47805271,,primary,True,False,6.106,,"LINESTRING (140.7414961 -36.9561863, 140.7414624 -36.9561812, 140.7414302 -36.9561715)",,,B240,roundabout
47805274,McLay Street,residential,True,False,71.08500000000001,50,"LINESTRING (140.7414961 -36.9561863, 140.7414991 -36.9562519, 140.7415038 -36.9562915, 140.7415125 -36.9563456, 140.7417121 -36.9567976)",,1,,
706669440,Mehaffey Close,residential,False,True,70.245,,"LINESTRING (140.7376865 -36.9567068, 140.7379818 -36.9572928)",,,,
455877826,Smith Street,primary,False,False,99.617,60,"LINESTRING (140.7379818 -36.9572928, 140.7369369 -36.9576175)",,2,B240,
455877826,Smith Street,primary,False,True,143.871,60,"LINESTRING (140.7379818 -36.9572928, 140.7394767 -36.9567957)",,2,B240,
706669440,Mehaffey Close,residential,False,False,70.245,,"LINESTRING (140.7379818 -36.9572928, 140.7376865 -36.9567068)",,,,
47805271,,primary,True,False,1.77,,"LINESTRING (140.7414302 -36.9561715, 140.7414127 -36.9561639)",,,B240,roundabout
47658513,Church Street,residential,False,True,167.244,50,"LINESTRING (140.7425229 -36.9587445, 140.7406811 -36.9584343)",,,,
