osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,lanes,junction,bridge
75203880,trunk,False,False,12.674,,,,"LINESTRING (145.8272007 -38.4356324, 145.8271205 -38.4357275)",,,
"[575616750, 293393398]",trunk,True,False,67.94500000000001,A440,Mine Road,60,"LINESTRING (145.8272007 -38.4356324, 145.8274206 -38.4357602, 145.8274704 -38.4357967, 145.8275093 -38.4358292, 145.8275493 -38.4358711, 145.8275595 -38.4358848, 145.8276164 -38.4359615, 145.8276763 -38.4360952)",,,
75203895,trunk,True,False,10.607,A440,Bridge Street,50,"LINESTRING (145.8251723 -38.4332907, 145.8252041 -38.4333331, 145.8252254 -38.4333762)",1,,
223664221,unclassified,True,False,30.868000000000002,,Bridge Street,60,"LINESTRING (145.8251723 -38.4332907, 145.8253308 -38.4332234, 145.8254121 -38.4331892, 145.825486 -38.4331617)",1,,
396682609,secondary,True,False,10.276,C437,Radovick Street,,"LINESTRING (145.8237411 -38.4318768, 145.8236503 -38.4319358)",1,,
"[223664216, 381187011]",trunk,True,False,200.647,A440,Commercial Street,50,"LINESTRING (145.8237411 -38.4318768, 145.8239884 -38.4321222, 145.8240433 -38.4321756, 145.8243314 -38.4324558, 145.8247701 -38.4328922, 145.8248496 -38.4329713, 145.8250765 -38.433197, 145.8251723 -38.4332907)",1,,
264281187,trunk,True,False,13.891,A440,Elizabeth Street,80,"LINESTRING (145.8205573 -38.428208, 145.8206598 -38.4283037)",,,
396682615,secondary,True,False,37.553000000000004,C425,Warragul Road,,"LINESTRING (145.8205573 -38.428208, 145.8205847 -38.4281819, 145.8206072 -38.4281531, 145.8206243 -38.4281221, 145.8206355 -38.4280895, 145.8206408 -38.428056, 145.82064 -38.4280222, 145.8206332 -38.4279889, 145.8206203 -38.4279566, 145.8206018 -38.4279261, 145.820578 -38.427898)",1,,
32919670,residential,False,False,14.222,,King Street,,"LINESTRING (145.8218198 -38.429846, 145.8216699 -38.4298967)",,,
"[33194957, 293393390]",trunk,True,False,146.45,A440,Commercial Street,"['60', '50']","LINESTRING (145.8218198 -38.429846, 145.8218573 -38.4299256, 145.821908 -38.4300232, 145.8219592 -38.4300975, 145.8220189 -38.4301826, 145.822101 -38.430283, 145.8221766 -38.4303691, 145.822246 -38.430443, 145.8224372 -38.4306236, 145.822762 -38.430926)",,,
32919685,residential,False,False,258.727,,William Street,,"LINESTRING (145.8216693 -38.4361483, 145.8205032 -38.4349919, 145.8203186 -38.4348178, 145.8198073 -38.4343356)",,,
396682610,secondary,False,True,140.203,C437,Radovick Street,,"LINESTRING (145.8198073 -38.4343356, 145.8210162 -38.4335031)",,,
32919685,residential,False,True,258.727,,William Street,,"LINESTRING (145.8198073 -38.4343356, 145.8203186 -38.4348178, 145.8205032 -38.4349919, 145.8216693 -38.4361483)",,,
396682610,secondary,False,False,210.05700000000002,C437,Radovick Street,,"LINESTRING (145.8198073 -38.4343356, 145.8189348 -38.4349188, 145.8179503 -38.4355406)",,,
32919699,residential,False,True,46.148,,Scott Court,,"LINESTRING (145.8196687 -38.4311687, 145.8199849 -38.4315017)",,,
340537794,residential,False,False,73.839,,King Street,,"LINESTRING (145.8196687 -38.4311687, 145.8190122 -38.4315888)",,,
340537794,residential,False,True,61.51,,King Street,,"LINESTRING (145.8196687 -38.4311687, 145.8202361 -38.4308394)",,,
32919699,residential,False,False,46.148,,Scott Court,,"LINESTRING (145.8199849 -38.4315017, 145.8196687 -38.4311687)",,,
836636000,residential,False,True,65.377,,Bridge Street,,"LINESTRING (145.8230913 -38.4355275, 145.8235193 -38.4350445)",,,
32919718,residential,False,False,289.026,,Queen Street,,"LINESTRING (145.8230913 -38.4355275, 145.8229422 -38.435411, 145.8228051 -38.435233, 145.8226812 -38.4351033, 145.8224084 -38.4348339, 145.8217585 -38.4342082, 145.8216183 -38.4340724, 145.8210162 -38.4335031)",,,
836636000,residential,False,False,108.692,,Bridge Street,,"LINESTRING (145.8230913 -38.4355275, 145.8226344 -38.4360618, 145.8224336 -38.4363569)",,,
396682610,secondary,False,False,140.203,C437,Radovick Street,,"LINESTRING (145.8210162 -38.4335031, 145.8198073 -38.4343356)",,,
396682610,secondary,False,True,138.759,C437,Radovick Street,,"LINESTRING (145.8210162 -38.4335031, 145.8222741 -38.4327374)",,,
32919718,residential,False,False,275.308,,Queen Street,,"LINESTRING (145.8210162 -38.4335031, 145.8205069 -38.4330049, 145.8204517 -38.4329533, 145.820108 -38.4326268, 145.8200605 -38.4325813, 145.8196911 -38.4322279, 145.8195639 -38.4321063, 145.8192955 -38.4318662, 145.8190122 -38.4315888)",,,
32919718,residential,False,True,289.02600000000007,,Queen Street,,"LINESTRING (145.8210162 -38.4335031, 145.8216183 -38.4340724, 145.8217585 -38.4342082, 145.8224084 -38.4348339, 145.8226812 -38.4351033, 145.8228051 -38.435233, 145.8229422 -38.435411, 145.8230913 -38.4355275)",,,
340537794,residential,False,True,73.839,,King Street,,"LINESTRING (145.8190122 -38.4315888, 145.8196687 -38.4311687)",,,
32919718,residential,False,True,275.308,,Queen Street,,"LINESTRING (145.8190122 -38.4315888, 145.8192955 -38.4318662, 145.8195639 -38.4321063, 145.8196911 -38.4322279, 145.8200605 -38.4325813, 145.820108 -38.4326268, 145.8204517 -38.4329533, 145.8205069 -38.4330049, 145.8210162 -38.4335031)",,,
208198484,residential,True,False,30.528,,,,"LINESTRING (145.8221152 -38.4364324, 145.8221605 -38.4363913, 145.8222432 -38.4363655, 145.8223588 -38.4363513, 145.8224336 -38.4363569)",1,roundabout,
208198488,residential,False,False,281.605,,Guys Road,,"LINESTRING (145.8221152 -38.4364324, 145.8216217 -38.4363662, 145.8206125 -38.4362719, 145.8199905 -38.4362067, 145.819252 -38.4361275, 145.818914 -38.436081)",,,
208198484,residential,True,False,13.913,,,,"LINESTRING (145.8224336 -38.4363569, 145.822476 -38.4363994, 145.8224651 -38.4364592, 145.8224551 -38.4364666)",1,roundabout,
836636000,residential,False,True,108.692,,Bridge Street,,"LINESTRING (145.8224336 -38.4363569, 145.8226344 -38.4360618, 145.8230913 -38.4355275)",,,
208198490,residential,False,True,246.22899999999998,,Victoria Street,,"LINESTRING (145.8240845 -38.4344348, 145.8238354 -38.4342457, 145.8236206 -38.4340355, 145.8228782 -38.4332887, 145.822453 -38.4329167, 145.8222741 -38.4327374)",,,
836636000,residential,False,False,83.807,,Bridge Street,,"LINESTRING (145.8240845 -38.4344348, 145.8238667 -38.4346845, 145.8235193 -38.4350445)",,,
836636000,residential,False,True,80.854,,Bridge Street,,"LINESTRING (145.8240845 -38.4344348, 145.8243431 -38.4341386, 145.8244885 -38.4339723, 145.8245249 -38.4339422, 145.8245926 -38.4339127, 145.8246725 -38.4338968)",,,
396682610,secondary,False,False,138.759,C437,Radovick Street,,"LINESTRING (145.8222741 -38.4327374, 145.8210162 -38.4335031)",,,
