osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,junction
221969673,Chapel Street,residential,False,False,281.192,"LINESTRING (145.2080988 -36.0595578, 145.208111 -36.0620866)",,,,
221969673,Chapel Street,residential,False,True,264.29,"LINESTRING (145.2080988 -36.0595578, 145.2081096 -36.057181)",,,,
311051358,Pearce Street,tertiary,False,True,119.304,"LINESTRING (145.2080988 -36.0595578, 145.2067716 -36.0595617)",,,,
311051358,Pearce Street,tertiary,False,False,156.41899999999998,"LINESTRING (145.2080988 -36.0595578, 145.2094224 -36.0595351, 145.2098386 -36.0595329)",,,,
206907325,Pearce Street,residential,False,True,126.2,"LINESTRING (145.2036839 -36.0595714, 145.2022803 -36.0595958)",50,,,
173502392,,primary_link,False,False,33.251999999999995,"LINESTRING (145.2036839 -36.0595714, 145.2038656 -36.0595703, 145.2040538 -36.0595697)",,,,
175584601,Blake Street,primary,True,False,262.344,"LINESTRING (145.2036839 -36.0595714, 145.2036672 -36.0585904, 145.2036753 -36.0573756, 145.2037175 -36.0572158)",50,B400,,
"[311054274, 173502391]",Blake Street,primary,False,False,73.2,"LINESTRING (145.2038607 -36.0562466, 145.2038604 -36.0564491, 145.2038599 -36.0569049)","['60', '50']",B400,yes,
173502391,Blake Street,primary,False,True,204.00100000000003,"LINESTRING (145.2038607 -36.0562466, 145.2038587 -36.0561747, 145.2038555 -36.054555, 145.2038554 -36.0545132, 145.2038552 -36.054412)",60,B400,,
206911328,Muntz Avenue,residential,False,True,148.765,"LINESTRING (145.2038607 -36.0562466, 145.2040414 -36.0562424, 145.2040605 -36.0562891, 145.2041273 -36.0563747, 145.2042492 -36.056401, 145.205411 -36.0563884)",,,,
"[206911327, 221969663]","['Muntz Avenue', 'Richardson Street']",residential,False,False,288.147,"LINESTRING (145.2038607 -36.0562466, 145.2036693 -36.0561713, 145.2035427 -36.0561238, 145.2022882 -36.0555535, 145.2022887 -36.0544106)",,,,
173502396,Blake Street,primary,True,False,16.649,"LINESTRING (145.2038599 -36.0569049, 145.2039075 -36.0570496)",50,B400,,
"[311054274, 173502391]",Blake Street,primary,False,True,73.2,"LINESTRING (145.2038599 -36.0569049, 145.2038604 -36.0564491, 145.2038607 -36.0562466)","['60', '50']",B400,yes,
50384264,North Street,residential,False,False,141.613,"LINESTRING (145.2038552 -36.054412, 145.2040672 -36.0544032, 145.2047756 -36.054412, 145.2054301 -36.0544074)",,,,
50384264,North Street,residential,False,True,140.823,"LINESTRING (145.2038552 -36.054412, 145.2036033 -36.054412, 145.2022887 -36.0544106)",,,,
173502391,Blake Street,primary,False,False,204.00100000000003,"LINESTRING (145.2038552 -36.054412, 145.2038554 -36.0545132, 145.2038555 -36.054555, 145.2038587 -36.0561747, 145.2038607 -36.0562466)",60,B400,,
311051358,Pearce Street,tertiary,False,False,124.383,"LINESTRING (145.2040538 -36.0595697, 145.2054375 -36.0595656)",,,,
173502392,,primary_link,False,True,33.251999999999995,"LINESTRING (145.2040538 -36.0595697, 145.2038656 -36.0595703, 145.2036839 -36.0595714)",,,,
221969640,Blake Street,primary,True,False,270.412,"LINESTRING (145.2040538 -36.0595697, 145.204068 -36.0605743, 145.2040569 -36.0608131, 145.2039663 -36.0612048, 145.203923 -36.0614614, 145.2038794 -36.061991)",50,B400,,
173502394,Blake Street,primary,False,True,11.053,"LINESTRING (145.2038805 -36.0620904, 145.2038794 -36.061991)",60,B400,,
206907326,Manifold Street,residential,False,True,145.388,"LINESTRING (145.2038805 -36.0620904, 145.2022631 -36.062082)",,,,
206907326,Manifold Street,residential,False,False,140.262,"LINESTRING (145.2038805 -36.0620904, 145.2040806 -36.06209, 145.2054409 -36.0620874)",,,,
173502394,Blake Street,primary,False,False,11.053,"LINESTRING (145.2038794 -36.061991, 145.2038805 -36.0620904)",60,B400,,
175584601,Blake Street,primary,True,False,270.71299999999997,"LINESTRING (145.2038794 -36.061991, 145.2038456 -36.0614419, 145.2038067 -36.0611603, 145.2036835 -36.0607715, 145.2036839 -36.0595714)",50,B400,,
311051224,Harcourt Street,residential,False,False,238.639,"LINESTRING (145.2022936 -36.0574497, 145.2022803 -36.0595958)",,,,
311051228,McDonell Street,residential,False,True,12.3,"LINESTRING (145.2022936 -36.0574497, 145.2022056 -36.057365)",,,,
206908887,Harcourt Street,residential,True,False,96.277,"LINESTRING (145.202908 -36.0567405, 145.2022936 -36.0574497)",,,,
221969674,Weir Street,residential,False,False,14.71,"LINESTRING (145.202908 -36.0567405, 145.2027727 -36.0566661)",,,,
221969674,Weir Street,residential,False,True,61.722,"LINESTRING (145.202908 -36.0567405, 145.2034724 -36.0570566)",,,,
50384264,North Street,residential,False,True,111.94,"LINESTRING (145.2080016 -36.0543986, 145.2067564 -36.0544028)",,,,
"[206911328, 594352779]",Muntz Avenue,residential,False,False,235.60399999999998,"LINESTRING (145.2080016 -36.0543986, 145.2078738 -36.055315, 145.2078428 -36.0554436, 145.2077781 -36.0555018, 145.2075094 -36.0556613, 145.2067937 -36.0560862)",,,,
"[594352779, 221969677]","['Muntz Avenue', 'Martin Street']",residential,False,True,54.096,"LINESTRING (145.2080016 -36.0543986, 145.2080316 -36.0540313, 145.2080374 -36.053913)",,,,
206911848,Cemetery Road,unclassified,False,True,193.906,"LINESTRING (145.2123816 -36.0603572, 145.2124485 -36.0621002)",,,,
"[311051195, 311051196, 594759438]",Ryans Road,tertiary,False,True,194.756,"LINESTRING (145.2123816 -36.0603572, 145.2122501 -36.0603822, 145.2120335 -36.0603853, 145.2117935 -36.0603485, 145.2116001 -36.0602859, 145.2112541 -36.0601091, 145.2106452 -36.0597979, 145.2104437 -36.059704)",,,yes,
206911885,Garonne Street,unclassified,False,True,183.18699999999998,"LINESTRING (145.2106585 -36.0614388, 145.2115233 -36.0619704, 145.211781 -36.062064, 145.2124485 -36.0621002)",,,,
206912200,Cope Street,residential,False,False,190.434,"LINESTRING (145.2121349 -36.0588787, 145.2121589 -36.0571662)",,,,
207117394,Pearce Street,residential,False,False,157.749,"LINESTRING (145.2121349 -36.0588787, 145.2119798 -36.0590366, 145.2118074 -36.059121, 145.2109239 -36.0594416, 145.2107441 -36.0594744, 145.2105955 -36.0594969)",,,,
206912201,Pelling Street,residential,False,True,105.295,"LINESTRING (145.2086158 -36.0556823, 145.2097871 -36.0556794)",,,,
"[207115428, 207116174]","['Church Street', 'Park Street']",residential,False,False,208.81,"LINESTRING (145.2086158 -36.0556823, 145.2088304 -36.0549799, 145.2088449 -36.0547293, 145.2088659 -36.0546787, 145.2088969 -36.0546361, 145.2089471 -36.0545833, 145.2089925 -36.0545428, 145.2090538 -36.0545084, 145.2091336 -36.054483, 145.209812 -36.0544451)",,,,
207115428,Church Street,residential,False,True,80.773,"LINESTRING (145.2086158 -36.0556823, 145.2085246 -36.0558351, 145.2083865 -36.0559905, 145.2080515 -36.0562358)",,,,
221969677,Martin Street,residential,False,False,38.738,"LINESTRING (145.2080546 -36.0535649, 145.2080374 -36.053913)",,,,
50384264,North Street,residential,False,False,111.94,"LINESTRING (145.2067564 -36.0544028, 145.2080016 -36.0543986)",,,,
50384264,North Street,residential,False,True,119.231,"LINESTRING (145.2067564 -36.0544028, 145.2054301 -36.0544074)",,,,
206911323,Fraser Street,residential,False,True,187.712,"LINESTRING (145.2067564 -36.0544028, 145.2067536 -36.0559775, 145.2067937 -36.0560862)",,,,
50384264,North Street,residential,False,False,119.231,"LINESTRING (145.2054301 -36.0544074, 145.2067564 -36.0544028)",,,,
50384264,North Street,residential,False,True,141.613,"LINESTRING (145.2054301 -36.0544074, 145.2047756 -36.054412, 145.2040672 -36.0544032, 145.2038552 -36.054412)",,,,
206911330,Kostadt Street,residential,False,True,220.284,"LINESTRING (145.2054301 -36.0544074, 145.205426 -36.0548312, 145.205411 -36.0563884)",,,,
50384264,North Street,residential,False,False,140.823,"LINESTRING (145.2022887 -36.0544106, 145.2036033 -36.054412, 145.2038552 -36.054412)",,,,
"[221969663, 206911327]","['Muntz Avenue', 'Richardson Street']",residential,False,True,288.147,"LINESTRING (145.2022887 -36.0544106, 145.2022882 -36.0555535, 145.2035427 -36.0561238, 145.2036693 -36.0561713, 145.2038607 -36.0562466)",,,,
206912200,Cope Street,residential,False,True,138.493,"LINESTRING (145.2121325 -36.0544283, 145.2121515 -36.0556737)",,,,
207116174,Park Street,residential,False,True,122.633,"LINESTRING (145.2121325 -36.0544283, 145.2107684 -36.0544382)",,,,
207115780,Camp Street,residential,False,False,137.749,"LINESTRING (145.2107684 -36.0544382, 145.2107696 -36.055677)",,,,
207116174,Park Street,residential,False,False,122.633,"LINESTRING (145.2107684 -36.0544382, 145.2121325 -36.0544283)",,,,
207116174,Park Street,residential,False,True,85.981,"LINESTRING (145.2107684 -36.0544382, 145.209812 -36.0544451)",,,,
206912025,Mitchell Street,residential,False,True,137.266,"LINESTRING (145.209812 -36.0544451, 145.2097871 -36.0556794)",,,,
207116174,Park Street,residential,False,False,85.981,"LINESTRING (145.209812 -36.0544451, 145.2107684 -36.0544382)",,,,
"[207115428, 207116174]","['Church Street', 'Park Street']",residential,False,True,208.80999999999997,"LINESTRING (145.209812 -36.0544451, 145.2091336 -36.054483, 145.2090538 -36.0545084, 145.2089925 -36.0545428, 145.2089471 -36.0545833, 145.2088969 -36.0546361, 145.2088659 -36.0546787, 145.2088449 -36.0547293, 145.2088304 -36.0549799, 145.2086158 -36.0556823)",,,,
206912200,Cope Street,residential,False,False,138.493,"LINESTRING (145.2121515 -36.0556737, 145.2121325 -36.0544283)",,,,
206912200,Cope Street,residential,False,True,165.96,"LINESTRING (145.2121515 -36.0556737, 145.2121589 -36.0571662)",,,,
206912201,Pelling Street,residential,False,False,124.227,"LINESTRING (145.2121515 -36.0556737, 145.2107696 -36.055677)",,,,
206912201,Pelling Street,residential,False,False,88.322,"LINESTRING (145.2107696 -36.055677, 145.2097871 -36.0556794)",,,,
206912201,Pelling Street,residential,False,True,124.227,"LINESTRING (145.2107696 -36.055677, 145.2121515 -36.0556737)",,,,
207115780,Camp Street,residential,False,False,166.16,"LINESTRING (145.2107696 -36.055677, 145.2107754 -36.0571713)",,,,
207115780,Camp Street,residential,False,True,137.749,"LINESTRING (145.2107696 -36.055677, 145.2107684 -36.0544382)",,,,
206912025,Mitchell Street,residential,False,False,137.266,"LINESTRING (145.2097871 -36.0556794, 145.209812 -36.0544451)",,,,
206912025,Mitchell Street,residential,False,True,166.292,"LINESTRING (145.2097871 -36.0556794, 145.2097893 -36.0571749)",,,,
206912201,Pelling Street,residential,False,False,105.295,"LINESTRING (145.2097871 -36.0556794, 145.2086158 -36.0556823)",,,,
206912201,Pelling Street,residential,False,True,88.322,"LINESTRING (145.2097871 -36.0556794, 145.2107696 -36.055677)",,,,
206911323,Fraser Street,residential,False,False,187.712,"LINESTRING (145.2067937 -36.0560862, 145.2067536 -36.0559775, 145.2067564 -36.0544028)",,,,
206911328,Muntz Avenue,residential,False,False,134.095,"LINESTRING (145.2067937 -36.0560862, 145.2063984 -36.0563155, 145.2062917 -36.056366, 145.2061007 -36.0563796, 145.205411 -36.0563884)",,,,
"[206911328, 594352779]",Muntz Avenue,residential,False,True,235.60399999999998,"LINESTRING (145.2067937 -36.0560862, 145.2075094 -36.0556613, 145.2077781 -36.0555018, 145.2078428 -36.0554436, 145.2078738 -36.055315, 145.2080016 -36.0543986)",,,,
207115428,Church Street,residential,False,False,80.773,"LINESTRING (145.2080515 -36.0562358, 145.2083865 -36.0559905, 145.2085246 -36.0558351, 145.2086158 -36.0556823)",,,,
207115428,Church Street,residential,False,True,135.028,"LINESTRING (145.2080515 -36.0562358, 145.2080259 -36.0562485, 145.2079093 -36.0563063, 145.2067895 -36.0568943)",,,,
221969673,Chapel Street,residential,False,False,105.536,"LINESTRING (145.2080515 -36.0562358, 145.2080894 -36.0563594, 145.2081096 -36.057181)",,,,
206911328,Muntz Avenue,residential,False,False,148.76500000000001,"LINESTRING (145.205411 -36.0563884, 145.2042492 -36.056401, 145.2041273 -36.0563747, 145.2040605 -36.0562891, 145.2040414 -36.0562424, 145.2038607 -36.0562466)",,,,
206911328,Muntz Avenue,residential,False,True,134.095,"LINESTRING (145.205411 -36.0563884, 145.2061007 -36.0563796, 145.2062917 -36.056366, 145.2063984 -36.0563155, 145.2067937 -36.0560862)",,,,
206911330,Kostadt Street,residential,False,False,220.284,"LINESTRING (145.205411 -36.0563884, 145.205426 -36.0548312, 145.2054301 -36.0544074)",,,,
206908886,Robertson Street,residential,False,True,32.428,"LINESTRING (145.2067895 -36.0568943, 145.2067785 -36.0571858)",,,,
207115428,Church Street,residential,False,False,135.028,"LINESTRING (145.2067895 -36.0568943, 145.2079093 -36.0563063, 145.2080259 -36.0562485, 145.2080515 -36.0562358)",,,,
207115428,Church Street,residential,False,True,60.986,"LINESTRING (145.2067895 -36.0568943, 145.2063007 -36.0570734, 145.2062887 -36.0571876)",,,,
221969645,,primary,True,False,11.068999999999999,"LINESTRING (145.2039075 -36.0570496, 145.2039695 -36.0570701, 145.2040098 -36.0571017)",50,B400,,roundabout
221969639,Blake Street,primary,True,False,17.549,"LINESTRING (145.2037921 -36.0570529, 145.2038599 -36.0569049)",50,B400,,
1102334492,,primary,True,False,10.425,"LINESTRING (145.2037921 -36.0570529, 145.20386 -36.0570467, 145.2039075 -36.0570496)",50,B400,,roundabout
221969674,Weir Street,residential,False,False,61.722,"LINESTRING (145.2034724 -36.0570566, 145.202908 -36.0567405)",,,,
221969661,Weir Street,residential,True,False,25.003,"LINESTRING (145.2034724 -36.0570566, 145.2036752 -36.0570738, 145.2037492 -36.0570691)",,,,
718986137,,primary,True,False,4.256,"LINESTRING (145.2037492 -36.0570691, 145.2037921 -36.0570529)",50,B400,,roundabout
221969634,Bromley Street,residential,True,False,28.77,"LINESTRING (145.2040098 -36.0571017, 145.204166 -36.0571577, 145.2043108 -36.0571867)",,,,
221969645,,primary,True,False,15.263000000000002,"LINESTRING (145.2040098 -36.0571017, 145.2040262 -36.0571424, 145.2040199 -36.0571959, 145.2039899 -36.0572286)",50,B400,,roundabout
206912200,Cope Street,residential,False,False,165.96,"LINESTRING (145.2121589 -36.0571662, 145.2121515 -36.0556737)",,,,
206912200,Cope Street,residential,False,True,190.434,"LINESTRING (145.2121589 -36.0571662, 145.2121349 -36.0588787)",,,,
207116118,Bromley Street,residential,False,False,124.369,"LINESTRING (145.2121589 -36.0571662, 145.2107754 -36.0571713)",,,,
207115780,Camp Street,residential,False,True,166.16,"LINESTRING (145.2107754 -36.0571713, 145.2107696 -36.055677)",,,,
207116118,Bromley Street,residential,False,False,88.645,"LINESTRING (145.2107754 -36.0571713, 145.2097893 -36.0571749)",,,,
207116118,Bromley Street,residential,False,True,124.369,"LINESTRING (145.2107754 -36.0571713, 145.2121589 -36.0571662)",,,,
207115780,Camp Street,residential,False,False,262.171,"LINESTRING (145.2107754 -36.0571713, 145.210783 -36.0591259, 145.2107122 -36.0593237, 145.2105955 -36.0594969)",,,,
206912025,Mitchell Street,residential,False,False,166.292,"LINESTRING (145.2097893 -36.0571749, 145.2097871 -36.0556794)",,,,
207116118,Bromley Street,residential,False,True,88.645,"LINESTRING (145.2097893 -36.0571749, 145.2107754 -36.0571713)",,,,
207116118,Bromley Street,residential,False,False,150.996,"LINESTRING (145.2097893 -36.0571749, 145.2094289 -36.0571762, 145.2081096 -36.057181)",,,,
207116118,Bromley Street,residential,False,False,119.658,"LINESTRING (145.2081096 -36.057181, 145.2067785 -36.0571858)",,,,
221969673,Chapel Street,residential,False,False,264.29,"LINESTRING (145.2081096 -36.057181, 145.2080988 -36.0595578)",,,,
207116118,Bromley Street,residential,False,True,150.996,"LINESTRING (145.2081096 -36.057181, 145.2094289 -36.0571762, 145.2097893 -36.0571749)",,,,
221969673,Chapel Street,residential,False,True,105.536,"LINESTRING (145.2081096 -36.057181, 145.2080894 -36.0563594, 145.2080515 -36.0562358)",,,,
206908886,Robertson Street,residential,False,False,32.428,"LINESTRING (145.2067785 -36.0571858, 145.2067895 -36.0568943)",,,,
207116118,Bromley Street,residential,False,False,44.03,"LINESTRING (145.2067785 -36.0571858, 145.2062887 -36.0571876)",,,,
207116118,Bromley Street,residential,False,True,119.658,"LINESTRING (145.2067785 -36.0571858, 145.2081096 -36.057181)",,,,
206908886,Robertson Street,residential,False,True,264.189,"LINESTRING (145.2067785 -36.0571858, 145.2067779 -36.0572139, 145.2067716 -36.0595617)",,,,
207116118,Bromley Street,residential,False,True,101.149,"LINESTRING (145.2043108 -36.0571867, 145.205436 -36.0571907)",,,,
221969635,Bromley Street,residential,True,False,29.228,"LINESTRING (145.2043108 -36.0571867, 145.2041194 -36.0572147, 145.2039899 -36.0572286)",,,,
207116118,Bromley Street,residential,False,False,76.653,"LINESTRING (145.2062887 -36.0571876, 145.205436 -36.0571907)",,,,
207116118,Bromley Street,residential,False,True,44.03,"LINESTRING (145.2062887 -36.0571876, 145.2067785 -36.0571858)",,,,
207115428,Church Street,residential,False,False,60.986,"LINESTRING (145.2062887 -36.0571876, 145.2063007 -36.0570734, 145.2067895 -36.0568943)",,,,
206907605,Gifford Street,residential,False,True,264.077,"LINESTRING (145.205436 -36.0571907, 145.2054375 -36.0595656)",,,,
207116118,Bromley Street,residential,False,False,101.149,"LINESTRING (145.205436 -36.0571907, 145.2043108 -36.0571867)",,,,
207116118,Bromley Street,residential,False,True,76.653,"LINESTRING (145.205436 -36.0571907, 145.2062887 -36.0571876)",,,,
221969652,Weir Street,residential,True,False,26.142,"LINESTRING (145.2037104 -36.0571917, 145.2034724 -36.0570566)",,,,
1102334490,,primary,True,False,14.791,"LINESTRING (145.2037104 -36.0571917, 145.2037064 -36.0571781, 145.2037038 -36.0571384, 145.2037177 -36.0571048, 145.2037492 -36.0570691)",50,B400,,roundabout
1102334490,,primary,True,False,2.755,"LINESTRING (145.2037175 -36.0572158, 145.2037104 -36.0571917)",50,B400,,roundabout
221969645,,primary,True,False,2.605,"LINESTRING (145.2039899 -36.0572286, 145.2039726 -36.0572474)",50,B400,,roundabout
221969640,Blake Street,primary,True,False,259.229,"LINESTRING (145.2039726 -36.0572474, 145.204035 -36.0573851, 145.2040456 -36.0586143, 145.2040538 -36.0595697)",50,B400,,
1102334491,,primary,True,False,24.83,"LINESTRING (145.2039726 -36.0572474, 145.2039204 -36.0572646, 145.2038512 -36.0572666, 145.2037504 -36.0572402, 145.2037175 -36.0572158)",50,B400,,roundabout
207115780,Camp Street,residential,False,False,26.768,"LINESTRING (145.2105955 -36.0594969, 145.2104437 -36.059704)",,,,
207115780,Camp Street,residential,False,True,262.171,"LINESTRING (145.2105955 -36.0594969, 145.2107122 -36.0593237, 145.210783 -36.0591259, 145.2107754 -36.0571713)",,,,
207117394,Pearce Street,residential,False,True,157.74899999999997,"LINESTRING (145.2105955 -36.0594969, 145.2107441 -36.0594744, 145.2109239 -36.0594416, 145.2118074 -36.059121, 145.2119798 -36.0590366, 145.2121349 -36.0588787)",,,,
206908886,Robertson Street,residential,False,True,280.648,"LINESTRING (145.2067716 -36.0595617, 145.2067581 -36.0620856)",,,,
311051358,Pearce Street,tertiary,False,False,119.304,"LINESTRING (145.2067716 -36.0595617, 145.2080988 -36.0595578)",,,,
206908886,Robertson Street,residential,False,False,264.189,"LINESTRING (145.2067716 -36.0595617, 145.2067779 -36.0572139, 145.2067785 -36.0571858)",,,,
311051358,Pearce Street,tertiary,False,True,119.924,"LINESTRING (145.2067716 -36.0595617, 145.2067619 -36.0595617, 145.2054375 -36.0595656)",,,,
206907605,Gifford Street,residential,False,False,264.077,"LINESTRING (145.2054375 -36.0595656, 145.205436 -36.0571907)",,,,
206907605,Gifford Street,residential,False,True,280.412,"LINESTRING (145.2054375 -36.0595656, 145.2054409 -36.0620874)",,,,
311051358,Pearce Street,tertiary,False,True,124.383,"LINESTRING (145.2054375 -36.0595656, 145.2040538 -36.0595697)",,,,
311051358,Pearce Street,tertiary,False,False,119.924,"LINESTRING (145.2054375 -36.0595656, 145.2067619 -36.0595617, 145.2067716 -36.0595617)",,,,
206907325,Pearce Street,residential,False,False,126.2,"LINESTRING (145.2022803 -36.0595958, 145.2036839 -36.0595714)",50,,,
311051224,Harcourt Street,residential,False,False,276.458,"LINESTRING (145.2022803 -36.0595958, 145.2022631 -36.062082)",,,,
311051224,Harcourt Street,residential,False,True,238.639,"LINESTRING (145.2022803 -36.0595958, 145.2022936 -36.0574497)",,,,
