osmid,oneway,name,highway,reversed,length,maxspeed,lanes,ref,geometry,junction
50196481,True,Vaughan Street,unclassified,False,51.727999999999994,40,,,"LINESTRING (145.398833 -36.3831934, 145.3987278 -36.38318, 145.3982623 -36.3831205)",
50196438,False,Welsford Street,unclassified,False,11.683,60,,,"LINESTRING (145.3974549 -36.3830019, 145.3974751 -36.3828981)",
"[1063438986, 1063438987, 1063438981, 220278206]",True,Vaughan Street,unclassified,False,127.99400000000001,40,,,"LINESTRING (145.3974549 -36.3830019, 145.3972985 -36.3829727, 145.3968622 -36.3829144, 145.3968385 -36.3829054, 145.39682 -36.3828905, 145.3968095 -36.3828736, 145.3968059 -36.3828548, 145.3968096 -36.3828361, 145.3968202 -36.3828192, 145.3968366 -36.3828056, 145.3968572 -36.3827969, 145.3968806 -36.3827934, 145.3973215 -36.3828607, 145.3973851 -36.3828704, 145.3974751 -36.3828981)",
50196440,True,Welsford Street,unclassified,False,31.276,60,,,"LINESTRING (145.3974549 -36.3830019, 145.3974711 -36.3830601, 145.3974644 -36.3830963, 145.3974505 -36.3831627, 145.3973921 -36.3832706)",
578242581,True,Midland Highway,trunk,False,9.936,60,2,A300,"LINESTRING (145.3958191 -36.3793778, 145.3959199 -36.3794152)",
"[569115112, 20122022]",True,Fryers Street,tertiary,False,196.451,50,,,"LINESTRING (145.3958191 -36.3793778, 145.3958674 -36.3792493, 145.3959358 -36.3791521, 145.3959938 -36.3790943, 145.3960913 -36.3790236, 145.3962027 -36.3789707, 145.3963542 -36.3789286, 145.396896 -36.3788152, 145.397187 -36.3787623, 145.3976108 -36.3787235, 145.3977019 -36.3787229)",
578237166,True,Wyndham Street,trunk,False,9.091,50,2,A39,"LINESTRING (145.3993762 -36.3810483, 145.3993599 -36.381129)",
"[143785926, 985651750]",True,High Street,trunk,False,126.67900000000002,40,2,A300,"LINESTRING (145.3993762 -36.3810483, 145.3994809 -36.381063, 145.3996613 -36.3810873, 145.3997869 -36.3811054, 145.3998788 -36.3811199, 145.3999198 -36.3811273, 145.4000438 -36.3811457, 145.4003012 -36.381178, 145.4006279 -36.3812181, 145.4007716 -36.3812366)",
220101107,True,High Street,trunk,False,11.429,50,2,A300,"LINESTRING (145.4033665 -36.381667, 145.4032407 -36.3816495)",
20122959,True,Corio Street,unclassified,False,115.987,50,,,"LINESTRING (145.4033665 -36.381667, 145.4033482 -36.3817504, 145.4033008 -36.3819671, 145.4032482 -36.3822184, 145.4031979 -36.3824251, 145.4031438 -36.3826945)",
985651748,True,High Street,trunk,False,9.593,40,2,A300,"LINESTRING (145.3993599 -36.381129, 145.3992542 -36.3811148)",
"[578237165, 578237166]",True,Wyndham Street,trunk,False,223.782,50,2,A39,"LINESTRING (145.3993599 -36.381129, 145.3993436 -36.3812082, 145.3992724 -36.381555, 145.3989719 -36.3829921, 145.3989654 -36.3830262, 145.3989488 -36.3831141)",
220090631,True,Wyndham Street,trunk,False,9.161,40,2,A39,"LINESTRING (145.3992542 -36.3811148, 145.3992708 -36.3810335)",
"[985651746, 134118910, 578237903]",True,High Street,trunk,False,122.298,"['40', '50']",2,A300,"LINESTRING (145.3992542 -36.3811148, 145.3991656 -36.3811028, 145.3989783 -36.3810736, 145.3986941 -36.3810338, 145.3985419 -36.3810128, 145.3982971 -36.3809811, 145.3980529 -36.3809479, 145.3980211 -36.3809438, 145.3979078 -36.3809289)",
40722843,True,Welsford Street,trunk,False,10.948,50,,,"LINESTRING (145.3978292 -36.3809186, 145.3978471 -36.3808212)",
"[51473761, 985651742]",True,Midland Highway,trunk,False,248.38500000000005,60,2,A300,"LINESTRING (145.3978292 -36.3809186, 145.3977099 -36.3809029, 145.3976618 -36.3808966, 145.3975487 -36.3808793, 145.3974235 -36.3808407, 145.3973125 -36.3807838, 145.3972113 -36.3807144, 145.3971239 -36.3806459, 145.3971003 -36.3806261, 145.3970235 -36.3805546, 145.3969444 -36.3804715, 145.3968611 -36.3803827, 145.3967806 -36.3802953, 145.3966182 -36.3801215, 145.3964516 -36.3799388, 145.3963429 -36.3798283, 145.3962384 -36.3797375, 145.396184 -36.379696, 145.396143 -36.3796676, 145.3960565 -36.3796167, 145.3959576 -36.3795672, 145.3959271 -36.3795524, 145.395799 -36.3794967)",
143785931,True,,trunk_link,False,13.343,60,,,"LINESTRING (145.395799 -36.3794967, 145.3958191 -36.3793778)",
"[143785917, 578242582]",True,Midland Highway,trunk,False,149.80300000000003,60,2,A300,"LINESTRING (145.395799 -36.3794967, 145.3956379 -36.3794596, 145.3954935 -36.3794356, 145.3953575 -36.3794211, 145.3952739 -36.3794208, 145.395133 -36.3794261, 145.3949907 -36.3794427, 145.3948494 -36.3794719, 145.3947409 -36.3795033, 145.3945972 -36.379552, 145.3943554 -36.3796276, 145.3942025 -36.3796981)",
133809678,True,Welsford Street,tertiary_link,False,9.25,60,,,"LINESTRING (145.3983551 -36.3787861, 145.3983377 -36.3788681)",
569115111,True,Fryers Street,tertiary,False,95.583,50,,,"LINESTRING (145.3983551 -36.3787861, 145.3984636 -36.3787991, 145.3994111 -36.3789129)",
985651756,True,Maude Street,unclassified,False,10.151,40,,,"LINESTRING (145.4007716 -36.3812366, 145.4008071 -36.3813233)",
"[143785922, 578238406]",True,High Street,trunk,False,226.164,40,2,A300,"LINESTRING (145.4007716 -36.3812366, 145.4009204 -36.3812579, 145.4012069 -36.3813, 145.4022313 -36.3814376, 145.4031824 -36.3815495, 145.4032657 -36.3815595)",
578237902,True,High Street,trunk,False,9.578,50,2,A300,"LINESTRING (145.3992708 -36.3810335, 145.3993762 -36.3810483)",
220090631,True,Wyndham Street,trunk,False,224.04700000000003,40,2,A39,"LINESTRING (145.3992708 -36.3810335, 145.3992921 -36.3809307, 145.3993057 -36.3808647, 145.3993231 -36.3807967, 145.3993607 -36.3806553, 145.3993819 -36.3805641, 145.3994264 -36.3803465, 145.3994837 -36.3800566, 145.399548 -36.3797026, 145.3995601 -36.3796361, 145.3996569 -36.37912, 145.3997138 -36.3790594)",
134118910,True,High Street,trunk,False,7.129,50,2,A300,"LINESTRING (145.3979078 -36.3809289, 145.3978292 -36.3809186)",
40722848,True,Welsford Street,unclassified,False,68.853,60,,,"LINESTRING (145.3979078 -36.3809289, 145.3978908 -36.3810107, 145.3978813 -36.381051, 145.3977431 -36.3815336)",
24966749,False,,unclassified,False,10.582,50,,,"LINESTRING (145.4013404 -36.3781609, 145.4014571 -36.378176)",
23366326,True,Maude Street,unclassified,False,106.082,50,,,"LINESTRING (145.4013404 -36.3781609, 145.4015094 -36.3773155, 145.4015087 -36.3773061, 145.4015054 -36.3772604, 145.4014896 -36.3772198)",
"[50197017, 50197018]",False,Sobraon Street,unclassified,False,34.955,"['60', '50']",,,"LINESTRING (145.3977324 -36.385126, 145.3978986 -36.385144, 145.3981181 -36.3851747)",
50197034,True,Sobraon Street,unclassified,False,58.339000000000006,60,,,"LINESTRING (145.3977324 -36.385126, 145.3974513 -36.3851092, 145.3972761 -36.385094, 145.3971649 -36.3850764, 145.3971295 -36.385064, 145.3970954 -36.3850447)",
985651744,True,High Street,trunk,False,7.293,40,2,A300,"LINESTRING (145.3978471 -36.3808212, 145.3979275 -36.3808318)",
28792354,True,Welsford Street,unclassified,False,172.666,60,,,"LINESTRING (145.3978471 -36.3808212, 145.3978555 -36.3807547, 145.397917 -36.3804595, 145.3979881 -36.3801152, 145.3980419 -36.3798597, 145.3980566 -36.3797877, 145.3980615 -36.3797632, 145.3980977 -36.3795838, 145.3981216 -36.379468, 145.3981586 -36.3792889)",
578242125,True,Welsford Street,tertiary,False,10.146,60,,,"LINESTRING (145.3982452 -36.3788606, 145.3982666 -36.378771)",
51372511,True,Fryers Street,tertiary,False,49.497,,,,"LINESTRING (145.3982452 -36.3788606, 145.3981339 -36.3788512, 145.3980534 -36.3788444, 145.3978469 -36.3788325, 145.3976939 -36.3788315)",
391329199,True,,tertiary_link,False,34.606,,1,,"LINESTRING (145.3979474 -36.3787321, 145.3981707 -36.3786853, 145.3982982 -36.3786132)",
1073533555,True,Fryers Street,tertiary,False,28.906,50,,,"LINESTRING (145.3979474 -36.3787321, 145.3980976 -36.3787483, 145.3981523 -36.3787556, 145.3982666 -36.378771)",
569115111,True,Fryers Street,tertiary,False,8.099,50,,,"LINESTRING (145.3982666 -36.378771, 145.3983551 -36.3787861)",
578242124,True,Welsford Street,tertiary,False,17.773,60,,,"LINESTRING (145.3982666 -36.378771, 145.3982765 -36.3787217, 145.3982982 -36.3786132)",
578242123,True,Fryers Street,tertiary,False,8.323,50,,,"LINESTRING (145.3983377 -36.3788681, 145.3982452 -36.3788606)",
50197170,True,Welsford Street,unclassified,False,48.869,60,,,"LINESTRING (145.3983377 -36.3788681, 145.3983209 -36.3789491, 145.3982479 -36.3793016)",
220090618,True,Fryers Street,tertiary,False,10.63,50,,,"LINESTRING (145.4011382 -36.3791509, 145.4012552 -36.3791672)",
23366326,True,Maude Street,unclassified,False,111.562,50,,,"LINESTRING (145.4011382 -36.3791509, 145.4011528 -36.3790767, 145.4012274 -36.3787124, 145.4013404 -36.3781609)",
50196438,False,Welsford Street,unclassified,True,153.611,60,,,"LINESTRING (145.3977431 -36.3815336, 145.3974751 -36.3828981)",
40722846,True,Welsford Street,unclassified,False,68.848,60,,,"LINESTRING (145.3977431 -36.3815336, 145.3978035 -36.3810402, 145.3978103 -36.3809996, 145.3978292 -36.3809186)",
50197343,True,Maude Street,unclassified,False,105.902,50,,,"LINESTRING (145.4016779 -36.377243, 145.4016502 -36.3772896, 145.4016372 -36.3773202, 145.4016274 -36.3773435, 145.4016222 -36.3773646, 145.4016091 -36.3774173, 145.4016073 -36.3774245, 145.4015067 -36.3779083, 145.4014571 -36.378176)",
183147100,True,,unclassified,False,18.558,,,,"LINESTRING (145.4016779 -36.377243, 145.40163 -36.377259, 145.4015782 -36.3772603, 145.4015292 -36.3772466, 145.4014896 -36.3772198)",roundabout
183147100,True,,unclassified,False,1.03,,,,"LINESTRING (145.4017173 -36.3770811, 145.4017235 -36.3770889)",roundabout
183147100,True,,unclassified,False,20.487,,,,"LINESTRING (145.4015141 -36.3770545, 145.4015588 -36.3770364, 145.4016086 -36.3770317, 145.4016505 -36.377039, 145.4016879 -36.377056, 145.4017173 -36.3770811)",roundabout
50196827,False,Hoskin Street,unclassified,False,11.371,60,,,"LINESTRING (145.4045844 -36.3838839, 145.4045036 -36.3839628)",
143785916,True,,unclassified,False,9.994,40,,,"LINESTRING (145.400707 -36.3813099, 145.4007716 -36.3812366)",
"[985651752, 985651748, 220090621]",True,High Street,trunk,False,122.272,40,2,A300,"LINESTRING (145.400707 -36.3813099, 145.400614 -36.3812974, 145.4004331 -36.3812734, 145.4003229 -36.3812561, 145.4001975 -36.3812363, 145.3997828 -36.3811831, 145.3994968 -36.3811474, 145.3994656 -36.3811432, 145.3993599 -36.381129)",
50191662,True,,tertiary,False,17.683,,,,"LINESTRING (145.4036663 -36.3794435, 145.403703 -36.3794317, 145.4037423 -36.3794284, 145.4037813 -36.3794337, 145.403817 -36.3794473, 145.4038468 -36.3794681)",roundabout
50197240,True,Corio Street,unclassified,False,107.43,50,,,"LINESTRING (145.4036663 -36.3794435, 145.4036951 -36.3794107, 145.4037125 -36.3793745, 145.403733 -36.379272, 145.4038822 -36.3785932, 145.4038982 -36.3785001)",
50191662,True,,tertiary,False,1.926,,,,"LINESTRING (145.4038468 -36.3794681, 145.4038598 -36.3794819)",roundabout
50191662,True,,tertiary,False,2.591,,,,"LINESTRING (145.4038453 -36.3796234, 145.4038238 -36.379639)",roundabout
"[224314872, 40606921]",True,Fryers Street,tertiary,False,220.629,50,,,"LINESTRING (145.4036039 -36.3795899, 145.4035771 -36.379582, 145.4035218 -36.3795672, 145.4034282 -36.3795544, 145.4030729 -36.379507, 145.402898 -36.3794843, 145.4024902 -36.3794303, 145.4021983 -36.3793942, 145.4021227 -36.3793842, 145.4013588 -36.3792812, 145.4011757 -36.3792565)",
50191662,True,,tertiary,False,16.555,,,,"LINESTRING (145.4036039 -36.3795899, 145.4035932 -36.3795537, 145.4035971 -36.3795166, 145.4036154 -36.3794824, 145.4036461 -36.3794546)",roundabout
50191666,True,Maude Street,tertiary_link,False,12.213,,,,"LINESTRING (145.4011757 -36.3792565, 145.4011382 -36.3791509)",
224314872,True,Fryers Street,tertiary,False,132.698,50,,,"LINESTRING (145.4011757 -36.3792565, 145.4009935 -36.3792319, 145.3998833 -36.3790823, 145.3997138 -36.3790594)",
50191667,True,Maude Street,tertiary_link,False,12.217,,,,"LINESTRING (145.4012552 -36.3791672, 145.4011757 -36.3792565)",
"[978229881, 220090618, 224314874]",True,Fryers Street,tertiary,False,217.16600000000003,50,,,"LINESTRING (145.4012552 -36.3791672, 145.4013794 -36.3791846, 145.4021433 -36.3792913, 145.4022181 -36.3793016, 145.4022294 -36.379303, 145.4026653 -36.3793597, 145.4027118 -36.3793656, 145.4034478 -36.3794615, 145.4035207 -36.3794708, 145.4035839 -36.379472, 145.4036461 -36.3794546)",
"[224314873, 986035873, 50191861, 986035870]",False,Stewart Street,residential,False,168.78800000000004,,,,"LINESTRING (145.4016231 -36.3802924, 145.401825 -36.3803185, 145.4020019 -36.3803414, 145.4021542 -36.3803612, 145.4021655 -36.3803626, 145.4022327 -36.3803713, 145.402355 -36.3803872, 145.4029541 -36.3804648, 145.4033842 -36.3805204, 145.4034267 -36.3805259, 145.4034846 -36.3805334)",
50192006,True,Corio Street,trunk,False,10.255,,,,"LINESTRING (145.4032407 -36.3816495, 145.4032657 -36.3815595)",
"[578238404, 578238405]",True,High Street,trunk,False,220.86399999999998,40,2,A300,"LINESTRING (145.4032407 -36.3816495, 145.4031591 -36.3816385, 145.4022134 -36.3815111, 145.4013649 -36.3813926, 145.4009048 -36.3813364, 145.4008071 -36.3813233)",
578238403,True,High Street,trunk,False,10.733,60,2,A300,"LINESTRING (145.4032657 -36.3815595, 145.403384 -36.3815752)",
50192007,True,Corio Street,unclassified,False,115.771,50,,,"LINESTRING (145.4032657 -36.3815595, 145.4032833 -36.3814902, 145.403461 -36.3806438, 145.4034846 -36.3805334)",
986035870,False,Stewart Street,residential,False,9.303,,,,"LINESTRING (145.4034846 -36.3805334, 145.4035872 -36.3805467)",
224314869,True,Corio Street,unclassified,False,103.022,50,,,"LINESTRING (145.4034846 -36.3805334, 145.403503 -36.3804443, 145.40365 -36.3797235, 145.4036498 -36.3796996, 145.4036428 -36.3796684, 145.4036374 -36.3796403, 145.403627 -36.3796203)",
"[986035873, 224314873, 986035870, 50191861]",False,Stewart Street,residential,True,168.788,,,,"LINESTRING (145.4034846 -36.3805334, 145.4034267 -36.3805259, 145.4033842 -36.3805204, 145.4029541 -36.3804648, 145.402355 -36.3803872, 145.4022327 -36.3803713, 145.4021655 -36.3803626, 145.4021542 -36.3803612, 145.4020019 -36.3803414, 145.401825 -36.3803185, 145.4016231 -36.3802924)",
986035870,False,Stewart Street,residential,True,9.303,,,,"LINESTRING (145.4035872 -36.3805467, 145.4034846 -36.3805334)",
224314875,True,Corio Street,unclassified,False,115.82000000000001,50,,,"LINESTRING (145.4035872 -36.3805467, 145.4035623 -36.3806572, 145.4034025 -36.3815071, 145.403384 -36.3815752)",
220225899,False,Rowe Street,unclassified,False,8.987,50,,,"LINESTRING (145.4030459 -36.3826766, 145.4031438 -36.3826945)",
"[4725144, 866100201]",False,Rowe Street,unclassified,True,227.86599999999999,50,,,"LINESTRING (145.4030459 -36.3826766, 145.4029872 -36.3826663, 145.4029569 -36.382662, 145.4025074 -36.3826014, 145.4014868 -36.3824643, 145.4012645 -36.3824345, 145.4010406 -36.3824058, 145.4010174 -36.3824062, 145.4009632 -36.3824168, 145.4009402 -36.3824182, 145.400629 -36.3823777, 145.4005351 -36.3823676)",
220225898,True,Corio Street,unclassified,False,115.551,50,,,"LINESTRING (145.4030459 -36.3826766, 145.4031246 -36.3822914, 145.4031721 -36.3819844, 145.4032238 -36.3817322, 145.4032407 -36.3816495)",
47253916,True,,unclassified,False,11.327,50,,,"LINESTRING (145.4030298 -36.3836735, 145.4030339 -36.3837073, 145.4030251 -36.3837405, 145.4030042 -36.38377)",roundabout
50192012,True,Vaughan Street,unclassified,False,141.134,40,1,,"LINESTRING (145.4030298 -36.3836735, 145.4031075 -36.3836829, 145.4036403 -36.3837468, 145.4037917 -36.3837688, 145.404297 -36.3838422, 145.4044716 -36.3838675, 145.4045127 -36.3838735, 145.4045844 -36.3838839)",
1222649561,True,,unclassified,False,5.071,40,,,"LINESTRING (145.4004213 -36.3834245, 145.400399 -36.3834386, 145.4003737 -36.3834488)",roundabout
50196827,False,Hoskin Street,unclassified,True,76.45,60,,,"LINESTRING (145.4029907 -36.3853392, 145.403454 -36.3849027, 145.4035475 -36.3848179)",
257043222,False,Ashenden Street,unclassified,True,11.655,50,,,"LINESTRING (145.4027409 -36.3847122, 145.4026127 -36.3846939)",
257043222,False,Ashenden Street,unclassified,False,73.156,50,,,"LINESTRING (145.4027409 -36.3847122, 145.402842 -36.3847254, 145.4034424 -36.3848036, 145.4035475 -36.3848179)",
257043222,False,Ashenden Street,unclassified,False,11.655,50,,,"LINESTRING (145.4026127 -36.3846939, 145.4027409 -36.3847122)",
50196929,False,Ashenden Street,unclassified,True,221.764,50,,,"LINESTRING (145.4026127 -36.3846939, 145.4025255 -36.3846823, 145.4023445 -36.3846582, 145.4016528 -36.3845674, 145.4012836 -36.384519, 145.4008618 -36.3844638, 145.4007487 -36.3844496, 145.4002814 -36.3843907, 145.400167 -36.3843763)",
257043318,True,Corio Street,unclassified,False,102.395,,,,"LINESTRING (145.4026127 -36.3846939, 145.4026285 -36.3846237, 145.402649 -36.3845324, 145.4027272 -36.3841518, 145.4027912 -36.3838555, 145.402795 -36.3838416, 145.4028103 -36.383787)",
47253916,True,,unclassified,False,9.019,50,,,"LINESTRING (145.4030042 -36.38377, 145.4029802 -36.3837889, 145.4029512 -36.3838026, 145.402919 -36.3838102)",roundabout
47253916,True,,unclassified,False,15.321000000000002,50,,,"LINESTRING (145.4027689 -36.3837415, 145.4027603 -36.3837139, 145.4027606 -36.3836866, 145.4027692 -36.3836601, 145.4027855 -36.3836362, 145.4028087 -36.3836162)",roundabout
"[975662701, 975662700, 50192021]",True,Vaughan Street,unclassified,False,213.77700000000002,40,,,"LINESTRING (145.4027689 -36.3837415, 145.4026742 -36.3837015, 145.4020493 -36.3836194, 145.4012712 -36.3835172, 145.4010572 -36.3834891, 145.4009187 -36.3834709, 145.4005425 -36.3834216, 145.4004671 -36.3834225, 145.4004213 -36.3834245)",
47253916,True,,unclassified,False,4.272,50,,,"LINESTRING (145.4028087 -36.3836162, 145.4028501 -36.3835971)",roundabout
50196421,True,,unclassified,False,5.046,40,,,"LINESTRING (145.4002312 -36.3832601, 145.400254 -36.3832467, 145.4002796 -36.3832373)",roundabout
143785936,True,Maude Street,unclassified,False,27.712,40,,,"LINESTRING (145.4002796 -36.3832373, 145.4003137 -36.383192, 145.4003226 -36.3831717, 145.4003526 -36.3831143, 145.4004029 -36.3830094)",
1222649562,True,,unclassified,False,13.504999999999999,40,,,"LINESTRING (145.4002796 -36.3832373, 145.4003166 -36.3832315, 145.4003542 -36.3832339, 145.4003897 -36.3832443, 145.4004203 -36.383262)",roundabout
1222649561,True,,unclassified,False,4.313,40,,,"LINESTRING (145.4004203 -36.383262, 145.4004491 -36.3832931)",roundabout
50196513,True,Maude Street,unclassified,False,104.87599999999999,50,,,"LINESTRING (145.4003737 -36.3834488, 145.4003452 -36.38352, 145.4003434 -36.3835271, 145.400313 -36.3836453, 145.4002433 -36.3840091, 145.4001835 -36.3842967, 145.400167 -36.3843763)",
1222649560,True,,unclassified,False,12.799,40,,,"LINESTRING (145.4003737 -36.3834488, 145.4003269 -36.383456, 145.4002798 -36.3834501, 145.4002379 -36.3834318)",roundabout
50196421,True,,unclassified,False,6.32,40,,,"LINESTRING (145.4002379 -36.3834318, 145.4002078 -36.3834053, 145.4001923 -36.3833885)",roundabout
50196421,True,,unclassified,False,15.539,40,,,"LINESTRING (145.4001923 -36.3833885, 145.400184 -36.3833652, 145.4001849 -36.383342, 145.4001907 -36.3833116, 145.4002065 -36.3832836, 145.4002312 -36.3832601)",roundabout
"[50196434, 1063438983]",True,Vaughan Street,unclassified,False,54.733000000000004,40,,,"LINESTRING (145.4001923 -36.3833885, 145.4001377 -36.3833668, 145.4000989 -36.3833566, 145.4000889 -36.383354, 145.3999822 -36.3833403, 145.3995959 -36.3832909)",
143785929,True,Maude Street,unclassified,False,28.154,40,,,"LINESTRING (145.4004029 -36.3830094, 145.4004022 -36.3830808, 145.4004116 -36.3831843, 145.4004203 -36.383262)",
220225897,False,Maude Street,unclassified,True,72.34,40,,,"LINESTRING (145.4004029 -36.3830094, 145.4005165 -36.3824615, 145.4005351 -36.3823676)",
578237164,True,Wyndham Street,trunk,False,10.337,50,2,A39,"LINESTRING (145.3989488 -36.3831141, 145.3989314 -36.383206)",
50196479,True,Vaughan Street,unclassified,False,60.345,40,,,"LINESTRING (145.3989488 -36.3831141, 145.3990499 -36.3831272, 145.3996144 -36.3832)",
50196478,True,Vaughan Street,trunk_link,False,8.829,,,,"LINESTRING (145.3988514 -36.3831016, 145.3989488 -36.3831141)",
"[578237162, 143785907]",True,Wyndham Street,trunk,False,223.85000000000002,50,2,A39,"LINESTRING (145.3988514 -36.3831016, 145.3988694 -36.3830133, 145.3989142 -36.3827934, 145.3992373 -36.3812135, 145.3992407 -36.3811941, 145.3992542 -36.3811148)",
50196438,False,Welsford Street,unclassified,False,153.611,60,,,"LINESTRING (145.3974751 -36.3828981, 145.3977431 -36.3815336)",
50196438,False,Welsford Street,unclassified,True,11.683,60,,,"LINESTRING (145.3974751 -36.3828981, 145.3974549 -36.3830019)",
"[1063438986, 50196437]",True,Vaughan Street,unclassified,False,73.67999999999999,40,,,"LINESTRING (145.3974751 -36.3828981, 145.3976201 -36.3829428, 145.3982795 -36.3830278)",
50196439,True,Welsford Street,unclassified,False,31.394999999999996,60,,,"LINESTRING (145.3973921 -36.3832706, 145.3973853 -36.3831579, 145.3974001 -36.3830868, 145.3974112 -36.3830502, 145.3974549 -36.3830019)",
50197024,False,Welsford Street,unclassified,True,109.456,60,,,"LINESTRING (145.3973921 -36.3832706, 145.3972982 -36.3837232, 145.3971906 -36.3842415)",
50196516,True,,unclassified,False,3.714,50,,,"LINESTRING (145.4000018 -36.3853437, 145.400019 -36.3853741)",roundabout
1222649559,True,,unclassified,False,17.136,50,,,"LINESTRING (145.3999754 -36.3854756, 145.3999416 -36.38549, 145.3999038 -36.3854952, 145.399866 -36.3854906, 145.3998319 -36.3854766, 145.3998049 -36.3854547)",roundabout
1222649558,True,,unclassified,False,3.296,50,,,"LINESTRING (145.3998049 -36.3854547, 145.3997884 -36.3854282)",roundabout
50196920,True,Maude Street,unclassified,False,108.74799999999999,50,,,"LINESTRING (145.3998329 -36.3853197, 145.3998741 -36.3852488, 145.3998928 -36.3852022, 145.3998969 -36.3851937, 145.4000686 -36.3843635)",
1222649557,True,,unclassified,False,17.023,50,,,"LINESTRING (145.3998329 -36.3853197, 145.399867 -36.3853061, 145.3999046 -36.3853017, 145.3999421 -36.3853071, 145.3999756 -36.3853215, 145.4000018 -36.3853437)",roundabout
50196423,False,Maude Street,unclassified,False,70.684,40,,,"LINESTRING (145.4006582 -36.3817397, 145.4005351 -36.3823676)",
985651755,True,Maude Street,unclassified,False,48.114999999999995,40,,,"LINESTRING (145.4006582 -36.3817397, 145.4006623 -36.3815339, 145.4006867 -36.3814122, 145.400692 -36.3813853, 145.400707 -36.3813099)",
50196929,False,Ashenden Street,unclassified,True,8.923,50,,,"LINESTRING (145.400167 -36.3843763, 145.4000686 -36.3843635)",
50196513,True,Maude Street,unclassified,False,109.019,50,,,"LINESTRING (145.400167 -36.3843763, 145.4001266 -36.3845706, 145.3999925 -36.3852086, 145.399992 -36.3852134, 145.3999858 -36.3852572, 145.4000018 -36.3853437)",
50196929,False,Ashenden Street,unclassified,False,221.764,50,,,"LINESTRING (145.400167 -36.3843763, 145.4002814 -36.3843907, 145.4007487 -36.3844496, 145.4008618 -36.3844638, 145.4012836 -36.384519, 145.4016528 -36.3845674, 145.4023445 -36.3846582, 145.4025255 -36.3846823, 145.4026127 -36.3846939)",
50196929,False,Ashenden Street,unclassified,False,8.923,50,,,"LINESTRING (145.4000686 -36.3843635, 145.400167 -36.3843763)",
50196920,True,Maude Street,unclassified,False,104.789,50,,,"LINESTRING (145.4000686 -36.3843635, 145.4000846 -36.3842836, 145.4002269 -36.3835742, 145.4002354 -36.3835118, 145.4002376 -36.3834954, 145.4002379 -36.3834318)",
