osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,bridge,junction
203090408,False,Atkinson Street,residential,50,False,229.687,"LINESTRING (144.2280555 -37.603668, 144.2306625 -37.6036982)",,,,
329064915,False,Stead Street,residential,,True,130.277,"LINESTRING (144.2280555 -37.603668, 144.2280604 -37.6024964)",,,,
203090408,False,Atkinson Street,residential,50,True,231.541,"LINESTRING (144.2280555 -37.603668, 144.2274976 -37.6036808, 144.2265896 -37.6036717, 144.2254275 -37.6036776)",,,,
40601213,False,Atkinson Street,residential,,False,233.248,"LINESTRING (144.2227798 -37.6036826, 144.2252757 -37.6036779, 144.2254275 -37.6036776)",,,,
203090409,False,Cowie Street,residential,,False,127.596,"LINESTRING (144.2227798 -37.6036826, 144.22278 -37.6035509, 144.2227814 -37.6025351)",,,,
40601200,False,Edols Street,residential,50,False,232.00900000000001,"LINESTRING (144.2227814 -37.6025351, 144.2229785 -37.6025353, 144.2252774 -37.6025381, 144.225415 -37.6025383)",,,,
203090409,False,Cowie Street,residential,,False,135.00099999999998,"LINESTRING (144.2227814 -37.6025351, 144.2227864 -37.6024746, 144.2228228 -37.6013215)",,,,
203090409,False,Cowie Street,residential,,True,127.596,"LINESTRING (144.2227814 -37.6025351, 144.22278 -37.6035509, 144.2227798 -37.6036826)",,,,
40601185,False,Steiglitz Street,residential,50,False,228.29999999999998,"LINESTRING (144.2228228 -37.6013215, 144.2229651 -37.6013234, 144.2237891 -37.6013342, 144.2252775 -37.6013538, 144.2254139 -37.6013556)",,,,
203090409,False,Cowie Street,residential,,False,131.339,"LINESTRING (144.2228228 -37.6013215, 144.2228184 -37.6011972, 144.2227853 -37.6002588, 144.2227811 -37.6001408)",,,,
203090409,False,Cowie Street,residential,,True,135.00099999999998,"LINESTRING (144.2228228 -37.6013215, 144.2227864 -37.6024746, 144.2227814 -37.6025351)",,,,
203090409,False,Cowie Street,residential,,True,131.339,"LINESTRING (144.2227811 -37.6001408, 144.2227853 -37.6002588, 144.2228184 -37.6011972, 144.2228228 -37.6013215)",,,,
203090410,False,Cowie Street,residential,,False,128.445,"LINESTRING (144.2227811 -37.6001408, 144.2227823 -37.6000026, 144.2227902 -37.5990717, 144.2227909 -37.5989857)",,,,
775901266,False,Inglis Street,secondary,40,True,234.741,"LINESTRING (144.2227811 -37.6001408, 144.2229678 -37.6001402, 144.2254456 -37.6001318)",C803,,,
282800718,False,Simpson Street,residential,,True,46.492,"LINESTRING (144.2227909 -37.5989857, 144.2222639 -37.5989639)",,,,
108099241,False,Simpson Street,residential,50,False,232.99599999999998,"LINESTRING (144.2227909 -37.5989857, 144.2229665 -37.5989591, 144.2235553 -37.5989595, 144.2252879 -37.5989606, 144.2254324 -37.5989607)",,,,
