osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width
26964887,Cowper Street,residential,,False,False,227.98799999999994,"LINESTRING (150.981942 -34.1893163, 150.9820383 -34.1893332, 150.9821311 -34.1893341, 150.982232 -34.189309, 150.9827853 -34.1891086, 150.9830999 -34.1889471, 150.983682 -34.1887304, 150.9838247 -34.1886862, 150.9840441 -34.1886327, 150.984221 -34.1885792)",,
256126073,Walker Street,residential,50,False,True,87.213,"LINESTRING (150.981942 -34.1893163, 150.981923 -34.1893753, 150.9819046 -34.1894625, 150.9818216 -34.189801, 150.9817946 -34.1899747, 150.9818163 -34.1900875)",,
"[256130105, 229363310]","['Walker Street', 'Robertson Street']",residential,50,False,True,609.4359999999999,"LINESTRING (150.981942 -34.1893163, 150.982006 -34.1889406, 150.9821391 -34.1883303, 150.982208 -34.1881735, 150.9823896 -34.1880741, 150.9825222 -34.1880178, 150.9828169 -34.1878961, 150.9834759 -34.1876413, 150.9842569 -34.1873887, 150.9845345 -34.187405, 150.9846099 -34.1874172, 150.9865807 -34.187695, 150.9871654 -34.187803)",,
26964887,Cowper Street,residential,,False,False,183.483,"LINESTRING (150.984221 -34.1885792, 150.9846022 -34.1884727, 150.9849349 -34.1884456, 150.9852637 -34.188485, 150.9854957 -34.1885424, 150.9856769 -34.1886109, 150.9858784 -34.1887556, 150.9860031 -34.1889032)",,
26964887,Cowper Street,residential,,False,True,227.98800000000003,"LINESTRING (150.984221 -34.1885792, 150.9840441 -34.1886327, 150.9838247 -34.1886862, 150.983682 -34.1887304, 150.9830999 -34.1889471, 150.9827853 -34.1891086, 150.982232 -34.189309, 150.9821311 -34.1893341, 150.9820383 -34.1893332, 150.981942 -34.1893163)",,
26964892,Fenwick Place,residential,,False,True,104.63000000000001,"LINESTRING (150.984221 -34.1885792, 150.9842676 -34.1887282, 150.9843513 -34.1890724, 150.984351 -34.1891762, 150.9843077 -34.1892556, 150.9840726 -34.1894047)",,
26964892,Fenwick Place,residential,,False,False,104.63,"LINESTRING (150.9840726 -34.1894047, 150.9843077 -34.1892556, 150.984351 -34.1891762, 150.9843513 -34.1890724, 150.9842676 -34.1887282, 150.984221 -34.1885792)",,
26964894,Cowper Lane,residential,,False,False,211.242,"LINESTRING (150.9839112 -34.1893089, 150.9818163 -34.1900875)",,
26964894,Cowper Lane,residential,,False,True,211.242,"LINESTRING (150.9818163 -34.1900875, 150.9839112 -34.1893089)",,
256126073,Walker Street,residential,50,False,True,39.09,"LINESTRING (150.9818163 -34.1900875, 150.9819243 -34.1904275)",,
256126073,Walker Street,residential,50,False,False,87.213,"LINESTRING (150.9818163 -34.1900875, 150.9817946 -34.1899747, 150.9818216 -34.189801, 150.9819046 -34.1894625, 150.981923 -34.1893753, 150.981942 -34.1893163)",,
204360157,McMillan Street,residential,,False,False,220.93,"LINESTRING (150.9848257 -34.1863606, 150.9865509 -34.1865974, 150.9868586 -34.1866396, 150.9871952 -34.1866858)",,
26964936,Stuart Street,residential,50,False,False,202.046,"LINESTRING (150.9797818 -34.1946848, 150.9801474 -34.1928931)",,
208288508,Heathcote Street,residential,50,False,False,63.466,"LINESTRING (150.9797818 -34.1946848, 150.9791013 -34.1945902)",,
208288508,Heathcote Street,residential,50,False,True,63.736,"LINESTRING (150.9797818 -34.1946848, 150.9804646 -34.1947827)",,
23073369,Parkes Street,tertiary,50,False,True,24.465,"LINESTRING (150.9805335 -34.1909882, 150.9802745 -34.1910383)",,
23073369,Parkes Street,tertiary,50,False,False,69.027,"LINESTRING (150.9805335 -34.1909882, 150.9806557 -34.1909642, 150.9812653 -34.1908506)",,
26964936,Stuart Street,residential,50,False,True,38.866,"LINESTRING (150.9805335 -34.1909882, 150.9805267 -34.191105, 150.9804699 -34.1913328)",,
26964937,Lilyvale Street,residential,50,False,False,72.722,"LINESTRING (150.9816109 -34.1930939, 150.9808307 -34.1929878)",,
412662359,Walker Street,tertiary,50,False,False,193.048,"LINESTRING (150.9816109 -34.1930939, 150.981629 -34.1930172, 150.9817575 -34.1923779, 150.9818976 -34.1917038, 150.9819765 -34.1913845)",,
412662359,Walker Street,tertiary,50,False,True,177.754,"LINESTRING (150.9816109 -34.1930939, 150.981587 -34.1931814, 150.9814913 -34.1936893, 150.9813745 -34.194232, 150.9813465 -34.1944831, 150.9813128 -34.1946725)",,
208288508,Heathcote Street,residential,50,False,True,63.466,"LINESTRING (150.9791013 -34.1945902, 150.9797818 -34.1946848)",,
208288518,Gadd Lane,residential,50,False,False,202.297,"LINESTRING (150.9791013 -34.1945902, 150.9794522 -34.1927942)",,
208288508,Heathcote Street,residential,50,False,False,64.933,"LINESTRING (150.9791013 -34.1945902, 150.9786087 -34.1945206, 150.9784026 -34.1945137)",,
26964937,Lilyvale Street,residential,50,False,False,63.723,"LINESTRING (150.9808307 -34.1929878, 150.9801474 -34.1928931)",,
26964937,Lilyvale Street,residential,50,False,True,72.722,"LINESTRING (150.9808307 -34.1929878, 150.9816109 -34.1930939)",,
699612838,Club Lane,residential,50,False,True,202.404,"LINESTRING (150.9808307 -34.1929878, 150.9804646 -34.1947827)",,
26965062,Laurina Avenue,residential,50,False,False,22.651,"LINESTRING (150.9772482 -34.1924546, 150.9771352 -34.1922736)",,
23073369,Parkes Street,tertiary,50,False,False,204.967,"LINESTRING (150.9772482 -34.1924546, 150.9773718 -34.1923099, 150.9781946 -34.1918219, 150.9790063 -34.1913362)",,
26964937,Lilyvale Street,residential,50,False,True,145.515,"LINESTRING (150.9772482 -34.1924546, 150.9773123 -34.1924968, 150.9773979 -34.1925084, 150.9780986 -34.1926124, 150.9787915 -34.1927033)",,
26965062,Laurina Avenue,residential,50,False,False,170.133,"LINESTRING (150.9777841 -34.1876138, 150.9780315 -34.1863909, 150.9776828 -34.1863596)",,
26965062,Laurina Avenue,residential,50,False,True,134.421,"LINESTRING (150.9777841 -34.1876138, 150.9777343 -34.1878255, 150.9775852 -34.1883318, 150.9774439 -34.1887892)",,
"[256130116, 26965070]","['Blackwell Street', 'Park Avenue']",residential,,False,True,266.654,"LINESTRING (150.9777841 -34.1876138, 150.9783937 -34.1877076, 150.9785043 -34.1877729, 150.9782899 -34.1888493, 150.978241 -34.1892097, 150.9781949 -34.1895266)",,
26965062,Laurina Avenue,residential,50,False,True,170.133,"LINESTRING (150.9776828 -34.1863596, 150.9780315 -34.1863909, 150.9777841 -34.1876138)",,
23073369,Parkes Street,tertiary,50,False,False,24.465,"LINESTRING (150.9802745 -34.1910383, 150.9805335 -34.1909882)",,
23073369,Parkes Street,tertiary,50,False,True,44.675,"LINESTRING (150.9802745 -34.1910383, 150.9798022 -34.1911321)",,
"[26965067, 26965069]","['Waratah Street', 'Boomerang Street']",residential,50,False,False,285.703,"LINESTRING (150.9802745 -34.1910383, 150.9799509 -34.1899441, 150.9799225 -34.1898394, 150.9785208 -34.1901027, 150.978376 -34.1901873)",,
26965062,Laurina Avenue,residential,50,False,False,69.38499999999999,"LINESTRING (150.9769599 -34.1910358, 150.9769643 -34.1908832, 150.9770604 -34.1904186)",,
26965062,Laurina Avenue,residential,50,False,True,138.858,"LINESTRING (150.9769599 -34.1910358, 150.9769531 -34.1911607, 150.9770992 -34.1921483, 150.9771352 -34.1922736)",,
26965069,Boomerang Street,residential,50,False,True,117.02,"LINESTRING (150.9769599 -34.1910358, 150.977151 -34.1909105, 150.9779852 -34.190413)",,
26965069,Boomerang Street,residential,50,False,True,43.839,"LINESTRING (150.9779852 -34.190413, 150.978376 -34.1901873)",,
26965069,Boomerang Street,residential,50,False,False,117.02,"LINESTRING (150.9779852 -34.190413, 150.977151 -34.1909105, 150.9769599 -34.1910358)",,
26965073,Park Avenue,residential,,True,False,49.418,"LINESTRING (150.9779852 -34.190413, 150.978009 -34.1902472, 150.9780543 -34.1900737, 150.9781007 -34.1899814)",,
26965070,Park Avenue,residential,,False,False,51.308,"LINESTRING (150.9781007 -34.1899814, 150.9781949 -34.1895266)",,
26965070,Park Avenue,residential,,False,True,35.223,"LINESTRING (150.9781007 -34.1899814, 150.9781679 -34.1900707, 150.9782587 -34.1901453, 150.978376 -34.1901873)",,
26965070,Park Avenue,residential,,False,True,51.308,"LINESTRING (150.9781949 -34.1895266, 150.9781007 -34.1899814)",,
26965083,Excelsa Avenue,residential,,False,False,82.183,"LINESTRING (150.9781949 -34.1895266, 150.9773154 -34.1893963)",,
"[256130116, 26965070]","['Blackwell Street', 'Park Avenue']",residential,,False,False,266.654,"LINESTRING (150.9781949 -34.1895266, 150.978241 -34.1892097, 150.9782899 -34.1888493, 150.9785043 -34.1877729, 150.9783937 -34.1877076, 150.9777841 -34.1876138)",,
26965062,Laurina Avenue,residential,50,False,False,68.533,"LINESTRING (150.9773154 -34.1893963, 150.9774439 -34.1887892)",,
26965062,Laurina Avenue,residential,50,False,True,8.111,"LINESTRING (150.9773154 -34.1893963, 150.977302 -34.1894684)",,
26965083,Excelsa Avenue,residential,,False,True,82.183,"LINESTRING (150.9773154 -34.1893963, 150.9781949 -34.1895266)",,
26965062,Laurina Avenue,residential,50,False,True,22.651,"LINESTRING (150.9771352 -34.1922736, 150.9772482 -34.1924546)",,
26965062,Laurina Avenue,residential,50,False,False,138.858,"LINESTRING (150.9771352 -34.1922736, 150.9770992 -34.1921483, 150.9769531 -34.1911607, 150.9769599 -34.1910358)",,
26965062,Laurina Avenue,residential,50,False,True,68.533,"LINESTRING (150.9774439 -34.1887892, 150.9773154 -34.1893963)",,
26965091,Saligna Place,residential,,False,False,51.157,"LINESTRING (150.9774439 -34.1887892, 150.9768968 -34.1887064)",,
26965062,Laurina Avenue,residential,50,False,False,134.421,"LINESTRING (150.9774439 -34.1887892, 150.9775852 -34.1883318, 150.9777343 -34.1878255, 150.9777841 -34.1876138)",,
26965091,Saligna Place,residential,,False,True,51.157,"LINESTRING (150.9768968 -34.1887064, 150.9774439 -34.1887892)",,
26965062,Laurina Avenue,residential,50,False,False,107.969,"LINESTRING (150.9770604 -34.1904186, 150.977302 -34.1894684)",,
26965062,Laurina Avenue,residential,50,False,True,69.38499999999999,"LINESTRING (150.9770604 -34.1904186, 150.9769643 -34.1908832, 150.9769599 -34.1910358)",,
412662359,Walker Street,tertiary,50,False,False,70.691,"LINESTRING (150.9811907 -34.1953001, 150.9813092 -34.1947033, 150.9813128 -34.1946725)",,
26965187,Whitty Road,residential,,False,False,73.704,"LINESTRING (150.9828745 -34.1948894, 150.9820857 -34.1947725)",,
26965187,Whitty Road,residential,,False,True,80.711,"LINESTRING (150.9828745 -34.1948894, 150.9836042 -34.1949988, 150.983735 -34.1950295)",,
26965187,Whitty Road,residential,,False,False,80.711,"LINESTRING (150.983735 -34.1950295, 150.9836042 -34.1949988, 150.9828745 -34.1948894)",,
29337278,Undola Road,residential,,False,True,135.627,"LINESTRING (150.983735 -34.1950295, 150.9838648 -34.1944205, 150.9839463 -34.1942426, 150.9842655 -34.1939275)",,
26965187,Whitty Road,residential,,False,True,73.704,"LINESTRING (150.9820857 -34.1947725, 150.9828745 -34.1948894)",,
26965187,Whitty Road,residential,,False,False,71.956,"LINESTRING (150.9820857 -34.1947725, 150.9815922 -34.1947126, 150.9813128 -34.1946725)",,
26965187,Whitty Road,residential,,False,True,71.956,"LINESTRING (150.9813128 -34.1946725, 150.9815922 -34.1947126, 150.9820857 -34.1947725)",,
412662359,Walker Street,tertiary,50,False,False,177.754,"LINESTRING (150.9813128 -34.1946725, 150.9813465 -34.1944831, 150.9813745 -34.194232, 150.9814913 -34.1936893, 150.981587 -34.1931814, 150.9816109 -34.1930939)",,
412662359,Walker Street,tertiary,50,False,True,70.691,"LINESTRING (150.9813128 -34.1946725, 150.9813092 -34.1947033, 150.9811907 -34.1953001)",,
29337278,Undola Road,residential,,False,False,135.627,"LINESTRING (150.9842655 -34.1939275, 150.9839463 -34.1942426, 150.9838648 -34.1944205, 150.983735 -34.1950295)",,
175776199,Parkes Street,tertiary,50,False,False,60.806,"LINESTRING (150.9860031 -34.1889032, 150.9854585 -34.1892132)",,
26964887,Cowper Street,residential,,False,True,183.483,"LINESTRING (150.9860031 -34.1889032, 150.9858784 -34.1887556, 150.9856769 -34.1886109, 150.9854957 -34.1885424, 150.9852637 -34.188485, 150.9849349 -34.1884456, 150.9846022 -34.1884727, 150.984221 -34.1885792)",,
175776199,Parkes Street,tertiary,50,False,True,169.388,"LINESTRING (150.9860031 -34.1889032, 150.9862261 -34.1887652, 150.986822 -34.1884322, 150.9869506 -34.1882974, 150.9870329 -34.1881527, 150.9871654 -34.187803)",,
175776199,Parkes Street,tertiary,50,False,False,125.392,"LINESTRING (150.9871952 -34.1866858, 150.9872156 -34.1868794, 150.9872339 -34.1872241, 150.9872572 -34.1874748, 150.9871654 -34.187803)",,
204360157,McMillan Street,residential,,False,True,220.93,"LINESTRING (150.9871952 -34.1866858, 150.9868586 -34.1866396, 150.9865509 -34.1865974, 150.9848257 -34.1863606)",,
26964936,Stuart Street,residential,50,False,True,202.046,"LINESTRING (150.9801474 -34.1928931, 150.9797818 -34.1946848)",,
26964937,Lilyvale Street,residential,50,False,False,64.88,"LINESTRING (150.9801474 -34.1928931, 150.9794522 -34.1927942)",,
26964937,Lilyvale Street,residential,50,False,True,63.723,"LINESTRING (150.9801474 -34.1928931, 150.9808307 -34.1929878)",,
26964936,Stuart Street,residential,50,False,False,176.015,"LINESTRING (150.9801474 -34.1928931, 150.9803948 -34.1916928, 150.9804699 -34.1913328)",,
23073369,Parkes Street,tertiary,50,False,False,26.148,"LINESTRING (150.9812653 -34.1908506, 150.9815429 -34.1907999)",,
23073369,Parkes Street,tertiary,50,False,True,69.027,"LINESTRING (150.9812653 -34.1908506, 150.9806557 -34.1909642, 150.9805335 -34.1909882)",,
208288516,Gibbons Lane,residential,50,True,False,64.426,"LINESTRING (150.9812653 -34.1908506, 150.9812512 -34.19093, 150.9811934 -34.1912529, 150.9811545 -34.1914226)",,
23073369,Parkes Street,tertiary,50,False,False,44.675,"LINESTRING (150.9798022 -34.1911321, 150.9802745 -34.1910383)",,
23073369,Parkes Street,tertiary,50,False,True,76.993,"LINESTRING (150.9798022 -34.1911321, 150.9791464 -34.1912732, 150.9790063 -34.1913362)",,
208288518,Gadd Lane,residential,50,False,True,187.601,"LINESTRING (150.9798022 -34.1911321, 150.9797829 -34.191226, 150.9797023 -34.1916085, 150.9796704 -34.1917727, 150.9794522 -34.1927942)",,
412662359,Walker Street,tertiary,50,False,False,38.345,"LINESTRING (150.9819765 -34.1913845, 150.9820432 -34.1910441)",,
208288522,Short Street,residential,,False,False,188.36300000000003,"LINESTRING (150.9819765 -34.1913845, 150.9827521 -34.1914935, 150.9828231 -34.1914896, 150.9836828 -34.1916218, 150.9838457 -34.1916227, 150.9839971 -34.191606)",,
412662359,Walker Street,tertiary,50,False,True,193.048,"LINESTRING (150.9819765 -34.1913845, 150.9818976 -34.1917038, 150.9817575 -34.1923779, 150.981629 -34.1930172, 150.9816109 -34.1930939)",,
208288522,Short Street,residential,,False,True,188.363,"LINESTRING (150.9839971 -34.191606, 150.9838457 -34.1916227, 150.9836828 -34.1916218, 150.9828231 -34.1914896, 150.9827521 -34.1914935, 150.9819765 -34.1913845)",,
26964937,Lilyvale Street,residential,50,False,True,61.603,"LINESTRING (150.9787915 -34.1927033, 150.9794522 -34.1927942)",,
26964937,Lilyvale Street,residential,50,False,False,145.51500000000001,"LINESTRING (150.9787915 -34.1927033, 150.9780986 -34.1926124, 150.9773979 -34.1925084, 150.9773123 -34.1924968, 150.9772482 -34.1924546)",,
208288507,Hay Street,residential,50,False,False,204.462,"LINESTRING (150.9787915 -34.1927033, 150.9785959 -34.1935967, 150.9784026 -34.1945137)",,
208288507,Hay Street,residential,50,False,True,153.97299999999998,"LINESTRING (150.9787915 -34.1927033, 150.9789188 -34.1920355, 150.9789939 -34.1916711, 150.9790319 -34.1914686, 150.9790063 -34.1913362)",,
26964937,Lilyvale Street,residential,50,False,False,61.603,"LINESTRING (150.9794522 -34.1927942, 150.9787915 -34.1927033)",,
26964937,Lilyvale Street,residential,50,False,True,64.88,"LINESTRING (150.9794522 -34.1927942, 150.9801474 -34.1928931)",,
208288518,Gadd Lane,residential,50,False,True,202.297,"LINESTRING (150.9794522 -34.1927942, 150.9791013 -34.1945902)",,
208288518,Gadd Lane,residential,50,False,False,187.601,"LINESTRING (150.9794522 -34.1927942, 150.9796704 -34.1917727, 150.9797023 -34.1916085, 150.9797829 -34.191226, 150.9798022 -34.1911321)",,
256126045,Heathcote Street,residential,,False,True,17.117,"LINESTRING (150.97775 -34.1943585, 150.9777754 -34.194206)",,
"[705404352, 208288508]",Heathcote Street,residential,50,False,False,46.455,"LINESTRING (150.97775 -34.1943585, 150.9777396 -34.1944292, 150.9777308 -34.1944606, 150.9776147 -34.1947599)",,
208288508,Heathcote Street,residential,50,False,True,63.846000000000004,"LINESTRING (150.97775 -34.1943585, 150.9778819 -34.1943719, 150.9779705 -34.1944324, 150.9781382 -34.194481, 150.978329 -34.1945147, 150.9784026 -34.1945137)",,
208288507,Hay Street,residential,50,False,True,204.462,"LINESTRING (150.9784026 -34.1945137, 150.9785959 -34.1935967, 150.9787915 -34.1927033)",,
208288508,Heathcote Street,residential,50,False,False,63.846000000000004,"LINESTRING (150.9784026 -34.1945137, 150.978329 -34.1945147, 150.9781382 -34.194481, 150.9779705 -34.1944324, 150.9778819 -34.1943719, 150.97775 -34.1943585)",,
208288508,Heathcote Street,residential,50,False,True,64.933,"LINESTRING (150.9784026 -34.1945137, 150.9786087 -34.1945206, 150.9791013 -34.1945902)",,
208288508,Heathcote Street,residential,50,False,False,63.736,"LINESTRING (150.9804646 -34.1947827, 150.9797818 -34.1946848)",,
208288508,Heathcote Street,residential,50,False,True,24.087,"LINESTRING (150.9804646 -34.1947827, 150.9807225 -34.1948204)",,
699612838,Club Lane,residential,50,False,False,202.404,"LINESTRING (150.9804646 -34.1947827, 150.9808307 -34.1929878)",,
208288508,Heathcote Street,residential,50,False,False,24.087,"LINESTRING (150.9807225 -34.1948204, 150.9804646 -34.1947827)",,
26965069,Boomerang Street,residential,50,False,False,43.839,"LINESTRING (150.978376 -34.1901873, 150.9779852 -34.190413)",,
"[26965067, 26965069]","['Waratah Street', 'Boomerang Street']",residential,50,False,True,285.703,"LINESTRING (150.978376 -34.1901873, 150.9785208 -34.1901027, 150.9799225 -34.1898394, 150.9799509 -34.1899441, 150.9802745 -34.1910383)",,
26965070,Park Avenue,residential,,False,False,35.223,"LINESTRING (150.978376 -34.1901873, 150.9782587 -34.1901453, 150.9781679 -34.1900707, 150.9781007 -34.1899814)",,
26965070,Park Avenue,residential,,False,True,140.546,"LINESTRING (150.978376 -34.1901873, 150.9784241 -34.190248, 150.978638 -34.1905925, 150.9787025 -34.190718, 150.9789639 -34.1912268, 150.9790063 -34.1913362)",,
256126070,,tertiary,,True,False,13.572,"LINESTRING (150.9820688 -34.1906291, 150.9820907 -34.1906455, 150.9821068 -34.1906659, 150.9821163 -34.1906891, 150.9821184 -34.1907134, 150.9821131 -34.1907374)",roundabout,
1137155309,Parkes Street,tertiary,50,True,False,26.921,"LINESTRING (150.9820688 -34.1906291, 150.9821545 -34.1906223, 150.9823572 -34.1905893)",,
256126070,,tertiary,,True,False,19.246000000000002,"LINESTRING (150.9821105 -34.1907435, 150.9820931 -34.1907685, 150.9820675 -34.1907881, 150.9820361 -34.1908006, 150.9820016 -34.1908049, 150.9819671 -34.1908005, 150.9819357 -34.190788)",roundabout,
1137155312,Walker Street,tertiary,50,True,False,34.209,"LINESTRING (150.9821105 -34.1907435, 150.9821102 -34.1908094, 150.9820784 -34.1909565, 150.9820432 -34.1910441)",,
175776199,Parkes Street,tertiary,50,False,True,93.442,"LINESTRING (150.9823572 -34.1905893, 150.9832898 -34.190256)",,
1137155310,Parkes Street,tertiary,50,True,False,27.854,"LINESTRING (150.9823572 -34.1905893, 150.9822229 -34.1906665, 150.9821131 -34.1907374)",,
256126070,,tertiary,,True,False,14.734,"LINESTRING (150.9819096 -34.1906487, 150.9819326 -34.1906303, 150.9819608 -34.1906177, 150.9819921 -34.1906119, 150.9820241 -34.1906133, 150.9820544 -34.1906219)",roundabout,
1137155308,Walker Street,residential,50,True,False,24.715,"LINESTRING (150.9819096 -34.1906487, 150.9819232 -34.1905899, 150.9819243 -34.1904275)",,
208288516,Gibbons Lane,residential,50,True,False,176.572,"LINESTRING (150.9811545 -34.1914226, 150.9808307 -34.1929878)",,
256126058,Bush Pea Lane,residential,,False,True,63.754,"LINESTRING (150.9811545 -34.1914226, 150.9804699 -34.1913328)",,3.5
23073369,Parkes Street,tertiary,50,False,False,76.993,"LINESTRING (150.9790063 -34.1913362, 150.9791464 -34.1912732, 150.9798022 -34.1911321)",,
23073369,Parkes Street,tertiary,50,False,True,204.967,"LINESTRING (150.9790063 -34.1913362, 150.9781946 -34.1918219, 150.9773718 -34.1923099, 150.9772482 -34.1924546)",,
26965070,Park Avenue,residential,,False,False,140.546,"LINESTRING (150.9790063 -34.1913362, 150.9789639 -34.1912268, 150.9787025 -34.190718, 150.978638 -34.1905925, 150.9784241 -34.190248, 150.978376 -34.1901873)",,
208288507,Hay Street,residential,50,False,False,153.973,"LINESTRING (150.9790063 -34.1913362, 150.9790319 -34.1914686, 150.9789939 -34.1916711, 150.9789188 -34.1920355, 150.9787915 -34.1927033)",,
256126058,Bush Pea Lane,residential,,False,False,63.754,"LINESTRING (150.9804699 -34.1913328, 150.9811545 -34.1914226)",,3.5
26964936,Stuart Street,residential,50,False,False,38.866,"LINESTRING (150.9804699 -34.1913328, 150.9805267 -34.191105, 150.9805335 -34.1909882)",,
26964936,Stuart Street,residential,50,False,True,176.015,"LINESTRING (150.9804699 -34.1913328, 150.9803948 -34.1916928, 150.9801474 -34.1928931)",,
256126045,Heathcote Street,residential,,False,False,17.117,"LINESTRING (150.9777754 -34.194206, 150.97775 -34.1943585)",,
26965062,Laurina Avenue,residential,50,False,False,8.111,"LINESTRING (150.977302 -34.1894684, 150.9773154 -34.1893963)",,
26965062,Laurina Avenue,residential,50,False,True,107.969,"LINESTRING (150.977302 -34.1894684, 150.9770604 -34.1904186)",,
412662359,Walker Street,tertiary,50,False,True,38.345,"LINESTRING (150.9820432 -34.1910441, 150.9819765 -34.1913845)",,
1137155311,Walker Street,tertiary,50,True,False,31.015,"LINESTRING (150.9820432 -34.1910441, 150.9820342 -34.1909432, 150.9820108 -34.190878, 150.9819775 -34.1908301, 150.9819357 -34.190788)",,
23073369,Parkes Street,tertiary,50,False,True,26.148,"LINESTRING (150.9815429 -34.1907999, 150.9812653 -34.1908506)",,
1137153232,Parkes Street,tertiary,50,True,False,36.857,"LINESTRING (150.9815429 -34.1907999, 150.9817922 -34.190719, 150.9819023 -34.1906574)",,
"[705404352, 208288508]",Heathcote Street,residential,50,False,True,46.455,"LINESTRING (150.9776147 -34.1947599, 150.9777308 -34.1944606, 150.9777396 -34.1944292, 150.97775 -34.1943585)",,
256126070,,tertiary,,True,False,15.179,"LINESTRING (150.9819258 -34.1907817, 150.981904 -34.1907612, 150.98189 -34.1907365, 150.9818849 -34.1907096, 150.9818891 -34.1906825, 150.9819023 -34.1906574)",roundabout,
1137153233,Parkes Street,tertiary,50,True,False,35.5,"LINESTRING (150.9819258 -34.1907817, 150.9818625 -34.1907752, 150.9817866 -34.1907774, 150.9816599 -34.1907984, 150.9815429 -34.1907999)",,
256126073,Walker Street,residential,50,False,False,39.09,"LINESTRING (150.9819243 -34.1904275, 150.9818163 -34.1900875)",,
1137155307,Walker Street,residential,50,True,False,24.756,"LINESTRING (150.9819243 -34.1904275, 150.9819743 -34.1905128, 150.9820217 -34.1905838, 150.9820544 -34.1906219)",,
256126070,,tertiary,,True,False,0.719,"LINESTRING (150.9821131 -34.1907374, 150.9821105 -34.1907435)",roundabout,
256126070,,tertiary,,True,False,1.548,"LINESTRING (150.9820544 -34.1906219, 150.9820688 -34.1906291)",roundabout,
256126070,,tertiary,,True,False,1.178,"LINESTRING (150.9819023 -34.1906574, 150.9819096 -34.1906487)",roundabout,
256126070,,tertiary,,True,False,1.149,"LINESTRING (150.9819357 -34.190788, 150.9819258 -34.1907817)",roundabout,
