osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,junction
26946088,,Middle Street,residential,50,False,False,143.506,,"LINESTRING (148.1609614 -33.8962002, 148.1619461 -33.8963327, 148.1623793 -33.8963897, 148.1624965 -33.8964051)",,
26946089,,Church Street,residential,50,False,False,136.922,,"LINESTRING (148.1609614 -33.8962002, 148.1610295 -33.89585, 148.1611896 -33.8949835)",,
688277144,B64,Camp Street,primary,50,False,False,131.716,2,"LINESTRING (148.1611896 -33.8949835, 148.1625989 -33.8951698)",,
688277144,B64,Camp Street,primary,50,False,True,81.394,2,"LINESTRING (148.1611896 -33.8949835, 148.1603187 -33.8948685)",,
26946089,,Church Street,residential,50,False,True,136.922,,"LINESTRING (148.1611896 -33.8949835, 148.1610295 -33.89585, 148.1609614 -33.8962002)",,
26946090,,Young Street,residential,,False,False,130.653,,"LINESTRING (148.1559207 -33.8967669, 148.1565913 -33.8968594, 148.1573181 -33.8969545)",,
26946140,,West Street,residential,,False,False,272.909,,"LINESTRING (148.1559207 -33.8967669, 148.1555864 -33.8984678, 148.1554431 -33.899189)",,
26946140,,West Street,residential,,False,True,241.35399999999998,,"LINESTRING (148.1559207 -33.8967669, 148.1561832 -33.8953636, 148.1562902 -33.8946746, 148.1562985 -33.8946193)",,
26946090,,Young Street,residential,,False,False,224.477,,"LINESTRING (148.1573181 -33.8969545, 148.15972 -33.8972718)",,
26946085,,Wood Street,residential,,False,False,138.85899999999998,,"LINESTRING (148.1573181 -33.8969545, 148.1572025 -33.8975834, 148.1570912 -33.898189)",,
26946085,,Wood Street,residential,,False,True,134.889,,"LINESTRING (148.1573181 -33.8969545, 148.1574318 -33.8963639, 148.1575486 -33.8957566)",,
26946090,,Young Street,residential,,False,True,130.653,,"LINESTRING (148.1573181 -33.8969545, 148.1565913 -33.8968594, 148.1559207 -33.8967669)",,
26946090,,Young Street,residential,,False,True,224.342,,"LINESTRING (148.1622657 -33.8976103, 148.1598655 -33.8972918)",,
26946090,,Young Street,residential,,False,False,136.80700000000002,,"LINESTRING (148.1622657 -33.8976103, 148.1630014 -33.8977144, 148.1637269 -33.897817)",,
841592450,,Weddin Street,secondary,50,False,False,135.695,2,"LINESTRING (148.1622657 -33.8976103, 148.1623804 -33.8970112, 148.1624965 -33.8964051)",,
841592450,,Weddin Street,secondary,50,False,True,138.221,2,"LINESTRING (148.1622657 -33.8976103, 148.1621472 -33.8982264, 148.1620296 -33.8988378)",,
26946080,,East Street,residential,,False,False,179.926,,"LINESTRING (148.1637269 -33.897817, 148.1640256 -33.896218)",,
26946080,,East Street,residential,,False,True,273.92,,"LINESTRING (148.1637269 -33.897817, 148.1632642 -33.9002503)",,
26946090,,Young Street,residential,,False,False,135.773,,"LINESTRING (148.1637269 -33.897817, 148.1644537 -33.8979105, 148.1651762 -33.8980252)",,
26946090,,Young Street,residential,,False,True,136.80700000000002,,"LINESTRING (148.1637269 -33.897817, 148.1630014 -33.8977144, 148.1622657 -33.8976103)",,
26946084,,Warraderry Street,residential,,False,False,188.478,,"LINESTRING (148.1651762 -33.8980252, 148.1650877 -33.8985084, 148.1648641 -33.8997003)",,
26946084,,Warraderry Street,residential,,False,True,283.458,,"LINESTRING (148.1651762 -33.8980252, 148.1656323 -33.8956353, 148.1656136 -33.8955529, 148.1655945 -33.8955101)",,
26946090,,Young Street,residential,,False,True,135.773,,"LINESTRING (148.1651762 -33.8980252, 148.1644537 -33.8979105, 148.1637269 -33.897817)",,
26946084,,Warraderry Street,residential,,False,True,9.022,,"LINESTRING (148.1647092 -33.9005104, 148.1647248 -33.9004303)",,
26946091,,Rose Street,residential,,False,False,123.256,,"LINESTRING (148.1647092 -33.9005104, 148.1655753 -33.9006148, 148.1656789 -33.9006118, 148.1657849 -33.9005858, 148.1659245 -33.9005142, 148.1659897 -33.9004729)",,
26946091,,Rose Street,residential,,False,False,69.36699999999999,,"LINESTRING (148.1659897 -33.9004729, 148.1660408 -33.9004104, 148.1660609 -33.900335, 148.1661448 -33.8998691)",,
26946091,,Rose Street,residential,,False,True,123.256,,"LINESTRING (148.1659897 -33.9004729, 148.1659245 -33.9005142, 148.1657849 -33.9005858, 148.1656789 -33.9006118, 148.1655753 -33.9006148, 148.1647092 -33.9005104)",,
26946092,,Graham Street,residential,,False,False,119.681,,"LINESTRING (148.1661448 -33.8998691, 148.1648641 -33.8997003)",,
26946091,,Rose Street,residential,,False,True,69.367,,"LINESTRING (148.1661448 -33.8998691, 148.1660609 -33.900335, 148.1660408 -33.9004104, 148.1659897 -33.9004729)",,
26946084,,Warraderry Street,residential,,False,False,82.184,,"LINESTRING (148.1648641 -33.8997003, 148.1647248 -33.9004303)",,
26946092,,Graham Street,residential,,False,True,119.681,,"LINESTRING (148.1648641 -33.8997003, 148.1661448 -33.8998691)",,
26946084,,Warraderry Street,residential,,False,True,188.478,,"LINESTRING (148.1648641 -33.8997003, 148.1650877 -33.8985084, 148.1651762 -33.8980252)",,
604044559,B64,Cowra Road,primary,50,False,False,11.692,2,"LINESTRING (148.1657403 -33.8954638, 148.1658577 -33.8954243)",,
604044560,B64,Camp Street,primary,50,False,True,14.408,2,"LINESTRING (148.1657403 -33.8954638, 148.1655945 -33.8955101)",,
604044560,B64,Camp Street,primary,50,False,True,77.773,2,"LINESTRING (148.16419 -33.8953794, 148.1633578 -33.8952697)",,
26946080,,East Street,residential,,False,False,248.636,,"LINESTRING (148.16419 -33.8953794, 148.1642092 -33.8952835, 148.1646068 -33.8931703)",,
26946080,,East Street,residential,,False,True,94.47500000000001,,"LINESTRING (148.16419 -33.8953794, 148.1641704 -33.8954794, 148.1640256 -33.896218)",,
604044560,B64,Camp Street,primary,50,False,False,130.983,2,"LINESTRING (148.16419 -33.8953794, 148.1649141 -33.8954779, 148.1651493 -33.8955099, 148.1652407 -33.8955178, 148.1653272 -33.8955239, 148.1654057 -33.8955256, 148.1654929 -33.8955205, 148.1655945 -33.8955101)",,
726868067,,Forbes Street,tertiary,,False,True,22.012,,"LINESTRING (148.1603862 -33.8923425, 148.1603222 -33.8925332)",,
726868068,,Melyra Street,tertiary,,False,False,126.333,,"LINESTRING (148.1603862 -33.8923425, 148.1617384 -33.8925184)",,
26946140,,West Street,residential,,False,False,241.35399999999998,,"LINESTRING (148.1562985 -33.8946193, 148.1562902 -33.8946746, 148.1561832 -33.8953636, 148.1559207 -33.8967669)",,
33119889,,Camp Street,residential,50,False,False,69.87700000000001,2,"LINESTRING (148.1562985 -33.8946193, 148.1564103 -33.8946289, 148.1565019 -33.8946292, 148.1565916 -33.8946162, 148.1566768 -33.8945902, 148.1567506 -33.8945606, 148.1570009 -33.8944402)",,
841592451,,South Street,residential,,False,False,66.788,,"LINESTRING (148.1573372 -33.9007151, 148.156623 -33.9006183)",,
841592451,,South Street,residential,,False,True,158.738,,"LINESTRING (148.1573372 -33.9007151, 148.1590346 -33.9009455)",,
26946123,,Dagmar Street,residential,,False,False,223.627,,"LINESTRING (148.1570912 -33.898189, 148.159486 -33.8984947)",,
26946085,,Wood Street,residential,,False,False,134.51600000000002,,"LINESTRING (148.1570912 -33.898189, 148.1569751 -33.8987945, 148.156866 -33.8993842)",,
26946085,,Wood Street,residential,,False,True,138.85899999999998,,"LINESTRING (148.1570912 -33.898189, 148.1572025 -33.8975834, 148.1573181 -33.8969545)",,
26946123,,Dagmar Street,residential,,False,False,13.581,,"LINESTRING (148.159486 -33.8984947, 148.1596312 -33.8985145)",,
26946123,,Dagmar Street,residential,,False,True,223.627,,"LINESTRING (148.159486 -33.8984947, 148.1570912 -33.898189)",,
26946086,,Forbes Street,residential,,True,False,137.685,,"LINESTRING (148.159486 -33.8984947, 148.1596007 -33.8978953, 148.15972 -33.8972718)",,
26946123,,Dagmar Street,residential,,False,True,224.26,,"LINESTRING (148.1620296 -33.8988378, 148.1596312 -33.8985145)",,
841592450,,Weddin Street,secondary,50,False,False,138.221,2,"LINESTRING (148.1620296 -33.8988378, 148.1621472 -33.8982264, 148.1622657 -33.8976103)",,
841592450,,Weddin Street,secondary,50,False,True,137.42000000000002,2,"LINESTRING (148.1620296 -33.8988378, 148.1619182 -33.8994515, 148.1618019 -33.9000591)",,
26946128,,George Street,residential,,False,False,41.311,,"LINESTRING (148.1572266 -33.8940619, 148.1576148 -33.893877)",,
604044566,B64,Alexandra Street,primary,50,False,False,22.924,2,"LINESTRING (148.1572266 -33.8940619, 148.1573909 -33.8942165)",,
604044566,B64,Alexandra Street,primary,50,False,True,37.354,2,"LINESTRING (148.1572266 -33.8940619, 148.1570864 -33.8939091, 148.1569919 -33.8937885)",,
26946128,,George Street,residential,,False,False,12.335,,"LINESTRING (148.1601725 -33.8928961, 148.1603049 -33.892881)",,
26946128,,George Street,residential,,False,True,178.571,,"LINESTRING (148.1601725 -33.8928961, 148.1601136 -33.8929003, 148.1599879 -33.892887, 148.1598675 -33.8928836, 148.1596997 -33.8929, 148.1596387 -33.8929156, 148.1595751 -33.892944, 148.1594909 -33.8929885, 148.1587873 -33.8933689, 148.1586993 -33.8934135, 148.1584539 -33.8935267)",,
696666959,,Forbes Street,tertiary,,True,False,43.406,,"LINESTRING (148.1601725 -33.8928961, 148.1601995 -33.8927877, 148.1602485 -33.8926179, 148.1602874 -33.8925639, 148.1603222 -33.8925332)",,
26946128,,George Street,residential,,False,True,94.81200000000001,,"LINESTRING (148.163038 -33.8944791, 148.1627869 -33.893707, 148.1627703 -33.8936559)",,
192920545,,Short Street,residential,,False,False,211.76899999999995,,"LINESTRING (148.163038 -33.8944791, 148.1635508 -33.8939592, 148.1641658 -33.8933356, 148.1642571 -33.8932452, 148.1643029 -33.8932125, 148.1643376 -33.8931981, 148.164379 -33.8931868, 148.164487 -33.8931733, 148.1646068 -33.8931703)",,
192920545,,Short Street,residential,,False,True,28.465,,"LINESTRING (148.163038 -33.8944791, 148.1629624 -33.8945363, 148.1628717 -33.8945817, 148.1627811 -33.8946172)",,
26946080,,East Street,residential,,False,False,29.366,,"LINESTRING (148.1646068 -33.8931703, 148.1646477 -33.8929084)",,
26946080,,East Street,residential,,False,True,248.636,,"LINESTRING (148.1646068 -33.8931703, 148.1642092 -33.8952835, 148.16419 -33.8953794)",,
192920545,,Short Street,residential,,False,True,211.769,,"LINESTRING (148.1646068 -33.8931703, 148.164487 -33.8931733, 148.164379 -33.8931868, 148.1643376 -33.8931981, 148.1643029 -33.8932125, 148.1642571 -33.8932452, 148.1641658 -33.8933356, 148.1635508 -33.8939592, 148.163038 -33.8944791)",,
26946130,,Teston Street,residential,,False,False,73.323,,"LINESTRING (148.1613714 -33.8930433, 148.161223 -33.8936911)",,
26946128,,George Street,residential,,False,False,146.60199999999998,,"LINESTRING (148.1613714 -33.8930433, 148.1614547 -33.8930704, 148.1615327 -33.8931019, 148.1621995 -33.8933682, 148.162672 -33.8935797, 148.1627167 -33.8936061, 148.1627703 -33.8936559)",,
26946128,,George Street,residential,,False,True,100.25799999999998,,"LINESTRING (148.1613714 -33.8930433, 148.1604064 -33.8928828, 148.1603641 -33.8928779, 148.1603049 -33.892881)",,
26946130,,Teston Street,residential,,False,True,73.323,,"LINESTRING (148.161223 -33.8936911, 148.1613714 -33.8930433)",,
"[192919313, 942198793]",,"['Main Street', 'Burrangong Street']",residential,,True,False,138.43500000000003,,"LINESTRING (148.161223 -33.8936911, 148.1621215 -33.8938437, 148.1622177 -33.8938651, 148.1622743 -33.893886, 148.1623134 -33.8939041, 148.1623389 -33.8939211, 148.1623881 -33.8939878, 148.1624997 -33.894173)",,
26946128,,George Street,residential,,False,False,178.57099999999997,,"LINESTRING (148.1584539 -33.8935267, 148.1586993 -33.8934135, 148.1587873 -33.8933689, 148.1594909 -33.8929885, 148.1595751 -33.892944, 148.1596387 -33.8929156, 148.1596997 -33.8929, 148.1598675 -33.8928836, 148.1599879 -33.892887, 148.1601136 -33.8929003, 148.1601725 -33.8928961)",,
26946128,,George Street,residential,,False,True,86.693,,"LINESTRING (148.1584539 -33.8935267, 148.1583767 -33.8935589, 148.1576148 -33.893877)",,
726179839,B64,,primary,50,True,False,18.709000000000003,1,"LINESTRING (148.1627062 -33.8952919, 148.1626674 -33.8952822, 148.1626343 -33.8952627, 148.1626104 -33.8952355, 148.1625982 -33.8952035, 148.1625989 -33.8951698)",9.5,roundabout
841592450,,Weddin Street,secondary,50,False,True,125.287,2,"LINESTRING (148.1627062 -33.8952919, 148.1626126 -33.8957986, 148.1625656 -33.8960456, 148.1624965 -33.8964051)",,
26946088,,Middle Street,residential,50,False,False,81.742,,"LINESTRING (148.1600859 -33.8960893, 148.1609614 -33.8962002)",,
26946088,,Middle Street,residential,50,False,True,12.649,,"LINESTRING (148.1600859 -33.8960893, 148.1599503 -33.8960728)",,
73546396,,Forbes Street,residential,,True,False,135.251,,"LINESTRING (148.1600859 -33.8960893, 148.1599746 -33.8966965, 148.1598655 -33.8972918)",,
26946090,,Young Street,residential,,False,False,224.342,,"LINESTRING (148.1598655 -33.8972918, 148.1622657 -33.8976103)",,
26946090,,Young Street,residential,,False,True,13.612,,"LINESTRING (148.1598655 -33.8972918, 148.15972 -33.8972718)",,
73546396,,Forbes Street,residential,,True,False,137.667,,"LINESTRING (148.1598655 -33.8972918, 148.1597462 -33.8979142, 148.1596312 -33.8985145)",,
1044457111,,Rose Street,residential,,False,True,14.304,,"LINESTRING (148.1594083 -33.8997404, 148.1592555 -33.8997189)",,
73546396,,Forbes Street,residential,,True,False,137.005,,"LINESTRING (148.1594083 -33.8997404, 148.1592754 -33.9003529, 148.1591452 -33.900953)",,
1044457113,,Rose Street,residential,,True,False,218.73100000000002,,"LINESTRING (148.1594083 -33.8997404, 148.1595454 -33.8997221, 148.1616479 -33.8999979, 148.1617294 -33.9000495)",,
26946088,,Middle Street,residential,50,False,True,143.506,,"LINESTRING (148.1624965 -33.8964051, 148.1623793 -33.8963897, 148.1619461 -33.8963327, 148.1609614 -33.8962002)",,
841592450,,Weddin Street,secondary,50,False,False,125.287,2,"LINESTRING (148.1624965 -33.8964051, 148.1625656 -33.8960456, 148.1626126 -33.8957986, 148.1627062 -33.8952919)",,
841592450,,Weddin Street,secondary,50,False,True,135.695,2,"LINESTRING (148.1624965 -33.8964051, 148.1623804 -33.8970112, 148.1622657 -33.8976103)",,
688277144,B64,Camp Street,primary,50,False,False,81.394,2,"LINESTRING (148.1603187 -33.8948685, 148.1611896 -33.8949835)",,
688277144,B64,Camp Street,primary,50,False,True,13.145,2,"LINESTRING (148.1603187 -33.8948685, 148.1601781 -33.8948497)",,
73546396,,Forbes Street,residential,,True,False,137.442,,"LINESTRING (148.1603187 -33.8948685, 148.1602091 -33.895479, 148.1600859 -33.8960893)",,
841592451,,South Street,residential,,False,False,10.242,,"LINESTRING (148.1591452 -33.900953, 148.1590346 -33.9009455)",,
841592451,,South Street,residential,,False,True,111.872,,"LINESTRING (148.1591452 -33.900953, 148.1603425 -33.90111)",,
28838522,B64,Camp Street,primary,50,False,False,13.526,,"LINESTRING (148.1573909 -33.8942165, 148.1574943 -33.8943027)",,
192923572,,Main Street,residential,,True,False,33.005,,"LINESTRING (148.1573909 -33.8942165, 148.1577298 -33.8941218)",,
604044566,B64,Alexandra Street,primary,50,False,True,22.924,2,"LINESTRING (148.1573909 -33.8942165, 148.1572266 -33.8940619)",,
26946080,,East Street,residential,,False,False,273.92,,"LINESTRING (148.1632642 -33.9002503, 148.1637269 -33.897817)",,
26946079,,Rose Street,residential,,False,False,136.284,,"LINESTRING (148.1632642 -33.9002503, 148.1639939 -33.9003362, 148.1647248 -33.9004303)",,
26946079,,Rose Street,residential,,False,True,136.62400000000002,,"LINESTRING (148.1632642 -33.9002503, 148.1625335 -33.9001548, 148.1618019 -33.9000591)",,
26946123,,Dagmar Street,residential,,False,False,224.26,,"LINESTRING (148.1596312 -33.8985145, 148.1620296 -33.8988378)",,
26946123,,Dagmar Street,residential,,False,True,13.581,,"LINESTRING (148.1596312 -33.8985145, 148.159486 -33.8984947)",,
73546396,,Forbes Street,residential,,True,False,137.85899999999998,,"LINESTRING (148.1596312 -33.8985145, 148.1595214 -33.899131, 148.1594083 -33.8997404)",,
26946088,,Middle Street,residential,50,False,False,12.649,,"LINESTRING (148.1599503 -33.8960728, 148.1600859 -33.8960893)",,
26946088,,Middle Street,residential,50,False,True,224.442,,"LINESTRING (148.1599503 -33.8960728, 148.1575486 -33.8957566)",,
26946086,,Forbes Street,residential,,True,False,137.61800000000002,,"LINESTRING (148.1599503 -33.8960728, 148.1600644 -33.8954602, 148.1601604 -33.8949449, 148.1601781 -33.8948497)",,
688277144,B64,Camp Street,primary,50,False,False,13.145,2,"LINESTRING (148.1601781 -33.8948497, 148.1603187 -33.8948685)",,
23848032,,Forbes Street,tertiary,,True,False,136.496,,"LINESTRING (148.1601781 -33.8948497, 148.1601438 -33.8946611, 148.160121 -33.8944172, 148.1601028 -33.894198, 148.1600806 -33.8939317, 148.160064 -33.8936265)",,
688277144,B64,Camp Street,primary,50,False,True,223.149,2,"LINESTRING (148.1601781 -33.8948497, 148.158652 -33.8946488, 148.1580972 -33.8945766, 148.1579913 -33.8945573, 148.1578932 -33.8945338, 148.1578005 -33.8945018)",,
26946090,,Young Street,residential,,False,False,13.612,,"LINESTRING (148.15972 -33.8972718, 148.1598655 -33.8972918)",,
26946090,,Young Street,residential,,False,True,224.477,,"LINESTRING (148.15972 -33.8972718, 148.1573181 -33.8969545)",,
26946086,,Forbes Street,residential,,True,False,135.007,,"LINESTRING (148.15972 -33.8972718, 148.159834 -33.8966781, 148.1599503 -33.8960728)",,
688277144,B64,Camp Street,primary,50,False,True,131.716,2,"LINESTRING (148.1625989 -33.8951698, 148.1611896 -33.8949835)",,
726179838,B64,,primary,50,True,False,17.324,1,"LINESTRING (148.1625989 -33.8951698, 148.1626158 -33.8951335, 148.1626476 -33.8951048, 148.1626898 -33.8950878, 148.1627366 -33.8950849)",9.5,roundabout
26946129,,Weddin Street,residential,,False,False,52.486999999999995,,"LINESTRING (148.1627366 -33.8950849, 148.1627857 -33.8947896, 148.1627941 -33.8947315, 148.1627948 -33.8946749, 148.1627811 -33.8946172)",,
726179840,B64,,primary,50,True,False,18.499,1,"LINESTRING (148.1627366 -33.8950849, 148.1627752 -33.8950939, 148.1628084 -33.8951125, 148.1628329 -33.8951388, 148.1628462 -33.8951702, 148.1628468 -33.8952035)",9.5,roundabout
604044560,B64,Camp Street,primary,50,False,False,47.735,2,"LINESTRING (148.1628468 -33.8952035, 148.1633578 -33.8952697)",,
23526834,B64,,primary,50,True,False,17.977,1,"LINESTRING (148.1628468 -33.8952035, 148.1628353 -33.8952344, 148.1628129 -33.8952609, 148.1627819 -33.8952804, 148.1627451 -33.8952911, 148.1627062 -33.8952919)",9.5,roundabout
604044559,B64,Cowra Road,primary,50,False,True,11.692,2,"LINESTRING (148.1658577 -33.8954243, 148.1657403 -33.8954638)",,
841592451,,South Street,residential,,False,False,111.872,,"LINESTRING (148.1603425 -33.90111, 148.1591452 -33.900953)",,
841592451,,South Street,residential,,False,True,115.064,,"LINESTRING (148.1603425 -33.90111, 148.1614003 -33.9012547, 148.1615729 -33.9012324)",,
33119889,,Camp Street,residential,50,False,True,69.877,2,"LINESTRING (148.1570009 -33.8944402, 148.1567506 -33.8945606, 148.1566768 -33.8945902, 148.1565916 -33.8946162, 148.1565019 -33.8946292, 148.1564103 -33.8946289, 148.1562985 -33.8946193)",,
688277141,,,unclassified,50,True,False,73.842,1,"LINESTRING (148.1570009 -33.8944402, 148.1570465 -33.8943022, 148.157068 -33.8941864, 148.1570572 -33.8940484, 148.1570304 -33.8939326, 148.1569919 -33.8937885)",,
688277142,,Camp Street,residential,50,True,False,43.986,1,"LINESTRING (148.1570009 -33.8944402, 148.1571597 -33.8943247, 148.1573333 -33.8942437, 148.1573909 -33.8942165)",,
688277149,,,tertiary,,True,False,9.084,,"LINESTRING (148.160064 -33.8936265, 148.1600344 -33.8936148, 148.1600094 -33.8935971, 148.1599908 -33.8935747)",8,roundabout
688277149,,,tertiary,,True,False,9.472999999999999,,"LINESTRING (148.1600543 -33.8934308, 148.1600873 -33.8934235, 148.1601216 -33.8934239, 148.1601544 -33.8934319)",8,roundabout
696666959,,Forbes Street,tertiary,,True,False,60.455999999999996,,"LINESTRING (148.1600543 -33.8934308, 148.1600735 -33.8933521, 148.1600922 -33.8932586, 148.1601553 -33.8929625, 148.1601725 -33.8928961)",,
688277149,,,tertiary,,True,False,9.154,,"LINESTRING (148.1599862 -33.893488, 148.1600025 -33.8934641, 148.1600257 -33.8934446, 148.1600543 -33.8934308)",8,roundabout
192919313,,Main Street,residential,,True,False,94.043,,"LINESTRING (148.1602273 -33.8935117, 148.161223 -33.8936911)",,
688277149,,,tertiary,,True,False,8.453,,"LINESTRING (148.1602273 -33.8935117, 148.1602281 -33.8935371, 148.1602215 -33.8935618, 148.160208 -33.8935845)",8,roundabout
604044560,B64,Camp Street,primary,50,False,False,77.773,2,"LINESTRING (148.1633578 -33.8952697, 148.16419 -33.8953794)",,
604044560,B64,Camp Street,primary,50,False,True,47.735,2,"LINESTRING (148.1633578 -33.8952697, 148.1628468 -33.8952035)",,
