osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge
59535898,True,School Road,residential,False,20.012,"LINESTRING (145.4647353 -37.7740946, 145.4646712 -37.7740949, 145.4645935 -37.7741017, 145.4645132 -37.7741247)",,,,,
380162857,False,School Road,residential,False,40.552,"LINESTRING (145.4647353 -37.7740946, 145.4648177 -37.7741759, 145.4649013 -37.7742809, 145.4649286 -37.7743264, 145.464975 -37.7744043)",,,,,
18680719,True,Monbulk - Seville Road,primary,False,52.892999999999994,"LINESTRING (145.4611021 -37.7776354, 145.4609324 -37.7775188, 145.4608783 -37.7774691, 145.4608394 -37.777414, 145.4608177 -37.7773708, 145.4608113 -37.7773626, 145.4607815 -37.7773242, 145.4607267 -37.7772716)",1,C405,60,,
132925262,False,Monbulk - Seville Road,primary,True,284.709,"LINESTRING (145.4611021 -37.7776354, 145.4611694 -37.777688, 145.4623696 -37.7786252, 145.4623875 -37.7786402, 145.4629825 -37.7791055, 145.4631341 -37.7792333, 145.463252 -37.7793407, 145.4633676 -37.7794629)",,C405,60,,
18680629,True,Station Road,residential,False,33.194,"LINESTRING (145.4607738 -37.7765829, 145.4607976 -37.7766913, 145.460811 -37.776773, 145.4608117 -37.7768017, 145.4608123 -37.7768281, 145.4608083 -37.776879)",1,,,,
18680860,False,Station Road,residential,False,254.857,"LINESTRING (145.4607738 -37.7765829, 145.4607364 -37.776186, 145.4606506 -37.7758875, 145.4605561 -37.7756704, 145.4604418 -37.7754482, 145.4603856 -37.7753758, 145.4602364 -37.7752365, 145.4599864 -37.7750003, 145.4598828 -37.7748416, 145.4598097 -37.7746992, 145.4597631 -37.7744917)",,,,,
18680860,False,Station Road,residential,True,254.857,"LINESTRING (145.4597631 -37.7744917, 145.4598097 -37.7746992, 145.4598828 -37.7748416, 145.4599864 -37.7750003, 145.4602364 -37.7752365, 145.4603856 -37.7753758, 145.4604418 -37.7754482, 145.4605561 -37.7756704, 145.4606506 -37.7758875, 145.4607364 -37.776186, 145.4607738 -37.7765829)",,,,,
59535247,False,Drummond Road,residential,False,129.14100000000002,"LINESTRING (145.4567718 -37.7753766, 145.4566896 -37.7757583, 145.4565251 -37.7765215)",2,,,,
59535602,False,Belair Close,residential,False,258.74199999999996,"LINESTRING (145.4567718 -37.7753766, 145.4553299 -37.775167, 145.4552293 -37.7751175, 145.4551566 -37.7750664, 145.4550552 -37.7748848, 145.4551411 -37.7746812, 145.4555058 -37.7742923, 145.4555488 -37.7741979)",,,,,
59535247,False,Drummond Road,residential,False,304.14400000000006,"LINESTRING (145.4565251 -37.7765215, 145.4564573 -37.7767759, 145.4564375 -37.7768504, 145.4563281 -37.7773084, 145.4561802 -37.7779522, 145.4559984 -37.7787367, 145.4559452 -37.7789743, 145.4559351 -37.7790372, 145.4559294 -37.7790803, 145.4559341 -37.7791184, 145.4559447 -37.7791576, 145.4559699 -37.7792086)",2,,,,
59535247,False,Drummond Road,residential,True,129.14100000000002,"LINESTRING (145.4565251 -37.7765215, 145.4566896 -37.7757583, 145.4567718 -37.7753766)",2,,,,
"[149844209, 296096137]",False,"['Raleigh Street', 'Link Road']",residential,False,129.418,"LINESTRING (145.4565251 -37.7765215, 145.4565543 -37.7765334, 145.4565875 -37.7765498, 145.4565972 -37.7765546, 145.4566964 -37.7766012, 145.4569088 -37.7767003, 145.4575866 -37.7770237, 145.4577115 -37.7770972, 145.4577712 -37.7771388)",2,,50,,
149844205,False,Warburton Highway,primary,True,112.104,"LINESTRING (145.4559699 -37.7792086, 145.4548403 -37.7796769)",3,B380,60,,
59535247,False,Drummond Road,residential,True,304.14399999999995,"LINESTRING (145.4559699 -37.7792086, 145.4559447 -37.7791576, 145.4559341 -37.7791184, 145.4559294 -37.7790803, 145.4559351 -37.7790372, 145.4559452 -37.7789743, 145.4559984 -37.7787367, 145.4561802 -37.7779522, 145.4563281 -37.7773084, 145.4564375 -37.7768504, 145.4564573 -37.7767759, 145.4565251 -37.7765215)",2,,,,
"[18681682, 149844205]",False,Warburton Highway,primary,False,247.678,"LINESTRING (145.4559699 -37.7792086, 145.4560419 -37.7791785, 145.4566638 -37.7789184, 145.4567072 -37.7789003, 145.45753 -37.7785598, 145.4578549 -37.7784235, 145.4583063 -37.7782341, 145.4583354 -37.7782219, 145.4584609 -37.778167)",3,B380,"['60', '50']",,
149844205,False,Warburton Highway,primary,False,20.384,"LINESTRING (145.4546344 -37.7797613, 145.4548403 -37.7796769)",3,B380,60,,
440557973,False,Read Road,residential,True,145.639,"LINESTRING (145.4574911 -37.7822122, 145.4576087 -37.781567, 145.4576516 -37.7812702, 145.4578018 -37.7810497, 145.4578701 -37.7809553)",2,,,,
