osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref,lanes
172347579,Tasman Terrace,secondary,50,False,True,10.953,"LINESTRING (135.8606508 -34.7210972, 135.860542 -34.7210559)",,,
23367441,Bligh Street,residential,,True,False,80.984,"LINESTRING (135.8606508 -34.7210972, 135.8606316 -34.7211339, 135.8603277 -34.7217028, 135.8603121 -34.7217686)",,,
172347579,Tasman Terrace,secondary,50,False,False,236.461,"LINESTRING (135.8606508 -34.7210972, 135.8610721 -34.7212569, 135.8613324 -34.7213555, 135.8613407 -34.7213587, 135.8613886 -34.7213768, 135.8616699 -34.7214834, 135.8620902 -34.7216428, 135.8625558 -34.7218192, 135.8626182 -34.7218429, 135.8630003 -34.7219877)",,,
205193311,,unclassified,,True,False,10.012,"LINESTRING (135.8601198 -34.721854, 135.8601131 -34.7218423, 135.8601085 -34.7218301, 135.860106 -34.7218174, 135.8601057 -34.7218045, 135.8601077 -34.7217918, 135.8601119 -34.7217794, 135.8601182 -34.7217676)",roundabout,,
23367450,Eyre Street,unclassified,,False,True,65.327,"LINESTRING (135.8630003 -34.7219877, 135.8630186 -34.7219233, 135.8630287 -34.7218818, 135.8630685 -34.7217186, 135.8630957 -34.721639, 135.863111 -34.7215944, 135.8631645 -34.7214382, 135.8631715 -34.7214177)",,,
172347481,Eyre Street,residential,,False,False,57.614,"LINESTRING (135.8630003 -34.7219877, 135.8629873 -34.7220357, 135.8629774 -34.7220672, 135.8629136 -34.7222349, 135.8628977 -34.7222767, 135.8628812 -34.7223127, 135.8628047 -34.7224797)",,,
172347579,Tasman Terrace,secondary,50,False,False,161.485,"LINESTRING (135.8630003 -34.7219877, 135.8632016 -34.722064, 135.8635417 -34.7221929, 135.8642688 -34.7224686, 135.8644261 -34.7225282, 135.8646048 -34.7225959)",,,
172347579,Tasman Terrace,secondary,50,False,True,236.461,"LINESTRING (135.8630003 -34.7219877, 135.8626182 -34.7218429, 135.8625558 -34.7218192, 135.8620902 -34.7216428, 135.8616699 -34.7214834, 135.8613886 -34.7213768, 135.8613407 -34.7213587, 135.8613324 -34.7213555, 135.8610721 -34.7212569, 135.8606508 -34.7210972)",,,
830618258,Liverpool Street,trunk,,False,True,69.823,"LINESTRING (135.8622014 -34.7235473, 135.8615067 -34.723286)",,B100,
172347481,Eyre Street,residential,,False,True,94.10900000000001,"LINESTRING (135.8622014 -34.7235473, 135.8623564 -34.7232669, 135.8625309 -34.7229511, 135.8626272 -34.7227767)",,,
23367476,Light Street,secondary,,False,False,31.901,"LINESTRING (135.8549983 -34.7177785, 135.8548787 -34.7178373, 135.8548587 -34.7178471, 135.8547719 -34.7178993, 135.8547083 -34.7179376)",,,
23367487,Tasman Terrace,secondary,,False,False,117.225,"LINESTRING (135.8549983 -34.7177785, 135.8550429 -34.7177601, 135.855079 -34.71775, 135.8551122 -34.7177496, 135.8551454 -34.717753, 135.8551791 -34.7177651, 135.8552054 -34.7177844, 135.8554677 -34.7180025, 135.8558412 -34.7182991, 135.8559614 -34.7183901)",,,
100584386,King Street,residential,,False,False,166.058,"LINESTRING (135.8646048 -34.7225959, 135.8644279 -34.7226326, 135.8642668 -34.7226288, 135.8642161 -34.7226235, 135.8637743 -34.7225769, 135.8629875 -34.7224989, 135.8628047 -34.7224797)",,,
172347579,Tasman Terrace,secondary,50,False,True,161.485,"LINESTRING (135.8646048 -34.7225959, 135.8644261 -34.7225282, 135.8642688 -34.7224686, 135.8635417 -34.7221929, 135.8632016 -34.722064, 135.8630003 -34.7219877)",,,
23367511,Lewis Street,secondary,,False,False,83.34100000000001,"LINESTRING (135.8559718 -34.7185034, 135.8559448 -34.7185308, 135.8553974 -34.7190855)",,,
172347565,,secondary,,True,False,13.931999999999999,"LINESTRING (135.8559718 -34.7185034, 135.8559523 -34.7184842, 135.8559409 -34.7184609, 135.8559386 -34.7184359, 135.8559456 -34.7184116, 135.8559614 -34.7183901)",roundabout,,
100533854,Park Terrace,residential,,False,False,41.377,"LINESTRING (135.856269 -34.7235966, 135.8564938 -34.7239196)",,,
100533854,Park Terrace,residential,,False,True,31.507,"LINESTRING (135.856269 -34.7235966, 135.8561397 -34.7233952, 135.8561081 -34.723346)",,,
706363297,Adelaide Place,residential,,False,False,30.141,"LINESTRING (135.856269 -34.7235966, 135.8563522 -34.72346, 135.8564166 -34.7233542)",,,
23367511,Lewis Street,secondary,,False,False,72.685,"LINESTRING (135.8553974 -34.7190855, 135.8549067 -34.7195446, 135.854872 -34.7195762)",,,
23367511,Lewis Street,secondary,,False,True,83.34100000000001,"LINESTRING (135.8553974 -34.7190855, 135.8559448 -34.7185308, 135.8559718 -34.7185034)",,,
172347481,Eyre Street,residential,,False,True,36.794,"LINESTRING (135.8626272 -34.7227767, 135.8628047 -34.7224797)",,,
172347481,Eyre Street,residential,,False,False,94.10900000000001,"LINESTRING (135.8626272 -34.7227767, 135.8625309 -34.7229511, 135.8623564 -34.7232669, 135.8622014 -34.7235473)",,,
172347580,Washington Street,residential,,True,False,235.44100000000003,"LINESTRING (135.8626272 -34.7227767, 135.8625192 -34.7227345, 135.8621798 -34.7225992, 135.8615723 -34.7223571, 135.8615009 -34.7223286, 135.8612922 -34.7222454, 135.8609145 -34.7220795, 135.8603735 -34.7218747, 135.8603163 -34.721843)",,,
455842432,Mortlock Terrace,secondary,,False,False,14.447,"LINESTRING (135.8582131 -34.7255481, 135.8582579 -34.7254235)",,,
"[23373757, 100533854]","['Blackman Place', 'Park Terrace']","['unclassified', 'residential']",,False,True,189.20700000000002,"LINESTRING (135.8582131 -34.7255481, 135.8580991 -34.7255254, 135.8578908 -34.7254839, 135.8577122 -34.7254333, 135.8576767 -34.7254232, 135.8576015 -34.7253903, 135.8575076 -34.7252967, 135.85743 -34.7252061, 135.8571759 -34.7248327, 135.8571481 -34.7247952, 135.8568356 -34.7244028)",,,
23373827,Boston Street,unclassified,,False,False,12.258,"LINESTRING (135.8585398 -34.7247399, 135.8586633 -34.7247829)",,,
172347575,Mortlock Terrace,secondary,,True,False,88.518,"LINESTRING (135.8585398 -34.7247399, 135.8588244 -34.7242239, 135.8589379 -34.7240142)",,,
23373852,Napoleon Street,unclassified,,False,True,320.04499999999996,"LINESTRING (135.8643163 -34.7251799, 135.8642159 -34.7251417, 135.8635379 -34.7248813, 135.8630432 -34.7246971, 135.8630098 -34.7246847, 135.8611382 -34.7239711)",,,
