osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,junction
4268568,Guild Street,residential,False,False,12.214,,,"LINESTRING (145.1361485 -37.025783, 145.1361296 -37.0258918)",,
164931039,Anzac Avenue,primary,True,False,148.375,B340,60,"LINESTRING (145.1361485 -37.025783, 145.1378006 -37.0259851)",,
4268571,Railway Street,residential,False,False,261.533,,,"LINESTRING (145.1359014 -37.027021, 145.1388099 -37.0273956)",,
313637648,Guild Street,residential,False,False,122.982,,,"LINESTRING (145.1359014 -37.027021, 145.1356644 -37.0281107)",,
313637648,Guild Street,residential,False,True,121.445,,,"LINESTRING (145.1359014 -37.027021, 145.1361157 -37.0259423)",,
4268571,Railway Street,residential,False,True,250.48399999999998,,,"LINESTRING (145.1359014 -37.027021, 145.1333016 -37.026669, 145.1331326 -37.0266095)",,
4725037,Park Street,residential,False,True,263.742,,,"LINESTRING (145.1356644 -37.0281107, 145.1386027 -37.0284618)",,
313637648,Guild Street,residential,False,True,122.982,,,"LINESTRING (145.1356644 -37.0281107, 145.1359014 -37.027021)",,
4725037,Park Street,residential,False,False,286.624,,,"LINESTRING (145.1356644 -37.0281107, 145.1329837 -37.0277593, 145.1324783 -37.027693)",,
4268570,The Avenue,residential,False,False,96.285,,,"LINESTRING (145.1324783 -37.027693, 145.1325943 -37.0269407, 145.1325731 -37.0268341)",,
4725037,Park Street,residential,False,True,286.624,,,"LINESTRING (145.1324783 -37.027693, 145.1329837 -37.0277593, 145.1356644 -37.0281107)",,
4268571,Railway Street,residential,False,False,250.48399999999998,,,"LINESTRING (145.1331326 -37.0266095, 145.1333016 -37.026669, 145.1359014 -37.027021)",,
"[4268570, 4268571]","['Railway Street', 'The Avenue']",residential,False,True,55.907000000000004,,,"LINESTRING (145.1331326 -37.0266095, 145.1330148 -37.026636, 145.1327769 -37.02673, 145.1325731 -37.0268341)",,
63048944,Eliza Street,residential,False,False,118.94,,,"LINESTRING (145.1342838 -37.0253622, 145.1342179 -37.0254357, 145.1341713 -37.0254753, 145.1341256 -37.0255, 145.1331231 -37.0258679)",,
222946763,Tallarook Street,primary,False,False,19.817,B340,,"LINESTRING (145.1342838 -37.0253622, 145.1343264 -37.0253707, 145.1343774 -37.0253746, 145.1344295 -37.025369, 145.1345038 -37.0253582)",2,
222946763,Tallarook Street,primary,False,True,173.12600000000003,B340,,"LINESTRING (145.1342838 -37.0253622, 145.1342446 -37.0253474, 145.1342141 -37.0253291, 145.1341721 -37.0252938, 145.1341257 -37.0252465, 145.1340796 -37.0251959, 145.1333696 -37.0243705, 145.1331979 -37.0241777, 145.1331362 -37.0241113)",2,
803190389,Wallis Street,tertiary,False,False,122.959,,,"LINESTRING (145.1348287 -37.0233961, 145.134838 -37.023349, 145.135046 -37.022304)",2,
803190396,Wallis Street,tertiary,True,False,44.66,,,"LINESTRING (145.1348287 -37.0233961, 145.1348024 -37.0236032, 145.1347967 -37.0236644, 145.1347998 -37.0237246, 145.1348086 -37.0237961)",,
329380745,Wallis Street,tertiary,False,True,43.061,,,"LINESTRING (145.134717 -37.0245027, 145.134897 -37.0248623)",2,
172788102,Wallis Street Extension,unclassified,False,True,81.394,,,"LINESTRING (145.134717 -37.0245027, 145.1346593 -37.0245353, 145.1346203 -37.0245636, 145.1345924 -37.0245981, 145.1345745 -37.0246348, 145.1344605 -37.0251803)",,
