osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge
"[4852272, 666881589]",True,"['1', '2']",Isabella Drive,primary,80,False,138.381,"LINESTRING (149.089661 -35.4233311, 149.0899183 -35.4233563, 149.0901518 -35.4233481, 149.0903616 -35.4233274, 149.0911687 -35.4231963)",,
726568011,True,2,,primary,80,False,57.549,"LINESTRING (149.089661 -35.4233311, 149.0897181 -35.423354, 149.0897695 -35.4233847, 149.0898135 -35.4234219, 149.089849 -35.4234648, 149.0898749 -35.4235121, 149.0898905 -35.4235622, 149.0898952 -35.4236138, 149.089889 -35.4236653, 149.089872 -35.4237151, 149.0898448 -35.4237618)",roundabout,
726568015,True,2,,primary,80,False,1.007,"LINESTRING (149.0898448 -35.4237618, 149.0898384 -35.4237692)",roundabout,
4852269,True,2,,primary,80,False,55.187000000000005,"LINESTRING (149.0893883 -35.4238872, 149.0893369 -35.4238667, 149.0892842 -35.4238352, 149.0892392 -35.4237965, 149.0892034 -35.4237521, 149.0891777 -35.4237031, 149.0891631 -35.4236512, 149.0891599 -35.4235994, 149.0891677 -35.4235479, 149.0891863 -35.4234983, 149.0892018 -35.4234735)",roundabout,
"[4061478, 666881590]",True,"['1', '2']",Isabella Drive,primary,80,False,241.822,"LINESTRING (149.0893883 -35.4238872, 149.0892077 -35.423872, 149.0885212 -35.4237829, 149.0885018 -35.4237804, 149.0877897 -35.4236881, 149.0872741 -35.4236149, 149.0867588 -35.4235211)",,
4852269,True,2,,primary,80,False,0.809,"LINESTRING (149.0892018 -35.4234735, 149.0892058 -35.423467)",roundabout,
4852269,True,2,,primary,80,False,46.931999999999995,"LINESTRING (149.0892058 -35.423467, 149.0892151 -35.4234521, 149.0892533 -35.4234106, 149.0892996 -35.423375, 149.0893528 -35.4233466, 149.0894113 -35.423326, 149.0894732 -35.4233139, 149.0895367 -35.4233107, 149.0895999 -35.4233165, 149.0896497 -35.4233284)",roundabout,
"[666890464, 7978499]",True,"['1', '2']",Clive Steele Avenue,tertiary,60,False,126.36000000000001,"LINESTRING (149.0892058 -35.423467, 149.0892477 -35.4231479, 149.0892764 -35.4229245, 149.0892836 -35.4227181, 149.0892585 -35.4224859, 149.0892303 -35.4223364)",,
726568012,True,2,,primary,80,False,1.067,"LINESTRING (149.0896497 -35.4233284, 149.089661 -35.4233311)",roundabout,
726568013,True,2,,primary,80,False,0.728,"LINESTRING (149.0893955 -35.4238901, 149.0893883 -35.4238872)",roundabout,
