osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width
1039195851,2,Old Princes Highway,secondary,50,False,True,8.329,"LINESTRING (138.9053838 -35.0356475, 138.9053083 -35.0356898)",
198563767,2,Old Princes Highway,secondary,50,False,False,219.864,"LINESTRING (138.9053838 -35.0356475, 138.905681 -35.0355009, 138.905867 -35.0354295, 138.9060219 -35.0353864, 138.9061218 -35.0353586, 138.906474 -35.0353056, 138.906717 -35.0352641, 138.9068553 -35.0352293, 138.9070888 -35.0351704, 138.9073744 -35.035088, 138.9074377 -35.035065, 138.9075658 -35.0350185, 138.9076309 -35.0349727)",
44818193,2,Farquharson Street,residential,,False,False,28.123,"LINESTRING (138.9106576 -35.0345476, 138.910501 -35.0343296)",
198563767,2,Old Princes Highway,secondary,50,False,False,97.25999999999999,"LINESTRING (138.9106576 -35.0345476, 138.9108137 -35.0346298, 138.9109942 -35.0348414, 138.9113065 -35.0351296, 138.9113693 -35.03519)",
198563767,2,Old Princes Highway,secondary,50,False,True,187.35399999999998,"LINESTRING (138.9106576 -35.0345476, 138.9105031 -35.0344948, 138.9103377 -35.034468, 138.9101417 -35.0344689, 138.9086225 -35.0345844)",
545015329,2,Nixon Street,residential,50,False,True,66.712,"LINESTRING (138.9094758 -35.0326392, 138.9102085 -35.032638)",
44818193,2,Farquharson Street,residential,,False,True,212.38099999999997,"LINESTRING (138.9094758 -35.0326392, 138.9095016 -35.0328491, 138.9097654 -35.0333957, 138.910501 -35.0343296)",
253948346,,Nixon Street,residential,50,False,False,142.81900000000002,"LINESTRING (138.9094758 -35.0326392, 138.9089791 -35.0326939, 138.9088558 -35.0326812, 138.9079163 -35.0326133)",
60684555,2,Burns Street,residential,,False,True,178.041,"LINESTRING (138.9076309 -35.0349727, 138.9085601 -35.035155, 138.9086741 -35.0352086, 138.908791 -35.0353527, 138.9088587 -35.035888)",
198563767,2,Old Princes Highway,secondary,50,False,False,32.508,"LINESTRING (138.9076309 -35.0349727, 138.9077483 -35.0348774, 138.9078362 -35.0348061, 138.9078889 -35.0347709)",
198563767,2,Old Princes Highway,secondary,50,False,True,219.864,"LINESTRING (138.9076309 -35.0349727, 138.9075658 -35.0350185, 138.9074377 -35.035065, 138.9073744 -35.035088, 138.9070888 -35.0351704, 138.9068553 -35.0352293, 138.906717 -35.0352641, 138.906474 -35.0353056, 138.9061218 -35.0353586, 138.9060219 -35.0353864, 138.905867 -35.0354295, 138.905681 -35.0355009, 138.9053838 -35.0356475)",
60654046,2,Cockburn Street,residential,,False,True,66.587,"LINESTRING (138.9097512 -35.0383405, 138.9102945 -35.0379396)",
60941842,2,Britannia Road,tertiary,,False,False,61.14,"LINESTRING (138.9097512 -35.0383405, 138.9091024 -35.0381986)",
60941842,2,Britannia Road,tertiary,,False,True,170.47,"LINESTRING (138.9097512 -35.0383405, 138.9115602 -35.0387361)",
