osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,lanes
301425630,Mckay Street,primary_link,False,True,10.77,"LINESTRING (147.9001557 -36.1975953, 147.9001032 -36.1975082)",,,,
301425649,Mckay Street,residential,False,False,119.368,"LINESTRING (147.9001557 -36.1975953, 147.9001747 -36.1976278, 147.9007235 -36.1985661)",,,,
38356363,Kiell Street,residential,False,True,125.414,"LINESTRING (147.9023367 -36.1966733, 147.9017199 -36.1956612)",,,,
38356363,Kiell Street,residential,False,False,126.888,"LINESTRING (147.9023367 -36.1966733, 147.9023603 -36.1967138, 147.9026526 -36.1972147, 147.9029391 -36.1977057)",,,,
516614832,Hanson Street,primary,False,False,192.236,"LINESTRING (147.9023367 -36.1966733, 147.9015896 -36.1969644, 147.9004585 -36.1974051, 147.9004075 -36.197425)",B400,50,,
"[516614832, 226164218]",Hanson Street,primary,False,True,183.16500000000005,"LINESTRING (147.9023367 -36.1966733, 147.9025391 -36.1965913, 147.9027196 -36.1965182, 147.9029569 -36.1964222, 147.9030025 -36.1964037, 147.9030673 -36.1963775, 147.9035413 -36.1961857, 147.9035813 -36.1961695, 147.9036442 -36.196144, 147.9036493 -36.1961419, 147.9040842 -36.1959659, 147.9041612 -36.1959347)",B400,50,,
456144484,Towong Road,primary,False,True,120.05,"LINESTRING (147.9083321 -36.1938377, 147.90735 -36.1945708)",B400,50,,
"[38356349, 38356350, 38356351]",Anzac Avenue,residential,False,"[False, True]",342.36,"LINESTRING (147.9083321 -36.1938377, 147.9081813 -36.1936203, 147.9081389 -36.1935805, 147.9070566 -36.1926523, 147.9069772 -36.192628, 147.906899 -36.1926523, 147.9062044 -36.1931315, 147.9056487 -36.1935727)",,40,,
"[516615321, 486932365]",Towong Road,primary,False,False,121.713,"LINESTRING (147.9083321 -36.1938377, 147.9085473 -36.1936804, 147.9086466 -36.1936073, 147.9093348 -36.1931006)",B400,"['60', '50']",,
38356338,Wheeler Street,residential,False,False,13.446,"LINESTRING (147.9080592 -36.1956144, 147.9079334 -36.1956801)",,,,
226164213,Donaldson Street,residential,True,False,59.571,"LINESTRING (147.9080592 -36.1956144, 147.9085055 -36.196011)",,,,
38356338,Wheeler Street,residential,False,False,218.745,"LINESTRING (147.9051197 -36.1968263, 147.9029391 -36.1977057)",,,,
301595844,Jardine Street,residential,False,True,117.356,"LINESTRING (147.9051197 -36.1968263, 147.905728 -36.1977606)",,,,
38356338,Wheeler Street,residential,False,True,282.831,"LINESTRING (147.9051197 -36.1968263, 147.9060036 -36.1964694, 147.9065034 -36.1962649, 147.90656 -36.1962418, 147.9079334 -36.1956801)",,,,
301595844,Jardine Street,residential,False,False,119.028,"LINESTRING (147.9051197 -36.1968263, 147.904745 -36.1962228, 147.9045662 -36.1959461, 147.9045191 -36.1958719)",,,,
38356338,Wheeler Street,residential,False,False,15.689,"LINESTRING (147.9029391 -36.1977057, 147.9027821 -36.1977678)",,,,
38356338,Wheeler Street,residential,False,True,218.745,"LINESTRING (147.9029391 -36.1977057, 147.9051197 -36.1968263)",,,,
38356363,Kiell Street,residential,False,False,117.256,"LINESTRING (147.9029391 -36.1977057, 147.903243 -36.1982308, 147.9034836 -36.1986104, 147.9035109 -36.1986537)",,,,
38356363,Kiell Street,residential,False,True,126.888,"LINESTRING (147.9029391 -36.1977057, 147.9026526 -36.1972147, 147.9023603 -36.1967138, 147.9023367 -36.1966733)",,,,
38356339,Acocks Street,residential,False,False,13.096,"LINESTRING (147.9089927 -36.196437, 147.9088856 -36.196517)",,,,
226164213,Donaldson Street,residential,True,False,105.095,"LINESTRING (147.9089927 -36.196437, 147.9096901 -36.1969997, 147.9096917 -36.1970604, 147.909663 -36.1971459)",,,,
38356339,Acocks Street,residential,False,True,208.274,"LINESTRING (147.905728 -36.1977606, 147.9078248 -36.1969574)",,,,
301595844,Jardine Street,residential,False,False,117.356,"LINESTRING (147.905728 -36.1977606, 147.9051197 -36.1968263)",,,,
301595844,Jardine Street,residential,False,True,102.587,"LINESTRING (147.905728 -36.1977606, 147.9062325 -36.1985885)",,,,
38356340,Greenham Street,residential,False,False,208.826,"LINESTRING (147.9062325 -36.1985885, 147.908327 -36.1977699)",,,,
301595844,Jardine Street,residential,False,False,102.587,"LINESTRING (147.9062325 -36.1985885, 147.905728 -36.1977606)",,,,
"[38356363, 38356340]","['Greenham Street', 'Kiell Street']",residential,False,True,317.405,"LINESTRING (147.9062325 -36.1985885, 147.9041493 -36.1994144, 147.9040423 -36.1994272, 147.9039695 -36.1993916, 147.9035109 -36.1986537)",,,,
301595844,Jardine Street,residential,False,True,136.179,"LINESTRING (147.9062325 -36.1985885, 147.9063015 -36.1986993, 147.9064033 -36.1987659, 147.9073944 -36.1993577)",,,,
136285392,Donaldson Street,residential,False,False,13.966,"LINESTRING (147.9096151 -36.1972654, 147.909663 -36.1971459)",,,,
38356340,Greenham Street,residential,False,True,128.602,"LINESTRING (147.9096151 -36.1972654, 147.9093769 -36.1973373, 147.908327 -36.1977699)",,,,
301595844,Jardine Street,residential,False,False,136.179,"LINESTRING (147.9073944 -36.1993577, 147.9064033 -36.1987659, 147.9063015 -36.1986993, 147.9062325 -36.1985885)",,,,
38356362,Harris Street,residential,False,False,201.259,"LINESTRING (147.9039047 -36.1947822, 147.9059148 -36.1939794)",,,,
38356362,Harris Street,residential,False,True,144.388,"LINESTRING (147.9039047 -36.1947822, 147.9024565 -36.1953481)",,,,
154430308,Jardine Street,residential,False,True,114.372,"LINESTRING (147.9039047 -36.1947822, 147.904426 -36.1957208)",,,,
38356362,Harris Street,residential,False,False,14.672,"LINESTRING (147.9059148 -36.1939794, 147.9060363 -36.1938911)",,,,
38356362,Harris Street,residential,False,True,201.259,"LINESTRING (147.9059148 -36.1939794, 147.9039047 -36.1947822)",,,,
226164214,Donaldson Street,residential,True,False,48.214,"LINESTRING (147.9059148 -36.1939794, 147.9055452 -36.1936647)",,40,,
38356351,Anzac Avenue,residential,False,False,13.817,"LINESTRING (147.9055452 -36.1936647, 147.9056487 -36.1935727)",,,,
"[38356360, 38356357]","['Mckay Street', 'Strzelecki Way']",residential,False,"[False, True]",400.46399999999994,"LINESTRING (147.9017823 -36.1933775, 147.9007153 -36.1938057, 147.8984911 -36.1946982, 147.8984555 -36.1947464, 147.8984527 -36.1948057, 147.8987383 -36.1952715)",,,,
"[38356358, 38356359]",Hamilton Crescent,residential,False,True,162.19899999999998,"LINESTRING (147.9017823 -36.1933775, 147.9022934 -36.1942088, 147.9023273 -36.1942801, 147.9023356 -36.1943831, 147.9022975 -36.1944542, 147.902165 -36.1945417, 147.9020207 -36.1946109)",,,,
38356359,Hamilton Crescent,residential,False,False,82.521,"LINESTRING (147.8990558 -36.1957626, 147.8998844 -36.1954407)",,,,
38356360,Mckay Street,residential,False,False,94.165,"LINESTRING (147.8990558 -36.1957626, 147.899509 -36.1965264)",,,,
38356360,Mckay Street,residential,False,True,61.593,"LINESTRING (147.8990558 -36.1957626, 147.8987383 -36.1952715)",,,,
38356360,Mckay Street,residential,False,False,61.593,"LINESTRING (147.8987383 -36.1952715, 147.8990558 -36.1957626)",,,,
"[38356360, 38356357]","['Mckay Street', 'Strzelecki Way']",residential,False,"[False, True]",400.464,"LINESTRING (147.8987383 -36.1952715, 147.8984527 -36.1948057, 147.8984555 -36.1947464, 147.8984911 -36.1946982, 147.9007153 -36.1938057, 147.9017823 -36.1933775)",,,,
38356360,Mckay Street,residential,False,False,121.496,"LINESTRING (147.899509 -36.1965264, 147.9001032 -36.1975082)",,,,
38356360,Mckay Street,residential,False,True,94.165,"LINESTRING (147.899509 -36.1965264, 147.8990558 -36.1957626)",,,,
38356362,Harris Street,residential,False,False,220.49,"LINESTRING (147.899509 -36.1965264, 147.9017199 -36.1956612)",,,,
154430308,Jardine Street,residential,False,False,114.372,"LINESTRING (147.904426 -36.1957208, 147.9039047 -36.1947822)",,,,
154430324,,primary,True,False,10.66,"LINESTRING (147.904426 -36.1957208, 147.9044765 -36.1957114, 147.9045126 -36.1957172, 147.9045389 -36.1957291)",B400,50,roundabout,
