osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,bridge,junction,width
4298557,trunk,False,False,8.78,,,,,"LINESTRING (153.1139413 -30.2961814, 153.1140132 -30.2962302)",,,
545113700,trunk,True,False,297.383,2,A1,Grafton Street,60,"LINESTRING (153.1139413 -30.2961814, 153.1140404 -30.2960778, 153.114195 -30.2959164, 153.1146297 -30.2954554, 153.1148953 -30.2951674, 153.1153067 -30.2947323, 153.1155149 -30.2945061, 153.1156109 -30.2943967, 153.1157851 -30.2942083, 153.1158005 -30.2941917, 153.115889 -30.2941021)",,,
545113955,secondary,False,True,67.11,3,,West High Street,40,"LINESTRING (153.1139413 -30.2961814, 153.1138454 -30.296118, 153.1138273 -30.296106, 153.1138041 -30.2960907, 153.1135789 -30.2959859, 153.1134077 -30.2959042, 153.1133412 -30.2958747)",,,
7825145,residential,False,False,10.275,,,Coff Street,,"LINESTRING (153.115889 -30.2941021, 153.1159663 -30.294166)",,,
5203756,tertiary,False,False,159.286,4,,Elbow Street,,"LINESTRING (153.115889 -30.2941021, 153.1158209 -30.2940501, 153.1157959 -30.2940333, 153.1153875 -30.2937442, 153.1153366 -30.2937172, 153.1152863 -30.2937086, 153.1152107 -30.2937264, 153.1151468 -30.2937771, 153.1151243 -30.2938005, 153.1149155 -30.2940182, 153.1148665 -30.2940713, 153.1147427 -30.2942058, 153.1146637 -30.2942465)",,,
"[572444265, 545113700, 172990663]",trunk,True,False,205.861,2,A1,Grafton Street,60,"LINESTRING (153.115889 -30.2941021, 153.1159631 -30.2940267, 153.1162103 -30.2937605, 153.1164611 -30.2934988, 153.1165774 -30.2933734, 153.1168974 -30.2930271, 153.1172279 -30.2926563)",yes,,
4298564,residential,False,False,15.029,,,McLean Street,,"LINESTRING (153.1120222 -30.2983712, 153.1121763 -30.298395)",,,
4298562,residential,False,True,315.99199999999996,,,Elizabeth Street,,"LINESTRING (153.1120222 -30.2983712, 153.1115491 -30.2989095, 153.111371 -30.2991079, 153.1111432 -30.2993704, 153.1108955 -30.2996557, 153.1107221 -30.2998507, 153.1105276 -30.3000737, 153.1103786 -30.3002436, 153.1101639 -30.3004753, 153.1101297 -30.3005378, 153.1100878 -30.300659)",,,
4298564,residential,False,True,78.698,,,McLean Street,,"LINESTRING (153.1120222 -30.2983712, 153.1118376 -30.2983432, 153.1113746 -30.2982732, 153.1113103 -30.2982635, 153.1112148 -30.298249)",,,
8072213,residential,True,False,23.304,,,,,"LINESTRING (153.1168852 -30.2971908, 153.1169198 -30.2971646, 153.1169622 -30.2971492, 153.1170081 -30.2971463, 153.1170527 -30.2971561, 153.1171004 -30.2971856)",,roundabout,
192064897,residential,False,False,63.67700000000001,,,Vernon Street,,"LINESTRING (153.1168852 -30.2971908, 153.1165315 -30.2969518, 153.1163634 -30.2968373)",,,
4298569,tertiary,True,False,15.154,2,,,50,"LINESTRING (153.1181173 -30.2991588, 153.1181308 -30.2991263, 153.1181537 -30.2990992, 153.118185 -30.2990784, 153.1182219 -30.2990662)",,roundabout,
442980910,tertiary,True,False,35.182,2,,Harbour Drive,50,"LINESTRING (153.1181173 -30.2991588, 153.1180645 -30.2991085, 153.1180398 -30.2990852, 153.1178626 -30.2989314)",,,
4298569,tertiary,True,False,15.094,2,,,50,"LINESTRING (153.1183865 -30.2992098, 153.118372 -30.2992413, 153.1183478 -30.2992681, 153.1183158 -30.2992878, 153.1182787 -30.299299)",,roundabout,
5203756,tertiary,False,False,118.38300000000001,4,,Elbow Street,,"LINESTRING (153.1146637 -30.2942465, 153.1145949 -30.2942651, 153.1144941 -30.2942589, 153.1143161 -30.2942335, 153.114056 -30.2941958, 153.1139305 -30.2941778, 153.1136208 -30.2941333, 153.1135522 -30.2941294, 153.1135086 -30.2941354, 153.1134494 -30.2941502)",,,
5203756,tertiary,False,True,159.286,4,,Elbow Street,,"LINESTRING (153.1146637 -30.2942465, 153.1147427 -30.2942058, 153.1148665 -30.2940713, 153.1149155 -30.2940182, 153.1151243 -30.2938005, 153.1151468 -30.2937771, 153.1152107 -30.2937264, 153.1152863 -30.2937086, 153.1153366 -30.2937172, 153.1153875 -30.2937442, 153.1157959 -30.2940333, 153.1158209 -30.2940501, 153.115889 -30.2941021)",,,
5203758,residential,True,False,225.63899999999998,1,,Cox Lane,,"LINESTRING (153.1146637 -30.2942465, 153.1146594 -30.294327, 153.1146269 -30.2943647, 153.1145125 -30.2944961, 153.1139922 -30.2950421, 153.1139248 -30.2951131, 153.1138848 -30.2951553, 153.1137063 -30.2953435, 153.1136633 -30.2953888, 153.1135976 -30.2954581, 153.1135335 -30.2955256, 153.1133697 -30.2956982, 153.1133497 -30.2957408, 153.1133375 -30.295766, 153.1133412 -30.2958747)",,,
5203756,tertiary,False,True,118.383,4,,Elbow Street,,"LINESTRING (153.1134494 -30.2941502, 153.1135086 -30.2941354, 153.1135522 -30.2941294, 153.1136208 -30.2941333, 153.1139305 -30.2941778, 153.114056 -30.2941958, 153.1143161 -30.2942335, 153.1144941 -30.2942589, 153.1145949 -30.2942651, 153.1146637 -30.2942465)",,,
7691795,tertiary,False,True,57.937999999999995,4,,Moonee Street,,"LINESTRING (153.1134494 -30.2941502, 153.1133957 -30.2941861, 153.1133447 -30.2942293, 153.1133238 -30.2942599, 153.1133045 -30.2942919, 153.1132963 -30.2943253, 153.1132727 -30.2944412, 153.1132463 -30.2945087, 153.113156 -30.2945806)",,,
22904134,residential,False,False,64.119,,,Moonee Street,,"LINESTRING (153.1134494 -30.2941502, 153.1133517 -30.2940233, 153.1133353 -30.2939664, 153.1133348 -30.293914, 153.1133825 -30.2936035)",,,
7691795,tertiary,False,False,57.938,4,,Moonee Street,,"LINESTRING (153.113156 -30.2945806, 153.1132463 -30.2945087, 153.1132727 -30.2944412, 153.1132963 -30.2943253, 153.1133045 -30.2942919, 153.1133238 -30.2942599, 153.1133447 -30.2942293, 153.1133957 -30.2941861, 153.1134494 -30.2941502)",,,
7691802,tertiary,False,False,216.355,,,Scarba Street,,"LINESTRING (153.113156 -30.2945806, 153.1128794 -30.2946318, 153.1126864 -30.2946544, 153.1124349 -30.294632, 153.1109338 -30.29441)",,,
8166447,tertiary,False,False,117.72699999999999,,,Moonee Street,40,"LINESTRING (153.113156 -30.2945806, 153.1131969 -30.2946763, 153.1132091 -30.2947047, 153.1132069 -30.294773, 153.1130741 -30.2954622, 153.1130529 -30.2955865, 153.1130477 -30.29562)",,,
7691805,residential,False,False,159.831,,,Murdock Street,,"LINESTRING (153.1109338 -30.29441, 153.1106585 -30.2958276)",,,
"[7691802, 371884650, 371884647]",tertiary,False,False,241.996,,,Scarba Street,,"LINESTRING (153.1109338 -30.29441, 153.1105595 -30.2943472, 153.1103524 -30.2942894, 153.110098 -30.2941928, 153.1098749 -30.2940748, 153.1096013 -30.2939058, 153.1094014 -30.2937463, 153.1088701 -30.293261)",yes,,
7691802,tertiary,False,True,216.355,,,Scarba Street,,"LINESTRING (153.1109338 -30.29441, 153.1124349 -30.294632, 153.1126864 -30.2946544, 153.1128794 -30.2946318, 153.113156 -30.2945806)",,,
7691805,residential,False,True,159.831,,,Murdock Street,,"LINESTRING (153.1106585 -30.2958276, 153.1109338 -30.29441)",,,
7659203,secondary,False,True,97.77,2,,West High Street,50,"LINESTRING (153.1106585 -30.2958276, 153.1108225 -30.2958574, 153.110924 -30.2958641, 153.1116728 -30.2958774)",,,
466854840,secondary,False,True,162.926,2,,West High Street,50,"LINESTRING (153.1106585 -30.2958276, 153.1098493 -30.2956528, 153.1094565 -30.2955681, 153.1090122 -30.2954722)",,,
7659203,secondary,False,False,97.77,2,,West High Street,50,"LINESTRING (153.1116728 -30.2958774, 153.110924 -30.2958641, 153.1108225 -30.2958574, 153.1106585 -30.2958276)",,,
"[617609601, 7659203]",secondary,False,True,120.66299999999998,2,,West High Street,"['40', '50']","LINESTRING (153.1116728 -30.2958774, 153.1119072 -30.2958406, 153.1121049 -30.2958095, 153.1122653 -30.295781, 153.1124189 -30.2957524, 153.1127053 -30.2957045, 153.1128189 -30.2956945, 153.1128811 -30.2956945, 153.1129085 -30.2957015)",,,
