osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref,junction
23086527,2,Thule Street,secondary,50,False,False,228.71599999999998,"LINESTRING (144.1251616 -35.6298675, 144.1252431 -35.6296008, 144.1255324 -35.6278343)",,,
"[166576633, 52014867]",,"['Cobwell Street', 'Murray Street']",residential,50,False,True,310.336,"LINESTRING (144.1251616 -35.6298675, 144.1251017 -35.6298274, 144.1244754 -35.6295906, 144.1241477 -35.6294438, 144.123974 -35.629298, 144.1238797 -35.6291354, 144.1238306 -35.6289513, 144.1238495 -35.6287564, 144.1240236 -35.6276699)",,,
"[128361029, 223623502, 173705391, 945679191, 945679193]","['1', '2']","['Thule Street', 'Grigg Road']",secondary,"['60', '50']",False,"[False, True]",163.48299999999998,"LINESTRING (144.1251616 -35.6298675, 144.1250342 -35.6301044, 144.1248505 -35.6304697, 144.1247579 -35.6306412, 144.1245996 -35.6309485, 144.1245447 -35.6310659, 144.1244717 -35.6312263)","['yes', 'movable']",C264,
945679194,1,Murray Street,tertiary,50,True,False,35.879000000000005,"LINESTRING (144.1251616 -35.6298675, 144.1252291 -35.629846, 144.1254504 -35.629883, 144.1255292 -35.6299311)",,,
222447930,,Noorong Street,residential,50,False,False,192.429,"LINESTRING (144.128527 -35.6281659, 144.1285524 -35.6279853, 144.1288123 -35.626451)",,,
"[222447930, 945679246]",,Noorong Street,residential,50,False,True,191.958,"LINESTRING (144.128527 -35.6281659, 144.1284534 -35.6285912, 144.1282313 -35.6298754)",,,
945679244,,Wakool Street,residential,50,False,False,137.16899999999998,"LINESTRING (144.128527 -35.6281659, 144.1277745 -35.6280803, 144.1270238 -35.627996)",,,
"[945679244, 945679245]",,Wakool Street,residential,50,False,True,136.31900000000002,"LINESTRING (144.128527 -35.6281659, 144.1292753 -35.6282426, 144.1296435 -35.6282847, 144.130022 -35.6283279)",,,
23086527,2,Thule Street,secondary,50,False,False,190.562,"LINESTRING (144.1255324 -35.6278343, 144.1258104 -35.6261355)",,,
23086527,2,Thule Street,secondary,50,False,True,228.71599999999998,"LINESTRING (144.1255324 -35.6278343, 144.1252431 -35.6296008, 144.1251616 -35.6298675)",,,
173705440,,Wakool Street,residential,50,False,False,137.594,"LINESTRING (144.1255324 -35.6278343, 144.1247772 -35.6277581, 144.1240236 -35.6276699)",,,
"[173705440, 945679244]",,Wakool Street,residential,50,False,True,135.988,"LINESTRING (144.1255324 -35.6278343, 144.1262711 -35.6279136, 144.1266036 -35.62795, 144.1270238 -35.627996)",,,
945679207,2,Murray Street,tertiary,50,False,True,30.306,"LINESTRING (144.1331592 -35.630778, 144.1328268 -35.6307421)",,,
210889275,,Punt Road,tertiary,50,False,False,232.648,"LINESTRING (144.1331592 -35.630778, 144.1331729 -35.6307026, 144.1335361 -35.6287083)",,,
210889275,,Punt Road,tertiary,50,False,True,232.648,"LINESTRING (144.1335361 -35.6287083, 144.1331729 -35.6307026, 144.1331592 -35.630778)",,,
945679245,,Wakool Street,residential,50,False,False,33.371,"LINESTRING (144.1335361 -35.6287083, 144.1333949 -35.6286931, 144.1331701 -35.6286687)",,,
403942545,2,Gonn Street,secondary,50,False,False,51.095,"LINESTRING (144.1282094 -35.6242821, 144.1276487 -35.6242236)",,,
403942545,2,Gonn Street,secondary,50,False,True,16.783,"LINESTRING (144.1282094 -35.6242821, 144.1283934 -35.6243024)",,,
403942546,2,Gonn Street,secondary,50,False,True,136.90699999999998,"LINESTRING (144.132148 -35.6247186, 144.1314049 -35.6246349, 144.1306488 -35.624543)",,,
"[945679249, 52014807]",,Forest Street,residential,50,False,False,231.973,"LINESTRING (144.132148 -35.6247186, 144.1320984 -35.625018, 144.1318139 -35.6267343, 144.1318053 -35.6267861)",,,
52014807,,Forest Street,residential,50,False,False,231.74900000000002,"LINESTRING (144.1315191 -35.6284913, 144.1315066 -35.6285668, 144.1311876 -35.6304904, 144.1311799 -35.6305571)",,,
52014807,,Forest Street,residential,50,False,True,191.367,"LINESTRING (144.1315191 -35.6284913, 144.1315296 -35.6284283, 144.1317936 -35.6268494, 144.1318053 -35.6267861)",,,
945679245,,Wakool Street,residential,50,False,False,136.524,"LINESTRING (144.1315191 -35.6284913, 144.1307412 -35.6284088, 144.130022 -35.6283279)",,,
945679245,,Wakool Street,residential,50,False,True,150.522,"LINESTRING (144.1315191 -35.6284913, 144.1322395 -35.6285628, 144.1331701 -35.6286687)",,,
52014807,,Forest Street,residential,50,False,True,231.74900000000002,"LINESTRING (144.1311799 -35.6305571, 144.1311876 -35.6304904, 144.1315066 -35.6285668, 144.1315191 -35.6284913)",,,
945679207,2,Murray Street,tertiary,50,False,False,150.25900000000001,"LINESTRING (144.1311799 -35.6305571, 144.131927 -35.6306419, 144.1328268 -35.6307421)",,,
945679207,2,Murray Street,tertiary,50,False,True,136.963,"LINESTRING (144.1311799 -35.6305571, 144.1304214 -35.6304734, 144.1301192 -35.6304411, 144.1296778 -35.630394)",,,
52014811,,Punt Road,residential,50,False,True,190.393,"LINESTRING (144.1331701 -35.6286687, 144.1334533 -35.626972)",,,
52014811,,Punt Road,residential,50,False,False,232.63,"LINESTRING (144.1331701 -35.6286687, 144.1328384 -35.6306722, 144.1328268 -35.6307421)",,,
945679245,,Wakool Street,residential,50,False,False,150.522,"LINESTRING (144.1331701 -35.6286687, 144.1322395 -35.6285628, 144.1315191 -35.6284913)",,,
945679245,,Wakool Street,residential,50,False,True,33.371,"LINESTRING (144.1331701 -35.6286687, 144.1333949 -35.6286931, 144.1335361 -35.6287083)",,,
945679207,2,Murray Street,tertiary,50,False,False,30.306,"LINESTRING (144.1328268 -35.6307421, 144.1331592 -35.630778)",,,
52014811,,Punt Road,residential,50,False,True,232.63,"LINESTRING (144.1328268 -35.6307421, 144.1328384 -35.6306722, 144.1331701 -35.6286687)",,,
945679207,2,Murray Street,tertiary,50,False,True,150.25900000000001,"LINESTRING (144.1328268 -35.6307421, 144.131927 -35.6306419, 144.1311799 -35.6305571)",,,
52014817,,Niemur Street,residential,50,False,False,231.839,"LINESTRING (144.1296778 -35.630394, 144.1296929 -35.6303124, 144.1300105 -35.6283973, 144.130022 -35.6283279)",,,
945679207,2,Murray Street,tertiary,50,False,False,136.963,"LINESTRING (144.1296778 -35.630394, 144.1301192 -35.6304411, 144.1304214 -35.6304734, 144.1311799 -35.6305571)",,,
