osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,access,tunnel,junction
8113464,False,2,unclassified,50,True,302.51700000000005,"LINESTRING (153.0048192 -27.4713188, 153.0047314 -27.4713476, 153.0047088 -27.471355, 153.0027392 -27.4720234, 153.0024454 -27.4721232, 153.0024052 -27.4721368, 153.0022212 -27.4721994, 153.0021424 -27.4722273, 153.002083 -27.4722575, 153.0020469 -27.4722862, 153.0019942 -27.4723436)",,Douglas Street,,,
780222162,False,4,tertiary,40,False,39.194,"LINESTRING (153.0048192 -27.4713188, 153.0048557 -27.4714047, 153.0048657 -27.471428, 153.0049594 -27.4716486)",,Park Road,,,
780222162,False,4,tertiary,40,True,102.19,"LINESTRING (153.0048192 -27.4713188, 153.0047739 -27.4712122, 153.0047649 -27.4711911, 153.0046666 -27.4709598, 153.0044537 -27.4704589)",,Park Road,,,
8081505,False,,unclassified,50,True,64.113,"LINESTRING (153.0043605 -27.472979, 153.0037268 -27.4728512)",,Graham Street,,,
8081505,False,,unclassified,50,False,46.767,"LINESTRING (153.0043605 -27.472979, 153.0044397 -27.4729959, 153.0048231 -27.4730708)",,Graham Street,,,
"[8113466, 9966071]",False,2,unclassified,50,False,204.741,"LINESTRING (153.0043605 -27.472979, 153.0043394 -27.4729257, 153.0043188 -27.4728773, 153.004175 -27.4725404, 153.0040386 -27.4722323, 153.0040268 -27.4722022, 153.0040238 -27.4721796, 153.0040247 -27.4721608, 153.0040325 -27.4721422, 153.0040536 -27.4721232, 153.0040893 -27.4721027, 153.0044993 -27.4719629, 153.004541 -27.4719526, 153.0046418 -27.4719351, 153.0047005 -27.4719183, 153.004937 -27.4718367, 153.0049669 -27.471826, 153.0050262 -27.4718057)",,"['Marie Street', 'Fort Lane']",,,
8113470,False,,residential,50,True,61.125,"LINESTRING (153.0025437 -27.4711252, 153.0023461 -27.4706042)",,Bergin Street,,,
9325532,False,,residential,50,False,102.53,"LINESTRING (153.0025437 -27.4711252, 153.0035066 -27.4707783)",,Gordon Street,,,
"[9325532, 8113469]",False,,residential,50,True,209.79199999999994,"LINESTRING (153.0025437 -27.4711252, 153.0015706 -27.4714793, 153.0017221 -27.4718332, 153.0018566 -27.4721782, 153.0018768 -27.4722239, 153.0018891 -27.472245, 153.0018945 -27.4722542, 153.0019116 -27.4722764, 153.0019285 -27.4722939, 153.0019528 -27.4723155, 153.0019942 -27.4723436)",,"['Gordon Street', 'Dorsey Street']",,,
9325532,False,,residential,50,True,102.53,"LINESTRING (153.0035066 -27.4707783, 153.0025437 -27.4711252)",,Gordon Street,,,
8113474,False,,residential,50,True,108.491,"LINESTRING (153.0035066 -27.4707783, 153.0034803 -27.4707175, 153.0031114 -27.4698678)",,Sheehan Street,,,
9325532,False,,residential,50,False,99.961,"LINESTRING (153.0035066 -27.4707783, 153.0043627 -27.4704896, 153.0044537 -27.4704589)",,Gordon Street,,,
8113470,False,,residential,50,False,61.125,"LINESTRING (153.0023461 -27.4706042, 153.0025437 -27.4711252)",,Bergin Street,,,
8113474,False,,residential,50,False,108.491,"LINESTRING (153.0031114 -27.4698678, 153.0034803 -27.4707175, 153.0035066 -27.4707783)",,Sheehan Street,,,
9702269,False,2,tertiary,50,True,16.548,"LINESTRING (153.0054979 -27.4651273, 153.0056548 -27.4650747)",,Heussler Terrace,,,
"[8039744, 10635967]",False,,residential,50,False,247.41200000000003,"LINESTRING (153.0054979 -27.4651273, 153.0055215 -27.4651815, 153.0055298 -27.4652005, 153.0057303 -27.4656853, 153.0057872 -27.4658172, 153.0058394 -27.4659381, 153.0063129 -27.4670443, 153.0063325 -27.4670905, 153.0064695 -27.4670545)",,"['Finchley Street', 'Black Street']",,,
9702269,False,2,tertiary,50,False,44.092,"LINESTRING (153.0054979 -27.4651273, 153.0052111 -27.4652234, 153.005141 -27.4652391, 153.0050735 -27.4652466)",,Heussler Terrace,,,
9702269,False,2,tertiary,50,False,84.892,"LINESTRING (153.0043318 -27.4653349, 153.0041972 -27.4654532, 153.0041151 -27.4655208, 153.004033 -27.4655778, 153.0039611 -27.4656246, 153.0038857 -27.4656631, 153.0037835 -27.465708, 153.0036307 -27.4657621)",,Heussler Terrace,,,
9702269,False,2,tertiary,50,True,76.272,"LINESTRING (153.0043318 -27.4653349, 153.0043735 -27.4653069, 153.0044179 -27.465282, 153.0044682 -27.4652591, 153.0045225 -27.4652414, 153.0045812 -27.4652284, 153.004641 -27.4652246, 153.0046973 -27.4652278, 153.0049303 -27.4652432, 153.0050027 -27.4652473, 153.0050735 -27.4652466)",,Heussler Terrace,,,
9702269,False,2,tertiary,50,False,102.109,"LINESTRING (153.0036307 -27.4657621, 153.0026633 -27.4660884)",,Heussler Terrace,,,
9702269,False,2,tertiary,50,True,84.892,"LINESTRING (153.0036307 -27.4657621, 153.0037835 -27.465708, 153.0038857 -27.4656631, 153.0039611 -27.4656246, 153.004033 -27.4655778, 153.0041151 -27.4655208, 153.0041972 -27.4654532, 153.0043318 -27.4653349)",,Heussler Terrace,,,
9702269,False,2,tertiary,50,False,49.486,"LINESTRING (153.0026633 -27.4660884, 153.0021928 -27.4662426)",,Heussler Terrace,,,
9702269,False,2,tertiary,50,True,102.109,"LINESTRING (153.0026633 -27.4660884, 153.0036307 -27.4657621)",,Heussler Terrace,,,
9702493,False,,residential,,False,87.292,"LINESTRING (153.0026633 -27.4660884, 153.0026324 -27.4660165, 153.0023477 -27.465355)",,Emma Street,,,
9702269,False,2,tertiary,50,True,49.486,"LINESTRING (153.0021928 -27.4662426, 153.0026633 -27.4660884)",,Heussler Terrace,,,
"[1047516348, 9702269, 1047516342]",False,"['2', '3']",tertiary,50,False,110.283,"LINESTRING (153.0021928 -27.4662426, 153.001804 -27.4663721, 153.0013089 -27.466537, 153.0012759 -27.4665481, 153.0012241 -27.4665756, 153.0011656 -27.4666214)",,Heussler Terrace,,,
108064069,False,,tertiary,50,True,13.627,"LINESTRING (153.0010601 -27.4667005, 153.0011656 -27.4666214)",,Heussler Terrace,,,
108064070,False,3,tertiary,40,True,14.382,"LINESTRING (153.0010601 -27.4667005, 153.001189 -27.4667609)",,Baroona Road,,,
10635965,False,,residential,50,False,48.92,"LINESTRING (153.0079429 -27.4659675, 153.008309 -27.4658372, 153.0084029 -27.4658033)",,Cordova Street,,,
9702269,False,2,tertiary,50,False,16.548,"LINESTRING (153.0056548 -27.4650747, 153.0054979 -27.4651273)",,Heussler Terrace,,,
9702493,False,,residential,,True,87.292,"LINESTRING (153.0023477 -27.465355, 153.0026324 -27.4660165, 153.0026633 -27.4660884)",,Emma Street,,,
1047516355,False,4,tertiary,60,False,54.821,"LINESTRING (153.0021466 -27.4677189, 153.0017896 -27.4673411)",,Baroona Road,,,
9702545,False,,residential,50,False,278.859,"LINESTRING (153.0021466 -27.4677189, 153.0020828 -27.4677676, 153.0017497 -27.468022, 153.0013971 -27.4682954, 153.0013876 -27.4683027, 153.001364 -27.4683299, 153.0013597 -27.4683629, 153.0013742 -27.4683961, 153.0017244 -27.4689409, 153.0018557 -27.4690947, 153.002272 -27.4695582, 153.0022896 -27.4695778, 153.0023438 -27.4696361)",,Wight Street,,,
"[1047516355, 9702486]",False,4,tertiary,60,True,154.499,"LINESTRING (153.0021466 -27.4677189, 153.0023663 -27.4679487, 153.0025095 -27.4680949, 153.0027889 -27.4683866, 153.0029304 -27.4685359, 153.0031648 -27.4687745)",,Baroona Road,,,
9702545,False,,residential,50,True,278.85900000000004,"LINESTRING (153.0023438 -27.4696361, 153.0022896 -27.4695778, 153.002272 -27.4695582, 153.0018557 -27.4690947, 153.0017244 -27.4689409, 153.0013742 -27.4683961, 153.0013597 -27.4683629, 153.001364 -27.4683299, 153.0013876 -27.4683027, 153.0013971 -27.4682954, 153.0017497 -27.468022, 153.0020828 -27.4677676, 153.0021466 -27.4677189)",,Wight Street,,,
"[988202224, 988202225]",False,4,primary,60,True,99.279,"LINESTRING (153.0023438 -27.4696361, 153.0030474 -27.4693876, 153.003279 -27.4693065)",32,Milton Road,,,
1047516355,False,4,tertiary,60,True,54.821,"LINESTRING (153.0017896 -27.4673411, 153.0021466 -27.4677189)",,Baroona Road,,,
"[1047516346, 1047516355, 1047516347]",False,4,tertiary,60,False,87.776,"LINESTRING (153.0017896 -27.4673411, 153.0016191 -27.4671635, 153.0014684 -27.4670067, 153.0013889 -27.4669215, 153.0013286 -27.4668678, 153.0012155 -27.4667815, 153.001189 -27.4667609)",,Baroona Road,,,
8081505,False,,unclassified,50,False,64.113,"LINESTRING (153.0037268 -27.4728512, 153.0043605 -27.472979)",,Graham Street,,,
8081505,False,,unclassified,50,True,14.813,"LINESTRING (153.0037268 -27.4728512, 153.0035804 -27.4728216)",,Graham Street,,,
9966068,False,,unclassified,50,False,51.08,"LINESTRING (153.0037268 -27.4728512, 153.0037029 -27.4729506, 153.003672 -27.4729911, 153.0036399 -27.4730256, 153.0036036 -27.4730647, 153.0035795 -27.4731053, 153.003443 -27.4732211)",,Gardner Close,,,
9702276,False,2,tertiary,60,False,34.947,"LINESTRING (153.0084632 -27.4662162, 153.0085397 -27.4664316, 153.0085732 -27.4665149)",,Castlemaine Street,,,
9702276,False,2,tertiary,60,True,46.32299999999999,"LINESTRING (153.0084632 -27.4662162, 153.0084351 -27.4660675, 153.0084163 -27.4659414, 153.0084029 -27.4658033)",,Castlemaine Street,,,
"[10635960, 64545715, 64545716]",False,,residential,50,False,172.985,"LINESTRING (153.0084632 -27.4662162, 153.008545 -27.4661948, 153.0085889 -27.4661879, 153.0086577 -27.466177, 153.0089074 -27.4662023, 153.0090517 -27.4662241, 153.0096747 -27.466318, 153.0099892 -27.4663632, 153.0101919 -27.4663923)",,Chippendall Street,,yes,
"[10635960, 64545715, 64545716]",False,,residential,50,True,172.98499999999999,"LINESTRING (153.0101919 -27.4663923, 153.0099892 -27.4663632, 153.0096747 -27.466318, 153.0090517 -27.4662241, 153.0089074 -27.4662023, 153.0086577 -27.466177, 153.0085889 -27.4661879, 153.008545 -27.4661948, 153.0084632 -27.4662162)",,Chippendall Street,,yes,
108064069,False,,tertiary,50,False,13.627,"LINESTRING (153.0011656 -27.4666214, 153.0010601 -27.4667005)",,Heussler Terrace,,,
9702427,False,3,tertiary,50,True,15.963,"LINESTRING (153.0011656 -27.4666214, 153.0011649 -27.4666494, 153.0011638 -27.4666895, 153.0011735 -27.4667329, 153.001189 -27.4667609)",,Fernberg Road,,,
"[1047516348, 9702269, 1047516342]",False,"['2', '3']",tertiary,50,True,110.283,"LINESTRING (153.0011656 -27.4666214, 153.0012241 -27.4665756, 153.0012759 -27.4665481, 153.0013089 -27.466537, 153.001804 -27.4663721, 153.0021928 -27.4662426)",,Heussler Terrace,,,
