osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,access,tunnel,junction
9702497,True,1,primary_link,60,False,34.472,"LINESTRING (153.003279 -27.4693065, 153.0033054 -27.469235, 153.0033363 -27.4691957, 153.0033626 -27.4691752, 153.0033867 -27.4691397, 153.0033927 -27.4691144, 153.0033962 -27.4690773, 153.0033756 -27.4690294)",,,,,
"[988202224, 988202225]",False,4,primary,60,False,99.279,"LINESTRING (153.003279 -27.4693065, 153.0030474 -27.4693876, 153.0023438 -27.4696361)",32,Milton Road,,,
1047516354,False,4,primary,60,True,45.641,"LINESTRING (153.003279 -27.4693065, 153.0035293 -27.4692215, 153.0036153 -27.4691914, 153.0037104 -27.4691583)",32,Milton Road,,,
56063665,False,5,primary,60,False,14.914,"LINESTRING (153.0038509 -27.4691088, 153.0037104 -27.4691583)",32,Milton Road,,,
"[38655099, 1052058565, 1218710615]",False,"['4', '5']",primary,60,True,323.128,"LINESTRING (153.0038509 -27.4691088, 153.003989 -27.4690626, 153.0046113 -27.4688467, 153.0065761 -27.4681885, 153.0069118 -27.468075)",32,Milton Road,,,
1047516353,True,2,tertiary,40,False,47.506,"LINESTRING (153.0038509 -27.4691088, 153.0038885 -27.4691323, 153.0039207 -27.469157, 153.0039414 -27.4691847, 153.0039696 -27.4692309, 153.0040293 -27.4694064, 153.0040351 -27.4694858)",,Park Road,,,
8039745,False,,residential,50,False,121.579,"LINESTRING (153.0069118 -27.468075, 153.0068839 -27.46801, 153.0068712 -27.4679805, 153.0067659 -27.4677361, 153.0064937 -27.4671052, 153.0064695 -27.4670545)",,Paten Street,,,
114627438,False,5,primary,60,True,44.308,"LINESTRING (153.0069118 -27.468075, 153.0072044 -27.4679761, 153.0072321 -27.4679668, 153.0073315 -27.4679332)",32,Milton Road,,,
"[38655099, 1052058565, 1218710615]",False,"['4', '5']",primary,60,False,323.128,"LINESTRING (153.0069118 -27.468075, 153.0065761 -27.4681885, 153.0046113 -27.4688467, 153.003989 -27.4690626, 153.0038509 -27.4691088)",32,Milton Road,,,
1238809956,False,,residential,50,True,7.824,"LINESTRING (153.0083113 -27.4675544, 153.0083391 -27.4676203)",,Granzella Street,no,,
8039746,False,,residential,50,False,97.96900000000001,"LINESTRING (153.0083113 -27.4675544, 153.0083005 -27.4675282, 153.0082939 -27.4675131, 153.007971 -27.4667267)",,Granzella Street,,,
28682438,True,2,primary,60,False,64.291,"LINESTRING (153.0083113 -27.4675544, 153.0083921 -27.4675301, 153.0087771 -27.467401, 153.0089206 -27.4673496)",32,Milton Road,,,
312190660,False,3,tertiary,60,False,11.339,"LINESTRING (153.0089206 -27.4673496, 153.0089612 -27.467445)",,Castlemaine Street,,,
780996654,True,2,primary,60,False,26.913,"LINESTRING (153.0089206 -27.4673496, 153.0091766 -27.467266)",32,Milton Road,,,
1218710616,False,3,tertiary,60,True,98.94099999999999,"LINESTRING (153.0089206 -27.4673496, 153.0088888 -27.4672733, 153.008878 -27.4672473, 153.0085732 -27.4665149)",,Castlemaine Street,,,
581406108,True,3,primary,60,False,13.328,"LINESTRING (153.0051175 -27.4731827, 153.0052236 -27.4731085)",33,Coronation Drive,,,
1054336236,True,1,unclassified,50,False,23.183999999999997,"LINESTRING (153.0051175 -27.4731827, 153.005042 -27.4731518, 153.0049937 -27.4731328, 153.004948 -27.4731173, 153.0048997 -27.4731055)",,Graham Street,,,
114628325,True,,tertiary,50,False,10.342,"LINESTRING (153.0084077 -27.4705443, 153.0084403 -27.4706327)",,Cribb Street,,,
114628327,True,,primary,60,False,24.587,"LINESTRING (153.0084077 -27.4705443, 153.0085052 -27.4704657, 153.0085896 -27.4703932)",33,Coronation Drive,,,
"[273239304, 1218710613]",False,"['2', '3']",tertiary,50,True,86.753,"LINESTRING (153.0084077 -27.4705443, 153.0083746 -27.4704697, 153.0083541 -27.4704218, 153.0082125 -27.4700755, 153.0081048 -27.4698119)",,Cribb Street,,,
1060029566,True,3,primary,60,False,15.611,"LINESTRING (153.0055139 -27.4728918, 153.0056342 -27.4728006)",33,Coronation Drive,,,
1054336238,True,2,tertiary,40,False,26.378,"LINESTRING (153.0055139 -27.4728918, 153.0054821 -27.4728693, 153.0054566 -27.4728469, 153.0054197 -27.4727819, 153.0053993 -27.4726871)",,Park Road,,,
53260157,True,3,primary,60,False,112.654,"LINESTRING (153.0094979 -27.4696405, 153.0095975 -27.4695513, 153.009618 -27.4695309, 153.0096392 -27.4695045, 153.0096659 -27.4694678, 153.0096944 -27.4694303, 153.0097393 -27.4693854, 153.0097816 -27.4693497, 153.0098574 -27.4692982, 153.0101043 -27.4691107, 153.0103237 -27.4689475)",33,Coronation Drive,,,
8039745,False,,residential,50,True,121.579,"LINESTRING (153.0064695 -27.4670545, 153.0064937 -27.4671052, 153.0067659 -27.4677361, 153.0068712 -27.4679805, 153.0068839 -27.46801, 153.0069118 -27.468075)",,Paten Street,,,
10635967,False,,residential,50,False,153.907,"LINESTRING (153.0064695 -27.4670545, 153.0066715 -27.4670005, 153.0068395 -27.4669707, 153.0070108 -27.4669559, 153.0072506 -27.4669569, 153.0073424 -27.4669253, 153.007626 -27.4668331, 153.007971 -27.4667267)",,Black Street,,,
"[8039744, 10635967]",False,,residential,50,True,247.41200000000003,"LINESTRING (153.0064695 -27.4670545, 153.0063325 -27.4670905, 153.0063129 -27.4670443, 153.0058394 -27.4659381, 153.0057872 -27.4658172, 153.0057303 -27.4656853, 153.0055298 -27.4652005, 153.0055215 -27.4651815, 153.0054979 -27.4651273)",,"['Finchley Street', 'Black Street']",,,
8039746,False,,residential,50,True,97.96900000000001,"LINESTRING (153.007971 -27.4667267, 153.0082939 -27.4675131, 153.0083005 -27.4675282, 153.0083113 -27.4675544)",,Granzella Street,,,
10635967,False,,residential,50,False,63.911,"LINESTRING (153.007971 -27.4667267, 153.0084804 -27.4665475, 153.0085732 -27.4665149)",,Black Street,,,
10635967,False,,residential,50,True,153.90699999999998,"LINESTRING (153.007971 -27.4667267, 153.007626 -27.4668331, 153.0073424 -27.4669253, 153.0072506 -27.4669569, 153.0070108 -27.4669559, 153.0068395 -27.4669707, 153.0066715 -27.4670005, 153.0064695 -27.4670545)",,Black Street,,,
9702276,False,2,tertiary,60,True,34.947,"LINESTRING (153.0085732 -27.4665149, 153.0085397 -27.4664316, 153.0084632 -27.4662162)",,Castlemaine Street,,,
10635967,False,,residential,50,True,63.911,"LINESTRING (153.0085732 -27.4665149, 153.0084804 -27.4665475, 153.007971 -27.4667267)",,Black Street,,,
1218710616,False,3,tertiary,60,False,98.941,"LINESTRING (153.0085732 -27.4665149, 153.008878 -27.4672473, 153.0088888 -27.4672733, 153.0089206 -27.4673496)",,Castlemaine Street,,,
9702276,False,2,tertiary,60,False,46.323,"LINESTRING (153.0084029 -27.4658033, 153.0084163 -27.4659414, 153.0084351 -27.4660675, 153.0084632 -27.4662162)",,Castlemaine Street,,,
10635965,False,,residential,50,True,48.92,"LINESTRING (153.0084029 -27.4658033, 153.008309 -27.4658372, 153.0079429 -27.4659675)",,Cordova Street,,,
9325532,False,,residential,50,True,99.961,"LINESTRING (153.0044537 -27.4704589, 153.0043627 -27.4704896, 153.0035066 -27.4707783)",,Gordon Street,,,
780222162,False,4,tertiary,40,False,102.19,"LINESTRING (153.0044537 -27.4704589, 153.0046666 -27.4709598, 153.0047649 -27.4711911, 153.0047739 -27.4712122, 153.0048192 -27.4713188)",,Park Road,,,
780222162,False,4,tertiary,40,True,70.341,"LINESTRING (153.0044537 -27.4704589, 153.0043102 -27.4701213, 153.0042021 -27.469867)",,Park Road,,,
780222162,False,4,tertiary,40,False,18.671,"LINESTRING (153.0049594 -27.4716486, 153.0050262 -27.4718057)",,Park Road,,,
8081516,False,2,residential,50,False,102.13399999999999,"LINESTRING (153.0049594 -27.4716486, 153.0050175 -27.4716279, 153.0050397 -27.47162, 153.0059211 -27.4713086)",,McDougall Street,,,
780222162,False,4,tertiary,40,True,39.193999999999996,"LINESTRING (153.0049594 -27.4716486, 153.0048657 -27.471428, 153.0048557 -27.4714047, 153.0048192 -27.4713188)",,Park Road,,,
780222162,False,4,tertiary,40,True,18.671,"LINESTRING (153.0050262 -27.4718057, 153.0049594 -27.4716486)",,Park Road,,,
"[8113466, 9966071]",False,2,unclassified,50,True,204.74099999999996,"LINESTRING (153.0050262 -27.4718057, 153.0049669 -27.471826, 153.004937 -27.4718367, 153.0047005 -27.4719183, 153.0046418 -27.4719351, 153.004541 -27.4719526, 153.0044993 -27.4719629, 153.0040893 -27.4721027, 153.0040536 -27.4721232, 153.0040325 -27.4721422, 153.0040247 -27.4721608, 153.0040238 -27.4721796, 153.0040268 -27.4722022, 153.0040386 -27.4722323, 153.004175 -27.4725404, 153.0043188 -27.4728773, 153.0043394 -27.4729257, 153.0043605 -27.472979)",,"['Marie Street', 'Fort Lane']",,,
"[8039755, 790402579]",False,4,tertiary,40,False,104.707,"LINESTRING (153.0050262 -27.4718057, 153.0053188 -27.4724774, 153.0053993 -27.4726871)",,Park Road,,,
8081505,False,,unclassified,50,False,14.813,"LINESTRING (153.0035804 -27.4728216, 153.0037268 -27.4728512)",,Graham Street,,,
114627438,False,5,primary,60,False,44.308,"LINESTRING (153.0073315 -27.4679332, 153.0072321 -27.4679668, 153.0072044 -27.4679761, 153.0069118 -27.468075)",32,Milton Road,,,
"[981132352, 533383378, 533383380, 1218710614]",False,"['4', '3']",tertiary,50,False,90.65799999999999,"LINESTRING (153.0073315 -27.4679332, 153.0073678 -27.4680129, 153.007392 -27.4680659, 153.0074124 -27.4681133, 153.0074578 -27.4682186, 153.0074689 -27.4682487, 153.0074789 -27.468285, 153.007483 -27.4683189, 153.0074903 -27.468357, 153.0075017 -27.4683962, 153.0075299 -27.4684647, 153.0075762 -27.4685836, 153.0076275 -27.4687029)",,Cribb Street,,,
866593443,True,2,primary,60,False,105.957,"LINESTRING (153.0073315 -27.4679332, 153.0074537 -27.4678505, 153.007528 -27.4678234, 153.0079997 -27.4676615, 153.0081656 -27.4676039, 153.0083113 -27.4675544)",32,Milton Road,,,
8081520,False,2,residential,50,True,59.891,"LINESTRING (153.0076275 -27.4687029, 153.0075246 -27.4687399, 153.0070649 -27.4689052)",,Railway Terrace,,,
780222629,False,3,tertiary,50,False,68.739,"LINESTRING (153.0076275 -27.4687029, 153.0076619 -27.4687814, 153.0078799 -27.4692791)",,Cribb Street,,,
"[981132352, 533383378, 533383380, 1218710614]",False,"['4', '3']",tertiary,50,True,90.65799999999999,"LINESTRING (153.0076275 -27.4687029, 153.0075762 -27.4685836, 153.0075299 -27.4684647, 153.0075017 -27.4683962, 153.0074903 -27.468357, 153.007483 -27.4683189, 153.0074789 -27.468285, 153.0074689 -27.4682487, 153.0074578 -27.4682186, 153.0074124 -27.4681133, 153.007392 -27.4680659, 153.0073678 -27.4680129, 153.0073315 -27.4679332)",,Cribb Street,,,
780222629,False,3,tertiary,50,False,51.668,"LINESTRING (153.0078799 -27.4692791, 153.0080625 -27.4697146)",,Cribb Street,,,
9325521,False,2,unclassified,40,False,68.416,"LINESTRING (153.0078799 -27.4692791, 153.0079671 -27.4692538, 153.0083121 -27.469138, 153.0085299 -27.4690649)",,Little Cribb Street,,,
780222629,False,3,tertiary,50,True,68.739,"LINESTRING (153.0078799 -27.4692791, 153.0076619 -27.4687814, 153.0076275 -27.4687029)",,Cribb Street,,,
8081510,False,3,tertiary,50,False,11.596,"LINESTRING (153.0080625 -27.4697146, 153.0081048 -27.4698119)",,Cribb Street,,,
780222629,False,3,tertiary,50,True,51.668,"LINESTRING (153.0080625 -27.4697146, 153.0078799 -27.4692791)",,Cribb Street,,,
8081516,False,2,residential,50,True,62.589,"LINESTRING (153.0080625 -27.4697146, 153.0080005 -27.4697391, 153.0079825 -27.4697473, 153.0079673 -27.4697542, 153.0075597 -27.4700537)",,McDougall Street,,,
8081516,False,2,residential,50,False,104.376,"LINESTRING (153.0059211 -27.4713086, 153.0059726 -27.4712901, 153.006066 -27.4712566, 153.0067387 -27.4707239)",,McDougall Street,,,
8081516,False,2,residential,50,True,102.13399999999999,"LINESTRING (153.0059211 -27.4713086, 153.0050397 -27.47162, 153.0050175 -27.4716279, 153.0049594 -27.4716486)",,McDougall Street,,,
8081523,False,,residential,50,True,210.276,"LINESTRING (153.0059211 -27.4713086, 153.0058953 -27.4712494, 153.005337 -27.4699678, 153.005187 -27.4696131, 153.0051705 -27.4695739, 153.0051575 -27.4695431)",,Manning Street,,,
8081516,False,2,residential,50,False,110.065,"LINESTRING (153.0067387 -27.4707239, 153.0075597 -27.4700537)",,McDougall Street,,,
8081516,False,2,residential,50,True,104.376,"LINESTRING (153.0067387 -27.4707239, 153.006066 -27.4712566, 153.0059726 -27.4712901, 153.0059211 -27.4713086)",,McDougall Street,,,
8081524,False,2,residential,50,True,177.694,"LINESTRING (153.0067387 -27.4707239, 153.006707 -27.4706469, 153.0062903 -27.4696369, 153.0061469 -27.4692892, 153.0061197 -27.4692232)",,Walsh Street,,,
8081516,False,2,residential,50,True,110.065,"LINESTRING (153.0075597 -27.4700537, 153.0067387 -27.4707239)",,McDougall Street,,,
8081516,False,2,residential,50,False,62.589,"LINESTRING (153.0075597 -27.4700537, 153.0079673 -27.4697542, 153.0079825 -27.4697473, 153.0080005 -27.4697391, 153.0080625 -27.4697146)",,McDougall Street,,,
8081526,False,,unclassified,50,True,136.72,"LINESTRING (153.0075597 -27.4700537, 153.0075315 -27.4699882, 153.0070911 -27.4689659, 153.0070649 -27.4689052)",,Crombie Street,,,
981132351,False,4,tertiary,40,True,45.477,"LINESTRING (153.0042021 -27.469867, 153.0040351 -27.4694858)",,Park Road,,,
8081520,False,2,residential,50,False,100.904,"LINESTRING (153.0042021 -27.469867, 153.0042821 -27.4698397, 153.0051575 -27.4695431)",,Railway Terrace,,,
780222162,False,4,tertiary,40,False,70.341,"LINESTRING (153.0042021 -27.469867, 153.0043102 -27.4701213, 153.0044537 -27.4704589)",,Park Road,,,
8081520,False,2,residential,50,False,99.731,"LINESTRING (153.0061197 -27.4692232, 153.0070649 -27.4689052)",,Railway Terrace,,,
8081520,False,2,residential,50,True,101.388,"LINESTRING (153.0061197 -27.4692232, 153.0055028 -27.4694207, 153.0051575 -27.4695431)",,Railway Terrace,,,
8081524,False,2,residential,50,False,177.69400000000002,"LINESTRING (153.0061197 -27.4692232, 153.0061469 -27.4692892, 153.0062903 -27.4696369, 153.006707 -27.4706469, 153.0067387 -27.4707239)",,Walsh Street,,,
8081520,False,2,residential,50,True,99.731,"LINESTRING (153.0070649 -27.4689052, 153.0061197 -27.4692232)",,Railway Terrace,,,
8081520,False,2,residential,50,False,59.891,"LINESTRING (153.0070649 -27.4689052, 153.0075246 -27.4687399, 153.0076275 -27.4687029)",,Railway Terrace,,,
8081526,False,,unclassified,50,False,136.72,"LINESTRING (153.0070649 -27.4689052, 153.0070911 -27.4689659, 153.0075315 -27.4699882, 153.0075597 -27.4700537)",,Crombie Street,,,
8081520,False,2,residential,50,False,101.388,"LINESTRING (153.0051575 -27.4695431, 153.0055028 -27.4694207, 153.0061197 -27.4692232)",,Railway Terrace,,,
8081520,False,2,residential,50,True,100.904,"LINESTRING (153.0051575 -27.4695431, 153.0042821 -27.4698397, 153.0042021 -27.469867)",,Railway Terrace,,,
8081523,False,,residential,50,False,210.276,"LINESTRING (153.0051575 -27.4695431, 153.0051705 -27.4695739, 153.005187 -27.4696131, 153.005337 -27.4699678, 153.0058953 -27.4712494, 153.0059211 -27.4713086)",,Manning Street,,,
8113461,False,2,unclassified,50,False,139.27499999999998,"LINESTRING (153.0005382 -27.4737687, 153.0006016 -27.4736971, 153.0006619 -27.4736295, 153.0008053 -27.4734699, 153.0008505 -27.4734255, 153.0011443 -27.4731168, 153.0012747 -27.4729798, 153.0013715 -27.4728792, 153.0014484 -27.4728121)",,Kilroe Street,,,
8113461,False,2,unclassified,50,True,75.224,"LINESTRING (153.0019942 -27.4723436, 153.001961 -27.4723801, 153.0019183 -27.4724284, 153.0018933 -27.4724544, 153.001793 -27.4725529, 153.0017058 -27.4726279, 153.0016309 -27.4726864, 153.0015767 -27.4727229, 153.0015352 -27.4727509, 153.0014484 -27.4728121)",,Kilroe Street,,,
8113464,False,2,unclassified,50,False,302.517,"LINESTRING (153.0019942 -27.4723436, 153.0020469 -27.4722862, 153.002083 -27.4722575, 153.0021424 -27.4722273, 153.0022212 -27.4721994, 153.0024052 -27.4721368, 153.0024454 -27.4721232, 153.0027392 -27.4720234, 153.0047088 -27.471355, 153.0047314 -27.4713476, 153.0048192 -27.4713188)",,Douglas Street,,,
"[9325532, 8113469]",False,,residential,50,False,209.79199999999997,"LINESTRING (153.0019942 -27.4723436, 153.0019528 -27.4723155, 153.0019285 -27.4722939, 153.0019116 -27.4722764, 153.0018945 -27.4722542, 153.0018891 -27.472245, 153.0018768 -27.4722239, 153.0018566 -27.4721782, 153.0017221 -27.4718332, 153.0015706 -27.4714793, 153.0025437 -27.4711252)",,"['Gordon Street', 'Dorsey Street']",,,
