osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,width,ref,access,tunnel
1201027245,True,Little Bourke Street,living_street,20,False,13.743,"LINESTRING (144.9603165 -37.8139532, 144.9601695 -37.8139955)",,,,,
1126800685,True,Queen Street,tertiary,40,False,87.14800000000001,"LINESTRING (144.9603165 -37.8139532, 144.9603383 -37.8140027, 144.9606294 -37.8146626, 144.9606436 -37.8146931)",,,,,
968328218,True,William Street,tertiary,40,False,108.81900000000002,"LINESTRING (144.9578571 -37.814661, 144.9578786 -37.8147071, 144.9580661 -37.8151106, 144.9582413 -37.8154889, 144.9582508 -37.8155378, 144.9582573 -37.8155849)",1,,,,
968328220,True,Little Bourke Street,tertiary,20,False,14.92,"LINESTRING (144.9578571 -37.814661, 144.9577761 -37.8146843, 144.9577393 -37.8146949, 144.9576975 -37.8147069)",,,,,
505256329,True,William Street,tertiary,40,False,109.58200000000001,"LINESTRING (144.9587215 -37.8166411, 144.9587457 -37.8166932, 144.9591327 -37.8174911, 144.9591497 -37.8175261, 144.9591653 -37.8175621)",1,,,,
968328216,True,Little Collins Street,living_street,20,False,10.955,"LINESTRING (144.9587215 -37.8166411, 144.9586764 -37.8166538, 144.958644 -37.8166629, 144.958604 -37.8166741)",,,,,
323916048,False,Little Lonsdale Street,living_street,20,False,13.469,"LINESTRING (144.9666843 -37.8098683, 144.9668282 -37.8098265)",,,,,
1126802419,True,Lonsdale Street,tertiary,40,False,13.92,"LINESTRING (144.9671114 -37.8108078, 144.9672597 -37.8107637)",2,,,,
187918254,True,Russell Street,tertiary,40,False,39.214000000000006,"LINESTRING (144.9671114 -37.8108078, 144.9670868 -37.8107537, 144.9669605 -37.8104759)",,,,,
198005096,True,Russell Street,tertiary,40,False,111.376,"LINESTRING (144.9675849 -37.8118486, 144.9675667 -37.8118092, 144.967304 -37.8112315, 144.9671934 -37.8109881, 144.9671861 -37.8109721, 144.9671561 -37.810906)",,,,,
"[715211379, 715211389]",True,Little Bourke Street,living_street,20,False,29.503,"LINESTRING (144.9675849 -37.8118486, 144.9675069 -37.8118715, 144.9672697 -37.8119402)",,,,,
4306021,True,Little Collins Street,living_street,20,False,89.674,"LINESTRING (144.968476 -37.8138092, 144.9684138 -37.8138231, 144.9681873 -37.8138821, 144.9680296 -37.813928, 144.9676272 -37.8140484, 144.9675156 -37.8140818)",,,,,
207831779,True,Russell Street,tertiary,40,False,112.165,"LINESTRING (144.968476 -37.8138092, 144.9684605 -37.8137752, 144.9683657 -37.8135669, 144.9683085 -37.8134411, 144.9681995 -37.8132014, 144.9681898 -37.8131801, 144.9680972 -37.8129774, 144.9680768 -37.8129327, 144.9680435 -37.8128601)",,,,,
"[1126853328, 715181642, 968051648]",True,Flinders Lane,living_street,20,False,42.334,"LINESTRING (144.9625886 -37.8177558, 144.9624239 -37.8178038, 144.9623333 -37.8178301, 144.9621902 -37.8178717, 144.9621366 -37.8178879)",,,,,
12560268,False,Rothsay Lane,living_street,,False,51.65,"LINESTRING (144.9650746 -37.8170218, 144.9651028 -37.8170585, 144.965278 -37.8174567)",,,,,
"[968093380, 968093374]",True,Flinders Lane,living_street,20,False,45.141999999999996,"LINESTRING (144.9650746 -37.8170218, 144.9647744 -37.8171171, 144.9646528 -37.8171521, 144.964596 -37.8171696)",,,,,
12560268,False,Rothsay Lane,living_street,,True,51.65,"LINESTRING (144.965278 -37.8174567, 144.9651028 -37.8170585, 144.9650746 -37.8170218)",,,,,
4308557,True,Flinders Lane,living_street,20,False,117.13399999999999,"LINESTRING (144.9682411 -37.8161056, 144.968043 -37.8161638, 144.9677926 -37.8162374, 144.967416 -37.8163481, 144.9671247 -37.8164354, 144.9670083 -37.8164651, 144.9669901 -37.81647)",,,,,
13858295,False,Watson Place,unclassified,,False,70.99699999999999,"LINESTRING (144.9682411 -37.8161056, 144.9682296 -37.8160793, 144.9679983 -37.8155496, 144.9679776 -37.815502)",,,,,
13858295,False,Watson Place,unclassified,,True,70.99699999999999,"LINESTRING (144.9679776 -37.815502, 144.9679983 -37.8155496, 144.9682296 -37.8160793, 144.9682411 -37.8161056)",,,,,
1201027245,True,Little Bourke Street,living_street,20,False,39.442,"LINESTRING (144.9582787 -37.814539, 144.9578928 -37.8146507, 144.9578571 -37.814661)",,,,,
13908118,False,Little Queen Street,unclassified,,False,107.94800000000001,"LINESTRING (144.9591762 -37.8142812, 144.959196 -37.8143247, 144.9595766 -37.8151615, 144.9595918 -37.8151948)",,,,,
1201027245,True,Little Bourke Street,living_street,20,False,83.89099999999999,"LINESTRING (144.9591762 -37.8142812, 144.9589626 -37.8143429, 144.9587564 -37.8144039, 144.9582787 -37.814539)",,,,,
198005098,True,Lonsdale Street,tertiary,40,False,48.051,"LINESTRING (144.9607696 -37.8126526, 144.9612829 -37.8125033)",2,,,,
376022661,False,Lonsdale Street,tertiary_link,,True,11.334,"LINESTRING (144.9607696 -37.8126526, 144.9608147 -37.8127481)",,,,,
13911192,True,Hardware Street,living_street,10,False,109.05600000000001,"LINESTRING (144.9607696 -37.8126526, 144.9607454 -37.812598, 144.96046 -37.8119553, 144.9603685 -37.8117498, 144.9603584 -37.8117272)",,,,,
13911660,False,Somerset Place,living_street,,False,77.91799999999999,"LINESTRING (144.9623482 -37.8133684, 144.9623649 -37.8134064, 144.9626401 -37.8140301)",,,,,
"[715211394, 1201027244]",True,Little Bourke Street,living_street,20,False,189.952,"LINESTRING (144.9623482 -37.8133684, 144.9621255 -37.8134325, 144.9620195 -37.8134631, 144.9618004 -37.8135261, 144.9616752 -37.8135621, 144.9615847 -37.8135882, 144.9614519 -37.8136264, 144.9612619 -37.8136811, 144.961044 -37.8137438, 144.9608329 -37.8138046, 144.9605827 -37.8138766, 144.9603792 -37.8139351, 144.9603165 -37.8139532)",,,,,
13911660,False,Somerset Place,living_street,,True,77.91799999999999,"LINESTRING (144.9626401 -37.8140301, 144.9623649 -37.8134064, 144.9623482 -37.8133684)",,,,,
14718888,False,Bank Place,living_street,,False,55.55,"LINESTRING (144.9602207 -37.8162099, 144.9602339 -37.8162371, 144.960319 -37.8164132, 144.9604426 -37.8166777)",,,,,
