osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width
155768674,False,2,28,Wardell Road,secondary,50,False,44.118,"LINESTRING (153.4392219 -28.8419828, 153.4391605 -28.8423759)",,,
1097449079,False,2,28,Wardell Road,secondary,50,True,7.735,"LINESTRING (153.4392219 -28.8419828, 153.4392381 -28.8419147)",,,
183820377,True,,,Daley Street,residential,,False,38.822,"LINESTRING (153.4392219 -28.8419828, 153.4389787 -28.8418924, 153.4388731 -28.8418196)",,,
1097449079,False,2,28,Wardell Road,secondary,50,False,7.735,"LINESTRING (153.4392381 -28.8419147, 153.4392219 -28.8419828)",,,
183820378,True,,28,Daley Street,secondary,,False,41.431000000000004,"LINESTRING (153.4392381 -28.8419147, 153.4395776 -28.841962, 153.4396418 -28.8420061)",,,
183820338,True,,28,Main Street,secondary,,False,28.248,"LINESTRING (153.4401966 -28.8418414, 153.4403163 -28.8419096, 153.4403579 -28.8419636, 153.4404171 -28.8420008)",,,
1226345555,False,,28,Main Street,secondary,,True,80.469,"LINESTRING (153.4401966 -28.8418414, 153.4397545 -28.8414638, 153.4397001 -28.8414181, 153.4396031 -28.841338)",,,
183820153,False,,28,Main Street,secondary,,False,92.761,"LINESTRING (153.4389087 -28.8407671, 153.4389582 -28.8408078, 153.43921 -28.841015, 153.4396031 -28.841338)",,,
183820155,True,,28,Main Street,secondary,,False,29.61,"LINESTRING (153.4389087 -28.8407671, 153.4388132 -28.8406733, 153.4387573 -28.8405954, 153.4387574 -28.8405468)",,,
66964054,False,,28,Bugden Avenue,secondary,,True,17.928,"LINESTRING (153.4382181 -28.8372503, 153.4383096 -28.8373902)",,,
1194215136,True,,28,Pearces Creek Road,tertiary,,False,38.251999999999995,"LINESTRING (153.4382181 -28.8372503, 153.438286 -28.8372369, 153.4383295 -28.8372216, 153.4383651 -28.8371911, 153.4384046 -28.8371535, 153.4385185 -28.8370452)",,,
66964054,False,,28,Bugden Avenue,secondary,,False,59.284,"LINESTRING (153.4388578 -28.8401868, 153.4389007 -28.8397838, 153.438919 -28.8396564)",,,
397865753,True,,28,Bugden Avenue,secondary,,False,37.125,"LINESTRING (153.4388578 -28.8401868, 153.4388725 -28.8402972, 153.4388644 -28.8403724, 153.4388564 -28.8404405, 153.4388382 -28.8405176)",,,
1194215135,True,,28,Bugden Avenue,secondary,,False,28.131999999999998,"LINESTRING (153.4387827 -28.8404276, 153.4387919 -28.8403665, 153.4388041 -28.840282, 153.4388578 -28.8401868)",,,
397865754,True,,28,Bugden Avenue,secondary,,False,13.482,"LINESTRING (153.4387574 -28.8405468, 153.4387827 -28.8404276)",,,
566132851,True,1,,Main Street,residential,,False,33.787,"LINESTRING (153.4387574 -28.8405468, 153.438552 -28.8404796, 153.438473 -28.8403918)",,,
183820379,False,,28,Daley Street,secondary,,False,25.467,"LINESTRING (153.4399005 -28.8420393, 153.4396418 -28.8420061)",,,
183820342,True,,28,Daley Street,secondary,,False,35.92,"LINESTRING (153.4399005 -28.8420393, 153.4400311 -28.8420306, 153.4401536 -28.8420496, 153.440267 -28.8420507)",,,
183820344,True,,28,,secondary,,False,10.5,"LINESTRING (153.4404171 -28.8420008, 153.4404463 -28.8420192, 153.440467 -28.8420449, 153.4404771 -28.8420751)",roundabout,,
183820343,True,,28,Main Street,secondary,,False,21.968,"LINESTRING (153.44029 -28.8420199, 153.4402761 -28.8419719, 153.4402572 -28.8419349, 153.4401966 -28.8418414)",,,
183820344,True,,28,,secondary,,False,13.376999999999999,"LINESTRING (153.44029 -28.8420199, 153.4403175 -28.8420019, 153.44035 -28.8419922, 153.4403843 -28.8419918, 153.4404171 -28.8420008)",roundabout,,
183820344,True,,28,,secondary,,False,11.942999999999998,"LINESTRING (153.4404206 -28.842171, 153.4403846 -28.8421816, 153.4403466 -28.8421807, 153.4403244 -28.8421745, 153.4403042 -28.8421643)",roundabout,,
183820344,True,,28,,secondary,,False,12.699,"LINESTRING (153.4404771 -28.8420751, 153.4404762 -28.8421037, 153.4404657 -28.8421307, 153.4404466 -28.8421538, 153.4404206 -28.842171)",roundabout,,
183820348,True,,,Main Street,secondary,,False,140.67000000000002,"LINESTRING (153.4404771 -28.8420751, 153.4405113 -28.842102, 153.4405822 -28.8421178, 153.4418925 -28.8422908)",,,
183820340,True,,28,Daley Street,secondary,,False,41.972,"LINESTRING (153.4403042 -28.8421643, 153.4401851 -28.8421321, 153.4400446 -28.8421048, 153.4399005 -28.8420393)",,,
183820344,True,,28,,secondary,,False,14.097,"LINESTRING (153.4403042 -28.8421643, 153.4402788 -28.8421417, 153.4402632 -28.8421131, 153.4402591 -28.8420817, 153.440267 -28.8420507)",roundabout,,
183820376,True,,,Daley Street,residential,,False,37.267,"LINESTRING (153.4388731 -28.8418196, 153.4390176 -28.8418408, 153.4391692 -28.8418912, 153.4392023 -28.8419027, 153.4392381 -28.8419147)",,,
187895804,False,,,Daley Street,residential,,False,180.16,"LINESTRING (153.4388731 -28.8418196, 153.4387564 -28.8417692, 153.438644 -28.8417153, 153.4383539 -28.8415701, 153.4382046 -28.841472, 153.4381393 -28.8413829, 153.4380785 -28.8412791, 153.4380248 -28.8411959, 153.4379352 -28.8410884, 153.4378049 -28.8409694, 153.4375405 -28.8407461)",,,
183820379,False,,28,Daley Street,secondary,,True,25.467,"LINESTRING (153.4396418 -28.8420061, 153.4399005 -28.8420393)",,,
183820375,True,,28,Daley Street,secondary,,False,41.397,"LINESTRING (153.4396418 -28.8420061, 153.4395721 -28.8420216, 153.4393466 -28.8419929, 153.4392219 -28.8419828)",,,
334244288,False,,,Parkland Drive,tertiary,,False,101.287,"LINESTRING (153.4446047 -28.8444809, 153.4454426 -28.8439414)",,,
"[183820508, 155768350]",False,,,Ballina Road,secondary,,True,74.82300000000001,"LINESTRING (153.4446047 -28.8444809, 153.4443387 -28.8441666, 153.4441462 -28.843941)",,yes,
187896690,False,,,Green Street,tertiary,,False,5.384,"LINESTRING (153.4418844 -28.8423387, 153.4418925 -28.8422908)",,,
"[183820346, 979957717]",True,,,Main Street,secondary,,False,143.938,"LINESTRING (153.4418844 -28.8423387, 153.4410532 -28.8422239, 153.440702 -28.8421876, 153.440563 -28.8421716, 153.4404926 -28.8421692, 153.4404206 -28.842171)",,,
979957718,False,,,Green Street,residential,,True,115.495,"LINESTRING (153.4418844 -28.8423387, 153.4417759 -28.8428795, 153.4416925 -28.8433636)",,,
"[1108489313, 183820506]",True,,,Ballina Road,secondary,,False,123.41,"LINESTRING (153.443408 -28.8430408, 153.4437317 -28.8434063, 153.4437867 -28.843458, 153.4438359 -28.8435217, 153.4441462 -28.843941)",,,
1194215133,False,,,Main Street,secondary,,True,74.33500000000001,"LINESTRING (153.443408 -28.8430408, 153.4430921 -28.8426443, 153.4430136 -28.8425763, 153.4429614 -28.8425357, 153.4429382 -28.8425177)",,,
"[183820504, 1108489314]",True,,,Ballina Road,secondary,,False,123.458,"LINESTRING (153.4441462 -28.843941, 153.4437595 -28.8435141, 153.443676 -28.8434224, 153.443408 -28.8430408)",,,
"[183820508, 155768350]",False,,,Ballina Road,secondary,,False,74.82300000000001,"LINESTRING (153.4441462 -28.843941, 153.4443387 -28.8441666, 153.4446047 -28.8444809)",,yes,
155768672,False,,,Suncrest Avenue,residential,,True,62.547,"LINESTRING (153.4366715 -28.8444482, 153.436776 -28.8438932)",,,
187895671,False,,,Kyla Street,residential,,True,112.958,"LINESTRING (153.4366715 -28.8444482, 153.4355247 -28.8442969)",,,
