osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,width
27443785,False,2,Melrose Street,secondary,50,False,186.543,"LINESTRING (147.1455884 -33.0881224, 147.1450281 -33.0865118)",,
27443954,False,2,Harding Avenue,tertiary,50,True,86.254,"LINESTRING (147.1455884 -33.0881224, 147.1454501 -33.0888894)",,
185401954,False,,Bathurst Street,secondary,,False,71.058,"LINESTRING (147.1455884 -33.0881224, 147.1463253 -33.0882873)",,
185398808,False,,Bathurst Street,residential,,True,141.84,"LINESTRING (147.1455884 -33.0881224, 147.1448498 -33.0879243, 147.1441317 -33.087752)",,
29992945,False,,Lachlan Street,residential,,True,65.076,"LINESTRING (147.1521762 -33.0891054, 147.1520566 -33.089682)",,
185398247,False,2,Denison Street,secondary,50,True,109.134,"LINESTRING (147.1521762 -33.0891054, 147.152341 -33.0881337)",,
774649769,False,,Bathurst Street,secondary,,True,167.512,"LINESTRING (147.1521762 -33.0891054, 147.1503988 -33.0888776)",,
185401954,False,,Bathurst Street,secondary,,True,75.664,"LINESTRING (147.1471111 -33.0884593, 147.1463253 -33.0882873)",,
192918341,True,,,secondary,,False,22.829,"LINESTRING (147.1471111 -33.0884593, 147.1471481 -33.0884161, 147.1471857 -33.0883857, 147.1472472 -33.0883656, 147.1473104 -33.0883689)",roundabout,
192918342,False,2,William Street,secondary,50,True,119.44,"LINESTRING (147.1468998 -33.0905687, 147.1470865 -33.089506)",,
185398812,False,,Lachlan Street,residential,,False,249.466,"LINESTRING (147.1468998 -33.0905687, 147.1471023 -33.090548, 147.1485804 -33.090293, 147.149523 -33.090121)",,
192918338,False,,Busby Street,tertiary,,True,82.777,"LINESTRING (147.1468998 -33.0905687, 147.1467329 -33.0905651, 147.1460179 -33.0904836)",,
185398801,False,2,McDonnell Street,residential,50,False,36.0,"LINESTRING (147.149523 -33.090121, 147.1495665 -33.0897993)",,
"[29992945, 29992943]",False,,Lachlan Street,residential,,"[False, True]",268.443,"LINESTRING (147.149523 -33.090121, 147.1498605 -33.0900736, 147.1502896 -33.0900664, 147.1513088 -33.0901392, 147.1515826 -33.090146, 147.1518106 -33.0900952, 147.1518913 -33.0900394, 147.1519581 -33.0899932, 147.1520198 -33.0898592, 147.1520566 -33.089682)",,
185398812,False,,Lachlan Street,residential,,True,249.466,"LINESTRING (147.149523 -33.090121, 147.1485804 -33.090293, 147.1471023 -33.090548, 147.1468998 -33.0905687)",,
192918343,True,,,secondary,50,False,17.651,"LINESTRING (147.149712 -33.0888876, 147.1496612 -33.0888741, 147.1496291 -33.0888512, 147.1496134 -33.088831, 147.1496018 -33.0887971, 147.1496016 -33.0887777)",roundabout,
774649764,False,2,McDonnell Street,residential,50,True,102.279,"LINESTRING (147.149712 -33.0888876, 147.1496592 -33.0892183, 147.1495665 -33.0897993)",,
185398809,False,2,William Street,residential,50,True,116.378,"LINESTRING (147.1474646 -33.0874565, 147.1476387 -33.0864201)",,
185398809,False,2,William Street,residential,50,False,102.46600000000001,"LINESTRING (147.1474646 -33.0874565, 147.1473979 -33.0878513, 147.1473104 -33.0883689)",,
27443935,False,,Marsden Street,residential,,False,229.67,"LINESTRING (147.1498998 -33.0878459, 147.152341 -33.0881337)",,
192918340,False,2,McDonnell Street,residential,50,False,8.375,"LINESTRING (147.1498998 -33.0878459, 147.1499138 -33.0877715)",,
774649765,False,2,McDonnell Street,residential,50,True,94.605,"LINESTRING (147.1498998 -33.0878459, 147.1497477 -33.0886871)",,
27443935,False,,Marsden Street,residential,,True,229.67,"LINESTRING (147.152341 -33.0881337, 147.1498998 -33.0878459)",,
185398247,False,2,Denison Street,secondary,50,False,109.134,"LINESTRING (147.152341 -33.0881337, 147.1521762 -33.0891054)",,
185398247,False,2,Denison Street,secondary,50,True,123.9,"LINESTRING (147.152341 -33.0881337, 147.1525516 -33.0870335)",,
185398247,False,2,Denison Street,secondary,50,False,123.9,"LINESTRING (147.1525516 -33.0870335, 147.152341 -33.0881337)",,
185398247,False,2,Denison Street,secondary,50,True,122.202,"LINESTRING (147.1525516 -33.0870335, 147.1527448 -33.0859465)",,
185399694,False,2,Orange Street,residential,50,False,230.384,"LINESTRING (147.1525516 -33.0870335, 147.1501058 -33.0867277)",,
185399694,False,2,Orange Street,residential,50,False,232.377,"LINESTRING (147.1501058 -33.0867277, 147.1476387 -33.0864201)",,
185399694,False,2,Orange Street,residential,50,True,230.384,"LINESTRING (147.1501058 -33.0867277, 147.1525516 -33.0870335)",,
192918340,False,2,McDonnell Street,residential,50,False,122.964,"LINESTRING (147.1501058 -33.0867277, 147.150304 -33.0856344)",,
192918340,False,2,McDonnell Street,residential,50,True,117.436,"LINESTRING (147.1501058 -33.0867277, 147.1499138 -33.0877715)",,
185398809,False,2,William Street,residential,50,False,116.378,"LINESTRING (147.1476387 -33.0864201, 147.1474646 -33.0874565)",,
185398809,False,2,William Street,residential,50,True,231.329,"LINESTRING (147.1476387 -33.0864201, 147.1480239 -33.0843649)",,
185399694,False,2,Orange Street,residential,50,True,232.377,"LINESTRING (147.1476387 -33.0864201, 147.1501058 -33.0867277)",,
185399694,False,2,Orange Street,residential,50,False,137.03199999999998,"LINESTRING (147.1476387 -33.0864201, 147.1468774 -33.0863251, 147.1461839 -33.0862385)",,
185399694,False,2,Orange Street,residential,50,False,111.886,"LINESTRING (147.1461839 -33.0862385, 147.1450281 -33.0865118)",,
"[27443937, 654919065]",False,2,Moller Street,residential,,True,232.40000000000006,"LINESTRING (147.1461839 -33.0862385, 147.1462212 -33.0863718, 147.1464211 -33.0869527, 147.1464657 -33.0871433, 147.1464787 -33.0872797, 147.1464519 -33.0875831, 147.1464244 -33.0878314, 147.1463983 -33.0879983, 147.1463902 -33.0880466, 147.1463493 -33.0882073, 147.1463253 -33.0882873)",,
185399694,False,2,Orange Street,residential,50,True,137.03199999999998,"LINESTRING (147.1461839 -33.0862385, 147.1468774 -33.0863251, 147.1476387 -33.0864201)",,
654919067,False,,Napier Street,residential,,False,233.144,"LINESTRING (147.1461839 -33.0862385, 147.1464132 -33.0849011, 147.1465398 -33.0841631)",,
27443785,False,2,Melrose Street,secondary,50,False,14.451,"LINESTRING (147.1450281 -33.0865118, 147.1449836 -33.0863873)",,
27443785,False,2,Melrose Street,secondary,50,True,186.543,"LINESTRING (147.1450281 -33.0865118, 147.1455884 -33.0881224)",,
185399694,False,2,Orange Street,residential,50,True,111.886,"LINESTRING (147.1450281 -33.0865118, 147.1461839 -33.0862385)",,
185401954,False,,Bathurst Street,secondary,,False,75.664,"LINESTRING (147.1463253 -33.0882873, 147.1471111 -33.0884593)",,
185401954,False,,Bathurst Street,secondary,,True,71.058,"LINESTRING (147.1463253 -33.0882873, 147.1455884 -33.0881224)",,
"[654919065, 27443937]",False,2,Moller Street,residential,,False,232.40000000000003,"LINESTRING (147.1463253 -33.0882873, 147.1463493 -33.0882073, 147.1463902 -33.0880466, 147.1463983 -33.0879983, 147.1464244 -33.0878314, 147.1464519 -33.0875831, 147.1464787 -33.0872797, 147.1464657 -33.0871433, 147.1464211 -33.0869527, 147.1462212 -33.0863718, 147.1461839 -33.0862385)",,
27443785,False,2,Melrose Street,secondary,50,True,145.326,"LINESTRING (147.1441046 -33.083895, 147.1445545 -33.0851464)",,
192916539,False,2,Molong Street,tertiary,50,False,129.968,"LINESTRING (147.1441046 -33.083895, 147.1454877 -33.0840473)",,
192916539,False,2,Molong Street,tertiary,50,False,140.078,"LINESTRING (147.1465398 -33.0841631, 147.1480239 -33.0843649)",,
192916539,False,2,Molong Street,tertiary,50,True,98.863,"LINESTRING (147.1465398 -33.0841631, 147.1454877 -33.0840473)",,
654919067,False,,Napier Street,residential,,True,233.144,"LINESTRING (147.1465398 -33.0841631, 147.1464132 -33.0849011, 147.1461839 -33.0862385)",,
185398809,False,2,William Street,residential,50,False,231.329,"LINESTRING (147.1480239 -33.0843649, 147.1476387 -33.0864201)",,
192916539,False,2,Molong Street,tertiary,50,False,231.223,"LINESTRING (147.1480239 -33.0843649, 147.1504762 -33.0846847)",,
192916539,False,2,Molong Street,tertiary,50,True,140.078,"LINESTRING (147.1480239 -33.0843649, 147.1465398 -33.0841631)",,
192916539,False,2,Molong Street,tertiary,50,False,229.726,"LINESTRING (147.1504762 -33.0846847, 147.1529176 -33.0849744)",,
192916539,False,2,Molong Street,tertiary,50,True,231.223,"LINESTRING (147.1504762 -33.0846847, 147.1480239 -33.0843649)",,
192918340,False,2,McDonnell Street,residential,50,True,106.815,"LINESTRING (147.1504762 -33.0846847, 147.1504538 -33.0847987, 147.150304 -33.0856344)",,
185398247,False,2,Denison Street,secondary,50,False,109.285,"LINESTRING (147.1529176 -33.0849744, 147.1527448 -33.0859465)",,
192916539,False,2,Molong Street,tertiary,50,True,229.726,"LINESTRING (147.1529176 -33.0849744, 147.1504762 -33.0846847)",,
27443785,False,2,Melrose Street,secondary,50,False,54.894,"LINESTRING (147.1449836 -33.0863873, 147.1448173 -33.0859137)",,
27443785,False,2,Melrose Street,secondary,50,True,14.451,"LINESTRING (147.1449836 -33.0863873, 147.1450281 -33.0865118)",,
27443785,False,2,Melrose Street,secondary,50,False,145.326,"LINESTRING (147.1445545 -33.0851464, 147.1441046 -33.083895)",,
27443785,False,2,Melrose Street,secondary,50,True,88.77300000000001,"LINESTRING (147.1445545 -33.0851464, 147.1445965 -33.0852846, 147.1448173 -33.0859137)",,
27443954,False,2,Harding Avenue,tertiary,50,False,168.527,"LINESTRING (147.1451799 -33.090388, 147.1454501 -33.0888894)",,
192913306,False,,Busby Street,residential,,True,137.426,"LINESTRING (147.1451799 -33.090388, 147.1437168 -33.0902303)",,
192918338,False,,Busby Street,tertiary,,False,5.311,"LINESTRING (147.1451799 -33.090388, 147.1452364 -33.0903944)",,
185398808,False,,Bathurst Street,residential,,False,137.457,"LINESTRING (147.1427212 -33.0873893, 147.1441317 -33.087752)",,
185398808,False,,Bathurst Street,residential,,True,137.457,"LINESTRING (147.1441317 -33.087752, 147.1427212 -33.0873893)",,
27443953,False,,Whiley Street,residential,50,False,278.273,"LINESTRING (147.1441317 -33.087752, 147.1439864 -33.0886351, 147.1438064 -33.0897004, 147.1437168 -33.0902303)",,
185398808,False,,Bathurst Street,residential,,False,141.84,"LINESTRING (147.1441317 -33.087752, 147.1448498 -33.0879243, 147.1455884 -33.0881224)",,
192913306,False,,Busby Street,residential,,False,137.426,"LINESTRING (147.1437168 -33.0902303, 147.1451799 -33.090388)",,
27443953,False,,Whiley Street,residential,50,True,278.273,"LINESTRING (147.1437168 -33.0902303, 147.1438064 -33.0897004, 147.1439864 -33.0886351, 147.1441317 -33.087752)",,
27443955,False,,Evans Street,residential,,False,233.33,"LINESTRING (147.1470865 -33.089506, 147.1495665 -33.0897993)",,
192918342,False,2,William Street,secondary,50,False,119.44,"LINESTRING (147.1470865 -33.089506, 147.1468998 -33.0905687)",,
192918342,False,2,William Street,secondary,50,True,100.191,"LINESTRING (147.1470865 -33.089506, 147.1472528 -33.0886158)",,
27443955,False,,Evans Street,residential,,True,233.33,"LINESTRING (147.1495665 -33.0897993, 147.1470865 -33.089506)",,
185398801,False,2,McDonnell Street,residential,50,True,36.0,"LINESTRING (147.1495665 -33.0897993, 147.149523 -33.090121)",,
774649764,False,2,McDonnell Street,residential,50,False,102.279,"LINESTRING (147.1495665 -33.0897993, 147.1496592 -33.0892183, 147.149712 -33.0888876)",,
192918341,True,,,secondary,,False,21.546,"LINESTRING (147.1474293 -33.0885104, 147.1473912 -33.0885642, 147.1473432 -33.0886, 147.1472528 -33.0886158)",roundabout,
"[192918344, 774649768]",False,,Bathurst Street,secondary,,False,204.548,"LINESTRING (147.1474293 -33.0885104, 147.1481229 -33.0885957, 147.1492671 -33.0887365, 147.1496016 -33.0887777)",,
192918342,False,2,William Street,secondary,50,False,100.191,"LINESTRING (147.1472528 -33.0886158, 147.1470865 -33.089506)",,
192918341,True,,,secondary,,False,23.785,"LINESTRING (147.1472528 -33.0886158, 147.1472114 -33.0886029, 147.1471673 -33.0885823, 147.1471358 -33.0885474, 147.1471258 -33.0885266, 147.1471111 -33.0884593)",roundabout,
185398809,False,2,William Street,residential,50,True,102.46600000000001,"LINESTRING (147.1473104 -33.0883689, 147.1473979 -33.0878513, 147.1474646 -33.0874565)",,
192918341,True,,,secondary,,False,20.442,"LINESTRING (147.1473104 -33.0883689, 147.1473698 -33.0883962, 147.1474021 -33.0884305, 147.1474134 -33.0884531, 147.1474195 -33.0884807, 147.1474293 -33.0885104)",roundabout,
774649766,True,,,secondary,50,False,19.052,"LINESTRING (147.1496016 -33.0887777, 147.1496124 -33.0887437, 147.1496365 -33.0887147, 147.1496599 -33.0886993, 147.1496992 -33.0886867, 147.1497477 -33.0886871)",roundabout,
"[774649768, 192918344]",False,,Bathurst Street,secondary,,True,204.548,"LINESTRING (147.1496016 -33.0887777, 147.1492671 -33.0887365, 147.1481229 -33.0885957, 147.1474293 -33.0885104)",,
192918339,False,,Bathurst Street,secondary,,False,52.543,"LINESTRING (147.1498413 -33.0888061, 147.1503988 -33.0888776)",,
774649767,True,,,secondary,50,False,16.406,"LINESTRING (147.1498413 -33.0888061, 147.149826 -33.088839, 147.1497953 -33.0888675, 147.1497577 -33.0888835, 147.149712 -33.0888876)",roundabout,
774649765,False,2,McDonnell Street,residential,50,False,94.605,"LINESTRING (147.1497477 -33.0886871, 147.1498998 -33.0878459)",,
774649770,True,,,secondary,50,False,17.453,"LINESTRING (147.1497477 -33.0886871, 147.1497867 -33.0887003, 147.1498215 -33.0887279, 147.1498394 -33.0887599, 147.1498413 -33.0888061)",roundabout,
192916539,False,2,Molong Street,tertiary,50,False,98.863,"LINESTRING (147.1454877 -33.0840473, 147.1465398 -33.0841631)",,
192916539,False,2,Molong Street,tertiary,50,True,129.968,"LINESTRING (147.1454877 -33.0840473, 147.1441046 -33.083895)",,
192918340,False,2,McDonnell Street,residential,50,True,122.964,"LINESTRING (147.150304 -33.0856344, 147.1501058 -33.0867277)",,
225253324,False,,Oxley Street,residential,,False,230.031,"LINESTRING (147.150304 -33.0856344, 147.1527448 -33.0859465)",,
192918340,False,2,McDonnell Street,residential,50,False,106.815,"LINESTRING (147.150304 -33.0856344, 147.1504538 -33.0847987, 147.1504762 -33.0846847)",,
185398247,False,2,Denison Street,secondary,50,False,122.202,"LINESTRING (147.1527448 -33.0859465, 147.1525516 -33.0870335)",,
185398247,False,2,Denison Street,secondary,50,True,109.285,"LINESTRING (147.1527448 -33.0859465, 147.1529176 -33.0849744)",,
225253324,False,,Oxley Street,residential,,True,230.031,"LINESTRING (147.1527448 -33.0859465, 147.150304 -33.0856344)",,
29992945,False,,Lachlan Street,residential,,False,65.076,"LINESTRING (147.1520566 -33.089682, 147.1521762 -33.0891054)",,
"[29992945, 29992943]",False,,Lachlan Street,residential,,"[False, True]",268.443,"LINESTRING (147.1520566 -33.089682, 147.1520198 -33.0898592, 147.1519581 -33.0899932, 147.1518913 -33.0900394, 147.1518106 -33.0900952, 147.1515826 -33.090146, 147.1513088 -33.0901392, 147.1502896 -33.0900664, 147.1498605 -33.0900736, 147.149523 -33.090121)",,
192918339,False,,Bathurst Street,secondary,,True,52.543,"LINESTRING (147.1503988 -33.0888776, 147.1498413 -33.0888061)",,
774649769,False,,Bathurst Street,secondary,,False,167.512,"LINESTRING (147.1503988 -33.0888776, 147.1521762 -33.0891054)",,
567612745,True,1,Bathurst Lane,residential,,False,229.57199999999997,"LINESTRING (147.1503988 -33.0888776, 147.1503519 -33.0890921, 147.1503103 -33.0893011, 147.1502969 -33.0893899, 147.1503009 -33.0894348, 147.1503291 -33.0894607, 147.1504122 -33.089482, 147.1507595 -33.0895225, 147.1517962 -33.089655, 147.1520566 -33.089682)",,
567612749,False,1,George Street,unclassified,,True,87.161,"LINESTRING (147.1451282 -33.091173, 147.1452364 -33.0903944)",,
192918338,False,,Busby Street,tertiary,,False,73.477,"LINESTRING (147.1452364 -33.0903944, 147.1460179 -33.0904836)",,
192918338,False,,Busby Street,tertiary,,True,5.311,"LINESTRING (147.1452364 -33.0903944, 147.1451799 -33.090388)",,
567612749,False,1,George Street,unclassified,,False,87.161,"LINESTRING (147.1452364 -33.0903944, 147.1451282 -33.091173)",,
192918338,False,,Busby Street,tertiary,,True,73.477,"LINESTRING (147.1460179 -33.0904836, 147.1452364 -33.0903944)",,
192918338,False,,Busby Street,tertiary,,False,82.777,"LINESTRING (147.1460179 -33.0904836, 147.1467329 -33.0905651, 147.1468998 -33.0905687)",,
"[567612761, 567612756]",False,"['1', '2']",Georges Lane,residential,,True,243.142,"LINESTRING (147.1460179 -33.0904836, 147.1460456 -33.0903056, 147.146185 -33.0896191, 147.1462655 -33.0891753, 147.1462803 -33.089082, 147.1462816 -33.089046, 147.1462655 -33.0890168, 147.1462253 -33.0889921, 147.1461126 -33.0889708, 147.1454501 -33.0888894)",,10
27443954,False,2,Harding Avenue,tertiary,50,False,86.254,"LINESTRING (147.1454501 -33.0888894, 147.1455884 -33.0881224)",,
27443954,False,2,Harding Avenue,tertiary,50,True,168.527,"LINESTRING (147.1454501 -33.0888894, 147.1451799 -33.090388)",,
"[567612761, 567612756]",False,"['1', '2']",Georges Lane,residential,,False,243.14200000000002,"LINESTRING (147.1454501 -33.0888894, 147.1461126 -33.0889708, 147.1462253 -33.0889921, 147.1462655 -33.0890168, 147.1462816 -33.089046, 147.1462803 -33.089082, 147.1462655 -33.0891753, 147.146185 -33.0896191, 147.1460456 -33.0903056, 147.1460179 -33.0904836)",,10
567612764,False,2,Church Lane,residential,,True,180.288,"LINESTRING (147.1457089 -33.0847448, 147.1455534 -33.0856381, 147.14554 -33.0856943, 147.1455118 -33.0857347, 147.1454729 -33.0857662, 147.1454206 -33.0857842, 147.1448173 -33.0859137)",,
27443785,False,2,Melrose Street,secondary,50,True,54.894,"LINESTRING (147.1448173 -33.0859137, 147.1449836 -33.0863873)",,
27443785,False,2,Melrose Street,secondary,50,False,88.77300000000001,"LINESTRING (147.1448173 -33.0859137, 147.1445965 -33.0852846, 147.1445545 -33.0851464)",,
567612764,False,2,Church Lane,residential,,False,180.288,"LINESTRING (147.1448173 -33.0859137, 147.1454206 -33.0857842, 147.1454729 -33.0857662, 147.1455118 -33.0857347, 147.14554 -33.0856943, 147.1455534 -33.0856381, 147.1457089 -33.0847448)",,
192918340,False,2,McDonnell Street,residential,50,False,117.436,"LINESTRING (147.1499138 -33.0877715, 147.1501058 -33.0867277)",,
192918340,False,2,McDonnell Street,residential,50,True,8.375,"LINESTRING (147.1499138 -33.0877715, 147.1498998 -33.0878459)",,
591438077,True,,Marsden Street,residential,10,False,230.849,"LINESTRING (147.1499138 -33.0877715, 147.1492778 -33.0876897, 147.1488703 -33.0876373, 147.1485005 -33.0875897, 147.1483102 -33.0875652, 147.1474646 -33.0874565)",,
