osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction
283911122,2,Star Road,tertiary,50,False,False,21.287,"LINESTRING (146.9591631 -36.7268891, 146.9589907 -36.7267566)",,,
29476278,,Riverside Avenue,unclassified,,True,False,123.86200000000002,"LINESTRING (146.9591631 -36.7268891, 146.9593892 -36.7268163, 146.9595293 -36.7267882, 146.9597114 -36.7267545, 146.9598398 -36.7267414, 146.9599682 -36.7267246, 146.9600803 -36.7266965, 146.9601877 -36.7266684, 146.9604819 -36.726558)",,,
283911122,2,Star Road,tertiary,50,False,True,62.312,"LINESTRING (146.9591631 -36.7268891, 146.9592331 -36.7269781, 146.9595209 -36.7273705)",,,
"[46357603, 47478204]",2,"['Gavan Street', 'Great Alpine Road']",primary,60,False,True,58.639,"LINESTRING (146.9637899 -36.7264478, 146.9636423 -36.726433, 146.9634676 -36.7264221, 146.9631339 -36.7264113)",B500,yes,
48042452,,Mountbatten Avenue,residential,50,False,True,280.701,"LINESTRING (146.9637899 -36.7264478, 146.9638168 -36.7263229, 146.963888 -36.7259723, 146.9639308 -36.725887, 146.9640328 -36.725808, 146.9642637 -36.725763, 146.9645141 -36.7257354, 146.9647201 -36.7257593, 146.9653224 -36.7258866, 146.966264 -36.7260743)",,,
233975433,,Gavan Street,primary,,True,False,13.628,"LINESTRING (146.9631339 -36.7264113, 146.9629818 -36.7264239)",B500,,
"[46357603, 47478204]",2,"['Gavan Street', 'Great Alpine Road']",primary,60,False,False,58.639,"LINESTRING (146.9631339 -36.7264113, 146.9634676 -36.7264221, 146.9636423 -36.726433, 146.9637899 -36.7264478)",B500,yes,
199104800,,Mill Road,residential,,False,False,107.823,"LINESTRING (146.9570685 -36.730466, 146.9582782 -36.7304832)",,,
29476292,,Kilfinan Crescent,residential,50,False,False,166.732,"LINESTRING (146.9570685 -36.730466, 146.9570605 -36.7305713, 146.9570873 -36.7306638, 146.9571141 -36.7307046, 146.9571571 -36.7307476, 146.9572187 -36.7307884, 146.9572778 -36.7308078, 146.9579376 -36.7308766, 146.9579993 -36.7308658, 146.9580663 -36.7308422, 146.9581602 -36.7308121, 146.9582224 -36.7307749, 146.9582487 -36.7307197, 146.9582782 -36.7304832)",,,
199104800,,Mill Road,residential,,False,True,43.243,"LINESTRING (146.9570685 -36.730466, 146.9565834 -36.730457)",,,
199104800,,Mill Road,residential,,False,True,107.823,"LINESTRING (146.9582782 -36.7304832, 146.9570685 -36.730466)",,,
