osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,junction
41882802,Grevillea Street,residential,False,False,16.899,,,"LINESTRING (150.5140965 -24.4011828, 150.5142087 -24.4012953)",
41885765,Grevillea Street,tertiary,False,False,170.75,,,"LINESTRING (150.5140965 -24.4011828, 150.512975 -24.4000361)",
171579227,Dawson Highway,trunk,True,False,112.792,60;ACW,60,"LINESTRING (150.5140965 -24.4011828, 150.5145057 -24.4008603, 150.5149375 -24.4005177)",
41882473,Callide Street,tertiary,False,False,214.473,,40,"LINESTRING (150.5124169 -24.4025572, 150.5116518 -24.4017911, 150.5110046 -24.4011199)",
171579227,Dawson Highway,trunk,True,False,114.627,60;ACW,60,"LINESTRING (150.5124169 -24.4025572, 150.5128451 -24.4022083, 150.5131557 -24.401951, 150.513258 -24.4018673)",
41881844,Kariboe Street,tertiary,False,False,14.486,,,"LINESTRING (150.513258 -24.4018673, 150.5133525 -24.4019651)",
41881954,Kariboe Street,tertiary,False,False,212.703,,,"LINESTRING (150.513258 -24.4018673, 150.5118588 -24.4004406)",
171579227,Dawson Highway,trunk,True,False,114.032,60;ACW,60,"LINESTRING (150.513258 -24.4018673, 150.51367 -24.4015257, 150.5140965 -24.4011828)",
41882803,Kroombit Street,residential,False,False,16.039,ACW,,"LINESTRING (150.5149375 -24.4005177, 150.5150351 -24.4006313)",
171579216,Kroombit Street,residential,False,False,175.214,,,"LINESTRING (150.5149375 -24.4005177, 150.5137762 -24.3993496)",
875688153,Dawson Highway,trunk,True,False,111.463,60,,"LINESTRING (150.5149375 -24.4005177, 150.5157403 -24.3998319)",
41882475,Bell Street,residential,False,False,17.472,,,"LINESTRING (150.5157403 -24.3998319, 150.5158763 -24.3999286)",
41885752,Bell Street,residential,False,False,212.652,,,"LINESTRING (150.5157403 -24.3998319, 150.5143579 -24.3983923)",
875688153,Dawson Highway,trunk,True,False,109.47200000000001,60,,"LINESTRING (150.5157403 -24.3998319, 150.5163261 -24.3993484, 150.5165311 -24.399161)",
171579205,Rainbow Street,tertiary,False,False,210.063,,,"LINESTRING (150.516645 -24.3990322, 150.5152544 -24.3976304)",
171579205,Rainbow Street,tertiary,False,True,15.326,,,"LINESTRING (150.516645 -24.3990322, 150.5167442 -24.3991363)",
875688153,Dawson Highway,trunk,True,False,91.664,60,,"LINESTRING (150.516645 -24.3990322, 150.517191 -24.3983747)",
41882475,Bell Street,residential,False,True,110.52,,,"LINESTRING (150.518737 -24.4028853, 150.5180123 -24.4021421)",
41882477,Prospect Street,residential,False,True,116.341,,,"LINESTRING (150.518737 -24.4028853, 150.5178825 -24.4035847)",
41882478,Callide Street,tertiary,False,True,214.207,,,"LINESTRING (150.5137725 -24.4042171, 150.5136944 -24.4041376, 150.5123602 -24.4027829)",
41882801,Barrett Street,tertiary,False,False,134.233,,,"LINESTRING (150.5137725 -24.4042171, 150.5142485 -24.403826, 150.5147566 -24.4034083)",
41881844,Kariboe Street,tertiary,False,True,214.402,,,"LINESTRING (150.5147566 -24.4034083, 150.5133525 -24.4019651)",
41882801,Barrett Street,tertiary,False,True,134.233,,,"LINESTRING (150.5147566 -24.4034083, 150.5142485 -24.403826, 150.5137725 -24.4042171)",
302736648,Barrett Street,residential,False,False,113.32,,,"LINESTRING (150.5147566 -24.4034083, 150.5151691 -24.4030736, 150.5155921 -24.4027303)",
41882475,Bell Street,residential,False,False,114.218,,,"LINESTRING (150.5172634 -24.401374, 150.5180123 -24.4021421)",
41882475,Bell Street,residential,False,True,213.45,,,"LINESTRING (150.5172634 -24.401374, 150.5158763 -24.3999286)",
302736648,Barrett Street,residential,False,False,108.907,,,"LINESTRING (150.5172634 -24.401374, 150.5180633 -24.4007193)",
302736648,Barrett Street,residential,False,True,115.253,,,"LINESTRING (150.5172634 -24.401374, 150.5164137 -24.4020636)",
41882802,Grevillea Street,residential,False,False,225.704,,,"LINESTRING (150.5155921 -24.4027303, 150.5170626 -24.4042557)",
41882802,Grevillea Street,residential,False,True,212.332,,,"LINESTRING (150.5155921 -24.4027303, 150.5142087 -24.4012953)",
302736648,Barrett Street,residential,False,False,111.434,,,"LINESTRING (150.5155921 -24.4027303, 150.5159882 -24.4024088, 150.5164137 -24.4020636)",
302736648,Barrett Street,residential,False,True,113.32,,,"LINESTRING (150.5155921 -24.4027303, 150.5151691 -24.4030736, 150.5147566 -24.4034083)",
41882802,Grevillea Street,residential,False,True,225.704,,,"LINESTRING (150.5170626 -24.4042557, 150.5155921 -24.4027303)",
41882477,Prospect Street,residential,False,False,111.623,,,"LINESTRING (150.5170626 -24.4042557, 150.5174736 -24.4039194, 150.5178825 -24.4035847)",
302736648,Barrett Street,residential,False,False,115.253,,,"LINESTRING (150.5164137 -24.4020636, 150.5172634 -24.401374)",
875688154,Kroombit Street,residential,False,False,225.232,,,"LINESTRING (150.5164137 -24.4020636, 150.5178825 -24.4035847)",
875688154,Kroombit Street,residential,False,True,211.787,,,"LINESTRING (150.5164137 -24.4020636, 150.5150351 -24.4006313)",
302736648,Barrett Street,residential,False,True,111.434,,,"LINESTRING (150.5164137 -24.4020636, 150.5159882 -24.4024088, 150.5155921 -24.4027303)",
41882477,Prospect Street,residential,False,False,116.341,,,"LINESTRING (150.5178825 -24.4035847, 150.518737 -24.4028853)",
875688154,Kroombit Street,residential,False,True,225.232,,,"LINESTRING (150.5178825 -24.4035847, 150.5164137 -24.4020636)",
41882477,Prospect Street,residential,False,True,111.623,,,"LINESTRING (150.5178825 -24.4035847, 150.5174736 -24.4039194, 150.5170626 -24.4042557)",
171579193,Dawson Highway,trunk,True,False,92.349,60,,"LINESTRING (150.5173084 -24.3984838, 150.5167442 -24.3991363)",
171579197,Scoria Street,residential,False,False,235.997,,,"LINESTRING (150.5173084 -24.3984838, 150.5188406 -24.400083)",
171579197,Scoria Street,residential,False,True,16.985,,,"LINESTRING (150.5173084 -24.3984838, 150.517191 -24.3983747)",
171579197,Scoria Street,residential,False,True,235.997,,,"LINESTRING (150.5188406 -24.400083, 150.5173084 -24.3984838)",
302736648,Barrett Street,residential,False,True,105.838,,,"LINESTRING (150.5188406 -24.400083, 150.5180633 -24.4007193)",
41882475,Bell Street,residential,False,False,110.52,,,"LINESTRING (150.5180123 -24.4021421, 150.518737 -24.4028853)",
41882475,Bell Street,residential,False,True,114.218,,,"LINESTRING (150.5180123 -24.4021421, 150.5172634 -24.401374)",
41882473,Callide Street,tertiary,False,False,212.023,,40,"LINESTRING (150.5110046 -24.4011199, 150.5096231 -24.3996871)",
41882473,Callide Street,tertiary,False,True,214.473,,40,"LINESTRING (150.5110046 -24.4011199, 150.5116518 -24.4017911, 150.5124169 -24.4025572)",
41885764,Melton Street,tertiary,False,True,114.837,,,"LINESTRING (150.5110046 -24.4011199, 150.5114291 -24.4007823, 150.5118588 -24.4004406)",
41881954,Kariboe Street,tertiary,False,False,214.63,,,"LINESTRING (150.5118588 -24.4004406, 150.5104501 -24.3989984)",
41881954,Kariboe Street,tertiary,False,True,212.703,,,"LINESTRING (150.5118588 -24.4004406, 150.513258 -24.4018673)",
41885764,Melton Street,tertiary,False,False,114.837,,,"LINESTRING (150.5118588 -24.4004406, 150.5114291 -24.4007823, 150.5110046 -24.4011199)",
41885764,Melton Street,tertiary,False,True,113.50299999999999,,,"LINESTRING (150.5118588 -24.4004406, 150.5122589 -24.4001191, 150.5126834 -24.3997495)",
41885764,Melton Street,tertiary,False,False,113.50299999999999,,,"LINESTRING (150.5126834 -24.3997495, 150.5122589 -24.4001191, 150.5118588 -24.4004406)",
41885765,Grevillea Street,tertiary,False,True,43.45,,,"LINESTRING (150.5126834 -24.3997495, 150.5127923 -24.3998602, 150.512975 -24.4000361)",
302736646,Grevillea Street,residential,False,False,50.193,,,"LINESTRING (150.5126834 -24.3997495, 150.5125588 -24.399623, 150.5123545 -24.3994118)",
302736646,Grevillea Street,residential,False,True,211.123,,,"LINESTRING (150.5098856 -24.3968994, 150.5112601 -24.398327)",
41885766,Murchison Street,residential,False,False,112.884,,,"LINESTRING (150.5098856 -24.3968994, 150.510295 -24.3965634, 150.5107137 -24.3962198)",
41885766,Murchison Street,residential,False,False,114.92,,,"LINESTRING (150.5107137 -24.3962198, 150.5115554 -24.3955266)",
302859935,Kroombit Street,residential,False,True,205.096,,,"LINESTRING (150.5107137 -24.3962198, 150.5120846 -24.3975775)",
41885766,Murchison Street,residential,False,True,112.884,,,"LINESTRING (150.5107137 -24.3962198, 150.510295 -24.3965634, 150.5098856 -24.3968994)",
41885752,Bell Street,residential,False,True,214.534,,,"LINESTRING (150.5115554 -24.3955266, 150.5129635 -24.3969681)",
41885766,Murchison Street,residential,False,True,114.92,,,"LINESTRING (150.5115554 -24.3955266, 150.5107137 -24.3962198)",
41882473,Callide Street,tertiary,False,True,212.023,,40,"LINESTRING (150.5096231 -24.3996871, 150.5110046 -24.4011199)",
41885767,Praire Street,residential,False,False,113.48,,,"LINESTRING (150.5096231 -24.3996871, 150.5100378 -24.3993418, 150.5104501 -24.3989984)",
41881954,Kariboe Street,tertiary,False,False,71.483,,,"LINESTRING (150.5104501 -24.3989984, 150.5099809 -24.3985181)",
