osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,junction
56178392,Green Street,residential,False,True,126.49,"LINESTRING (145.7061305 -37.1881515, 145.7061165 -37.1882092, 145.7059031 -37.1892745)",,,,,
320951130,Maroondah Highway,primary,False,False,96.43499999999999,"LINESTRING (145.7061305 -37.1881515, 145.7065885 -37.1882103, 145.7067872 -37.188244, 145.707047 -37.1883177, 145.7071625 -37.1883694, 145.7071729 -37.188376)",B340,60,,,
"[769860851, 320956205, 320956206]",Maroondah Highway,primary,False,False,177.369,"LINESTRING (145.7079776 -37.1892695, 145.7088178 -37.190434, 145.7089109 -37.1905436, 145.7089332 -37.1905758, 145.7089749 -37.1906517)",B340,50,2,yes,
"[320951131, 769860851, 320951130]",Maroondah Highway,primary,False,True,119.16300000000001,"LINESTRING (145.7079776 -37.1892695, 145.7078525 -37.189099, 145.7075482 -37.1886803, 145.707351 -37.1885076, 145.7072363 -37.1884165, 145.707209 -37.1883991)",B340,"['60', '50']",2,,
976156208,Vickery Street,unclassified,False,False,42.881,"LINESTRING (145.7079776 -37.1892695, 145.7079154 -37.1892993, 145.7075763 -37.189485)",,,,,
976156208,Vickery Street,unclassified,False,True,238.547,"LINESTRING (145.7079776 -37.1892695, 145.7080379 -37.189232, 145.7101893 -37.1880458)",,,,,
392860525,Downey Street,primary,False,False,110.618,"LINESTRING (145.7110763 -37.1912836, 145.7122754 -37.1910058)",B340,,2,,
392860525,Downey Street,primary,False,True,26.952,"LINESTRING (145.7110763 -37.1912836, 145.7107835 -37.1913495)",B340,,2,,
43996461,Webster Street,residential,False,False,113.855,"LINESTRING (145.7110763 -37.1912836, 145.7110499 -37.1912123, 145.7107254 -37.1903369, 145.7107123 -37.1903016)",,,,,
43996461,Webster Street,residential,False,True,219.805,"LINESTRING (145.7110763 -37.1912836, 145.7110947 -37.1913352, 145.7112517 -37.191775, 145.7113502 -37.192051, 145.7114279 -37.1922688, 145.7117382 -37.1931383, 145.7117549 -37.193185)",,,,,
43996461,Webster Street,residential,False,False,219.80500000000004,"LINESTRING (145.7117549 -37.193185, 145.7117382 -37.1931383, 145.7114279 -37.1922688, 145.7113502 -37.192051, 145.7112517 -37.191775, 145.7110947 -37.1913352, 145.7110763 -37.1912836)",,,,,
43996461,Webster Street,residential,False,True,223.693,"LINESTRING (145.7117549 -37.193185, 145.7117813 -37.1932579, 145.712454 -37.1951181)",,,,,
56629364,Nihil Street,residential,False,False,110.88,"LINESTRING (145.7117549 -37.193185, 145.7119742 -37.1931352, 145.7129587 -37.1929116)",,,,,
56629364,Nihil Street,residential,False,True,117.72200000000001,"LINESTRING (145.7117549 -37.193185, 145.7110563 -37.1933497, 145.7104805 -37.1934854)",,,,,
55216778,Cooper Street,residential,False,False,124.511,"LINESTRING (145.709749 -37.1957632, 145.7110956 -37.1954419)",,,,,
55216778,Cooper Street,residential,False,True,110.874,"LINESTRING (145.709749 -37.1957632, 145.7085458 -37.1960382)",,,,,
55216777,Bayley Street,residential,False,False,227.084,"LINESTRING (145.709749 -37.1957632, 145.7090655 -37.1938797, 145.7090371 -37.1938013)",,,,,
55216779,Myrtle Street,residential,False,True,221.037,"LINESTRING (145.7134523 -37.1907331, 145.7141838 -37.1926336)",,,,,
392860525,Downey Street,primary,False,False,219.529,"LINESTRING (145.7134523 -37.1907331, 145.715819 -37.1901474)",B340,,2,,
392860525,Downey Street,primary,False,True,108.571,"LINESTRING (145.7134523 -37.1907331, 145.7122754 -37.1910058)",B340,,2,,
55216779,Myrtle Street,residential,False,False,186.672,"LINESTRING (145.7134523 -37.1907331, 145.7129273 -37.189209, 145.7128586 -37.1891273)",,,,,
845527596,Cooper Street,residential,True,False,9.917,"LINESTRING (145.7151771 -37.1943903, 145.7151514 -37.1944771)",,,,,
55216779,Myrtle Street,residential,False,False,216.93,"LINESTRING (145.7151771 -37.1943903, 145.714982 -37.1941728, 145.7147436 -37.1939017, 145.7146011 -37.1937263, 145.714518 -37.1935788, 145.7141838 -37.1926336)",,,,,
55216779,Myrtle Street,residential,False,False,221.037,"LINESTRING (145.7141838 -37.1926336, 145.7134523 -37.1907331)",,,,,
55216779,Myrtle Street,residential,False,True,216.93,"LINESTRING (145.7141838 -37.1926336, 145.714518 -37.1935788, 145.7146011 -37.1937263, 145.7147436 -37.1939017, 145.714982 -37.1941728, 145.7151771 -37.1943903)",,,,,
56629364,Nihil Street,residential,False,True,112.83500000000001,"LINESTRING (145.7141838 -37.1926336, 145.7133804 -37.1928159, 145.7129587 -37.1929116)",,,,,
320956206,Maroondah Highway,primary,False,False,10.19,"LINESTRING (145.7092958 -37.1910717, 145.7093519 -37.1911517)",B340,,2,,
320956206,Maroondah Highway,primary,False,True,54.673,"LINESTRING (145.7092958 -37.1910717, 145.7089749 -37.1906517)",B340,,2,,
56721676,Perkins Street,residential,False,False,151.91,"LINESTRING (145.7092958 -37.1910717, 145.7093769 -37.1910276, 145.710209 -37.1905752, 145.7107123 -37.1903016)",,,,,
55216778,Cooper Street,residential,False,True,29.488,"LINESTRING (145.7151514 -37.1944771, 145.7148382 -37.194567)",,,,,
845527595,Cooper Street,residential,True,False,28.844,"LINESTRING (145.7151514 -37.1944771, 145.7151983 -37.194515, 145.7153896 -37.1944719, 145.7153827 -37.1944244)",,,,,
55216778,Cooper Street,residential,False,False,125.593,"LINESTRING (145.7110956 -37.1954419, 145.712454 -37.1951181)",,,,,
55216778,Cooper Street,residential,False,True,124.511,"LINESTRING (145.7110956 -37.1954419, 145.709749 -37.1957632)",,,,,
56629365,Grant Street,tertiary,False,True,215.096,"LINESTRING (145.7110956 -37.1954419, 145.7107664 -37.1945592, 145.7104214 -37.1935836)",,,,,
56721676,Perkins Street,residential,False,True,120.093,"LINESTRING (145.7128586 -37.1891273, 145.7117419 -37.1897397)",,,,,
