osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,junction,width
799599646,False,,Kiewa Street,primary,True,12.061,"LINESTRING (146.9149047 -36.0847863, 146.9148859 -36.0848937)",,,,
423395561,False,4,Kiewa Street,tertiary,True,182.74900000000002,"LINESTRING (146.9149047 -36.0847863, 146.9149176 -36.0847139, 146.9149838 -36.0843426, 146.9150167 -36.0841592, 146.915136 -36.0834741, 146.9151947 -36.0831596)",,,,
"[205000723, 954642862]",False,,David Street,secondary,False,164.161,"LINESTRING (146.9204733 -36.082825, 146.9206545 -36.0818274, 146.9206651 -36.0817646, 146.9207143 -36.0814654, 146.9207196 -36.0814352, 146.9207322 -36.0813636)",,,,
205000723,False,,David Street,secondary,True,63.35399999999999,"LINESTRING (146.9204733 -36.082825, 146.9203811 -36.0832399, 146.9203772 -36.0832609, 146.9203541 -36.0833865)",,,,
1173835895,False,,Kiewa Street,tertiary,True,14.841,"LINESTRING (146.9164243 -36.0765591, 146.9163975 -36.0766908)",,,,
172504924,False,,Wilson Street,tertiary,False,198.253,"LINESTRING (146.9164243 -36.0765591, 146.9171527 -36.076655, 146.9177551 -36.0767343, 146.9186027 -36.07684)",,,,
684762501,False,,Kiewa Street,tertiary,False,31.389,"LINESTRING (146.9164243 -36.0765591, 146.9164357 -36.0764897, 146.9164732 -36.0762796)",,,,
29916710,False,,Elizabeth Street,secondary_link,False,5.473,"LINESTRING (146.9127189 -36.0803695, 146.9127277 -36.0803208)",,,,
220199967,True,1,Dean Street,secondary,False,167.72899999999998,"LINESTRING (146.9127189 -36.0803695, 146.9117859 -36.0802586, 146.9114997 -36.080225, 146.9108726 -36.0801487)",,,,
29916750,False,,Stanley Street,residential,True,96.03,"LINESTRING (146.913008 -36.0788561, 146.9120965 -36.0784054)",,,,
29916750,False,,Stanley Street,residential,False,265.52399999999994,"LINESTRING (146.913008 -36.0788561, 146.915231 -36.079135, 146.9157851 -36.0792071, 146.915927 -36.0792256)",,,,
296982817,False,,Elizabeth Street,unclassified,True,164.805,"LINESTRING (146.913008 -36.0788561, 146.9129659 -36.0790668, 146.9128563 -36.0796394, 146.9128407 -36.0797209, 146.9127732 -36.0800736, 146.912743 -36.0802377, 146.9127277 -36.0803208)",,,,
29916750,False,,Stanley Street,residential,False,96.03,"LINESTRING (146.9120965 -36.0784054, 146.913008 -36.0788561)",,,,
8071647,False,,Creek Street,residential,True,27.544999999999998,"LINESTRING (146.9120965 -36.0784054, 146.9121184 -36.0783606, 146.9121341 -36.0783083, 146.9121634 -36.0781645)",,,,
29916750,False,,Stanley Street,residential,True,265.524,"LINESTRING (146.915927 -36.0792256, 146.9157851 -36.0792071, 146.915231 -36.079135, 146.913008 -36.0788561)",,,,
684762511,False,4,Kiewa Street,tertiary,False,103.042,"LINESTRING (146.915927 -36.0792256, 146.9158967 -36.0793949, 146.9157527 -36.0801415)",,,,
"[684762512, 684762502]",True,"['2', '3']",Kiewa Street,tertiary,False,63.806,"LINESTRING (146.915927 -36.0792256, 146.9159181 -36.0790336, 146.9159722 -36.0787193, 146.915975 -36.0787023, 146.9159827 -36.0786555)",,,,
8071647,False,,Creek Street,residential,False,27.545,"LINESTRING (146.9121634 -36.0781645, 146.9121341 -36.0783083, 146.9121184 -36.0783606, 146.9120965 -36.0784054)",,,,
8071647,False,,Creek Street,residential,True,41.893,"LINESTRING (146.9121634 -36.0781645, 146.9121938 -36.0779661, 146.9122039 -36.0779256, 146.9122189 -36.0778968, 146.9122433 -36.0778755, 146.9122711 -36.0778633, 146.9123324 -36.0778598)",,,,
454991500,True,3,Kiewa Street,tertiary,False,58.934999999999995,"LINESTRING (146.9157527 -36.0801415, 146.9157774 -36.0803022, 146.9157309 -36.0805613, 146.9157244 -36.0805962, 146.9157114 -36.0806664)",,,,
684762511,False,4,Kiewa Street,tertiary,True,103.042,"LINESTRING (146.9157527 -36.0801415, 146.9158967 -36.0793949, 146.915927 -36.0792256)",,,,
211898797,False,,David Street,secondary,True,227.685,"LINESTRING (146.9215036 -36.0771837, 146.9214796 -36.0772921, 146.9214738 -36.0773181, 146.9213411 -36.0780193, 146.9212407 -36.0785956, 146.9212093 -36.0787759, 146.921158 -36.0790704, 146.9211323 -36.0792091)",,,,
"[684714760, 283545974]",False,,Wilson Street,tertiary,True,200.782,"LINESTRING (146.9215036 -36.0771837, 146.921346 -36.0771652, 146.92131 -36.077161, 146.9210002 -36.0771253, 146.9204349 -36.0770582, 146.9202904 -36.0770412, 146.9196825 -36.0769698, 146.9192927 -36.076924)",,,,
8071646,False,,Englehardt Street,residential,False,102.265,"LINESTRING (146.9134574 -36.077998, 146.9123324 -36.0778598)",,,,
"[684762514, 8071646]",False,,Englehardt Street,residential,True,235.587,"LINESTRING (146.9134574 -36.077998, 146.9153976 -36.078237, 146.9156566 -36.0782699, 146.9159204 -36.0783024, 146.915948 -36.078306, 146.9160485 -36.0783194)",,,,
30061361,False,,Victoria Street,residential,True,96.255,"LINESTRING (146.9134574 -36.077998, 146.9135551 -36.0775037, 146.9136301 -36.0771437)",,,,
52559967,False,4,Smollett Street,tertiary,False,96.792,"LINESTRING (146.9111594 -36.0822706, 146.9113785 -36.0822976, 146.9114538 -36.0823068, 146.9119322 -36.0823657, 146.9119898 -36.0823728, 146.9122242 -36.0824017)",,,,
172504926,True,,,tertiary,False,5.545,"LINESTRING (146.9190428 -36.0768157, 146.9190624 -36.076835, 146.9190756 -36.0768575)",,,roundabout,
175818702,True,,Olive Street,tertiary,False,26.158,"LINESTRING (146.9188963 -36.0768011, 146.9190072 -36.0765836)",,,,
172504926,True,,,tertiary,False,14.139,"LINESTRING (146.9188963 -36.0768011, 146.9189332 -36.0767901, 146.9189725 -36.076789, 146.9190103 -36.0767978, 146.9190428 -36.0768157)",,,roundabout,
172509351,True,,Wilson Street,tertiary,False,20.865,"LINESTRING (146.9190756 -36.0768575, 146.9192927 -36.076924)",,,,
172504926,True,,,tertiary,False,8.440999999999999,"LINESTRING (146.9190756 -36.0768575, 146.9190815 -36.0768824, 146.9190796 -36.0769076, 146.91907 -36.0769317)",,,roundabout,
283545979,True,,Wilson Street,tertiary,False,24.874,"LINESTRING (146.9188501 -36.0769403, 146.9186027 -36.07684)",,,,
"[172504926, 1173835894]",True,,,tertiary,False,12.613,"LINESTRING (146.9188501 -36.0769403, 146.9188366 -36.0769141, 146.9188327 -36.0768859, 146.9188386 -36.076858, 146.918854 -36.0768325)",,,roundabout,
30061361,False,,Victoria Street,residential,False,46.184,"LINESTRING (146.9137616 -36.0766628, 146.9136471 -36.0770677)",,,,
215402842,False,,Mitchell Street,residential,False,78.906,"LINESTRING (146.9137616 -36.0766628, 146.9146304 -36.0767652)",,,,
215402842,False,,Mitchell Street,residential,True,151.827,"LINESTRING (146.9163006 -36.0769704, 146.9146304 -36.0767652)",,,,
454991501,True,,Kiewa Street,tertiary,False,32.474000000000004,"LINESTRING (146.9163006 -36.0769704, 146.916322 -36.0768515, 146.9163975 -36.0766908)",,,,
172509352,True,,,tertiary,False,10.796,"LINESTRING (146.9186721 -36.0788307, 146.9187178 -36.0788636, 146.9187444 -36.0789061)",,,roundabout,
284557091,True,1,Olive Street,tertiary,False,102.08699999999999,"LINESTRING (146.918633 -36.079068, 146.918569 -36.0792211, 146.9184325 -36.0799695)",,,,
1168838365,True,,,tertiary,False,10.462,"LINESTRING (146.918633 -36.079068, 146.9185734 -36.0790721, 146.918519 -36.0790595)",,,roundabout,
284557090,True,,Swift Street,tertiary,False,150.06199999999998,"LINESTRING (146.9187444 -36.0789061, 146.9188223 -36.0789305, 146.9190563 -36.0789621, 146.9192692 -36.0789837, 146.9199108 -36.0790672, 146.9203148 -36.0791142, 146.9203901 -36.0791247)",,,,
1168838366,True,,,tertiary,False,13.188,"LINESTRING (146.9187444 -36.0789061, 146.9187488 -36.0789631, 146.91873 -36.0790067, 146.9187179 -36.0790185)",,,roundabout,
8071646,False,,Englehardt Street,residential,True,48.376,"LINESTRING (146.9117986 -36.0778037, 146.9123324 -36.0778598)",,,,
"[574875414, 204895519]",True,"['1', '3']",Smollett Street,tertiary,False,66.158,"LINESTRING (146.9170876 -36.0829546, 146.9174442 -36.0829966, 146.9176458 -36.0830216, 146.9176754 -36.0830255, 146.9178154 -36.0830441)",,,,
211898797,False,,David Street,secondary,False,224.21,"LINESTRING (146.9207497 -36.0812783, 146.9207632 -36.081206, 146.9207701 -36.0811725, 146.9208422 -36.0807791, 146.9208631 -36.0806795, 146.9209663 -36.0801077, 146.9211059 -36.0793521, 146.9211185 -36.0792841)",,,,
1167853734,False,,David Street,secondary,True,9.615,"LINESTRING (146.9207497 -36.0812783, 146.9207421 -36.0813153, 146.9207322 -36.0813636)",,,,
684773571,True,,Dean Street,secondary,False,7.883,"LINESTRING (146.9181685 -36.0809669, 146.9182548 -36.0809796)",,,,
"[223481234, 684772476]",True,"['1', '2']",Olive Street,tertiary,False,113.313,"LINESTRING (146.9181685 -36.0809669, 146.9181809 -36.0808983, 146.9182584 -36.0804698, 146.9183249 -36.0802251, 146.9183753 -36.0799621)",,,,
684770326,True,,Kiewa Street,secondary,False,8.739,"LINESTRING (146.9157114 -36.0806664, 146.915676 -36.0807396)",,,,
294108826,True,1,Dean Street,secondary,False,38.471,"LINESTRING (146.9157114 -36.0806664, 146.9158027 -36.0806779, 146.9160399 -36.0807077, 146.9161286 -36.0807366)",,,,
29916710,False,,Elizabeth Street,secondary_link,True,5.473,"LINESTRING (146.9127277 -36.0803208, 146.9127189 -36.0803695)",,,,
241407708,True,1,Dean Street,secondary,False,35.087,"LINESTRING (146.9127277 -36.0803208, 146.9131138 -36.0803677)",,,,
296982817,False,,Elizabeth Street,unclassified,False,164.80499999999998,"LINESTRING (146.9127277 -36.0803208, 146.912743 -36.0802377, 146.9127732 -36.0800736, 146.9128407 -36.0797209, 146.9128563 -36.0796394, 146.9129659 -36.0790668, 146.913008 -36.0788561)",,,,
1173835893,True,,,tertiary,False,6.54,"LINESTRING (146.91907 -36.0769317, 146.9190499 -36.0769562, 146.9190219 -36.076975)",,,roundabout,
294778931,False,2,Olive Street,tertiary,True,173.935,"LINESTRING (146.9181225 -36.081501, 146.9180857 -36.0815906, 146.9180104 -36.0820023, 146.9178369 -36.0829349, 146.9178316 -36.0829616, 146.9178154 -36.0830441)",,,,
684772479,True,3,Olive Street,tertiary,False,50.993,"LINESTRING (146.9181225 -36.081501, 146.9180913 -36.0814207, 146.9181377 -36.0811383, 146.9181424 -36.0811135, 146.9181546 -36.0810498)",,,,
283545973,True,,Olive Street,tertiary,False,25.082,"LINESTRING (146.9190219 -36.076975, 146.9189082 -36.077181)",,,,
1173835893,True,,,tertiary,False,11.911999999999999,"LINESTRING (146.9190219 -36.076975, 146.9189915 -36.0769857, 146.9189587 -36.0769896, 146.9189258 -36.0769864, 146.9188952 -36.0769762)",,,roundabout,
283545972,True,,Olive Street,tertiary,False,22.803,"LINESTRING (146.9189082 -36.077181, 146.9188952 -36.0769762)",,,,
284557087,False,,Olive Street,tertiary,True,151.302,"LINESTRING (146.9189082 -36.077181, 146.9188389 -36.0776064, 146.9186638 -36.0785272)",,,,
1173835893,True,,,tertiary,False,5.737,"LINESTRING (146.9188952 -36.0769762, 146.9188697 -36.0769606, 146.9188501 -36.0769403)",,,roundabout,
283545975,True,,Wilson Street,tertiary,False,20.033,"LINESTRING (146.9192927 -36.076924, 146.91907 -36.0769317)",,,,
"[684714760, 283545974]",False,,Wilson Street,tertiary,False,200.782,"LINESTRING (146.9192927 -36.076924, 146.9196825 -36.0769698, 146.9202904 -36.0770412, 146.9204349 -36.0770582, 146.9210002 -36.0771253, 146.92131 -36.077161, 146.921346 -36.0771652, 146.9215036 -36.0771837)",,,,
283545977,True,,Olive Street,tertiary,False,26.006,"LINESTRING (146.9190072 -36.0765836, 146.9190428 -36.0768157)",,,,
283545978,True,,Wilson Street,tertiary,False,22.6,"LINESTRING (146.9186027 -36.07684, 146.918854 -36.0768325)",,,,
172504924,False,,Wilson Street,tertiary,True,198.253,"LINESTRING (146.9186027 -36.07684, 146.9177551 -36.0767343, 146.9171527 -36.076655, 146.9164243 -36.0765591)",,,,
172504926,True,,,tertiary,False,5.197,"LINESTRING (146.918854 -36.0768325, 146.9188729 -36.0768148, 146.9188963 -36.0768011)",,,roundabout,
284556922,True,,Kiewa Street,tertiary,False,29.12,"LINESTRING (146.9165826 -36.0760331, 146.9164732 -36.0762796)",,,,
1168838368,True,,,tertiary,False,11.796,"LINESTRING (146.9165826 -36.0760331, 146.9165607 -36.0760448, 146.9165353 -36.07605, 146.9165091 -36.0760481, 146.9164878 -36.0760411, 146.9164665 -36.0760246)",,,roundabout,
1168838368,True,,,tertiary,False,2.344,"LINESTRING (146.9164665 -36.0760246, 146.9164547 -36.0760058)",,,roundabout,
284556929,True,,Kiewa Street,tertiary,False,28.361,"LINESTRING (146.9164732 -36.0762796, 146.9164665 -36.0760246)",,,,
684762501,False,,Kiewa Street,tertiary,True,31.389,"LINESTRING (146.9164732 -36.0762796, 146.9164357 -36.0764897, 146.9164243 -36.0765591)",,,,
284557088,True,,Swift Street,tertiary,False,31.105,"LINESTRING (146.9181066 -36.0788897, 146.9184525 -36.0788797)",,,,
284557084,False,,Swift Street,tertiary,False,141.471,"LINESTRING (146.9181066 -36.0788897, 146.917283 -36.078785, 146.9165504 -36.078698)",,,,
284557089,True,,Olive Street,tertiary,False,33.756,"LINESTRING (146.9186638 -36.0785272, 146.9186721 -36.0788307)",,,,
284557087,False,,Olive Street,tertiary,False,151.302,"LINESTRING (146.9186638 -36.0785272, 146.9188389 -36.0776064, 146.9189082 -36.077181)",,,,
172509347,True,,Olive Street,tertiary,False,35.78,"LINESTRING (146.9185173 -36.0788264, 146.9186638 -36.0785272)",,,,
172509352,True,,,tertiary,False,14.343000000000002,"LINESTRING (146.9185173 -36.0788264, 146.9185981 -36.0788144, 146.9186461 -36.0788206, 146.9186721 -36.0788307)",,,roundabout,
1168838365,True,,,tertiary,False,9.577,"LINESTRING (146.9187179 -36.0790185, 146.9186931 -36.0790425, 146.918633 -36.079068)",,,roundabout,
1168838365,True,,,tertiary,False,11.624,"LINESTRING (146.918519 -36.0790595, 146.9184661 -36.0790259, 146.9184363 -36.0789819)",,,roundabout,
172509349,True,,Swift Street,tertiary,False,31.353,"LINESTRING (146.9184363 -36.0789819, 146.9181066 -36.0788897)",,,,
172509352,True,,,tertiary,False,11.849,"LINESTRING (146.9184363 -36.0789819, 146.9184288 -36.0789426, 146.9184393 -36.0788964, 146.9184525 -36.0788797)",,,roundabout,
172509352,True,,,tertiary,False,8.453,"LINESTRING (146.9184525 -36.0788797, 146.9184745 -36.0788517, 146.9185173 -36.0788264)",,,roundabout,
241407704,True,3,Dean Street,secondary,False,46.923,"LINESTRING (146.9176526 -36.0809266, 146.9177829 -36.0809146, 146.9180403 -36.080951, 146.9180606 -36.0809535, 146.9181685 -36.0809669)",,,,
"[1167663456, 294108822]",False,2,Dean Street,secondary,False,138.582,"LINESTRING (146.9176526 -36.0809266, 146.9173455 -36.0808896, 146.9171326 -36.0808616, 146.9169941 -36.0808466, 146.9165581 -36.080791, 146.9164334 -36.0807766, 146.9161286 -36.0807366)",,,,
294108818,True,2,Dean Street,secondary,False,41.404,"LINESTRING (146.9161286 -36.0807366, 146.9160573 -36.0807597, 146.9159389 -36.0807672, 146.9158134 -36.0807523, 146.9157921 -36.0807498, 146.915676 -36.0807396)",,,,
"[1167663456, 294108822]",False,2,Dean Street,secondary,True,138.582,"LINESTRING (146.9161286 -36.0807366, 146.9164334 -36.0807766, 146.9165581 -36.080791, 146.9169941 -36.0808466, 146.9171326 -36.0808616, 146.9173455 -36.0808896, 146.9176526 -36.0809266)",,,,
376323296,False,,,tertiary_link,True,8.24,"LINESTRING (146.9136901 -36.0826135, 146.9137059 -36.0825405)",,,,
684722628,True,2,Smollett Street,tertiary,False,25.001,"LINESTRING (146.9136901 -36.0826135, 146.9134148 -36.0825811)",,,,
294778936,False,4,Smollett Street,tertiary,False,131.126,"LINESTRING (146.9189112 -36.0832111, 146.920183 -36.0833634, 146.9202105 -36.0833677, 146.9203541 -36.0833865)",,,,
"[574875412, 574875415]",True,3,Smollett Street,tertiary,False,100.283,"LINESTRING (146.9189112 -36.0832111, 146.9184419 -36.0831692, 146.918093 -36.0831432, 146.9179845 -36.0831305, 146.9179464 -36.0831265, 146.9178023 -36.0831111)",,,,
301188594,False,,Olive Street,tertiary_link,False,7.543,"LINESTRING (146.9178023 -36.0831111, 146.9178154 -36.0830441)",,,,
"[574875413, 684718670]",True,1,Smollett Street,tertiary,False,66.024,"LINESTRING (146.9178023 -36.0831111, 146.9176632 -36.0830939, 146.9173644 -36.0830568, 146.9170756 -36.0830237)",,,,
218812288,False,,Townsend Street,tertiary_link,True,9.295,"LINESTRING (146.9127453 -36.0824196, 146.912733 -36.0825026)",,,,
218812290,True,2,Smollett Street,tertiary,False,62.242,"LINESTRING (146.9127453 -36.0824196, 146.9129224 -36.0824424, 146.9134298 -36.082505)",,,,
301188593,False,,Townsend Street,tertiary,False,224.757,"LINESTRING (146.9127453 -36.0824196, 146.9127731 -36.0822783, 146.9129228 -36.081478, 146.912988 -36.0810639, 146.9130821 -36.0805366, 146.9131031 -36.0804192)",,,,
52559967,False,4,Smollett Street,tertiary,True,96.792,"LINESTRING (146.9122242 -36.0824017, 146.9119898 -36.0823728, 146.9119322 -36.0823657, 146.9114538 -36.0823068, 146.9113785 -36.0822976, 146.9111594 -36.0822706)",,,,
684722632,True,3,Smollett Street,tertiary,False,47.09,"LINESTRING (146.9122242 -36.0824017, 146.9125509 -36.0823931, 146.9127453 -36.0824196)",,,,
204895517,True,,Kiewa Street,tertiary_link,False,7.845,"LINESTRING (146.9152176 -36.0827942, 146.9152311 -36.0827245)",,,,
294778929,True,1,Smollett Street,tertiary,False,138.73,"LINESTRING (146.9152176 -36.0827942, 146.9151128 -36.0827818, 146.9136901 -36.0826135)",,,,
294778933,True,,Selle Lane,tertiary_link,False,7.759,"LINESTRING (146.9170756 -36.0830237, 146.9170876 -36.0829546)",,,,
"[684718675, 684718677, 684718669]",True,"['1', '2', '3']",Smollett Street,tertiary,False,161.35000000000002,"LINESTRING (146.9170756 -36.0830237, 146.9165658 -36.0829598, 146.9161317 -36.0829076, 146.916049 -36.0828978, 146.9154416 -36.0828246, 146.9154015 -36.0828188, 146.9153008 -36.0828043)",,,,
211898797,False,,David Street,secondary,False,8.431,"LINESTRING (146.9211185 -36.0792841, 146.9211323 -36.0792091)",,,,
211898797,False,,David Street,secondary,True,224.21000000000004,"LINESTRING (146.9211185 -36.0792841, 146.9211059 -36.0793521, 146.9209663 -36.0801077, 146.9208631 -36.0806795, 146.9208422 -36.0807791, 146.9207701 -36.0811725, 146.9207632 -36.081206, 146.9207497 -36.0812783)",,,,
284557086,True,,Swift Street,tertiary,False,67.697,"LINESTRING (146.9211185 -36.0792841, 146.9209499 -36.0792646, 146.9203747 -36.0791879)",,,,
211898797,False,,David Street,secondary,True,8.431,"LINESTRING (146.9211323 -36.0792091, 146.9211185 -36.0792841)",,,,
211898797,False,,David Street,secondary,False,227.685,"LINESTRING (146.9211323 -36.0792091, 146.921158 -36.0790704, 146.9212093 -36.0787759, 146.9212407 -36.0785956, 146.9213411 -36.0780193, 146.9214738 -36.0773181, 146.9214796 -36.0772921, 146.9215036 -36.0771837)",,,,
398326196,True,,Swift Street,tertiary,False,48.886,"LINESTRING (146.9211323 -36.0792091, 146.921546 -36.0792747, 146.9216564 -36.0793174)",,,,
295955960,False,,Chamberlain Close,residential,False,27.23,"LINESTRING (146.9124654 -36.0769609, 146.9123868 -36.0771974)",,,,
295955960,False,,Chamberlain Close,residential,True,27.729,"LINESTRING (146.9124654 -36.0769609, 146.9125285 -36.0767168)",,,,
295955962,False,,Chamberlain Close,residential,True,31.192,"LINESTRING (146.9124654 -36.0769609, 146.912809 -36.0770005)",,,,
295955960,False,,Chamberlain Close,residential,True,27.23,"LINESTRING (146.9123868 -36.0771974, 146.9124654 -36.0769609)",,,,
295955960,False,,Chamberlain Close,residential,False,27.729,"LINESTRING (146.9125285 -36.0767168, 146.9124654 -36.0769609)",,,,
30061361,False,,Victoria Street,residential,False,8.588,"LINESTRING (146.9136471 -36.0770677, 146.9136301 -36.0771437)",,,,
30061361,False,,Victoria Street,residential,True,46.184,"LINESTRING (146.9136471 -36.0770677, 146.9137616 -36.0766628)",,,,
295955962,False,,Chamberlain Close,residential,False,31.192,"LINESTRING (146.912809 -36.0770005, 146.9124654 -36.0769609)",,,,
295955963,True,,Chamberlain Close,residential,False,26.308,"LINESTRING (146.912809 -36.0770005, 146.9129954 -36.076988, 146.9130999 -36.0770008)",,,,
30061361,False,,Victoria Street,residential,True,8.588,"LINESTRING (146.9136301 -36.0771437, 146.9136471 -36.0770677)",,,,
295955961,True,,Chamberlain Close,residential,False,31.025,"LINESTRING (146.9136301 -36.0771437, 146.9132892 -36.0770997)",,,,
30061361,False,,Victoria Street,residential,False,96.255,"LINESTRING (146.9136301 -36.0771437, 146.9135551 -36.0775037, 146.9134574 -36.077998)",,,,
296602334,False,,Townsend Street,tertiary_link,True,5.807,"LINESTRING (146.9131138 -36.0803677, 146.9131031 -36.0804192)",,,,
"[1167734664, 684735871]",True,1,Dean Street,secondary,False,227.17200000000003,"LINESTRING (146.9131138 -36.0803677, 146.914093 -36.0804878, 146.9142333 -36.0805038, 146.9152147 -36.080623, 146.9153206 -36.0806176, 146.9154796 -36.0806355, 146.9155172 -36.0806402, 146.9156141 -36.0806552)",,,,
684762500,False,,Kiewa Street,tertiary,False,49.03,"LINESTRING (146.9161703 -36.077945, 146.9162492 -36.0775087)",,,,
684762506,True,3,Kiewa Street,tertiary,False,43.32399999999999,"LINESTRING (146.9161703 -36.077945, 146.9161889 -36.0780732, 146.9161605 -36.0782447, 146.9161571 -36.0782624, 146.9161441 -36.0783312)",,,,
