osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref,junction
68167595,McGrane Street,tertiary,50,False,False,99.39,"LINESTRING (151.348507 -32.8318206, 151.3486921 -32.8309404)",,,,
68915286,Mount View Road,tertiary,50,False,False,96.438,"LINESTRING (151.348507 -32.8318206, 151.3486965 -32.8319218, 151.3487939 -32.8320707, 151.3489669 -32.8325582)",,,,
68910757,Shedden Street,residential,50,False,False,118.38,"LINESTRING (151.3502057 -32.8334151, 151.3490596 -32.833869)",,,,
680259857,Mount View Road,tertiary,50,False,False,103.62299999999999,"LINESTRING (151.3502057 -32.8334151, 151.3503605 -32.8336517, 151.3506779 -32.8342575)",,,,
"[680259857, 68915286, 680259854]",Mount View Road,tertiary,50,False,True,151.803,"LINESTRING (151.3502057 -32.8334151, 151.3500549 -32.8332901, 151.3494422 -32.8329478, 151.349319 -32.832879, 151.3492931 -32.8328645, 151.3490634 -32.8327046, 151.3489857 -32.8325987, 151.3489669 -32.8325582)",yes,,,
538881135,Wollombi Road,secondary,60,False,False,171.409,"LINESTRING (151.3506779 -32.8342575, 151.3512711 -32.8340066, 151.3515283 -32.8339118, 151.3518202 -32.8338058, 151.352216 -32.8336557, 151.3523396 -32.8336053)",,2,,
538881135,Wollombi Road,secondary,60,False,True,113.362,"LINESTRING (151.3506779 -32.8342575, 151.3497105 -32.8346301, 151.3495797 -32.8346903)",,2,,
680259857,Mount View Road,tertiary,50,False,True,103.62299999999999,"LINESTRING (151.3506779 -32.8342575, 151.3503605 -32.8336517, 151.3502057 -32.8334151)",,,,
333522227,Allandale Road,primary,60,False,True,57.175,"LINESTRING (151.3559262 -32.8321769, 151.3558942 -32.8320541, 151.3558865 -32.8320249, 151.3558299 -32.8316695)",,,B82,
333522237,Wollombi Road,secondary,60,False,True,54.699999999999996,"LINESTRING (151.3559262 -32.8321769, 151.3558074 -32.8322202, 151.3557839 -32.8322296, 151.3553959 -32.8323852)",,5,,
68911247,Miller Street,residential,50,False,False,55.607,"LINESTRING (151.3493427 -32.8348176, 151.3495795 -32.8352764)",,,,
538881135,Wollombi Road,secondary,60,False,False,26.281,"LINESTRING (151.3493427 -32.8348176, 151.3495797 -32.8346903)",,2,,
538881135,Wollombi Road,secondary,60,False,True,105.342,"LINESTRING (151.3493427 -32.8348176, 151.3483926 -32.8353277)",,2,,
67967821,Cooper Street,residential,40,False,False,80.08500000000001,"LINESTRING (151.3562011 -32.8354788, 151.3561086 -32.8354662, 151.3560785 -32.835462, 151.355356 -32.8353584)",,,,
"[35604688, 17487256]","['North Avenue', 'Cooper Street']",residential,40,False,"[False, True]",62.010000000000005,"LINESTRING (151.3551837 -32.8353218, 151.3550365 -32.8352976, 151.3547668 -32.8352532, 151.3546427 -32.8352472, 151.3545284 -32.8352539)",,,,
67967822,,residential,40,True,False,13.35,"LINESTRING (151.3551837 -32.8353218, 151.3551918 -32.8353011, 151.3552066 -32.8352831, 151.355227 -32.8352696, 151.3552512 -32.8352616, 151.355277 -32.8352598, 151.35529 -32.8352589)",,,,roundabout
67967822,,residential,40,True,False,14.087,"LINESTRING (151.35529 -32.8352589, 151.3553097 -32.835265, 151.355325 -32.8352748, 151.355343 -32.8352902, 151.355355 -32.8353094, 151.35536 -32.8353306, 151.355356 -32.8353584)",,,,roundabout
