osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,lanes
189302789,B500,Myrtle Street,primary,60,False,True,23.879,"LINESTRING (146.7197832 -36.5583167, 146.7195637 -36.5581941)",,,
218836839,B500,Myrtle Street,primary,50,False,False,21.704,"LINESTRING (146.7197832 -36.5583167, 146.7199789 -36.5584324)",,,
"[294280985, 688300594, 189225261]",,"['Prince Street', 'King Street']",residential,50,False,False,304.752,"LINESTRING (146.7197832 -36.5583167, 146.7197275 -36.5583734, 146.7196362 -36.5584664, 146.7193637 -36.558744, 146.719344 -36.5587666, 146.7193295 -36.5587952, 146.7193223 -36.558831, 146.7193159 -36.5588795, 146.7193215 -36.5589225, 146.7193374 -36.5589512, 146.7193611 -36.5589766, 146.7193928 -36.5589977, 146.720778 -36.559867, 146.7212825 -36.5601626)",,,
"[294280984, 232638137]",C527,Prince Street,secondary,60,False,True,29.794999999999998,"LINESTRING (146.7197832 -36.5583167, 146.719823 -36.5582736, 146.7199846 -36.5581031)",,,
23529392,,Standish Street,tertiary,50,True,False,11.242,"LINESTRING (146.724669 -36.5601102, 146.7246402 -36.5601001, 146.7246161 -36.5600838, 146.7245987 -36.5600628, 146.7245894 -36.5600386)",roundabout,,
23529393,,Standish Street,tertiary,50,True,False,93.462,"LINESTRING (146.724669 -36.5601102, 146.7245919 -36.5601913, 146.7241362 -36.5606708, 146.7240889 -36.5607329, 146.7240788 -36.5607517, 146.7240651 -36.5607922)",,,
305805193,,Standish Street,tertiary,50,False,False,6.244,"LINESTRING (146.726506 -36.5581739, 146.7265563 -36.5581349)",,,
189225269,,Duke Street,residential,50,False,True,93.446,"LINESTRING (146.726506 -36.5581739, 146.726885 -36.5584106, 146.7273147 -36.5587067)",,,
237177619,,Standish Street,tertiary,50,False,True,98.93599999999999,"LINESTRING (146.726506 -36.5581739, 146.7264553 -36.5582198, 146.726343 -36.5583328, 146.7258264 -36.5588763)",,,
291434539,,Duke Street,residential,50,True,False,23.007,"LINESTRING (146.726506 -36.5581739, 146.726458 -36.5581411, 146.7264277 -36.5581178, 146.7263739 -36.5580685, 146.7263453 -36.558045, 146.7263232 -36.5580286)",,,
237177626,,Standish Street,tertiary,50,True,False,35.315,"LINESTRING (146.7269245 -36.5579303, 146.727049 -36.5578534, 146.7272229 -36.5577225)",,,
305805193,,Standish Street,tertiary,50,False,True,40.035000000000004,"LINESTRING (146.7269245 -36.5579303, 146.7266644 -36.5580677, 146.7266042 -36.5581011, 146.7265563 -36.5581349)",,,
237177625,,O'Donnell Avenue,tertiary,50,True,False,31.587,"LINESTRING (146.7272892 -36.5573351, 146.7273878 -36.5576079)",,,
803146816,,,tertiary_link,,True,False,45.82199999999999,"LINESTRING (146.7272892 -36.5573351, 146.7273745 -36.5574282, 146.7273971 -36.5574511, 146.7274266 -36.5574699, 146.7274511 -36.5574795, 146.7274777 -36.5574847, 146.727505 -36.5574865, 146.7275365 -36.5574862, 146.7275788 -36.5574811, 146.7276049 -36.5574712, 146.7276425 -36.5574533, 146.7276962 -36.5574222)",,,
