osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,junction,width
221540331,True,2,C437,Korumburra Road,secondary,False,12.055,,"LINESTRING (145.5930745 -38.6025002, 145.5932118 -38.6024847)",,
219605366,True,1,B460;92,McKenzie Street,primary,False,55.874,60,"LINESTRING (145.5930745 -38.6025002, 145.5930567 -38.6023925, 145.5930206 -38.602137, 145.59305 -38.6020021)",,
219605373,False,,,McKenzie Street,residential,False,92.971,,"LINESTRING (145.5938796 -38.6070254, 145.5938607 -38.6068762, 145.5937992 -38.6063797, 145.5937655 -38.6061942)",,
219605375,False,2,,Watt Street,residential,True,201.214,50,"LINESTRING (145.5938796 -38.6070254, 145.5923145 -38.6071845, 145.5919979 -38.6072152, 145.591583 -38.6072571)",,
239023774,False,2,,McKenzie Street,residential,True,122.434,,"LINESTRING (145.5938796 -38.6070254, 145.5939414 -38.6073325, 145.5940865 -38.6080542, 145.5940917 -38.6081137)",,
23502896,False,,,Murray Street,residential,True,202.139,50,"LINESTRING (145.5883665 -38.60516, 145.5882245 -38.6051755, 145.5860627 -38.6054119)",,
200881911,False,2,,Billson Street,tertiary,False,115.78799999999998,40,"LINESTRING (145.5883665 -38.60516, 145.5883791 -38.6052349, 145.588454 -38.6056798, 145.5884605 -38.6057186, 145.5885306 -38.6061242, 145.5885424 -38.6061922)",,
"[221569376, 1135683088, 1135683086]",False,"['2', '3']",,Murray Street,residential,False,227.07500000000002,40,"LINESTRING (145.5883665 -38.60516, 145.5885129 -38.605143, 145.5888897 -38.6051033, 145.5890292 -38.6050885, 145.5890713 -38.6050841, 145.5895902 -38.6050308, 145.59022 -38.6049643, 145.5902604 -38.6049606, 145.590417 -38.6049429, 145.590762 -38.604904, 145.5908677 -38.6048945, 145.5909561 -38.6048866)",,
"[1057934993, 23580435]",False,2,,Biggs Drive,tertiary,True,138.047,,"LINESTRING (145.5883665 -38.60516, 145.5883424 -38.6050138, 145.5882992 -38.6047524, 145.5882607 -38.604531, 145.5882313 -38.6043002, 145.5882199 -38.6042256, 145.5881727 -38.6039745, 145.5881662 -38.60394, 145.5881641 -38.6039288)",,
221569382,False,2,B460;92,McKenzie Street,primary,False,62.519,60,"LINESTRING (145.5935085 -38.6046171, 145.5934174 -38.6040971, 145.5934016 -38.6040618)",,
"[1084221956, 1084221957, 1084221958, 315553292, 1084221951]",False,2,B460;92,McKenzie Street,primary,True,86.60700000000001,60,"LINESTRING (145.5935085 -38.6046171, 145.5935313 -38.6047456, 145.5935923 -38.6050892, 145.5936135 -38.6052088, 145.5936148 -38.6052199, 145.5936263 -38.6053081, 145.5936368 -38.6053894)",,
"[1135683083, 1135683084, 1135683089, 1135683090, 1135683092, 1135683095]",False,"['2', '4', '3']",,Murray Street,residential,True,223.81700000000004,40,"LINESTRING (145.5935085 -38.6046171, 145.5933992 -38.6046286, 145.5933592 -38.6046328, 145.5932857 -38.6046403, 145.5932344 -38.604646, 145.5931252 -38.6046576, 145.5930028 -38.6046705, 145.5924906 -38.6047215, 145.5922727 -38.6047464, 145.5917457 -38.6048032, 145.5915922 -38.6048194, 145.5914712 -38.604832, 145.5911397 -38.6048707, 145.5911102 -38.6048733, 145.5909561 -38.6048866)",,
23502896,False,,,Murray Street,residential,False,202.139,50,"LINESTRING (145.5860627 -38.6054119, 145.5882245 -38.6051755, 145.5883665 -38.60516)",,
23502898,False,,,Drysdale Street,residential,False,128.388,,"LINESTRING (145.5860627 -38.6054119, 145.5860653 -38.605461, 145.5860724 -38.6055105, 145.5861142 -38.605801, 145.5861398 -38.605953, 145.5862339 -38.6065111, 145.5862418 -38.6065578)",,
"[774674538, 219605371]",False,2,C435;92,Billson Street,secondary,True,127.467,40,"LINESTRING (145.5887466 -38.6075471, 145.5886363 -38.6069138, 145.5886324 -38.6068821, 145.5886287 -38.6068514, 145.5885919 -38.6065507, 145.5885802 -38.6064547, 145.5885746 -38.6064089)",,
221536398,False,,C435;92,Billson Street,secondary,True,132.94400000000002,,"LINESTRING (145.5887466 -38.6075471, 145.5888291 -38.6080127, 145.5888473 -38.6081152, 145.5889564 -38.6087314)",,
221569378,False,2,,Watt Street,residential,False,201.60399999999998,50,"LINESTRING (145.5887466 -38.6075471, 145.5894695 -38.607471, 145.5896652 -38.6074538, 145.590679 -38.6073483, 145.591047 -38.6073112)",,
23502904,False,,,McBride Avenue,residential,False,120.99499999999999,40,"LINESTRING (145.5909561 -38.6048866, 145.590975 -38.6050074, 145.5911256 -38.6059111, 145.5911316 -38.605966)",,
"[1135683083, 1135683084, 1135683089, 1135683090, 1135683092, 1135683095]",False,"['2', '3', '4']",,Murray Street,residential,False,223.817,40,"LINESTRING (145.5909561 -38.6048866, 145.5911102 -38.6048733, 145.5911397 -38.6048707, 145.5914712 -38.604832, 145.5915922 -38.6048194, 145.5917457 -38.6048032, 145.5922727 -38.6047464, 145.5924906 -38.6047215, 145.5930028 -38.6046705, 145.5931252 -38.6046576, 145.5932344 -38.604646, 145.5932857 -38.6046403, 145.5933592 -38.6046328, 145.5933992 -38.6046286, 145.5935085 -38.6046171)",,
"[1135683088, 221569376, 1135683086]",False,"['2', '3']",,Murray Street,residential,True,227.075,40,"LINESTRING (145.5909561 -38.6048866, 145.5908677 -38.6048945, 145.590762 -38.604904, 145.590417 -38.6049429, 145.5902604 -38.6049606, 145.59022 -38.6049643, 145.5895902 -38.6050308, 145.5890713 -38.6050841, 145.5890292 -38.6050885, 145.5888897 -38.6051033, 145.5885129 -38.605143, 145.5883665 -38.60516)",,
