osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access,tunnel,ref,bridge
"[1078267325, 5011671]",True,2,"['Phillip Street', 'King Street']",unclassified,40,False,78.577,"LINESTRING (151.210408 -33.8691855, 151.2105434 -33.8691991, 151.2109593 -33.869241, 151.2110021 -33.8692355, 151.2110406 -33.8692162, 151.2110564 -33.8691901, 151.2110641 -33.8691573, 151.211077 -33.8690482)",,,,,
169069535,False,5,Elizabeth Street,primary,40,False,71.089,"LINESTRING (151.210408 -33.8691855, 151.2103884 -33.8692588, 151.2103858 -33.8692778, 151.2103124 -33.8698195)",,,,,
"[901816996, 408466887, 152425771, 408466893, 816490712]",False,"['5', '6']",Elizabeth Street,primary,40,True,318.07200000000006,"LINESTRING (151.210408 -33.8691855, 151.2104191 -33.8691381, 151.2104241 -33.8691114, 151.2104281 -33.8690845, 151.2104325 -33.8690547, 151.210449 -33.8689428, 151.2105142 -33.8682617, 151.2105558 -33.8679137, 151.2105579 -33.8678965, 151.2105616 -33.8678658, 151.2105708 -33.8677874, 151.2105801 -33.867711, 151.210585 -33.8676696, 151.2105893 -33.8676341, 151.2105932 -33.8676016, 151.2106326 -33.8672999, 151.210741 -33.8664606, 151.2107467 -33.8664179, 151.210757 -33.8663402)",,,,,
152425775,False,4,Hunter Street,unclassified,40,False,60.649,"LINESTRING (151.2114062 -33.8664232, 151.2109599 -33.8663639, 151.2109275 -33.8663596, 151.210757 -33.8663402)",,,,,
152425775,False,4,Hunter Street,unclassified,40,True,92.572,"LINESTRING (151.2114062 -33.8664232, 151.2122657 -33.866543, 151.2122925 -33.8665467, 151.212395 -33.866561)",,,,,
"[1102756320, 3188362, 1102756319]",False,2,Phillip Street,unclassified,40,False,293.46999999999997,"LINESTRING (151.2114062 -33.8664232, 151.2113962 -33.8664984, 151.2113406 -33.8669188, 151.2112463 -33.8676614, 151.2112417 -33.8676957, 151.2112387 -33.8677182, 151.2112227 -33.867838, 151.211221 -33.8678505, 151.211209 -33.8679405, 151.2112069 -33.8679564, 151.2112057 -33.8679655, 151.2112034 -33.8679824, 151.211077 -33.8690482)",,,,,
83148535,False,6,Park Street,secondary,40,False,66.905,"LINESTRING (151.2091914 -33.8732153, 151.2092827 -33.8732323, 151.2093321 -33.8732402, 151.2097116 -33.8732745, 151.2097623 -33.8732783, 151.2099094 -33.873293)",,,,,
"[1254241298, 837551109]",False,5,Park Street,secondary,40,True,98.44699999999999,"LINESTRING (151.2091914 -33.8732153, 151.209141 -33.873208, 151.2090922 -33.8732004, 151.2090482 -33.8731948, 151.2084862 -33.8731359, 151.2082668 -33.8731129, 151.2082165 -33.8731061, 151.2081348 -33.8730969)",,,,,
324785034,True,,York Street,secondary,40,False,75.621,"LINESTRING (151.205831 -33.8670156, 151.2059035 -33.867584, 151.2059083 -33.8676215, 151.2059172 -33.8676919)",,,,,
478243190,True,2,York Street,secondary,40,False,43.712,"LINESTRING (151.2057882 -33.8666241, 151.205831 -33.8670156)",,,,,
527690683,False,4,Erskine Street,tertiary,40,True,69.73,"LINESTRING (151.2057882 -33.8666241, 151.2056915 -33.8666324, 151.2054009 -33.8666575, 151.2051569 -33.8666795, 151.2051341 -33.8666816, 151.2050372 -33.8666903)",12,,,,
"[5011713, 514975265]",False,4,Erskine Street,tertiary,40,True,63.378,"LINESTRING (151.2050372 -33.8666903, 151.2049439 -33.8666993, 151.2049121 -33.8667024, 151.2044952 -33.8667425, 151.2044635 -33.8667452, 151.2044178 -33.866749, 151.2043551 -33.8667542)",12,,,,
527690683,False,4,Erskine Street,tertiary,40,False,69.73,"LINESTRING (151.2050372 -33.8666903, 151.2051341 -33.8666816, 151.2051569 -33.8666795, 151.2054009 -33.8666575, 151.2056915 -33.8666324, 151.2057882 -33.8666241)",12,,,,
245021279,False,,Druitt Street,secondary,30,True,70.73,"LINESTRING (151.205723 -33.8727389, 151.2058163 -33.8727364, 151.2058454 -33.8727359, 151.2060528 -33.8727432, 151.2062509 -33.872754, 151.2063946 -33.8727623, 151.2064851 -33.8727818)",,,,,
702324044,False,3,Druitt Street,secondary,30,False,59.101,"LINESTRING (151.205723 -33.8727389, 151.2056323 -33.872745, 151.2056091 -33.8727465, 151.2052203 -33.8727733, 151.2051859 -33.8727757, 151.2051446 -33.8727785, 151.205085 -33.8727825)",,,,,
"[1254234740, 3188567]",True,4,Clarence Street,tertiary,40,False,205.01600000000002,"LINESTRING (151.205723 -33.8727389, 151.2057142 -33.8726649, 151.2056546 -33.8720741, 151.2056415 -33.8719421, 151.2055517 -33.8710354, 151.2055483 -33.8710007, 151.2055374 -33.8709016)",,,,,
"[3190200, 129086737]",True,3,King Street,secondary,40,False,62.602000000000004,"LINESTRING (151.2045905 -33.8687837, 151.2046518 -33.8687819, 151.2046983 -33.8687805, 151.2049115 -33.8687666, 151.2051593 -33.8687499, 151.205192 -33.8687441, 151.2052646 -33.8687311)",,,,,
"[524946780, 129388679]",True,2,Kent Street,tertiary,40,False,226.72,"LINESTRING (151.2045905 -33.8687837, 151.2045852 -33.8687329, 151.2045807 -33.8686891, 151.2044599 -33.8677114, 151.204438 -33.8675252, 151.2043659 -33.8668538, 151.2043629 -33.866826, 151.2043551 -33.8667542)",,,,,
34695427,True,3,King Street,secondary,40,False,71.424,"LINESTRING (151.2052646 -33.8687311, 151.2053711 -33.8687123, 151.2059076 -33.8686698, 151.2059387 -33.8686674, 151.2060332 -33.868665)",,,,,
1097892515,True,4,Clarence Street,tertiary,40,False,113.023,"LINESTRING (151.2052646 -33.8687311, 151.205255 -33.8686483, 151.2051571 -33.8678079, 151.2051557 -33.8677943, 151.2051478 -33.8677193)",12,destination|||,,,
"[1245722035, 34695430, 324785023]",True,"['4', '3']",King Street,secondary,40,False,213.427,"LINESTRING (151.2060332 -33.868665, 151.2061338 -33.8686673, 151.2061599 -33.8686693, 151.2065172 -33.8686876, 151.2067946 -33.8687113, 151.2068754 -33.8687185, 151.2069328 -33.8687256, 151.2069527 -33.8687276, 151.2069709 -33.8687295, 151.207014 -33.8687339, 151.2070731 -33.86874, 151.2071261 -33.8687466, 151.2073309 -33.8687722, 151.2076135 -33.8688075, 151.2080089 -33.8688569, 151.2081112 -33.8688697, 151.2081833 -33.8688787, 151.2082218 -33.8688841, 151.2083262 -33.8688968)",,,,,
"[324785049, 311692479]",True,"['4', '3']",York Street,secondary,"['40', '50']",False,242.063,"LINESTRING (151.2060332 -33.868665, 151.2060424 -33.8687439, 151.206136 -33.8695049, 151.2062036 -33.8701391, 151.2062634 -33.8706702, 151.2062689 -33.8707076, 151.2062871 -33.8708316)",,,,,
245021284,False,5,Market Street,secondary,40,True,69.809,"LINESTRING (151.2055374 -33.8709016, 151.2056224 -33.8708853, 151.2057016 -33.8708702, 151.2061268 -33.8708354, 151.2061725 -33.8708343, 151.2062871 -33.8708316)",,,,,
273641207,True,4,Clarence Street,tertiary,40,False,242.665,"LINESTRING (151.2055374 -33.8709016, 151.2055221 -33.8707793, 151.2054531 -33.8702494, 151.2053817 -33.869726, 151.2052764 -33.8688311, 151.2052728 -33.8688008, 151.2052646 -33.8687311)",12,destination|||,,,
273641208,True,4,Market Street,secondary,,False,64.02199999999999,"LINESTRING (151.2055374 -33.8709016, 151.2054396 -33.8709202, 151.2053959 -33.8709246, 151.2049974 -33.870965, 151.2049577 -33.8709688, 151.2049191 -33.8709713, 151.2048502 -33.8709694)",,,,,
389002191,False,4,Market Street,secondary,40,True,64.848,"LINESTRING (151.2048502 -33.8709694, 151.204759 -33.8709672, 151.2047197 -33.8709668, 151.2041479 -33.8709608)",,,,,
524946780,True,2,Kent Street,tertiary,40,False,244.22099999999998,"LINESTRING (151.2048502 -33.8709694, 151.2048347 -33.8708232, 151.2046003 -33.8688776, 151.2045968 -33.8688439, 151.2045905 -33.8687837)",,,,,
"[1186155104, 1100793860, 1100793872, 174712797, 1186155103]",False,,Slip Street,unclassified,,"[False, True]",393.5659999999999,"LINESTRING (151.203513 -33.8678945, 151.2034218 -33.8679032, 151.2033766 -33.8679075, 151.2032857 -33.8679262, 151.2032171 -33.867957, 151.2031494 -33.8679974, 151.2031102 -33.8680599, 151.2030959 -33.8681291, 151.2031066 -33.8682066, 151.2032192 -33.8687442, 151.203237 -33.8688433, 151.2032406 -33.868863, 151.2032869 -33.8690733, 151.2033512 -33.8691758, 151.2033653 -33.8692489, 151.2033736 -33.8693297, 151.2033909 -33.8694966, 151.2034232 -33.8698094, 151.2034434 -33.8700045, 151.2034675 -33.8702373, 151.203485 -33.8704064, 151.2035031 -33.8706734, 151.2034729 -33.870785, 151.2034621 -33.8709091, 151.203501 -33.8711649)",,,yes,,
243014970,False,,Sussex Street,tertiary,50,False,118.833,"LINESTRING (151.203513 -33.8678945, 151.2034445 -33.8673411, 151.2033913 -33.8669276, 151.2033914 -33.8669049, 151.2033934 -33.8668311)",,,,,
"[129194905, 243014970]",False,,Sussex Street,tertiary,50,True,101.27999999999999,"LINESTRING (151.203513 -33.8678945, 151.2035834 -33.8684692, 151.2036102 -33.8686876, 151.2036191 -33.8687144, 151.2036296 -33.868746, 151.2036324 -33.868799)",,,,,
235330386,True,,Pitt Street,unclassified,40,False,143.576,"LINESTRING (151.2086932 -33.8657058, 151.2086804 -33.8657971, 151.2086637 -33.8659555, 151.2086274 -33.8663155, 151.2086002 -33.8665666, 151.2085816 -33.8667352, 151.2085618 -33.8669142, 151.2085566 -33.8669589, 151.208553 -33.8669917)",,,,,
1015733366,False,,Hunter Street,unclassified,40,True,16.849,"LINESTRING (151.2086932 -33.8657058, 151.2087853 -33.8657395, 151.2088603 -33.8657667)",,,,,
"[152583184, 1131909511]",False,,Hunter Street,unclassified,40,False,104.771,"LINESTRING (151.2086932 -33.8657058, 151.2086382 -33.8656881, 151.2085436 -33.8656634, 151.2084946 -33.8656506, 151.2081653 -33.865605, 151.2077715 -33.8655555, 151.2075806 -33.8655314)",,,,,
"[1884057, 3987251, 721183959]",False,4,"['Druitt Street', 'Park Street']",secondary,40,False,157.187,"LINESTRING (151.2081348 -33.8730969, 151.2080401 -33.8730874, 151.2079936 -33.873081, 151.2076319 -33.8730343, 151.207223 -33.8729814, 151.2071455 -33.8729706, 151.2070617 -33.8729597, 151.2070222 -33.8729536, 151.2070057 -33.8729502, 151.2069874 -33.8729449, 151.2069104 -33.8729269, 151.2068256 -33.8728968, 151.2067777 -33.8728816, 151.2067016 -33.8728527, 151.2066043 -33.8728168, 151.2065764 -33.8728065, 151.2065406 -33.8727968, 151.2064851 -33.8727818)",,,,,
168248903,True,,Pitt Street,unclassified,40,False,257.506,"LINESTRING (151.2081348 -33.8730969, 151.2081392 -33.8729951, 151.2081681 -33.8722215, 151.2081713 -33.8721347, 151.2081785 -33.872009, 151.2082176 -33.870902, 151.2082188 -33.8708675, 151.2082235 -33.8707823)",,,,,
"[1254241298, 837551109]",False,5,Park Street,secondary,40,False,98.447,"LINESTRING (151.2081348 -33.8730969, 151.2082165 -33.8731061, 151.2082668 -33.8731129, 151.2084862 -33.8731359, 151.2090482 -33.8731948, 151.2090922 -33.8732004, 151.209141 -33.873208, 151.2091914 -33.8732153)",,,,,
"[245021283, 36328670]",True,"['4', '3']",Market Street,secondary,40,False,179.164,"LINESTRING (151.2082235 -33.8707823, 151.2081161 -33.8707717, 151.2073847 -33.8707709, 151.2071264 -33.8707724, 151.2070626 -33.8707764, 151.2069869 -33.8707822, 151.2069617 -33.8707832, 151.2069264 -33.8707861, 151.2068324 -33.8707912, 151.2067985 -33.8707942, 151.2064323 -33.870828, 151.2063934 -33.870829, 151.2062871 -33.8708316)",,,,,
1105686297,True,3,King Street,secondary,40,False,126.46599999999998,"LINESTRING (151.2083262 -33.8688968, 151.2084088 -33.8689067, 151.2084343 -33.8689097, 151.2086798 -33.8689438, 151.2089277 -33.8689789, 151.2090131 -33.8689905, 151.2095446 -33.8690631, 151.2095856 -33.8690687, 151.2096778 -33.8690813)",,,,,
4354653,True,3,Castlereagh Street,unclassified,40,False,107.01299999999999,"LINESTRING (151.210047 -33.8662299, 151.2100334 -33.8663324, 151.2099245 -33.8671869)",,,,,
235330385,False,,Hunter Street,unclassified,40,False,121.15,"LINESTRING (151.210047 -33.8662299, 151.2099545 -33.8662052, 151.2099228 -33.8661925, 151.2089087 -33.8657861, 151.2088603 -33.8657667)",,,,,
235499634,False,4,Hunter Street,unclassified,40,True,66.697,"LINESTRING (151.210047 -33.8662299, 151.2101293 -33.8662449, 151.2101574 -33.8662496, 151.21058 -33.8663135, 151.2106172 -33.8663191, 151.210757 -33.8663402)",,,,,
"[234923866, 821663805, 47108023]",True,1,Western Distributor,motorway,60,False,199.44600000000003,"LINESTRING (151.2032854 -33.8706475, 151.20334 -33.8712995, 151.2033521 -33.8714188, 151.2034002 -33.8717195, 151.2033954 -33.8720403, 151.2033184 -33.8724313)",,,yes,A4,
"[3188409, 600318852, 408468005]",True,"['4', '3']",Castlereagh Street,unclassified,40,False,185.37299999999996,"LINESTRING (151.2096778 -33.8690813, 151.2096728 -33.86913, 151.2096713 -33.8691446, 151.2095957 -33.8698876, 151.209574 -33.8700588, 151.2095288 -33.8704801, 151.2095152 -33.8706065, 151.2095084 -33.8706702, 151.2094959 -33.8707414)",,,,,
1105686296,True,3,King Street,secondary,40,False,68.40499999999999,"LINESTRING (151.2096778 -33.8690813, 151.2097697 -33.8690943, 151.2102544 -33.8691635, 151.2102907 -33.8691687, 151.210408 -33.8691855)",,,,,
272220391,True,1,Shakespeare Place,tertiary_link,40,False,88.19400000000002,"LINESTRING (151.2132989 -33.8658854, 151.2129621 -33.8658565, 151.2128175 -33.8658633, 151.2127288 -33.8658861, 151.2126518 -33.8659264, 151.2126439 -33.8659369, 151.2125849 -33.8659948, 151.2124704 -33.8661119)",,,,,
785914650,True,3,Shakespeare Place,tertiary_link,40,False,73.24199999999999,"LINESTRING (151.2132989 -33.8658854, 151.2131568 -33.8658418, 151.2130629 -33.8658214, 151.2129643 -33.8658073, 151.2126733 -33.8657684, 151.2126452 -33.8657646, 151.2125342 -33.8657237)",,,,,
151667031,True,2,Barrack Street,unclassified,40,False,71.104,"LINESTRING (151.2059172 -33.8676919, 151.205806 -33.8676959, 151.2055277 -33.8677058, 151.2052769 -33.8677147, 151.2052391 -33.867716, 151.2051478 -33.8677193)",,,,,
324785034,True,,York Street,secondary,40,False,108.74900000000001,"LINESTRING (151.2059172 -33.8676919, 151.205926 -33.867772, 151.2059778 -33.868282, 151.2059807 -33.8683045, 151.2060181 -33.8685636, 151.2060225 -33.8685943, 151.2060279 -33.8686312, 151.2060332 -33.868665)",,,,,
77527247,True,4,Sussex Street,unclassified,50,False,43.900000000000006,"LINESTRING (151.2041212 -33.8730401, 151.2041552 -33.8733537, 151.2041591 -33.8733893, 151.204164 -33.8734333)",,,,,
1097892515,True,4,Clarence Street,tertiary,40,False,114.874,"LINESTRING (151.2051478 -33.8677193, 151.205142 -33.8676669, 151.205122 -33.8674789, 151.2050485 -33.8667957, 151.2050456 -33.8667683, 151.2050372 -33.8666903)",12,destination|||,,,
"[77526872, 552919522]",True,1,Bathurst Street Offramp,motorway_link,50,False,112.93699999999998,"LINESTRING (151.2039377 -33.8728939, 151.2037871 -33.8729437, 151.2036934 -33.8729889, 151.2036002 -33.8730328, 151.2035412 -33.873061, 151.203437 -33.8731416, 151.2031641 -33.8735039, 151.2030981 -33.8735876)",,,yes,,
77527247,True,4,Sussex Street,unclassified,50,False,18.727,"LINESTRING (151.204164 -33.8734333, 151.2041862 -33.8736007)",,,,,
263739287,False,,Sands Street,residential,,True,33.796,"LINESTRING (151.204164 -33.8734333, 151.204087 -33.8734365, 151.2037984 -33.8734486)",,,,,
77526872,True,1,Bathurst Street Offramp,motorway_link,50,False,57.645999999999994,"LINESTRING (151.2030981 -33.8735876, 151.2030438 -33.8736964, 151.2029655 -33.8738119, 151.2029616 -33.8738546, 151.2029683 -33.8738807, 151.2029737 -33.8739017, 151.2030134 -33.8739488, 151.2030647 -33.8739818, 151.2031374 -33.8740079)",,,,,
245021284,False,5,Market Street,secondary,40,False,69.809,"LINESTRING (151.2062871 -33.8708316, 151.2061725 -33.8708343, 151.2061268 -33.8708354, 151.2057016 -33.8708702, 151.2056224 -33.8708853, 151.2055374 -33.8709016)",,,,,
1211718077,False,,Macquarie Street,secondary,40,True,7.716,"LINESTRING (151.2119784 -33.8698759, 151.2119883 -33.869807)",,,,,
1082454824,True,5,St. James Road,secondary,40,False,58.98800000000001,"LINESTRING (151.2119784 -33.8698759, 151.2118299 -33.8698579, 151.2116801 -33.8698435, 151.211544 -33.8698319, 151.211423 -33.8698244, 151.2113432 -33.8698271)",,,,,
1082454828,False,,,tertiary,,True,14.903,"LINESTRING (151.2128786 -33.870492, 151.2130327 -33.8705319)",,,,,
1082454829,False,,,tertiary,,True,11.557,"LINESTRING (151.2128786 -33.870492, 151.2129886 -33.8704424)",,,,,
"[2948475, 753455245]",True,5,St. James Road,secondary,40,False,113.84700000000001,"LINESTRING (151.2128786 -33.870492, 151.2128556 -33.8704438, 151.2128187 -33.8703826, 151.2127655 -33.8703116, 151.212679 -33.8702145, 151.2126048 -33.8701365, 151.2125551 -33.8700905, 151.212499 -33.8700391, 151.2124481 -33.8700031, 151.212399 -33.8699766, 151.2123204 -33.8699491, 151.2122088 -33.8699183, 151.2121131 -33.8698991, 151.2120729 -33.869891, 151.2119784 -33.8698759)",,,,,
"[514975265, 5011713]",False,4,Erskine Street,tertiary,40,False,63.378,"LINESTRING (151.2043551 -33.8667542, 151.2044178 -33.866749, 151.2044635 -33.8667452, 151.2044952 -33.8667425, 151.2049121 -33.8667024, 151.2049439 -33.8666993, 151.2050372 -33.8666903)",12,,,,
527690684,False,4,Erskine Street,tertiary,40,True,89.20299999999999,"LINESTRING (151.2043551 -33.8667542, 151.2042772 -33.8667604, 151.2042427 -33.8667632, 151.2035552 -33.8668182, 151.2035218 -33.8668208, 151.2033934 -33.8668311)",12,,,,
36328670,True,3,Market Street,secondary,40,False,64.982,"LINESTRING (151.2101987 -33.8707469, 151.2100623 -33.8707346, 151.2100125 -33.8707319, 151.2096349 -33.8707388, 151.2095656 -33.8707401, 151.2094959 -33.8707414)",,,,,
324139693,False,6,Elizabeth Street,primary,40,True,35.943,"LINESTRING (151.2101987 -33.8707469, 151.2102035 -33.8706483, 151.2102143 -33.8705627, 151.2102321 -33.870425)",,,,,
"[408466890, 324139694]",False,6,Elizabeth Street,primary,40,False,284.423,"LINESTRING (151.2101987 -33.8707469, 151.2101985 -33.8708491, 151.2101935 -33.8708913, 151.2100766 -33.8718774, 151.2099772 -33.87268, 151.209929 -33.8731135, 151.2099237 -33.873161, 151.2099094 -33.873293)",,,,,
152425773,False,,Hosking Place,living_street,10,True,82.411,"LINESTRING (151.2090376 -33.8671034, 151.2098431 -33.8671792, 151.2099245 -33.8671869)",,,,,
"[901816995, 600318851, 4354653, 816501797]",True,3,Castlereagh Street,unclassified,40,False,211.88400000000001,"LINESTRING (151.2099245 -33.8671869, 151.209884 -33.8675398, 151.2098804 -33.8675699, 151.2098758 -33.8676083, 151.2098653 -33.8676973, 151.2098541 -33.8677915, 151.2098489 -33.8678347, 151.2097749 -33.8683653, 151.2096954 -33.8689518, 151.2096913 -33.8689823, 151.2096836 -33.8690387, 151.2096778 -33.8690813)",,,,,
152425773,False,,Hosking Place,living_street,10,False,82.411,"LINESTRING (151.2099245 -33.8671869, 151.2098431 -33.8671792, 151.2090376 -33.8671034)",,,,,
153515854,True,3,King Street Offramp,motorway_link,50,False,31.086,"LINESTRING (151.2033293 -33.8689168, 151.2033812 -33.8688857, 151.203446 -33.8688571, 151.2034991 -33.8688373, 151.203529 -33.8688272, 151.2036324 -33.868799)",,,,,
826184867,True,,,motorway_link,50,False,32.035,"LINESTRING (151.2033293 -33.8689168, 151.2034573 -33.8689212, 151.2035213 -33.8689359, 151.2035571 -33.8689443, 151.2035961 -33.8689674, 151.2036454 -33.8690055)",,,,,
"[521118940, 48539508, 521118941, 521118942]",False,"['5', '6']",Park Street,secondary,40,False,251.462,"LINESTRING (151.2099094 -33.873293, 151.2100667 -33.8733075, 151.210107 -33.8733123, 151.2102758 -33.8733315, 151.2104901 -33.8733632, 151.2113604 -33.8735126, 151.2115865 -33.8735503, 151.2118959 -33.8736009, 151.2122322 -33.873657, 151.2123755 -33.8736795, 151.2124178 -33.8736862, 151.2125047 -33.8737018, 151.2125843 -33.8737152)",,,,,
