osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,bridge,maxspeed
37036861,tertiary,roundabout,True,False,19.53,"LINESTRING (152.3515537 -24.8667222, 152.3515359 -24.8667466, 152.3515121 -24.8667664, 152.3514836 -24.8667801, 152.3514523 -24.8667871, 152.35142 -24.8667869, 152.3513888 -24.8667795)",,1,,
173445869,tertiary,,True,False,49.006,"LINESTRING (152.3515537 -24.8667222, 152.3515434 -24.8667523, 152.3515371 -24.8667785, 152.3515389 -24.8668047, 152.3515499 -24.8668382, 152.351651 -24.867146)",Targo Street,,,
37036861,tertiary,roundabout,True,False,18.065,"LINESTRING (152.3515038 -24.8665688, 152.3515317 -24.8665892, 152.3515524 -24.8666157, 152.3515644 -24.8666463, 152.3515667 -24.8666787, 152.3515592 -24.8667105)",,1,,
"[173586229, 358901038]",tertiary,,True,False,212.951,"LINESTRING (152.3515038 -24.8665688, 152.3515241 -24.8665733, 152.3515504 -24.866575, 152.3515742 -24.8665743, 152.351606 -24.8665657, 152.3519223 -24.8664798, 152.3520349 -24.8664492, 152.3523866 -24.8663537, 152.3525244 -24.8663163, 152.3534223 -24.866068, 152.3534788 -24.8660524, 152.3535026 -24.8660385, 152.3535186 -24.866025)",Woongarra Street,,,50
1196883556,tertiary,roundabout,True,False,3.68,"LINESTRING (152.3559393 -24.8655202, 152.3559176 -24.8655468)",,,,
1196883556,tertiary,roundabout,True,False,2.495,"LINESTRING (152.3557111 -24.8654259, 152.3557221 -24.8654058)",,,,
1196883559,residential,,True,False,25.422,"LINESTRING (152.3561355 -24.8653799, 152.3560116 -24.8654554, 152.3559806 -24.8654742, 152.3559586 -24.8654968, 152.3559393 -24.8655202)",Woongarra Street,,,
1196883556,tertiary,roundabout,True,False,16.877000000000002,"LINESTRING (152.3557581 -24.8655607, 152.3557279 -24.8655345, 152.3557088 -24.8655007, 152.355703 -24.8654631, 152.3557111 -24.8654259)",,,,
1196883558,tertiary,,True,False,25.545,"LINESTRING (152.3557581 -24.8655607, 152.3557225 -24.8655497, 152.355687 -24.8655467, 152.3556595 -24.8655477, 152.3555072 -24.8655532)",Woongarra Street,,,
37036864,secondary,roundabout,True,False,1.819,"LINESTRING (152.346793 -24.8651645, 152.3468056 -24.8651762)",,1,,
37036864,secondary,roundabout,True,False,3.294,"LINESTRING (152.3467757 -24.86534, 152.3467457 -24.8653517)",,1,,
37036864,secondary,roundabout,True,False,20.874,"LINESTRING (152.3468056 -24.8651762, 152.3468264 -24.8652086, 152.3468339 -24.8652456, 152.3468271 -24.8652826, 152.346807 -24.8653154, 152.3467757 -24.86534)",,1,,
70255300,secondary,,True,False,74.512,"LINESTRING (152.3468056 -24.8651762, 152.3468571 -24.8652066, 152.3469026 -24.8652213, 152.3469497 -24.8652296, 152.3470119 -24.8652365, 152.3470769 -24.8652379, 152.347133 -24.8652354, 152.3472027 -24.8652296, 152.3472704 -24.8652198, 152.3475194 -24.865157)",Quay Street,1,,
"[772371392, 772371394]",secondary,,True,False,100.66,"LINESTRING (152.3475194 -24.865157, 152.3476445 -24.8651224, 152.3484731 -24.864891)",Quay Street,1,,
37036870,secondary,,True,False,91.58900000000001,"LINESTRING (152.3476677 -24.8651958, 152.34739 -24.8652556, 152.3472936 -24.8652715, 152.3471741 -24.8652862, 152.3470168 -24.8652975, 152.34696 -24.8653025, 152.3469025 -24.8653114, 152.3467757 -24.86534)",Quay Street,,,
37036873,tertiary,roundabout,True,False,17.344,"LINESTRING (152.3470942 -24.8679441, 152.3470697 -24.867966, 152.3470395 -24.8679808, 152.3470058 -24.8679872, 152.3469715 -24.8679848, 152.3469394 -24.8679737)",,1,,
37036883,tertiary,,True,False,115.27300000000001,"LINESTRING (152.3470942 -24.8679441, 152.3470919 -24.8679705, 152.3470976 -24.8680059, 152.3471081 -24.8680374, 152.3471767 -24.8682439, 152.347278 -24.8685419, 152.3473575 -24.8687885, 152.3473781 -24.8688295, 152.3473819 -24.8688371, 152.3474079 -24.8688763, 152.3474447 -24.8689236)",Maryborough Street,2,,
37036873,tertiary,roundabout,True,False,18.57,"LINESTRING (152.3470615 -24.8677846, 152.3470895 -24.8678063, 152.347109 -24.8678347, 152.3471182 -24.867867, 152.3471162 -24.8679003, 152.3471033 -24.8679316)",,1,,
173445884,tertiary,,True,False,27.608,"LINESTRING (152.3470615 -24.8677846, 152.347083 -24.8677877, 152.3471179 -24.8677883, 152.347147 -24.8677839, 152.3471908 -24.8677737, 152.3473277 -24.8677386)",Woongarra Street,,,
37036873,tertiary,roundabout,True,False,1.404,"LINESTRING (152.3468843 -24.8678407, 152.3468898 -24.8678291)",,1,,
37036873,tertiary,roundabout,True,False,15.641,"LINESTRING (152.346927 -24.8679666, 152.3468997 -24.8679416, 152.3468825 -24.8679101, 152.3468772 -24.8678753, 152.3468843 -24.8678407)",,1,,
37036874,tertiary,roundabout,True,False,21.574,"LINESTRING (152.347487 -24.8690591, 152.3474638 -24.8690914, 152.34744 -24.8691108, 152.3474066 -24.8691242, 152.3473787 -24.8691272, 152.3473467 -24.8691243, 152.3473074 -24.8691094)",,1,,
37036874,tertiary,roundabout,True,False,21.931,"LINESTRING (152.3472608 -24.86897, 152.3472802 -24.8689422, 152.3473075 -24.8689207, 152.3473407 -24.8689073, 152.3473766 -24.8689033, 152.3474123 -24.8689089, 152.3474447 -24.8689236)",,1,,
37036888,tertiary,,True,False,116.25699999999999,"LINESTRING (152.3472608 -24.86897, 152.3472628 -24.8689166, 152.3472573 -24.8688718, 152.3472536 -24.8688565, 152.347247 -24.8688297, 152.3470364 -24.8681867, 152.3469955 -24.8680687, 152.3469817 -24.8680288, 152.3469632 -24.867998, 152.3469394 -24.8679737)",Maryborough Street,2,,
371734284,tertiary,,True,False,69.738,"LINESTRING (152.3555653 -24.8643638, 152.3555574 -24.8643838, 152.3555544 -24.8644072, 152.3555561 -24.8644336, 152.3555616 -24.8644594, 152.355571 -24.8644886, 152.3556168 -24.86463, 152.355677 -24.8648161, 152.355726 -24.8649676)",Walla Street,,,
1196544070,secondary,roundabout,True,False,20.262999999999998,"LINESTRING (152.3555653 -24.8643638, 152.3555301 -24.8643963, 152.3554849 -24.8644162, 152.355435 -24.8644214, 152.3553861 -24.8644113)",,1,,
37059020,tertiary,,False,False,63.73799999999999,"LINESTRING (152.3559311 -24.865781, 152.3559811 -24.865931, 152.356035 -24.8660926, 152.3561012 -24.8662896, 152.3561146 -24.8663295)",Walla Street,,,
37059029,tertiary,,True,False,27.655,"LINESTRING (152.3559311 -24.865781, 152.3558348 -24.8656378, 152.355818 -24.8656128, 152.3557944 -24.8655861, 152.3557825 -24.8655724)",Walla Street,,,
37059020,tertiary,,False,True,63.738,"LINESTRING (152.3561146 -24.8663295, 152.3561012 -24.8662896, 152.356035 -24.8660926, 152.3559811 -24.865931, 152.3559311 -24.865781)",Walla Street,,,
37059032,tertiary,,True,False,25.004,"LINESTRING (152.3561146 -24.8663295, 152.3561983 -24.8664666, 152.3562219 -24.8664943, 152.3562466 -24.8665187)",Walla Street,,,
37059033,tertiary,,True,False,22.538,"LINESTRING (152.3562861 -24.8668439, 152.3561993 -24.8667253, 152.3561813 -24.8667041, 152.3561528 -24.8666827)",Walla Street,,,
1202043262,secondary,,False,False,12.137,"LINESTRING (152.3550079 -24.8631559, 152.355124 -24.8631273)",Quay Street,,,
"[1201367178, 1202043262]",secondary,,False,True,220.17100000000002,"LINESTRING (152.3550079 -24.8631559, 152.3548186 -24.8632025, 152.354634 -24.8632522, 152.3545118 -24.8632855, 152.3542512 -24.8633574, 152.3537205 -24.8635011, 152.3535827 -24.8635387, 152.3532603 -24.8636265, 152.3529162 -24.8637203)",Quay Street,,,
1202043262,secondary,,False,True,12.137,"LINESTRING (152.355124 -24.8631273, 152.3550079 -24.8631559)",Quay Street,,,
37059024,tertiary,,True,False,121.803,"LINESTRING (152.355124 -24.8631273, 152.3552285 -24.8634484, 152.3552664 -24.8635648, 152.3554274 -24.8640597, 152.3554405 -24.8641001, 152.3554566 -24.8641257, 152.3554779 -24.864147, 152.3554979 -24.8641609)",Walla Street,,,
"[371734269, 357758133]",secondary,,False,False,144.63,"LINESTRING (152.355124 -24.8631273, 152.3554255 -24.8630551, 152.3557466 -24.8629782, 152.355773 -24.8629743, 152.3558123 -24.8629684, 152.3558698 -24.8629635, 152.3559217 -24.8629656, 152.3559728 -24.8629747, 152.3560185 -24.8629891, 152.356057 -24.8630095, 152.3560992 -24.8630394, 152.3561311 -24.8630676, 152.3561663 -24.863115, 152.3562005 -24.8631757, 152.3562292 -24.8632319, 152.3562587 -24.8633007, 152.3562837 -24.863372)","['Quay Street', 'Toonburra Street']",,,
1196883556,tertiary,roundabout,True,False,1.814,"LINESTRING (152.3558901 -24.8653669, 152.3559051 -24.8653759)",,,,
37036857,tertiary,roundabout,True,False,15.434999999999999,"LINESTRING (152.3561117 -24.8665506, 152.3561317 -24.8665296, 152.3561577 -24.8665149, 152.3561873 -24.8665079, 152.3562179 -24.8665092, 152.3562466 -24.8665187)",,1,,
37059031,tertiary,,True,False,24.841,"LINESTRING (152.3561117 -24.8665506, 152.3561233 -24.8665185, 152.3561273 -24.8664861, 152.3561146 -24.8663295)",Walla Street,,,
22781871,secondary,,True,False,71.39699999999999,"LINESTRING (152.3483441 -24.865007, 152.3479966 -24.8651043, 152.3477391 -24.8651762, 152.3476677 -24.8651958)",Quay Street,,,
1201367178,secondary,,False,False,12.628,"LINESTRING (152.3506141 -24.8643474, 152.350734 -24.8643148)",Quay Street,,,
173445875,residential,,True,False,22.15,"LINESTRING (152.3506141 -24.8643474, 152.3505729 -24.8642172, 152.3506116 -24.864164)",Targo Street,,,
"[1201367178, 70297295]",secondary,,False,True,126.346,"LINESTRING (152.3506141 -24.8643474, 152.3501597 -24.8644712, 152.3500561 -24.8644995, 152.3499291 -24.8645341, 152.3498897 -24.8645448, 152.3497196 -24.8645914, 152.3494149 -24.8646749)",Quay Street,,,
1201367178,secondary,,False,False,11.691,"LINESTRING (152.3528052 -24.8637505, 152.3529162 -24.8637203)",Quay Street,,,
1201367178,secondary,,False,True,218.17700000000002,"LINESTRING (152.3528052 -24.8637505, 152.3524971 -24.8638344, 152.3522175 -24.8639106, 152.3519991 -24.8639701, 152.3518987 -24.8639975, 152.3517818 -24.8640293, 152.3515858 -24.8640827, 152.3514988 -24.8641064, 152.3513968 -24.8641342, 152.350734 -24.8643148)",Quay Street,,,
1197205132,secondary,,True,False,10.272,"LINESTRING (152.3499759 -24.8696751, 152.3499467 -24.8695866)",Barolin Street,,,
1197205126,residential,,True,False,20.649,"LINESTRING (152.3499759 -24.8696751, 152.3499748 -24.8696205, 152.3499936 -24.8695466, 152.3500008 -24.8695293, 152.350012 -24.8695137, 152.3500264 -24.8695011)",Crofton Street,,,
356424343,residential,,False,False,27.592999999999996,"LINESTRING (152.3550161 -24.8691327, 152.3550655 -24.8692022, 152.3551521 -24.8693478)",Tantitha Street,,,
356424343,residential,,False,True,42.41,"LINESTRING (152.3550161 -24.8691327, 152.3549693 -24.8690796, 152.3549113 -24.8690192, 152.3548385 -24.8689512, 152.3547239 -24.8688597)",Tantitha Street,,,
1197176121,residential,,True,False,24.059,"LINESTRING (152.3550161 -24.8691327, 152.3550338 -24.8691, 152.3550538 -24.8690829, 152.3550832 -24.8690669, 152.3551241 -24.8690513, 152.3551576 -24.8690435, 152.3552148 -24.8690373)",Park Street,,,
1197176122,residential,,True,False,29.874,"LINESTRING (152.3550161 -24.8691327, 152.3550484 -24.8691384, 152.3550669 -24.8691361, 152.35509 -24.8691284, 152.3551942 -24.8690852, 152.3552338 -24.8690706, 152.355293 -24.8690521)",Park Street,,,
173445882,tertiary,,True,False,49.748,"LINESTRING (152.3486186 -24.8655348, 152.3484757 -24.8651066)",Barolin Street,,,
37036874,tertiary,roundabout,True,False,17.581,"LINESTRING (152.3473074 -24.8691094, 152.3472809 -24.8690888, 152.3472619 -24.8690623, 152.3472518 -24.8690321, 152.3472514 -24.8690005, 152.3472608 -24.86897)",,1,,
1197723290,residential,,True,False,35.639,"LINESTRING (152.3473074 -24.8691094, 152.3472356 -24.8691045, 152.3471815 -24.8691081, 152.3470886 -24.8691144, 152.3469551 -24.8691234)",Woondooma Street,,,
356424343,residential,,False,True,27.592999999999996,"LINESTRING (152.3551521 -24.8693478, 152.3550655 -24.8692022, 152.3550161 -24.8691327)",Tantitha Street,,,
22781871,secondary,,True,False,20.248,"LINESTRING (152.3485355 -24.8649522, 152.3483441 -24.865007)",Quay Street,,,
70297297,tertiary_link,,False,True,9.27,"LINESTRING (152.3485355 -24.8649522, 152.3484731 -24.864891)",,,,
173445880,tertiary,,True,False,14.764,"LINESTRING (152.3485355 -24.8649522, 152.3485803 -24.8650786)",Barolin Street,,,
1201367178,secondary,,False,True,12.628,"LINESTRING (152.350734 -24.8643148, 152.3506141 -24.8643474)",Quay Street,,,
51132938,tertiary,,True,False,65.07499999999999,"LINESTRING (152.350734 -24.8643148, 152.3508427 -24.8646488, 152.3509162 -24.8648762)",Targo Street,,,
1201367178,secondary,,False,False,218.17700000000002,"LINESTRING (152.350734 -24.8643148, 152.3513968 -24.8641342, 152.3514988 -24.8641064, 152.3515858 -24.8640827, 152.3517818 -24.8640293, 152.3518987 -24.8639975, 152.3519991 -24.8639701, 152.3522175 -24.8639106, 152.3524971 -24.8638344, 152.3528052 -24.8637505)",Quay Street,,,
37036874,tertiary,roundabout,True,False,16.757,"LINESTRING (152.3474447 -24.8689236, 152.3474743 -24.8689504, 152.3474872 -24.8689739, 152.3474941 -24.869002, 152.3474937 -24.8690295, 152.347487 -24.8690591)",,1,,
1197723288,tertiary,,True,False,31.594,"LINESTRING (152.3474447 -24.8689236, 152.347529 -24.8689245, 152.3475661 -24.8689219, 152.3477572 -24.8689087)",Woondooma Street,,,
70297297,tertiary_link,,False,False,9.27,"LINESTRING (152.3484731 -24.864891, 152.3485355 -24.8649522)",,,,
772371393,secondary,,True,False,98.06,"LINESTRING (152.3484731 -24.864891, 152.3491832 -24.8647154, 152.3494149 -24.8646749)",Quay Street,,,
22781871,secondary,,True,False,93.992,"LINESTRING (152.3494149 -24.8646749, 152.3493363 -24.8647048, 152.3492 -24.8647566, 152.3487138 -24.8649032, 152.3485355 -24.8649522)",Quay Street,,,
"[1201367178, 70297295]",secondary,,False,False,126.34599999999999,"LINESTRING (152.3494149 -24.8646749, 152.3497196 -24.8645914, 152.3498897 -24.8645448, 152.3499291 -24.8645341, 152.3500561 -24.8644995, 152.3501597 -24.8644712, 152.3506141 -24.8643474)",Quay Street,,,
173445874,residential,,False,True,47.160000000000004,"LINESTRING (152.3506116 -24.864164, 152.3504852 -24.8638016, 152.3504847 -24.8637576)",Targo Street,,,
173445876,residential,,True,False,23.357999999999997,"LINESTRING (152.3506116 -24.864164, 152.3506916 -24.8641863, 152.350734 -24.8643148)",Targo Street,,,
173586240,tertiary,roundabout,True,False,2.505,"LINESTRING (152.3535186 -24.866025, 152.3535296 -24.8660048)",,,,
"[173586227, 358901039]",tertiary,,True,False,212.48000000000002,"LINESTRING (152.3535654 -24.8661597, 152.3535358 -24.8661542, 152.3535053 -24.8661554, 152.3534554 -24.8661694, 152.3530932 -24.8662707, 152.3528221 -24.8663445, 152.3523834 -24.8664637, 152.3523474 -24.8664736, 152.3519959 -24.866568, 152.3519335 -24.8665848, 152.3516251 -24.8666695, 152.3516031 -24.8666755, 152.3515853 -24.8666868, 152.3515691 -24.8667022, 152.3515592 -24.8667105)",Woongarra Street,,,
173586240,tertiary,roundabout,True,False,16.861,"LINESTRING (152.3535654 -24.8661597, 152.3535352 -24.8661334, 152.3535162 -24.8660997, 152.3535104 -24.8660621, 152.3535186 -24.866025)",,,,
345281333,residential,,True,False,2.678,"LINESTRING (152.3553184 -24.8690451, 152.355293 -24.8690521)",Park Street,,,
183294473,residential,,True,False,10.833,"LINESTRING (152.3487208 -24.8655049, 152.3486186 -24.8655348)",Post Office Lane,,,
173445880,tertiary,,True,False,56.215,"LINESTRING (152.3487208 -24.8655049, 152.3487763 -24.8656704, 152.3487822 -24.8657219, 152.3488124 -24.8658104, 152.3488463 -24.8659099, 152.3488596 -24.8659299, 152.3488759 -24.8659482, 152.34891 -24.8659687)",Barolin Street,,,
344098360,tertiary,,True,False,114.83,"LINESTRING (152.353918 -24.8671497, 152.3539217 -24.8671249, 152.3539208 -24.8670958, 152.3539048 -24.86704, 152.353892 -24.8669971, 152.3538535 -24.8668818, 152.3538225 -24.8668389, 152.353637 -24.8662528, 152.353624 -24.8662116, 152.3536108 -24.8661865, 152.3535899 -24.8661714)",Tantitha Street,,,
1197168933,tertiary,roundabout,True,False,15.357,"LINESTRING (152.353918 -24.8671497, 152.353938 -24.8671289, 152.3539639 -24.8671143, 152.3539934 -24.8671074, 152.3540238 -24.8671086, 152.3540524 -24.867118)",,1,,
1197205134,secondary,,True,False,20.024,"LINESTRING (152.3500264 -24.8695011, 152.3500852 -24.8696731)",Barolin Street,,,
1197205133,residential,,True,False,45.652,"LINESTRING (152.3500264 -24.8695011, 152.350097 -24.8694789, 152.35014 -24.8694717, 152.3501707 -24.8694665, 152.3504691 -24.8694196)",Crofton Street,,,
173586240,tertiary,roundabout,True,False,2.793,"LINESTRING (152.3535899 -24.8661714, 152.3535654 -24.8661597)",,,,
173586240,tertiary,roundabout,True,False,19.203,"LINESTRING (152.3535296 -24.8660048, 152.3535545 -24.8659787, 152.3535868 -24.8659605, 152.3536237 -24.865952, 152.3536618 -24.8659538, 152.3536974 -24.865966)",,,,
344099490,tertiary,,True,False,28.856,"LINESTRING (152.3535296 -24.8660048, 152.353533 -24.8659827, 152.3535327 -24.8659639, 152.3535292 -24.8659431, 152.3535176 -24.8659079, 152.3534666 -24.8657541)",Tantitha Street,,,
173586240,tertiary,roundabout,True,False,18.368000000000002,"LINESTRING (152.3537467 -24.8661192, 152.353725 -24.8661458, 152.3536959 -24.8661656, 152.3536617 -24.8661769, 152.3536253 -24.8661789, 152.3535899 -24.8661714)",,,,
344098359,tertiary,,True,False,116.493,"LINESTRING (152.3537467 -24.8661192, 152.3537365 -24.8661521, 152.3537387 -24.8661862, 152.3537504 -24.866222, 152.3539427 -24.8668123, 152.3539434 -24.8668594, 152.3539667 -24.8669295, 152.3539966 -24.867015, 152.3540216 -24.8670824, 152.3540352 -24.8670994, 152.3540524 -24.867118)",Tantitha Street,,,
173586240,tertiary,roundabout,True,False,1.964,"LINESTRING (152.3536974 -24.865966, 152.3537136 -24.8659758)",,,,
358378342,tertiary,,True,False,52.608000000000004,"LINESTRING (152.3531415 -24.8648225, 152.35315 -24.8647993, 152.3531524 -24.8647798, 152.3531502 -24.8647617, 152.3530212 -24.8643679)",Tantitha Road,,,
1196554649,secondary,roundabout,True,False,17.387999999999998,"LINESTRING (152.3531415 -24.8648225, 152.3531652 -24.8647998, 152.3531946 -24.8647835, 152.3532277 -24.8647748, 152.3532622 -24.8647743, 152.3532956 -24.864782)",,1,,
343477632,tertiary_link,,False,False,11.127,"LINESTRING (152.3483164 -24.8674703, 152.348349 -24.8675659)",,,,
173445884,tertiary,,True,False,89.748,"LINESTRING (152.3483164 -24.8674703, 152.3487317 -24.8673548, 152.3490488 -24.8672666, 152.349093 -24.8672547, 152.3491672 -24.8672345)",Woongarra Street,,,
343477632,tertiary_link,,False,True,11.127,"LINESTRING (152.348349 -24.8675659, 152.3483164 -24.8674703)",,,,
173445879,tertiary,,True,False,104.191,"LINESTRING (152.348349 -24.8675659, 152.3479224 -24.8676821, 152.3476795 -24.8677463, 152.3473586 -24.8678315)",Woongarra Street,,,
173445867,secondary,,True,False,65.031,"LINESTRING (152.3468432 -24.8672238, 152.3468987 -24.8673917, 152.3469925 -24.8676871, 152.3470049 -24.8677271, 152.3470177 -24.8677501, 152.3470431 -24.8677762)",Maryborough Street,2,,
343939658,tertiary_link,,False,False,10.79,"LINESTRING (152.3473277 -24.8677386, 152.3473586 -24.8678315)",,,,
173445884,tertiary,,True,False,104.111,"LINESTRING (152.3473277 -24.8677386, 152.3476929 -24.8676395, 152.3482999 -24.8674748, 152.3483164 -24.8674703)",Woongarra Street,,,
343939658,tertiary_link,,False,True,10.79,"LINESTRING (152.3473586 -24.8678315, 152.3473277 -24.8677386)",,,,
