osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,access,lanes,junction
28715343,True,Brasenose Street,residential,False,9.081,,,"LINESTRING (146.0277602 -18.2657055, 146.0278158 -18.2656432)",,,
671501349,True,Victoria Street,trunk,False,238.45,A1,70,"LINESTRING (146.0277602 -18.2657055, 146.027141 -18.2651941, 146.0260895 -18.2642632)",,,
28715357,False,Bowen Street,residential,False,231.446,,,"LINESTRING (146.0270213 -18.266565, 146.0286384 -18.2679701)",,,
28715357,False,Bowen Street,residential,True,238.211,,,"LINESTRING (146.0270213 -18.266565, 146.0253758 -18.2650995)",,,
28715343,True,Brasenose Street,residential,False,124.842,,,"LINESTRING (146.0270213 -18.266565, 146.0270527 -18.2664452, 146.0277602 -18.2657055)",,,
74322306,False,Brasenose Street,tertiary,False,76.941,,,"LINESTRING (146.0270213 -18.266565, 146.0268001 -18.2667903, 146.0265236 -18.2670704)",,,
74322306,False,Brasenose Street,tertiary,True,79.331,,,"LINESTRING (146.0260174 -18.2675976, 146.0265236 -18.2670704)",,,
28715349,False,Roma Street,residential,True,485.627,,,"LINESTRING (146.0260174 -18.2675976, 146.027734 -18.269081, 146.0288247 -18.2700007, 146.0294823 -18.2704651)",,,
28715349,False,Roma Street,residential,True,248.266,,,"LINESTRING (146.0294823 -18.2704651, 146.0314183 -18.2717321)",,,
28715349,False,Roma Street,residential,False,485.627,,,"LINESTRING (146.0294823 -18.2704651, 146.0288247 -18.2700007, 146.027734 -18.269081, 146.0260174 -18.2675976)",,,
28715347,False,Dalrymple Street,residential,False,35.853,,50,"LINESTRING (146.0319544 -18.2708572, 146.032088 -18.2708769, 146.0321798 -18.2708631, 146.0322764 -18.2708104)",,,
28715357,False,Bowen Street,residential,False,40.102000000000004,,,"LINESTRING (146.0319544 -18.2708572, 146.0321097 -18.2709892, 146.0322509 -18.2710814)",,,
28715357,False,Bowen Street,residential,True,212.93200000000002,,,"LINESTRING (146.0319544 -18.2708572, 146.0317065 -18.2706475, 146.0304797 -18.2695512)",,,
28715357,False,Bowen Street,residential,True,221.753,,,"LINESTRING (146.0339842 -18.2722075, 146.0322509 -18.2710814)",,,
201903140,False,St Albans Street,residential,False,11.761,,,"LINESTRING (146.0260895 -18.2642632, 146.0261662 -18.2641865)",,,
