osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,junction,width
31514452,Station Road,residential,False,True,24.028,,"LINESTRING (115.0717491 -33.9534759, 115.0717113 -33.9536897)",,,
49365881,Wallcliffe Road,secondary,False,True,70.141,60,"LINESTRING (115.0717491 -33.9534759, 115.0721386 -33.9534801, 115.0724996 -33.9535508)",,,
31539112,Bovell Avenue,residential,False,False,115.475,,"LINESTRING (115.0799046 -33.9570519, 115.0800204 -33.9568857, 115.0801566 -33.9566258, 115.0801738 -33.9565504, 115.0802325 -33.9562917, 115.0802497 -33.956069)",,,
31539223,Woodard Avenue,residential,False,False,99.697,,"LINESTRING (115.0799046 -33.9570519, 115.0806429 -33.9574336, 115.080796 -33.957554)",,,
31539112,Bovell Avenue,residential,False,False,112.213,,"LINESTRING (115.0797113 -33.954659, 115.0796987 -33.9536499)",,,
31539112,Bovell Avenue,residential,False,True,71.565,,"LINESTRING (115.0797113 -33.954659, 115.0797519 -33.95482, 115.0798669 -33.9550275, 115.0799932 -33.9552553)",,,
83021420,William Place,residential,False,False,138.655,,"LINESTRING (115.0797113 -33.954659, 115.0787814 -33.9546599, 115.0786825 -33.9546846, 115.0786261 -33.9547705, 115.0785387 -33.9550535)",,,
31539112,Bovell Avenue,residential,False,True,112.213,,"LINESTRING (115.0796987 -33.9536499, 115.0797113 -33.954659)",,,
54453126,Forrest Road,residential,False,False,187.982,,"LINESTRING (115.0796987 -33.9536499, 115.0817367 -33.9536643)",,,
54616588,Forrest Road,residential,False,False,87.772,,"LINESTRING (115.0796987 -33.9536499, 115.0787471 -33.9536543)",,,
83021361,Forrest Road,residential,False,True,106.533,,"LINESTRING (115.0761881 -33.9536316, 115.0773431 -33.9536263)",,,
31539222,Le Souef Street,residential,False,False,248.59699999999998,,"LINESTRING (115.0761881 -33.9536316, 115.0761764 -33.9529617, 115.0765184 -33.9514219)",,,
83021361,Forrest Road,residential,False,False,104.61,,"LINESTRING (115.0761881 -33.9536316, 115.0752965 -33.9536401, 115.075054 -33.9536424)",,,
49365879,Willmott Avenue,residential,False,False,127.845,,"LINESTRING (115.0765184 -33.9514219, 115.0778853 -33.9516123)",,,
49365879,Willmott Avenue,residential,False,True,125.626,,"LINESTRING (115.0765184 -33.9514219, 115.0751818 -33.9512048)",,,
31539222,Le Souef Street,residential,False,True,248.59699999999998,,"LINESTRING (115.0765184 -33.9514219, 115.0761764 -33.9529617, 115.0761881 -33.9536316)",,,
31539223,Woodard Avenue,residential,False,True,99.697,,"LINESTRING (115.080796 -33.957554, 115.0806429 -33.9574336, 115.0799046 -33.9570519)",,,
83021555,Larch Loop,residential,False,True,218.401,,"LINESTRING (115.080796 -33.957554, 115.0810387 -33.9574014, 115.081087 -33.9573369, 115.0812881 -33.9570056, 115.0813177 -33.9569253, 115.0813123 -33.9568455, 115.0812962 -33.9566897, 115.0813177 -33.9566119, 115.0814384 -33.9565315, 115.0815108 -33.9565071, 115.0815698 -33.956514, 115.0816261 -33.956534, 115.0821902 -33.9568615)",,,
49365879,Willmott Avenue,residential,False,False,113.572,,"LINESTRING (115.0792017 -33.9516432, 115.080433 -33.9516412)",,,
49365879,Willmott Avenue,residential,False,True,19.318,,"LINESTRING (115.0792017 -33.9516432, 115.0789924 -33.9516369)",,,
83021449,Coronation Street,residential,False,False,227.522,,"LINESTRING (115.0792017 -33.9516432, 115.0787471 -33.9536543)",,,
49365879,Willmott Avenue,residential,False,False,125.626,,"LINESTRING (115.0751818 -33.9512048, 115.0765184 -33.9514219)",,,
31539464,Townview Terrace,residential,False,True,276.30600000000004,,"LINESTRING (115.0751818 -33.9512048, 115.0750028 -33.9521166, 115.0748544 -33.9527599, 115.0748334 -33.9529122, 115.0750025 -33.9534813, 115.075054 -33.9536424)",,,
49365879,Willmott Avenue,residential,False,True,62.555,,"LINESTRING (115.0751818 -33.9512048, 115.0745717 -33.9511305, 115.0745108 -33.9511231)",,,
49365881,Wallcliffe Road,secondary,False,True,22.127,60,"LINESTRING (115.0724996 -33.9535508, 115.0727318 -33.9536008)",,,
46891770,Fearn Avenue,residential,False,True,310.50500000000005,,"LINESTRING (115.0724996 -33.9535508, 115.0725534 -33.9533746, 115.0725531 -33.9532178, 115.0725528 -33.9529994, 115.0725686 -33.9526726, 115.0725518 -33.9523987, 115.0725509 -33.9518581, 115.0725502 -33.9514165, 115.0725501 -33.9513308, 115.07255 -33.9512908, 115.0725953 -33.9509735, 115.072684 -33.9507803)",,,
49365881,Wallcliffe Road,secondary,False,False,70.141,60,"LINESTRING (115.0724996 -33.9535508, 115.0721386 -33.9534801, 115.0717491 -33.9534759)",,,
825992556,Bussell Highway,trunk,False,False,15.702,60,"LINESTRING (115.0738183 -33.9510221, 115.0738483 -33.9508831)",2,,
49365879,Willmott Avenue,residential,False,False,64.868,,"LINESTRING (115.0738183 -33.9510221, 115.0743023 -33.9510982, 115.0745108 -33.9511231)",,,
825992556,Bussell Highway,trunk,False,True,287.074,60,"LINESTRING (115.0738183 -33.9510221, 115.0737353 -33.9513749, 115.0736803 -33.9516085, 115.0735121 -33.9523374, 115.0734114 -33.9527736, 115.0734018 -33.9528151, 115.0733805 -33.9529351, 115.0733809 -33.953051, 115.0735169 -33.9535571)",2,,
49365879,Willmott Avenue,residential,False,True,106.691,,"LINESTRING (115.0815896 -33.9516283, 115.080433 -33.9516412)",,,
54616590,River Heights Road,residential,False,False,82.68199999999999,,"LINESTRING (115.0815896 -33.9516283, 115.081589 -33.9517429, 115.0815352 -33.9522844, 115.0815058 -33.9523665)",,,
49365879,Willmott Avenue,residential,False,False,106.691,,"LINESTRING (115.080433 -33.9516412, 115.0815896 -33.9516283)",,,
49365879,Willmott Avenue,residential,False,True,113.572,,"LINESTRING (115.080433 -33.9516412, 115.0792017 -33.9516432)",,,
54616583,McLeod Place,residential,False,False,103.706,,"LINESTRING (115.080433 -33.9516412, 115.0804534 -33.9507087)",,,
49365879,Willmott Avenue,residential,False,False,102.153,,"LINESTRING (115.0778853 -33.9516123, 115.0789924 -33.9516369)",,,
49365879,Willmott Avenue,residential,False,True,127.845,,"LINESTRING (115.0778853 -33.9516123, 115.0765184 -33.9514219)",,,
54616587,Elva Street,residential,False,False,181.247,,"LINESTRING (115.0778853 -33.9516123, 115.0782048 -33.950004)",,,
54616587,Elva Street,residential,False,True,221.489,,"LINESTRING (115.0778853 -33.9516123, 115.0774766 -33.9533731, 115.0774398 -33.9535695)",,,
54616583,McLeod Place,residential,False,True,103.706,,"LINESTRING (115.0804534 -33.9507087, 115.080433 -33.9516412)",,,
54616583,McLeod Place,residential,False,False,125.521,,"LINESTRING (115.0804534 -33.9507087, 115.0804918 -33.950669, 115.0805643 -33.9506489, 115.0817838 -33.9507259)",,,
1269009475,,residential,False,False,38.349000000000004,,"LINESTRING (115.0804534 -33.9507087, 115.0803499 -33.9507082, 115.0800388 -33.9506859)",,,
54616588,Forrest Road,residential,False,True,109.936,,"LINESTRING (115.0775552 -33.9536592, 115.0787471 -33.9536543)",,,
127655901,,residential,True,False,14.786999999999999,,"LINESTRING (115.0775552 -33.9536592, 115.0775488 -33.9536853, 115.0775332 -33.9537085, 115.0775098 -33.9537267, 115.0774809 -33.9537381, 115.0774491 -33.9537417)",,roundabout,
31539112,Bovell Avenue,residential,False,False,94.394,,"LINESTRING (115.0802497 -33.956069, 115.0802453 -33.9558848, 115.0801483 -33.9555757, 115.0799932 -33.9552553)",,,
31539112,Bovell Avenue,residential,False,True,115.475,,"LINESTRING (115.0802497 -33.956069, 115.0802325 -33.9562917, 115.0801738 -33.9565504, 115.0801566 -33.9566258, 115.0800204 -33.9568857, 115.0799046 -33.9570519)",,,
83021481,Carey Place,residential,False,False,83.538,,"LINESTRING (115.0802497 -33.956069, 115.0806963 -33.9560726, 115.0808664 -33.9560795, 115.0809398 -33.9560665, 115.0809378 -33.9559965, 115.0808981 -33.9558944)",,,
83021538,Henning Avenue,residential,False,True,200.519,,"LINESTRING (115.0753117 -33.9568531, 115.076001 -33.9567413, 115.0774727 -33.956734)",,,
54616590,River Heights Road,residential,False,True,36.095,,"LINESTRING (115.0804766 -33.9527111, 115.0808285 -33.9525691)",,,
83021528,The Grove,residential,False,False,36.225,,"LINESTRING (115.0804766 -33.9527111, 115.0802533 -33.9524431)",,,
54616590,River Heights Road,residential,False,False,38.116,,"LINESTRING (115.0804766 -33.9527111, 115.0802135 -33.9528412, 115.0801081 -33.9528562)",,,
54616587,Elva Street,residential,False,False,221.489,,"LINESTRING (115.0774398 -33.9535695, 115.0774766 -33.9533731, 115.0778853 -33.9516123)",,,
127655901,,residential,True,False,16.488,,"LINESTRING (115.0774398 -33.9535695, 115.0774755 -33.9535713, 115.0775083 -33.9535831, 115.0775344 -33.9536034, 115.0775506 -33.9536298, 115.0775552 -33.9536592)",,roundabout,
83021460,Shaw Place,residential,False,True,76.47999999999999,,"LINESTRING (115.079978 -33.950578, 115.0798004 -33.9506421, 115.0794703 -33.9506453, 115.0791689 -33.9506047)",,,
83021367,Parkway Rise,residential,False,True,30.096,,"LINESTRING (115.0809739 -33.9528114, 115.0808285 -33.9525691)",,,
31539112,Bovell Avenue,residential,False,False,71.565,,"LINESTRING (115.0799932 -33.9552553, 115.0798669 -33.9550275, 115.0797519 -33.95482, 115.0797113 -33.954659)",,,
31539112,Bovell Avenue,residential,False,True,94.394,,"LINESTRING (115.0799932 -33.9552553, 115.0801483 -33.9555757, 115.0802453 -33.9558848, 115.0802497 -33.956069)",,,
83021520,Lesalan Place,residential,False,False,127.26900000000002,,"LINESTRING (115.0799932 -33.9552553, 115.0804313 -33.9550722, 115.0806525 -33.9549666, 115.0807022 -33.9549198, 115.080729 -33.9548564, 115.0807384 -33.9547285, 115.0807276 -33.9544604)",2,,5.5
46891770,Fearn Avenue,residential,False,False,310.50500000000005,,"LINESTRING (115.072684 -33.9507803, 115.0725953 -33.9509735, 115.07255 -33.9512908, 115.0725501 -33.9513308, 115.0725502 -33.9514165, 115.0725509 -33.9518581, 115.0725518 -33.9523987, 115.0725686 -33.9526726, 115.0725528 -33.9529994, 115.0725531 -33.9532178, 115.0725534 -33.9533746, 115.0724996 -33.9535508)",,,
83021418,Fearn Avenue,residential,False,False,108.624,,"LINESTRING (115.072684 -33.9507803, 115.0729093 -33.950798, 115.0729379 -33.9507964, 115.0729722 -33.9507945, 115.0730167 -33.950792, 115.0730667 -33.9507891, 115.0731455 -33.9507847, 115.0731977 -33.9507871, 115.0732824 -33.9507911, 115.0735671 -33.9508244, 115.0738483 -33.9508831)",,,
642127263,Charles West Avenue,residential,False,True,142.897,,"LINESTRING (115.072684 -33.9507803, 115.0727338 -33.9506411, 115.0727777 -33.9504532, 115.0727709 -33.9502865, 115.0727293 -33.9501452, 115.0725802 -33.9498791, 115.07235 -33.9495944)",,,
83021392,Nixon Crescent,residential,False,False,115.924,,"LINESTRING (115.0791689 -33.9506047, 115.0789924 -33.9516369)",,,
83021392,Nixon Crescent,residential,False,True,128.46499999999997,,"LINESTRING (115.0791689 -33.9506047, 115.0792064 -33.9504041, 115.0791539 -33.9503127, 115.0791005 -33.950269, 115.0782048 -33.950004)",,,
83021460,Shaw Place,residential,False,False,76.47999999999999,,"LINESTRING (115.0791689 -33.9506047, 115.0794703 -33.9506453, 115.0798004 -33.9506421, 115.079978 -33.950578)",,,
83021481,Carey Place,residential,False,True,83.538,,"LINESTRING (115.0808981 -33.9558944, 115.0809378 -33.9559965, 115.0809398 -33.9560665, 115.0808664 -33.9560795, 115.0806963 -33.9560726, 115.0802497 -33.956069)",,,
61158168,Bussell Highway,trunk,False,False,245.346,60,"LINESTRING (115.0742251 -33.9558965, 115.0740129 -33.9551754, 115.0737613 -33.9543415, 115.0736141 -33.9538539, 115.0735706 -33.9537586)",,,
83021450,Walkington Avenue,residential,False,True,296.86,,"LINESTRING (115.0742251 -33.9558965, 115.0744193 -33.9558686, 115.0757531 -33.9556772, 115.0759421 -33.9556569, 115.0774194 -33.9556551)",,,
54616587,Elva Street,residential,False,True,181.247,,"LINESTRING (115.0782048 -33.950004, 115.0778853 -33.9516123)",,,
"[636055074, 54616587]","['Barrett Street', 'Elva Street']",residential,False,False,459.78000000000003,,"LINESTRING (115.0782048 -33.950004, 115.0783071 -33.9490775, 115.0789332 -33.9493142, 115.0797969 -33.9495612, 115.0802998 -33.9496936, 115.0809972 -33.9497581, 115.0820285 -33.9497915)",,,
83021392,Nixon Crescent,residential,False,False,128.46499999999997,,"LINESTRING (115.0782048 -33.950004, 115.0791005 -33.950269, 115.0791539 -33.9503127, 115.0792064 -33.9504041, 115.0791689 -33.9506047)",,,
