osmid,highway,oneway,reversed,length,name,geometry,ref,lanes,bridge
120287391,residential,False,True,75.225,,"LINESTRING (83.987401 28.2120545, 83.9880329 28.2116703)",,,
524596054,primary,False,True,21.118,नयाँ बजार,"LINESTRING (83.987401 28.2120545, 83.9872784 28.2118983)",,,
524596054,primary,False,False,65.936,नयाँ बजार,"LINESTRING (83.987401 28.2120545, 83.9875413 28.2122333, 83.9877836 28.2125423)",,,
24811176,trunk,False,True,66.796,Prithvi Highway,"LINESTRING (83.9933896 28.2064304, 83.9927225 28.2065539)",NH17,,
24811176,trunk,False,False,130.748,Prithvi Highway,"LINESTRING (83.9933896 28.2064304, 83.9940414 28.2063063, 83.9946975 28.2061983)",NH17,,
57375885,primary,False,True,77.136,Indra Marg,"LINESTRING (83.9933896 28.2064304, 83.9933783 28.2063115, 83.9933447 28.2060775, 83.9933111 28.2059149, 83.9932906 28.2057426)",,,
24811176,trunk,False,True,130.748,Prithvi Highway,"LINESTRING (83.9946975 28.2061983, 83.9940414 28.2063063, 83.9933896 28.2064304)",NH17,,
57376443,secondary,False,True,48.265,Gautam Buddha Marg,"LINESTRING (83.9946975 28.2061983, 83.9946457 28.2063319, 83.9945888 28.2064906, 83.9945397 28.2066094)",,2,
120409122,secondary,False,True,72.86,Gauri Marg,"LINESTRING (83.9946975 28.2061983, 83.9947342 28.2060587, 83.9948493 28.2055569)",,,
421022100,trunk,False,False,93.557,Prithvi Highway,"LINESTRING (83.9946975 28.2061983, 83.9948561 28.2061705, 83.9956276 28.2060087)",NH17,,
57376443,secondary,False,False,57.318,Gautam Buddha Marg,"LINESTRING (83.9964538 28.211242, 83.9960115 28.2111495, 83.9958949 28.2110981)",,2,
57376443,secondary,False,True,4.859,Gautam Buddha Marg,"LINESTRING (83.9949991 28.2103896, 83.9950272 28.2104256)",,2,
57376443,secondary,False,False,67.742,Gautam Buddha Marg,"LINESTRING (83.9949991 28.2103896, 83.9948605 28.2102529, 83.9947124 28.2100695, 83.9946468 28.2098772)",,2,
419138643,residential,False,True,174.957,,"LINESTRING (83.9949991 28.2103896, 83.9947506 28.2105277, 83.9945615 28.2104556, 83.9943979 28.210367, 83.9942169 28.2103351, 83.9941762 28.2104188, 83.9940662 28.2106452, 83.994249 28.210726, 83.9941124 28.2107569, 83.9940345 28.2108538, 83.9940036 28.2108838)",,,
57376438,residential,False,False,9.693,Ram Marg,"LINESTRING (83.9960909 28.2088745, 83.9960084 28.2089226)",,,
415468631,residential,False,False,71.312,Ram Marg,"LINESTRING (83.9960909 28.2088745, 83.9960639 28.2088039, 83.9960197 28.2085935, 83.9959801 28.2083512, 83.9959765 28.2082432)",,,
421022100,trunk,False,True,87.47,Prithvi Highway,"LINESTRING (83.9965025 28.2058527, 83.9956276 28.2060087)",NH17,,
57376443,secondary,False,False,42.622,Gautam Buddha Marg,"LINESTRING (83.9943901 28.2073848, 83.9944246 28.2070027)",,2,
57376443,secondary,False,True,38.153,Gautam Buddha Marg,"LINESTRING (83.9943901 28.2073848, 83.9943547 28.2077265)",,2,
400936793,residential,False,False,144.924,Gautam Buddha Marg,"LINESTRING (83.9943901 28.2073848, 83.9946572 28.2074012, 83.9948104 28.2074242, 83.9949617 28.2074518, 83.9951381 28.2074165, 83.9952001 28.2073862, 83.99527 28.2073712, 83.9953763 28.207371, 83.9953683 28.2074772, 83.9953643 28.2075457, 83.995367 28.2076213, 83.9953549 28.2077856)",,,
57376443,secondary,False,False,53.999,Gautam Buddha Marg,"LINESTRING (83.9944141 28.2088047, 83.9943569 28.2083217)",,2,
57376443,secondary,False,True,42.926,Gautam Buddha Marg,"LINESTRING (83.9944141 28.2088047, 83.9944207 28.2091907)",,2,
57376438,residential,False,True,157.801,Ram Marg,"LINESTRING (83.9944141 28.2088047, 83.9945957 28.2087864, 83.9947464 28.2087907, 83.9951165 28.2088351, 83.995432 28.2089061, 83.9958394 28.2089314, 83.9960084 28.2089226)",,,
108194601,residential,False,True,109.223,,"LINESTRING (83.9881421 28.2084004, 83.9880748 28.2082735, 83.9878336 28.2078324, 83.9879349 28.2077682, 83.9879535 28.2076982, 83.9879349 28.2075283)",,,
421041683,trunk,False,False,106.566,Prithvi Rajmarga,"LINESTRING (83.9881421 28.2084004, 83.9882418 28.2083548, 83.9885707 28.2082043, 83.9891073 28.2079588)",NH17,,
524596051,trunk,False,True,191.985,Prithivi Highway,"LINESTRING (83.9881421 28.2084004, 83.9875638 28.2086648, 83.9872951 28.2087876, 83.9871466 28.2088555, 83.9864029 28.2091954)",NH17,2,
108194601,residential,False,False,139.824,,"LINESTRING (83.9878637 28.2062827, 83.9878261 28.206554, 83.9878029 28.2067217, 83.9878105 28.2068074, 83.9878582 28.2070872, 83.9879029 28.2073691, 83.9879349 28.2075283)",,,
421041689,tertiary,False,False,147.929,,"LINESTRING (83.9878637 28.2062827, 83.9881341 28.206566, 83.9884 28.2068188, 83.9887705 28.2070177, 83.9889878 28.2071507)",,,
108220915,residential,False,False,41.727,Budhha Shanti Marg,"LINESTRING (83.9923662 28.2088535, 83.9927377 28.208805, 83.9927877 28.2088097)",,,
57376443,secondary,False,False,42.926,Gautam Buddha Marg,"LINESTRING (83.9944207 28.2091907, 83.9944141 28.2088047)",,2,
108220915,residential,False,True,63.077,Budhha Shanti Marg,"LINESTRING (83.9944207 28.2091907, 83.9938178 28.2089919)",,,
57376443,secondary,False,True,80.028,Gautam Buddha Marg,"LINESTRING (83.9944207 28.2091907, 83.9944232 28.2092052, 83.9944657 28.2094467, 83.9945387 28.2096739, 83.9946468 28.2098772)",,2,
108222001,residential,False,True,12.591,,"LINESTRING (83.9916267 28.2135226, 83.9915944 28.2136322)",,,
108222001,residential,False,False,167.67399999999998,,"LINESTRING (83.9916267 28.2135226, 83.9908561 28.2123456, 83.9908105 28.2122641, 83.9907679 28.2122196)",,,
414897828,residential,False,False,48.64,,"LINESTRING (83.9916267 28.2135226, 83.9918246 28.2134173, 83.9916846 28.2132188)",,,
108222001,residential,False,True,167.674,,"LINESTRING (83.9907679 28.2122196, 83.9908105 28.2122641, 83.9908561 28.2123456, 83.9916267 28.2135226)",,,
400732036,residential,False,False,74.363,,"LINESTRING (83.9907679 28.2122196, 83.9908063 28.2122344, 83.9909282 28.2122331, 83.9911929 28.2121733, 83.9915146 28.212165)",,,
416251594,residential,False,False,53.272999999999996,,"LINESTRING (83.9907679 28.2122196, 83.9906199 28.212144, 83.9905259 28.2121121, 83.9904112 28.2120911, 83.990257 28.2120798)",,,
416251594,residential,False,True,73.058,,"LINESTRING (83.9881262 28.2129611, 83.9887544 28.2126072)",,,
524596054,primary,False,False,41.76,नयाँ बजार,"LINESTRING (83.9881262 28.2129611, 83.9883676 28.2132706)",,,
524596054,primary,False,True,57.407,नयाँ बजार,"LINESTRING (83.9881262 28.2129611, 83.9877836 28.2125423)",,,
119997697,residential,False,False,569.054,,"LINESTRING (83.9923473 28.2121673, 83.9920166 28.2114686, 83.9915651 28.2108538, 83.9899111 28.2087858, 83.9897386 28.2086102, 83.9895457 28.2084712, 83.9894366 28.2083607, 83.9892469 28.2081276, 83.9891587 28.2080567, 83.9891073 28.2079588)",,,
400732036,residential,False,False,191.50799999999998,,"LINESTRING (83.9923473 28.2121673, 83.9928736 28.2122473, 83.9929426 28.2122658, 83.9929842 28.2123045, 83.9930069 28.2123408, 83.9930079 28.2123951, 83.9929789 28.2126361, 83.9929981 28.2126999, 83.9930308 28.2127546, 83.9930532 28.2127757, 83.9930885 28.2127768, 83.9931399 28.2127542, 83.9931963 28.2127094, 83.9932742 28.2126162, 83.9933098 28.2125312, 83.9933306 28.2124472, 83.9933452 28.2123426, 83.9933495 28.2122491)",,,
400732036,residential,False,True,81.681,,"LINESTRING (83.9923473 28.2121673, 83.9922424 28.2121561, 83.9921321 28.2121567, 83.9919995 28.2121616, 83.9915146 28.212165)",,,
524596054,primary,False,False,57.407,नयाँ बजार,"LINESTRING (83.9877836 28.2125423, 83.9881262 28.2129611)",,,
