osmid,ref,highway,oneway,reversed,length,name,width,geometry,maxspeed
138959841,,unclassified,False,True,58.82299999999999,,7,"LINESTRING (85.3374894 27.7499745, 85.3377987 27.7499086, 85.3380709 27.749852)",30
172667960,,residential,False,False,95.16799999999999,Phaimalchuli Road,,"LINESTRING (85.3374894 27.7499745, 85.3373134 27.7496382, 85.3372886 27.7496275, 85.3372592 27.7496269, 85.3369751 27.7496621, 85.3367803 27.749717)",
606426469,,unclassified,False,False,26.383,,,"LINESTRING (85.3382981 27.7501589, 85.3382839 27.7500983, 85.3382218 27.7500224, 85.3381649 27.7499581)",
138959841,,unclassified,False,False,16.462,,7,"LINESTRING (85.3356011 27.7522934, 85.3354675 27.7523825)",30
138959841,,unclassified,False,True,90.989,,7,"LINESTRING (85.3356011 27.7522934, 85.3357665 27.7519094, 85.335993 27.7515548)",30
209435041,,residential,False,False,122.106,,,"LINESTRING (85.3356011 27.7522934, 85.3356359 27.7523458, 85.3357127 27.7525421, 85.335792 27.7527516, 85.3358267 27.7528218, 85.3358775 27.75287, 85.3359184 27.7529479, 85.3360968 27.7529183, 85.3362716 27.752859, 85.3363199 27.7528261)",
138959841,,unclassified,False,False,26.201,,7,"LINESTRING (85.3343623 27.7527682, 85.3342253 27.7527846, 85.3341118 27.7527322)",30
138959841,,unclassified,False,True,58.488,,7,"LINESTRING (85.3343623 27.7527682, 85.334637 27.7527013, 85.3349254 27.752602)",30
138959841,,unclassified,False,True,10.961,,7,"LINESTRING (85.3376012 27.7489965, 85.3376415 27.7489046)",30
138959841,,unclassified,False,False,58.986,,7,"LINESTRING (85.3376012 27.7489965, 85.3376152 27.7490628, 85.3375947 27.7491431, 85.3376066 27.7491782, 85.3376204 27.749199, 85.337648 27.7492293, 85.3378383 27.7493014, 85.3379236 27.7493636)",30
221295274,,residential,False,True,206.568,,,"LINESTRING (85.3376012 27.7489965, 85.3375701 27.7489072, 85.3375336 27.7487997, 85.3374643 27.7488192, 85.3374185 27.7488141, 85.3371304 27.7489014, 85.3365129 27.7490631, 85.3364994 27.7490736, 85.3365009 27.7490892, 85.3366099 27.7492873, 85.3366469 27.7493864, 85.3367018 27.7495334, 85.3367803 27.749717)",
138959841,,unclassified,False,False,14.035,,7,"LINESTRING (85.3363755 27.7509406, 85.3364003 27.7510649)",30
138959841,,unclassified,False,True,54.370000000000005,,7,"LINESTRING (85.3363755 27.7509406, 85.3364131 27.7507614, 85.3365666 27.750575, 85.3366257 27.7505198)",30
172667919,,residential,False,False,155.435,,,"LINESTRING (85.3363755 27.7509406, 85.3361379 27.750932, 85.3359112 27.7508889, 85.3357901 27.7508997, 85.3356499 27.7509288, 85.3354942 27.7509798, 85.3354338 27.7510268, 85.3353224 27.7510981, 85.3351095 27.7510788, 85.3348639 27.7510939)",
138959841,,unclassified,False,False,16.681,,7,"LINESTRING (85.3324036 27.7499225, 85.3322547 27.7498508)",30
138959841,,unclassified,False,True,45.138,,7,"LINESTRING (85.3324036 27.7499225, 85.3326171 27.7501713, 85.3326754 27.7502493)",30
172667919,,residential,False,True,25.389000000000003,,,"LINESTRING (85.3324036 27.7499225, 85.3325559 27.7498451, 85.3326274 27.7498813)",
138959841,,unclassified,False,False,61.3,,7,"LINESTRING (85.3301302 27.7462228, 85.3300213 27.7462351, 85.3298717 27.7462572, 85.3296632 27.7459959)",30
138959841,,unclassified,False,True,56.432,,7,"LINESTRING (85.3301302 27.7462228, 85.3301854 27.7462738, 85.3304525 27.7466412)",30
138959841,,unclassified,False,False,10.179,,7,"LINESTRING (85.3341118 27.7527322, 85.3340259 27.7526812)",30
138959841,,unclassified,False,True,26.201,,7,"LINESTRING (85.3341118 27.7527322, 85.3342253 27.7527846, 85.3343623 27.7527682)",30
209435050,,residential,False,True,155.381,,,"LINESTRING (85.3341118 27.7527322, 85.3342827 27.7524562, 85.33419 27.7522157, 85.334418 27.7521872, 85.3345847 27.752141, 85.3345602 27.7519371, 85.3345063 27.7516763)",
138959841,,unclassified,False,True,14.035,,7,"LINESTRING (85.3364003 27.7510649, 85.3363755 27.7509406)",30
138959841,,unclassified,False,False,68.902,,7,"LINESTRING (85.3364003 27.7510649, 85.3362561 27.7512605, 85.3361694 27.7514291, 85.3360578 27.7515003, 85.335993 27.7515548)",30
208658171,,residential,False,False,50.669000000000004,,,"LINESTRING (85.3364003 27.7510649, 85.3364137 27.7513098, 85.3364405 27.7513282, 85.3364667 27.7513246, 85.3364875 27.7513193, 85.3365384 27.7512974, 85.3366209 27.7512487)",
165929099,27DR027,unclassified,False,True,10.232,Dhapasi Marg,5,"LINESTRING (85.3347863 27.7460726, 85.3348001 27.7459814)",
165929099,27DR027,unclassified,False,False,87.509,Dhapasi Marg,5,"LINESTRING (85.3347863 27.7460726, 85.3348374 27.7461519, 85.3348903 27.7462383, 85.3349448 27.7463109, 85.3350766 27.7464088, 85.3351893 27.7465219, 85.335374 27.7466492)",
172667915,,residential,False,False,65.051,,,"LINESTRING (85.3347863 27.7460726, 85.3345026 27.7462848, 85.3343535 27.7463913, 85.3342897 27.7464571)",
172667945,,residential,False,False,50.56,,,"LINESTRING (85.3331242 27.7464147, 85.333118 27.7463095, 85.3330476 27.7462358, 85.3329693 27.7460881, 85.3329433 27.7460014)",
"[172667945, 172667921]",,residential,False,True,151.841,,,"LINESTRING (85.3331242 27.7464147, 85.3331264 27.7465359, 85.3330929 27.746694, 85.3330685 27.7468018, 85.3330223 27.7468591, 85.3329707 27.7469067, 85.3329325 27.7469498, 85.3328688 27.7470214, 85.3328175 27.7471143, 85.3328095 27.7472202, 85.3328937 27.7473484, 85.3329643 27.7474196, 85.3330777 27.7475738, 85.3330757 27.7476285)",
1097928313,,residential,False,False,242.145,,,"LINESTRING (85.3331242 27.7464147, 85.3332642 27.7464619, 85.3335466 27.746523, 85.3335642 27.7465315, 85.3335739 27.7465386, 85.3335706 27.7466408, 85.3335755 27.746655, 85.3335839 27.7466614, 85.3337989 27.7466554, 85.3338262 27.7466614, 85.3338438 27.7466774, 85.3339453 27.7469369, 85.3339502 27.7469732, 85.333912 27.7470603, 85.3337973 27.7474099, 85.3336445 27.7477552, 85.3333576 27.747778)",
172667915,,residential,False,False,92.00399999999999,,,"LINESTRING (85.3342897 27.7464571, 85.3348538 27.7470678, 85.3348792 27.7470992)",
172667915,,residential,False,True,65.051,,,"LINESTRING (85.3342897 27.7464571, 85.3343535 27.7463913, 85.3345026 27.7462848, 85.3347863 27.7460726)",
222753165,,unclassified,False,False,51.891,,,"LINESTRING (85.335374 27.7466492, 85.3358359 27.7464241)",
165929099,27DR027,unclassified,False,False,123.821,Dhapasi Marg,5,"LINESTRING (85.335374 27.7466492, 85.3354042 27.746713, 85.3354363 27.7467819, 85.3354485 27.7468582, 85.3354844 27.7469566, 85.3355128 27.7470104, 85.3355582 27.7470965, 85.3356129 27.7471349, 85.3356683 27.7471396, 85.3357152 27.7471615, 85.3358574 27.7471982, 85.3359874 27.7472502, 85.3360655 27.7472586, 85.3361198 27.74725, 85.3361763 27.7472394, 85.3362128 27.7472777)",
165929099,27DR027,unclassified,False,True,87.509,Dhapasi Marg,5,"LINESTRING (85.335374 27.7466492, 85.3351893 27.7465219, 85.3350766 27.7464088, 85.3349448 27.7463109, 85.3348903 27.7462383, 85.3348374 27.7461519, 85.3347863 27.7460726)",
172667915,,residential,False,False,80.834,,,"LINESTRING (85.3348792 27.7470992, 85.3348218 27.7471861, 85.3347045 27.7473227, 85.3346756 27.747373, 85.3345139 27.7476061, 85.3344208 27.7476998)",
172667915,,residential,False,True,92.00399999999999,,,"LINESTRING (85.3348792 27.7470992, 85.3348538 27.7470678, 85.3342897 27.7464571)",
172667998,,residential,False,True,116.53,,,"LINESTRING (85.3348792 27.7470992, 85.335191 27.7472379, 85.3353371 27.7473509, 85.3354573 27.7475269, 85.3355978 27.7476487, 85.3356715 27.7477653, 85.3356715 27.7478194)",
172667958,,residential,False,False,127.29400000000001,,,"LINESTRING (85.3384008 27.7476317, 85.3383103 27.747959, 85.3382983 27.7480388, 85.3383125 27.7481366, 85.3383666 27.7482451, 85.3384381 27.7483946, 85.3384493 27.7484961, 85.3384413 27.7485603, 85.3383869 27.748735)",
172667993,,residential,False,False,106.51100000000001,,,"LINESTRING (85.3384008 27.7476317, 85.3383437 27.7476326, 85.3382427 27.7476347, 85.337921 27.747644, 85.3377962 27.7476524, 85.3375983 27.7476277, 85.3373247 27.7475877)",
172667993,,residential,False,True,106.511,,,"LINESTRING (85.3373247 27.7475877, 85.3375983 27.7476277, 85.3377962 27.7476524, 85.337921 27.747644, 85.3382427 27.7476347, 85.3383437 27.7476326, 85.3384008 27.7476317)",
191534866,,unclassified,False,False,81.21,,,"LINESTRING (85.3373247 27.7475877, 85.3372813 27.7475592, 85.3372046 27.7475242, 85.3369742 27.7472874, 85.3368669 27.7471391, 85.3369746 27.7470703)",
530089660,,unclassified,False,False,26.973,Dhapasi Marg,,"LINESTRING (85.3373247 27.7475877, 85.3373767 27.7475203, 85.3374136 27.7474518, 85.3374596 27.7473771)",
530089660,,unclassified,False,True,46.635,Dhapasi Marg,,"LINESTRING (85.3373247 27.7475877, 85.3372647 27.7476488, 85.3371658 27.7477173, 85.3370776 27.747776, 85.3370167 27.7478939)",
172667915,,residential,False,False,53.025999999999996,,,"LINESTRING (85.3344208 27.7476998, 85.3342426 27.7478123, 85.3340409 27.7480321)",
172667915,,residential,False,True,80.834,,,"LINESTRING (85.3344208 27.7476998, 85.3345139 27.7476061, 85.3346756 27.747373, 85.3347045 27.7473227, 85.3348218 27.7471861, 85.3348792 27.7470992)",
1097928312,,residential,False,False,26.624999999999996,,,"LINESTRING (85.3344208 27.7476998, 85.3344893 27.7476918, 85.3345335 27.7476775, 85.3346249 27.7476257, 85.3346672 27.74761)",
1097928312,,residential,False,True,80.92099999999999,,,"LINESTRING (85.3344208 27.7476998, 85.3344353 27.7478022, 85.3344658 27.7479394, 85.3345009 27.7480235, 85.3345439 27.7480956, 85.3345529 27.7481657, 85.3345145 27.7482458, 85.3344887 27.7484001)",
408006111,,residential,False,False,38.188,,,"LINESTRING (85.3292031 27.7478168, 85.3289881 27.747853, 85.3288309 27.7479084)",
408006111,,residential,False,True,83.20800000000001,,,"LINESTRING (85.3292031 27.7478168, 85.3294817 27.7477767, 85.3296368 27.7477486, 85.3297207 27.7477153, 85.3297684 27.7476552, 85.3298542 27.7476142, 85.3299106 27.7476032, 85.3299608 27.7476023, 85.3299853 27.7476035)",
172667915,,residential,False,False,36.094,,,"LINESTRING (85.3340409 27.7480321, 85.3340422 27.7480988, 85.3340752 27.7481368, 85.3341412 27.7482338, 85.3341964 27.7483173)",
172667915,,residential,False,True,53.025999999999996,,,"LINESTRING (85.3340409 27.7480321, 85.3342426 27.7478123, 85.3344208 27.7476998)",
172667956,,residential,False,False,64.13300000000001,,,"LINESTRING (85.3340409 27.7480321, 85.3339116 27.7480267, 85.3333895 27.7480152)",
172667956,,residential,False,True,64.13300000000001,,,"LINESTRING (85.3333895 27.7480152, 85.3339116 27.7480267, 85.3340409 27.7480321)",
172667899,,residential,False,False,8.854,,,"LINESTRING (85.3288309 27.7479084, 85.3287665 27.7478528)",
172667899,,residential,False,True,55.944,,,"LINESTRING (85.3288309 27.7479084, 85.3288787 27.7480177, 85.3289109 27.7481029, 85.3289116 27.7482531, 85.328882 27.7483966)",
408006111,,residential,False,True,38.188,,,"LINESTRING (85.3288309 27.7479084, 85.3289881 27.747853, 85.3292031 27.7478168)",
172667896,,residential,False,False,22.33,,,"LINESTRING (85.328882 27.7483966, 85.3288098 27.7484157, 85.3286694 27.7484662)",
172667899,,residential,False,False,55.944,,,"LINESTRING (85.328882 27.7483966, 85.3289116 27.7482531, 85.3289109 27.7481029, 85.3288787 27.7480177, 85.3288309 27.7479084)",
172667899,,residential,False,True,13.688000000000002,,,"LINESTRING (85.328882 27.7483966, 85.328872 27.7484328, 85.3288683 27.7484783, 85.3288636 27.7485183)",
172667915,,residential,False,True,55.982,,,"LINESTRING (85.3336375 27.748395, 85.3338625 27.7483767, 85.3341038 27.7483502, 85.3341964 27.7483173)",
172667958,,residential,False,True,127.294,,,"LINESTRING (85.3383869 27.748735, 85.3384413 27.7485603, 85.3384493 27.7484961, 85.3384381 27.7483946, 85.3383666 27.7482451, 85.3383125 27.7481366, 85.3382983 27.7480388, 85.3383103 27.747959, 85.3384008 27.7476317)",
191521207,27DR027,unclassified,False,True,86.93100000000001,Sri Ram Marg,,"LINESTRING (85.3383869 27.748735, 85.3382903 27.7487177, 85.338163 27.7486818, 85.33792 27.7486644, 85.3377536 27.7486419, 85.3376317 27.74861, 85.3375252 27.7485794)",
138959841,,unclassified,False,False,32.295,,7,"LINESTRING (85.3314157 27.748967, 85.3312824 27.7487016)",30
138959841,,unclassified,False,True,82.89900000000002,,7,"LINESTRING (85.3314157 27.748967, 85.3316367 27.749231, 85.3318331 27.7494863, 85.3318996 27.749577)",30
172667951,,residential,False,False,159.456,,,"LINESTRING (85.3314157 27.748967, 85.3313473 27.7490052, 85.3311604 27.7491258, 85.3310359 27.7492245, 85.3309218 27.7493352, 85.3308376 27.7493582, 85.3306563 27.7494745, 85.3305035 27.7495459, 85.3301178 27.7498089)",
172668006,,residential,False,False,85.271,,,"LINESTRING (85.334876 27.7492967, 85.3348292 27.7492939, 85.3346448 27.7493117, 85.3344865 27.7493497, 85.3343698 27.749342, 85.3342257 27.7493372, 85.3340781 27.7493283, 85.3340178 27.7493206)",
172668006,,residential,False,True,95.104,,,"LINESTRING (85.334876 27.7492967, 85.3348716 27.7493978, 85.3347327 27.7495433, 85.3345322 27.7497827, 85.3344658 27.7498759, 85.3344004 27.7500202)",
"[1184430960, 172667925]",,residential,False,"[False, True]",113.804,,,"LINESTRING (85.334876 27.7492967, 85.334974 27.749253, 85.3350317 27.7492381, 85.3350712 27.749234, 85.3351066 27.7492919, 85.3352644 27.7496499, 85.3354588 27.7499975)",
172667921,,residential,False,True,19.877,,,"LINESTRING (85.3331247 27.7493039, 85.3329647 27.749413)",
172667921,,residential,False,False,219.22,,,"LINESTRING (85.3331247 27.7493039, 85.3331143 27.7492756, 85.3330938 27.7492286, 85.3328413 27.7489688, 85.3327792 27.7489195, 85.3327415 27.7488457, 85.3326894 27.7487972, 85.332656 27.7487333, 85.3326269 27.7486323, 85.3325931 27.7485504, 85.3325769 27.7483286, 85.3326975 27.7481259, 85.3328483 27.7479992, 85.3329524 27.7478829, 85.3330282 27.7477892, 85.3330564 27.7476911, 85.3330757 27.7476285)",
698066659,,residential,False,False,148.993,,,"LINESTRING (85.3331247 27.7493039, 85.3336388 27.7495823, 85.3341539 27.7498405, 85.3344004 27.7500202)",
172667921,,residential,False,False,19.877,,,"LINESTRING (85.3329647 27.749413, 85.3331247 27.7493039)",
218698274,,residential,False,False,78.45,,,"LINESTRING (85.3329647 27.749413, 85.3330338 27.7495744, 85.3329521 27.7497375, 85.3328111 27.7497971, 85.3327053 27.7497815, 85.3326274 27.7498813)",
218698274,,residential,False,True,245.11499999999998,,,"LINESTRING (85.3329647 27.749413, 85.3329425 27.7493815, 85.3327998 27.7492269, 85.3325931 27.7489602, 85.3324745 27.7488921, 85.3322619 27.7487844, 85.3322484 27.7487346, 85.3322107 27.748672, 85.3322224 27.7486024, 85.3321699 27.7484799, 85.3321401 27.7483562, 85.3321212 27.7482572, 85.3319964 27.748241, 85.3319271 27.748241, 85.3319256 27.7478834, 85.3319429 27.7476626)",
138959841,,unclassified,False,True,46.347,,7,"LINESTRING (85.3318996 27.749577, 85.3322547 27.7498508)",30
138959841,,unclassified,False,False,82.899,,7,"LINESTRING (85.3318996 27.749577, 85.3318331 27.7494863, 85.3316367 27.749231, 85.3314157 27.748967)",30
172667985,,residential,False,False,82.952,,,"LINESTRING (85.3318996 27.749577, 85.3317019 27.7496786, 85.331616 27.7497162, 85.3315896 27.7497083, 85.3315564 27.749688, 85.3315271 27.7496726, 85.3314798 27.7496673, 85.3314384 27.7496758, 85.331334 27.7497379, 85.3312085 27.7497861, 85.3311469 27.7497995)",
172667960,,residential,False,False,37.178,Phaimalchuli Road,,"LINESTRING (85.3367803 27.749717, 85.3364318 27.7498461)",
172667960,,residential,False,True,95.16799999999999,Phaimalchuli Road,,"LINESTRING (85.3367803 27.749717, 85.3369751 27.7496621, 85.3372592 27.7496269, 85.3372886 27.7496275, 85.3373134 27.7496382, 85.3374894 27.7499745)",
221295274,,residential,False,False,206.568,,,"LINESTRING (85.3367803 27.749717, 85.3367018 27.7495334, 85.3366469 27.7493864, 85.3366099 27.7492873, 85.3365009 27.7490892, 85.3364994 27.7490736, 85.3365129 27.7490631, 85.3371304 27.7489014, 85.3374185 27.7488141, 85.3374643 27.7488192, 85.3375336 27.7487997, 85.3375701 27.7489072, 85.3376012 27.7489965)",
172667903,,residential,False,False,62.31,,,"LINESTRING (85.3360267 27.7497885, 85.3359651 27.7497829, 85.3358738 27.7497912, 85.3357221 27.7498489, 85.3355707 27.7499155, 85.3354588 27.7499975)",
172667903,,residential,False,True,32.788000000000004,,,"LINESTRING (85.3360267 27.7497885, 85.3361976 27.7498221, 85.3363555 27.7498295)",
698066657,,residential,False,False,67.988,,,"LINESTRING (85.3360267 27.7497885, 85.3360277 27.7498972, 85.3360226 27.7499379, 85.3360076 27.7499736, 85.3359672 27.7499979, 85.3359311 27.7500409, 85.3359226 27.7501265, 85.335937 27.7502614, 85.3359554 27.7503656)",
172667903,,residential,False,True,7.732,,,"LINESTRING (85.3363555 27.7498295, 85.3364318 27.7498461)",
172667903,,residential,False,False,32.788000000000004,,,"LINESTRING (85.3363555 27.7498295, 85.3361976 27.7498221, 85.3360267 27.7497885)",
172667998,,residential,False,False,58.91499999999999,,,"LINESTRING (85.3363555 27.7498295, 85.3363573 27.7497829, 85.336244 27.7495871, 85.3361412 27.7493401)",
172667903,,residential,False,False,7.732,,,"LINESTRING (85.3364318 27.7498461, 85.3363555 27.7498295)",
172667960,,residential,False,True,37.178,Phaimalchuli Road,,"LINESTRING (85.3364318 27.7498461, 85.3367803 27.749717)",
172667903,,residential,False,True,77.83000000000001,,,"LINESTRING (85.3364318 27.7498461, 85.3364458 27.7500424, 85.3365547 27.7503313, 85.3366257 27.7505198)",
172667919,,residential,False,False,25.389000000000003,,,"LINESTRING (85.3326274 27.7498813, 85.3325559 27.7498451, 85.3324036 27.7499225)",
172667919,,residential,False,True,80.73400000000001,,,"LINESTRING (85.3326274 27.7498813, 85.3327788 27.7500117, 85.3328867 27.7500763, 85.3332953 27.7502973)",
218698274,,residential,False,True,78.45,,,"LINESTRING (85.3326274 27.7498813, 85.3327053 27.7497815, 85.3328111 27.7497971, 85.3329521 27.7497375, 85.3330338 27.7495744, 85.3329647 27.749413)",
172667950,,residential,False,True,44.397999999999996,,,"LINESTRING (85.3335434 27.7499712, 85.3334458 27.7501619, 85.3332953 27.7502973)",
172668006,,residential,False,True,15.908,,,"LINESTRING (85.3344004 27.7500202, 85.3345187 27.7501177)",
172668006,,residential,False,False,95.104,,,"LINESTRING (85.3344004 27.7500202, 85.3344658 27.7498759, 85.3345322 27.7497827, 85.3347327 27.7495433, 85.3348716 27.7493978, 85.334876 27.7492967)",
698066659,,residential,False,True,148.993,,,"LINESTRING (85.3344004 27.7500202, 85.3341539 27.7498405, 85.3336388 27.7495823, 85.3331247 27.7493039)",
172667903,,residential,False,False,20.683,,,"LINESTRING (85.3354588 27.7499975, 85.3354335 27.7501174, 85.3353883 27.7501674)",
172667903,,residential,False,True,62.309999999999995,,,"LINESTRING (85.3354588 27.7499975, 85.3355707 27.7499155, 85.3357221 27.7498489, 85.3358738 27.7497912, 85.3359651 27.7497829, 85.3360267 27.7497885)",
"[1184430960, 172667925]",,residential,False,"[False, True]",113.804,,,"LINESTRING (85.3354588 27.7499975, 85.3352644 27.7496499, 85.3351066 27.7492919, 85.3350712 27.749234, 85.3350317 27.7492381, 85.334974 27.749253, 85.334876 27.7492967)",
172668006,,residential,False,False,15.908,,,"LINESTRING (85.3345187 27.7501177, 85.3344004 27.7500202)",
172668006,,residential,False,True,76.925,,,"LINESTRING (85.3345187 27.7501177, 85.334513 27.7502855, 85.3344708 27.7504285, 85.334316 27.7506177, 85.3342067 27.7507224)",
698066658,,residential,False,False,48.022,,,"LINESTRING (85.3345187 27.7501177, 85.3346636 27.7501914, 85.3348383 27.7502455, 85.3349686 27.7502793)",
172667919,,residential,False,False,80.73400000000001,,,"LINESTRING (85.3332953 27.7502973, 85.3328867 27.7500763, 85.3327788 27.7500117, 85.3326274 27.7498813)",
172667919,,residential,False,True,101.39,,,"LINESTRING (85.3332953 27.7502973, 85.3337216 27.750503, 85.3340947 27.7506719, 85.3342067 27.7507224)",
172667950,,residential,False,False,44.397999999999996,,,"LINESTRING (85.3332953 27.7502973, 85.3334458 27.7501619, 85.3335434 27.7499712)",
138959841,,unclassified,False,False,45.138,,7,"LINESTRING (85.3326754 27.7502493, 85.3326171 27.7501713, 85.3324036 27.7499225)",30
138959841,,unclassified,False,True,86.997,,7,"LINESTRING (85.3326754 27.7502493, 85.3328188 27.7504353, 85.3329591 27.7507789, 85.3329851 27.7508206, 85.3330818 27.7509367)",30
172667953,,residential,False,False,99.51299999999999,,,"LINESTRING (85.3326754 27.7502493, 85.3324689 27.7504731, 85.3323092 27.7505769, 85.3320947 27.750676, 85.3319109 27.7508189)",
172667903,,residential,False,True,30.43,,,"LINESTRING (85.3350404 27.7505558, 85.3350603 27.7502827)",
172667992,,residential,False,False,107.429,,,"LINESTRING (85.3313436 27.7503728, 85.3319474 27.7500728, 85.3320701 27.7500088, 85.3322547 27.7498508)",
138959841,,unclassified,False,False,54.36999999999999,,7,"LINESTRING (85.3366257 27.7505198, 85.3365666 27.750575, 85.3364131 27.7507614, 85.3363755 27.7509406)",30
138959841,,unclassified,False,True,106.904,,7,"LINESTRING (85.3366257 27.7505198, 85.3367718 27.7504366, 85.3368509 27.7503838, 85.3371028 27.7501127, 85.3374894 27.7499745)",30
172667903,,residential,False,False,77.83,,,"LINESTRING (85.3366257 27.7505198, 85.3365547 27.7503313, 85.3364458 27.7500424, 85.3364318 27.7498461)",
341818783,,residential,False,True,44.5,,,"LINESTRING (85.3318747 27.7509744, 85.3316567 27.7510037, 85.3315334 27.7510511, 85.3314368 27.7510613)",
172667919,,residential,False,False,101.39,,,"LINESTRING (85.3342067 27.7507224, 85.3340947 27.7506719, 85.3337216 27.750503, 85.3332953 27.7502973)",
172667919,,residential,False,True,25.462,,,"LINESTRING (85.3342067 27.7507224, 85.3342965 27.7507614, 85.3344202 27.7508494)",
172668006,,residential,False,False,76.925,,,"LINESTRING (85.3342067 27.7507224, 85.334316 27.7506177, 85.3344708 27.7504285, 85.334513 27.7502855, 85.3345187 27.7501177)",
545314138,,residential,False,False,17.027,,,"LINESTRING (85.3287355 27.7510761, 85.3288289 27.751205)",
545314138,,residential,False,True,15.075,,,"LINESTRING (85.3287355 27.7510761, 85.3287163 27.7509416)",
172668003,,residential,False,False,84.63,,,"LINESTRING (85.3287355 27.7510761, 85.3288297 27.751108, 85.3290192 27.7510724, 85.3292748 27.7510413, 85.3293317 27.7510409, 85.32949 27.7510936, 85.3295609 27.751129)",
172667919,,residential,False,False,31.126,,,"LINESTRING (85.3348639 27.7510939, 85.3347135 27.7510162, 85.3345939 27.7509482)",
172667919,,residential,False,True,155.43500000000003,,,"LINESTRING (85.3348639 27.7510939, 85.3351095 27.7510788, 85.3353224 27.7510981, 85.3354338 27.7510268, 85.3354942 27.7509798, 85.3356499 27.7509288, 85.3357901 27.7508997, 85.3359112 27.7508889, 85.3361379 27.750932, 85.3363755 27.7509406)",
172667924,,residential,False,False,84.459,,,"LINESTRING (85.3348639 27.7510939, 85.3347975 27.7513758, 85.3347246 27.7515829, 85.3346968 27.751665, 85.334567 27.7516722, 85.3345063 27.7516763)",
138959841,,unclassified,False,True,22.228,,7,"LINESTRING (85.333507 27.7515369, 85.3335577 27.7517317)",30
138959841,,unclassified,False,False,28.601999999999997,,7,"LINESTRING (85.333507 27.7515369, 85.3334143 27.7513504, 85.3333737 27.7513108)",30
172667971,,residential,False,False,64.521,,,"LINESTRING (85.333507 27.7515369, 85.3333596 27.7516389, 85.3329362 27.7518165)",
172667947,,residential,False,True,59.305,,,"LINESTRING (85.3311471 27.7520026, 85.3309247 27.7520783, 85.3305812 27.7521859)",
172667952,,residential,False,True,30.225,,,"LINESTRING (85.3311471 27.7520026, 85.3312655 27.7521604, 85.3313038 27.7522355)",
"[343677544, 343677543]",,residential,False,False,156.699,,,"LINESTRING (85.3311471 27.7520026, 85.3310828 27.7519541, 85.3309881 27.7518792, 85.330926 27.7518402, 85.3308698 27.7517511, 85.3308221 27.7516951, 85.3307078 27.7516064, 85.3305799 27.751559, 85.3304257 27.7515109, 85.3301941 27.7514576, 85.3301148 27.7514258, 85.3300474 27.7513489, 85.3300321 27.7512534, 85.3300476 27.7511564)",
172667923,,residential,False,True,63.144,,3,"LINESTRING (85.3305812 27.7521859, 85.3308641 27.7526956)",
172667947,,residential,False,True,50.859,,,"LINESTRING (85.3305812 27.7521859, 85.3300883 27.7523235)",
172667947,,residential,False,False,59.305,,,"LINESTRING (85.3305812 27.7521859, 85.3309247 27.7520783, 85.3311471 27.7520026)",
172667947,,residential,False,False,50.859,,,"LINESTRING (85.3300883 27.7523235, 85.3305812 27.7521859)",
172667969,,residential,False,False,37.001,,4,"LINESTRING (85.3300883 27.7523235, 85.3302298 27.7526318)",
