osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,access
184270719,residential,False,False,120.37,,,"LINESTRING (87.7023118 26.660754, 87.7035228 26.660778)",,
747181178,residential,False,True,33.939,,,"LINESTRING (87.7023118 26.660754, 87.701973 26.6607155)",,
264500631,tertiary,False,True,152.91099999999997,NH76,Madhummala Road,"LINESTRING (87.7023118 26.660754, 87.7023742 26.6611188, 87.7024317 26.6613624, 87.702535 26.6617099, 87.7026021 26.6619305, 87.7026491 26.6620942)",,
184271974,residential,False,False,113.296,,,"LINESTRING (87.7040453 26.6667311, 87.7036482 26.6666932, 87.7031879 26.6666975, 87.7029079 26.6667124)",,
264500631,tertiary,False,False,71.943,NH76,Madhummala Road,"LINESTRING (87.7040453 26.6667311, 87.7042114 26.6664152, 87.7043245 26.6661349)",,
264500631,tertiary,False,True,204.939,NH76,Madhummala Road,"LINESTRING (87.7040453 26.6667311, 87.7038912 26.6671257, 87.703683 26.6676448, 87.7033177 26.6684552)",,
264500631,tertiary,False,False,31.352,NH76,Madhummala Road,"LINESTRING (87.704115 26.6655384, 87.703994 26.665278)",,
184271386,residential,False,False,133.012,,,"LINESTRING (87.704115 26.6655384, 87.704368 26.6654368, 87.7046218 26.6653438, 87.7048444 26.6652982, 87.7050536 26.6653509, 87.7053889 26.6652946)",,
264500631,tertiary,False,True,63.407000000000004,NH76,Madhummala Road,"LINESTRING (87.704115 26.6655384, 87.7042838 26.6659238, 87.7042999 26.6660795)",,
264500631,tertiary,False,False,65.309,NH76,Madhummala Road,"LINESTRING (87.7030886 26.6690057, 87.7033177 26.6684552)",,
351225789,residential,False,True,163.243,,,"LINESTRING (87.7030886 26.6690057, 87.703204 26.6690225, 87.7040827 26.6689798, 87.7043616 26.668975, 87.704726 26.6689361)",,
264500631,tertiary,False,True,6.627,NH76,Madhummala Road,"LINESTRING (87.7042999 26.6660795, 87.7043245 26.6661349)",,
264500631,tertiary,False,False,63.407000000000004,NH76,Madhummala Road,"LINESTRING (87.7042999 26.6660795, 87.7042838 26.6659238, 87.704115 26.6655384)",,
289142022,residential,False,False,174.341,,,"LINESTRING (87.7042999 26.6660795, 87.7033626 26.6662259, 87.7026568 26.6665681)",,
184270604,residential,False,True,108.595,,Thana Road,"LINESTRING (87.7031828 26.6654923, 87.7028102 26.6645742)",,
184270604,residential,False,True,5.545,,Thana Road,"LINESTRING (87.700051 26.6607047, 87.7000049 26.6606766)",,
747181178,residential,False,False,19.353,,,"LINESTRING (87.700051 26.6607047, 87.7001995 26.6605921)",,
