osmid,ref,highway,oneway,reversed,length,bridge,geometry
"[889820464, 889820465, 331780555]",NH09,primary,False,False,144.326,yes,"LINESTRING (86.6673422 26.8148956, 86.6665896 26.8152328, 86.6664729 26.815272, 86.6660464 26.8154828)"
331780555,NH09,primary,False,True,139.238,,"LINESTRING (86.6673422 26.8148956, 86.6679602 26.8146336, 86.6683941 26.8144339, 86.6685998 26.8143407)"
943495913,,unclassified,False,False,310.09000000000003,,"LINESTRING (86.6673422 26.8148956, 86.6673794 26.8150274, 86.6674384 26.8152907, 86.6674733 26.8155325, 86.6675189 26.8157815, 86.6675779 26.8160017, 86.6676798 26.816052, 86.6678891 26.8160113, 86.66805 26.8159801, 86.6681975 26.8159227, 86.6683477 26.8158413, 86.6684577 26.8158724, 86.6687447 26.8160137, 86.6689485 26.8162099, 86.6691734 26.8163692)"
889820463,,residential,False,False,151.442,,"LINESTRING (86.6639491 26.8162953, 86.66359 26.8159354, 86.6633509 26.8157525, 86.6630434 26.8153866, 86.6629401 26.8152791)"
889820464,NH09,primary,False,False,142.628,,"LINESTRING (86.6639491 26.8162953, 86.6628901 26.8167094, 86.662625 26.8167927)"
889820464,NH09,primary,False,True,80.004,,"LINESTRING (86.6639491 26.8162953, 86.6641808 26.8162251, 86.6647062 26.8160483)"
889820464,NH09,primary,False,False,135.394,,"LINESTRING (86.662625 26.8167927, 86.6619995 26.8170367, 86.6613706 26.8172715)"
889820464,NH09,primary,False,True,142.628,,"LINESTRING (86.662625 26.8167927, 86.6628901 26.8167094, 86.6639491 26.8162953)"
943495841,,unclassified,False,False,168.084,,"LINESTRING (86.662625 26.8167927, 86.66244 26.8164942, 86.6622175 26.816126, 86.6621082 26.8159248, 86.6620545 26.8157806, 86.6619531 26.8155985, 86.6619321 26.8155074, 86.661914 26.8154288)"
889820463,,residential,False,True,121.21300000000001,,"LINESTRING (86.661914 26.8154288, 86.6620664 26.8153866, 86.6622919 26.815289, 86.6627223 26.8150756, 86.6627974 26.8151183, 86.6629401 26.8152791)"
943495841,,unclassified,False,True,168.084,,"LINESTRING (86.661914 26.8154288, 86.6619321 26.8155074, 86.6619531 26.8155985, 86.6620545 26.8157806, 86.6621082 26.8159248, 86.6622175 26.816126, 86.66244 26.8164942, 86.662625 26.8167927)"
889820464,NH09,primary,False,False,147.118,,"LINESTRING (86.6660464 26.8154828, 86.6657937 26.8155913, 86.6653401 26.8157863, 86.6647062 26.8160483)"
"[889820464, 889820465, 331780555]",NH09,primary,False,True,144.326,yes,"LINESTRING (86.6660464 26.8154828, 86.6664729 26.815272, 86.6665896 26.8152328, 86.6673422 26.8148956)"
943495844,,unclassified,False,False,192.599,,"LINESTRING (86.6660464 26.8154828, 86.6659538 26.8153266, 86.665813 26.8150945, 86.6657057 26.8149341, 86.6654456 26.8147402, 86.6651961 26.8145666, 86.6650204 26.8144625, 86.6649534 26.8143452, 86.6648743 26.8142267, 86.6648176 26.8141909)"
751788137,,residential,False,True,224.639,,"LINESTRING (86.6629401 26.8152791, 86.6629816 26.8152483, 86.6630938 26.8151884, 86.6632152 26.8151285, 86.6633526 26.8150743, 86.6634709 26.8150058, 86.6635955 26.8149231, 86.6637354 26.8148548, 86.6638151 26.81477, 86.6638927 26.8146835, 86.6640142 26.8146351, 86.6643689 26.8144782, 86.6645223 26.8144069, 86.6646341 26.8143185, 86.6647204 26.8142472, 86.6647633 26.8142314, 86.6648176 26.8141909)"
889820463,,residential,False,False,121.213,,"LINESTRING (86.6629401 26.8152791, 86.6627974 26.8151183, 86.6627223 26.8150756, 86.6622919 26.815289, 86.6620664 26.8153866, 86.661914 26.8154288)"
889820463,,residential,False,True,151.442,,"LINESTRING (86.6629401 26.8152791, 86.6630434 26.8153866, 86.6633509 26.8157525, 86.66359 26.8159354, 86.6639491 26.8162953)"
331780555,NH09,primary,False,False,139.238,,"LINESTRING (86.6685998 26.8143407, 86.6683941 26.8144339, 86.6679602 26.8146336, 86.6673422 26.8148956)"
