osmid,highway,oneway,reversed,length,bridge,geometry
249767125,unclassified,False,True,28.422,,"LINESTRING (28.1787595 -15.7461367, 28.1789821 -15.7462761)"
256825285,residential,False,False,81.927,,"LINESTRING (28.1787595 -15.7461367, 28.1783411 -15.7467537)"
"[249770962, 256886355, 249767125]",unclassified,False,"[False, True]",105.923,yes,"LINESTRING (28.1787595 -15.7461367, 28.1783525 -15.7458637, 28.1781593 -15.7457243, 28.17803 -15.7456146, 28.1780038 -15.7455798, 28.1779897 -15.7455488)"
1080249747,residential,False,False,136.368,,"LINESTRING (28.1779897 -15.7455488, 28.1769349 -15.7448608)"
"[249770962, 256886355, 249767125]",unclassified,False,"[False, True]",105.923,yes,"LINESTRING (28.1779897 -15.7455488, 28.1780038 -15.7455798, 28.17803 -15.7456146, 28.1781593 -15.7457243, 28.1783525 -15.7458637, 28.1787595 -15.7461367)"
249770962,unclassified,False,True,70.664,,"LINESTRING (28.1779897 -15.7455488, 28.1779917 -15.7455127, 28.1780038 -15.7454752, 28.1782861 -15.7450609, 28.1783015 -15.7450331, 28.1783096 -15.7450009)"
256886327,unclassified,False,True,82.27,,"LINESTRING (28.1801181 -15.742467, 28.1796872 -15.7430797)"
655014947,residential,False,False,243.45999999999998,,"LINESTRING (28.1801181 -15.742467, 28.1790157 -15.7417364, 28.1785449 -15.7414266, 28.1782445 -15.7412253)"
256886327,unclassified,False,False,84.472,,"LINESTRING (28.1788145 -15.7443232, 28.1792557 -15.7436933)"
256886327,unclassified,False,True,76.538,,"LINESTRING (28.1788145 -15.7443232, 28.1783978 -15.7448826)"
256853180,residential,False,True,366.25,,"LINESTRING (28.1788145 -15.7443232, 28.178671 -15.7442128, 28.1784075 -15.7440231, 28.1779347 -15.7437075, 28.1775177 -15.7434274, 28.1769343 -15.7430505, 28.1764475 -15.7427123, 28.1761786 -15.7425361, 28.1760136 -15.7424322)"
249770962,unclassified,False,True,150.04,,"LINESTRING (28.1767452 -15.7438127, 28.1756019 -15.7430318)"
249770975,residential,False,True,80.971,,"LINESTRING (28.1767452 -15.7438127, 28.176312 -15.7444097)"
249770962,unclassified,False,False,218.38300000000004,,"LINESTRING (28.1767452 -15.7438127, 28.1782854 -15.7448518, 28.1782995 -15.7448795, 28.1783082 -15.7449118, 28.1783129 -15.7449615, 28.1783096 -15.7450009)"
671789758,residential,False,False,103.737,,"LINESTRING (28.1747579 -15.7413738, 28.1740619 -15.7420231)"
671789758,residential,False,True,75.649,,"LINESTRING (28.1747579 -15.7413738, 28.1752559 -15.740891)"
256851222,residential,False,True,172.684,,"LINESTRING (28.1747579 -15.7413738, 28.1748797 -15.7414667, 28.175107 -15.7416261, 28.1753752 -15.7418139, 28.1758118 -15.7421108, 28.1760666 -15.7422818)"
671789757,residential,False,False,83.848,,"LINESTRING (28.1740619 -15.7420231, 28.1735044 -15.7425529)"
671789758,residential,False,True,103.737,,"LINESTRING (28.1740619 -15.7420231, 28.1747579 -15.7413738)"
249770962,unclassified,False,False,199.369,,"LINESTRING (28.1740619 -15.7420231, 28.1751265 -15.7427291, 28.1756019 -15.7430318)"
249770962,unclassified,False,True,225.73599999999996,,"LINESTRING (28.1740619 -15.7420231, 28.1739745 -15.7418842, 28.1739436 -15.7417661, 28.1739268 -15.7416693, 28.173843 -15.7412109, 28.1737907 -15.7408458, 28.1737713 -15.740729, 28.1737532 -15.740627, 28.1737203 -15.7404902, 28.1736861 -15.7404172, 28.1736466 -15.7403682, 28.1735896 -15.740314, 28.1735205 -15.7402643, 28.1733917 -15.740181)"
249770975,residential,False,False,106.901,,"LINESTRING (28.1736797 -15.7480342, 28.1737887 -15.7479283, 28.1738674 -15.7478432, 28.1742782 -15.7472675)"
"[256886344, 256886361, 256886348]",residential,False,False,116.814,yes,"LINESTRING (28.1736797 -15.7480342, 28.1738143 -15.7481634, 28.1740212 -15.7484202, 28.1740539 -15.7484698, 28.1740814 -15.7485043, 28.1741166 -15.7485376, 28.174132 -15.748555, 28.1741522 -15.7485879, 28.1742105 -15.7486738, 28.1742547 -15.7487312, 28.1743048 -15.7487797, 28.1743696 -15.7488437)"
"[671789756, 671789757]",residential,False,True,568.7550000000001,,"LINESTRING (28.1736797 -15.7480342, 28.1729257 -15.7475437, 28.1713177 -15.7464788, 28.1704634 -15.7459005, 28.170166 -15.745685, 28.1709036 -15.7449852)"
249770952,unclassified,False,True,18.177,,"LINESTRING (28.1733917 -15.740181, 28.1732677 -15.7402927)"
249770962,unclassified,False,False,225.73600000000002,,"LINESTRING (28.1733917 -15.740181, 28.1735205 -15.7402643, 28.1735896 -15.740314, 28.1736466 -15.7403682, 28.1736861 -15.7404172, 28.1737203 -15.7404902, 28.1737532 -15.740627, 28.1737713 -15.740729, 28.1737907 -15.7408458, 28.173843 -15.7412109, 28.1739268 -15.7416693, 28.1739436 -15.7417661, 28.1739745 -15.7418842, 28.1740619 -15.7420231)"
256825285,residential,False,True,71.814,,"LINESTRING (28.1775767 -15.7478199, 28.1779495 -15.7472829)"
256825285,residential,False,False,70.674,,"LINESTRING (28.1775767 -15.7478199, 28.1774519 -15.7480064, 28.1773286 -15.7481723, 28.1771978 -15.7483401)"
256846378,residential,False,True,108.70599999999999,,"LINESTRING (28.1775767 -15.7478199, 28.1771891 -15.7475592, 28.1767378 -15.7472688)"
256825285,residential,False,True,74.866,,"LINESTRING (28.1768152 -15.7488977, 28.1768347 -15.7488738, 28.1768461 -15.7488528, 28.1768535 -15.7488335, 28.1768645 -15.748808, 28.1768786 -15.7487683, 28.176994 -15.7485918, 28.17712 -15.7484179, 28.1771545 -15.7483762, 28.1771737 -15.7483582, 28.1771978 -15.7483401)"
"[1080249856, 671792121]",residential,False,False,180.114,,"LINESTRING (28.1768152 -15.7488977, 28.1755786 -15.7480562, 28.175463 -15.7479382)"
249770952,unclassified,False,False,142.613,,"LINESTRING (28.1713298 -15.7421121, 28.172282 -15.7412149)"
249770952,unclassified,False,False,147.12,,"LINESTRING (28.172282 -15.7412149, 28.1732677 -15.7402927)"
249770952,unclassified,False,True,142.613,,"LINESTRING (28.172282 -15.7412149, 28.1713298 -15.7421121)"
256825285,residential,False,False,74.86600000000001,,"LINESTRING (28.1771978 -15.7483401, 28.1771737 -15.7483582, 28.1771545 -15.7483762, 28.17712 -15.7484179, 28.176994 -15.7485918, 28.1768786 -15.7487683, 28.1768645 -15.748808, 28.1768535 -15.7488335, 28.1768461 -15.7488528, 28.1768347 -15.7488738, 28.1768152 -15.7488977)"
256825285,residential,False,True,70.674,,"LINESTRING (28.1771978 -15.7483401, 28.1773286 -15.7481723, 28.1774519 -15.7480064, 28.1775767 -15.7478199)"
"[256846374, 1080249807]",residential,False,True,138.959,,"LINESTRING (28.1771978 -15.7483401, 28.1763121 -15.7477628, 28.1761551 -15.7476027)"
