osmid,name,highway,maxspeed,oneway,reversed,length,lanes,junction,geometry
250246280,Buteko Drive Way,tertiary,50,False,False,42.264,,,"LINESTRING (28.0960543 -12.8444601, 28.0963232 -12.8447353)"
250246280,Buteko Drive Way,tertiary,50,False,True,42.151,,,"LINESTRING (28.0960543 -12.8444601, 28.0957774 -12.844194)"
274036342,Kambopo Street,residential,,False,False,66.423,2,,"LINESTRING (28.0960543 -12.8444601, 28.0964935 -12.8440436)"
250246280,Buteko Drive Way,tertiary,50,False,False,38.36,,,"LINESTRING (28.0955324 -12.8439451, 28.0957774 -12.844194)"
250246275,,tertiary,,True,False,10.533,,roundabout,"LINESTRING (28.0955324 -12.8439451, 28.0955046 -12.8439614, 28.0954723 -12.8439619, 28.095444 -12.8439465)"
250246276,,tertiary,,False,False,79.451,,,"LINESTRING (28.0937043 -12.8421528, 28.0942208 -12.8426597)"
250246276,,tertiary,,False,True,108.083,,,"LINESTRING (28.0937043 -12.8421528, 28.0930016 -12.8414633)"
654224752,,residential,,False,False,18.758,,,"LINESTRING (28.0937043 -12.8421528, 28.093809 -12.8420185)"
654224755,,residential,,False,True,159.375,,,"LINESTRING (28.0937043 -12.8421528, 28.0926679 -12.8431693)"
250247427,,residential,,False,True,9.61,,,"LINESTRING (28.0986124 -12.8368625, 28.0985514 -12.8369252)"
250246275,,tertiary,,True,False,10.619,,roundabout,"LINESTRING (28.095444 -12.8439465, 28.0954274 -12.8439191, 28.0954274 -12.8438872, 28.0954439 -12.8438598)"
250247429,Zambezi Street,unclassified,,False,True,116.111,,,"LINESTRING (28.095444 -12.8439465, 28.0953455 -12.8440462, 28.094692 -12.84469)"
250246276,,tertiary,,False,False,110.14,,,"LINESTRING (28.0922855 -12.8407607, 28.0930016 -12.8414633)"
250246276,,tertiary,,False,True,57.791,,,"LINESTRING (28.0922855 -12.8407607, 28.0919098 -12.840392)"
274421558,,residential,,False,False,159.953,,,"LINESTRING (28.0922855 -12.8407607, 28.0912434 -12.841779)"
250247440,,residential,,False,False,93.361,,,"LINESTRING (28.0953387 -12.8377764, 28.095953 -12.8383648)"
250247440,,residential,,False,True,15.733,,,"LINESTRING (28.0953387 -12.8377764, 28.095232 -12.8376805)"
250246279,,residential,,False,True,153.245,,,"LINESTRING (28.0953387 -12.8377764, 28.0959101 -12.8372115, 28.0963359 -12.8367997)"
250247433,,unclassified,,False,False,137.062,,,"LINESTRING (28.0955228 -12.8438532, 28.0964183 -12.8429831)"
250246275,,tertiary,,True,False,11.512,,roundabout,"LINESTRING (28.0955228 -12.8438532, 28.095545 -12.8438801, 28.0955486 -12.8439144, 28.0955324 -12.8439451)"
250246276,,tertiary,,False,True,64.18,,,"LINESTRING (28.0954439 -12.8438598, 28.0950266 -12.8434504)"
250246275,,tertiary,,True,False,9.225999999999999,,roundabout,"LINESTRING (28.0954439 -12.8438598, 28.0954682 -12.8438454, 28.0954964 -12.8438431, 28.0955228 -12.8438532)"
250247442,,residential,,False,False,80.89,,,"LINESTRING (28.0981591 -12.8404112, 28.0981669 -12.840803, 28.0981776 -12.8408528, 28.0981967 -12.8409055, 28.0982629 -12.8410007, 28.0983359 -12.8410895)"
250247442,,residential,,False,True,68.601,,,"LINESTRING (28.0981591 -12.8404112, 28.0981457 -12.8403471, 28.0981214 -12.8403064, 28.0977669 -12.839939)"
250247439,,residential,,False,False,17.304,,,"LINESTRING (28.0974783 -12.8433922, 28.0976254 -12.8434526)"
250247439,,residential,,False,True,30.987,,,"LINESTRING (28.0974783 -12.8433922, 28.0972071 -12.8433042)"
274036400,,residential,,False,False,276.939,,,"LINESTRING (28.0974783 -12.8433922, 28.0984491 -12.8410885)"
250247429,Zambezi Street,unclassified,,False,False,72.368,,,"LINESTRING (28.0942234 -12.8451535, 28.094692 -12.84469)"
250247429,Zambezi Street,unclassified,,False,True,43.552,,,"LINESTRING (28.0942234 -12.8451535, 28.0939425 -12.8454335)"
274036349,,residential,,False,True,41.432,,,"LINESTRING (28.0942234 -12.8451535, 28.0945006 -12.84541)"
274036375,,residential,,False,True,81.817,,,"LINESTRING (28.0914688 -12.8443782, 28.0920061 -12.8448949)"
654224755,,residential,,False,False,103.003,,,"LINESTRING (28.0914688 -12.8443782, 28.0921281 -12.8437112)"
654224755,,residential,,False,True,144.74200000000002,,,"LINESTRING (28.0914688 -12.8443782, 28.0909619 -12.8448593, 28.0905171 -12.8452911)"
250247433,,unclassified,,False,True,137.062,,,"LINESTRING (28.0964183 -12.8429831, 28.0955228 -12.8438532)"
