osmid,lanes,ref,highway,oneway,reversed,length,junction,geometry
664200356,4,T3,trunk,False,True,14.058,,"LINESTRING (27.8569231 -12.5478617, 27.8568104 -12.5477994)"
686805140,,T3,trunk,True,False,59.734,,"LINESTRING (27.8569231 -12.5478617, 27.8574537 -12.5480043)"
305073861,,T3,trunk,True,False,20.622,roundabout,"LINESTRING (27.8575546 -12.5480093, 27.8575938 -12.548028, 27.8576189 -12.5480466, 27.8576432 -12.5480752, 27.8576611 -12.5481083, 27.8576726 -12.5481441)"
609052072,,,unclassified,True,False,108.338,,"LINESTRING (27.8575546 -12.5480093, 27.8577758 -12.5479968, 27.8585038 -12.5477329)"
305073861,,T3,trunk,True,False,28.884999999999998,roundabout,"LINESTRING (27.8573165 -12.5482011, 27.8573193 -12.5481362, 27.857346 -12.5480767, 27.8573929 -12.5480307, 27.8574537 -12.5480043)"
686805139,,T3,trunk,True,False,52.454,,"LINESTRING (27.8573165 -12.5482011, 27.8572373 -12.5481122, 27.8569565 -12.5478883)"
686805143,,T3,trunk,True,False,23.608,,"LINESTRING (27.8576753 -12.548158, 27.8578528 -12.5482807)"
305073861,,T3,trunk,True,False,17.171,roundabout,"LINESTRING (27.8576753 -12.548158, 27.8576732 -12.5481969, 27.8576644 -12.5482347, 27.8576477 -12.5482697, 27.8576219 -12.5482983)"
609052071,,,unclassified,False,True,33.624,,"LINESTRING (27.8631768 -12.5460701, 27.8634699 -12.5459722)"
666145234,,,unclassified,True,False,10.618,,"LINESTRING (27.8631768 -12.5460701, 27.8631115 -12.5461412)"
305073861,,T3,trunk,True,False,11.075,roundabout,"LINESTRING (27.8574537 -12.5480043, 27.8575045 -12.5479998, 27.8575546 -12.5480093)"
305076892,,,residential,False,False,52.59,,"LINESTRING (27.8642268 -12.5491797, 27.8643886 -12.5496255)"
305076891,,,residential,False,True,251.79500000000002,,"LINESTRING (27.8642268 -12.5491797, 27.8628007 -12.5496991, 27.862617 -12.5497789, 27.8625687 -12.5498182, 27.8625459 -12.5498706, 27.8623623 -12.5502987)"
305076892,,,residential,False,True,102.582,,"LINESTRING (27.8642268 -12.5491797, 27.8640573 -12.5487016, 27.8638872 -12.5483195)"
305076892,,,residential,False,True,6.888,,"LINESTRING (27.8643567 -12.551254, 27.8643813 -12.5511969)"
609733921,2,T3,trunk,True,False,101.684,,"LINESTRING (27.8643567 -12.551254, 27.8634991 -12.5508859)"
1097886254,,,unclassified,False,True,6.886,,"LINESTRING (27.8617793 -12.5501032, 27.8618048 -12.5500465)"
609733921,2,T3,trunk,True,False,365.991,,"LINESTRING (27.8617793 -12.5501032, 27.8592711 -12.5489917, 27.8587089 -12.5487426)"
305076891,,,residential,False,False,6.884,,"LINESTRING (27.8623378 -12.5503558, 27.8623623 -12.5502987)"
609733921,2,T3,trunk,True,False,66.81,,"LINESTRING (27.8623378 -12.5503558, 27.8620446 -12.5502242, 27.8617793 -12.5501032)"
305078452,,,residential,False,False,151.601,,"LINESTRING (27.8613392 -12.5467078, 27.8608588 -12.5454276)"
305078452,,,residential,False,True,10.537,,"LINESTRING (27.8613392 -12.5467078, 27.8613728 -12.5467967)"
609052072,,,unclassified,True,False,202.476,,"LINESTRING (27.8613392 -12.5467078, 27.8630856 -12.5460677)"
305078446,,,unclassified,False,False,132.96099999999998,,"LINESTRING (27.8556836 -12.5437684, 27.8559137 -12.543665, 27.8568234 -12.5433317)"
305078446,,,unclassified,False,True,121.56200000000001,,"LINESTRING (27.8556836 -12.5437684, 27.8557773 -12.5440112, 27.856075 -12.5447927)"
1105739802,,,residential,False,True,20.646,,"LINESTRING (27.856075 -12.5447927, 27.8561464 -12.5449648)"
305078446,,,unclassified,False,False,121.56200000000001,,"LINESTRING (27.856075 -12.5447927, 27.8557773 -12.5440112, 27.8556836 -12.5437684)"
305078454,,,unclassified,False,True,231.231,,"LINESTRING (27.856075 -12.5447927, 27.8566852 -12.544557, 27.8568649 -12.5445047, 27.856995 -12.5445021, 27.8571023 -12.5445335, 27.8572257 -12.5445976, 27.8573209 -12.5446997, 27.8573866 -12.5448162, 27.8576294 -12.5453805)"
664200378,,,residential,False,True,126.981,,"LINESTRING (27.8566115 -12.5460821, 27.857034 -12.547147)"
1105739802,,,residential,False,False,134.104,,"LINESTRING (27.8566115 -12.5460821, 27.8565766 -12.5460023, 27.8561464 -12.5449648)"
1105739802,,,residential,False,True,130.161,,"LINESTRING (27.8566115 -12.5460821, 27.8567201 -12.5460415, 27.8577407 -12.5456881)"
305078463,,,unclassified,False,True,7.623,,"LINESTRING (27.855448 -12.5491866, 27.8554619 -12.5491194)"
305078454,,,unclassified,False,False,149.133,,"LINESTRING (27.8585038 -12.5477329, 27.8580424 -12.5464696)"
305078454,,,unclassified,False,True,11.034,,"LINESTRING (27.8585038 -12.5477329, 27.8585387 -12.5478261)"
609052072,,,unclassified,True,False,222.483,,"LINESTRING (27.8585038 -12.5477329, 27.860426 -12.547038)"
305078446,,,unclassified,False,True,132.96099999999998,,"LINESTRING (27.8568234 -12.5433317, 27.8559137 -12.543665, 27.8556836 -12.5437684)"
305078454,,,unclassified,False,False,36.274,,"LINESTRING (27.8577407 -12.5456881, 27.8576294 -12.5453805)"
305078454,,,unclassified,False,True,78.303,,"LINESTRING (27.8577407 -12.5456881, 27.8579928 -12.5463479)"
1105739802,,,residential,False,False,130.161,,"LINESTRING (27.8577407 -12.5456881, 27.8567201 -12.5460415, 27.8566115 -12.5460821)"
305078454,,,unclassified,False,False,78.303,,"LINESTRING (27.8579928 -12.5463479, 27.8577407 -12.5456881)"
305078454,,,unclassified,False,True,14.564,,"LINESTRING (27.8579928 -12.5463479, 27.8580424 -12.5464696)"
661222969,,,residential,True,False,107.456,,"LINESTRING (27.8579928 -12.5463479, 27.8589199 -12.5460089)"
