osmid,highway,oneway,reversed,length,ref,name,maxspeed,junction,geometry,lanes
210590551,primary,True,False,13.231,M1,,,roundabout,"LINESTRING (31.3697829 -8.8483583, 31.3697701 -8.8483314, 31.3697647 -8.8483021, 31.369767 -8.8482724, 31.369777 -8.8482444)",
269156332,unclassified,False,False,221.694,,,,,"LINESTRING (31.3671711 -8.8442551, 31.3683278 -8.8426215)",
269156342,unclassified,False,False,329.51,,,,,"LINESTRING (31.3671711 -8.8442551, 31.3679744 -8.8447507, 31.3686557 -8.84518, 31.3697085 -8.8458347)",
654009479,residential,False,True,155.838,,Little Poland Road,60,,"LINESTRING (31.3746451 -8.8489461, 31.373464 -8.8481701)",2
565060661,primary,False,False,138.201,M1,Kasesha Road,50,,"LINESTRING (31.3709195 -8.8466099, 31.3702694 -8.8476739)",
565060661,primary,False,True,224.578,M1,Kasesha Road,50,,"LINESTRING (31.3709195 -8.8466099, 31.3720493 -8.8449268)",
269156342,unclassified,False,True,76.856,,,,,"LINESTRING (31.3709195 -8.8466099, 31.3704313 -8.8463004, 31.3703294 -8.8462388)",
654009479,residential,False,False,100.879,,Little Poland Road,60,,"LINESTRING (31.3709195 -8.8466099, 31.3715404 -8.8469955, 31.3716962 -8.8470937)",2
269156332,unclassified,False,True,221.694,,,,,"LINESTRING (31.3683278 -8.8426215, 31.3671711 -8.8442551)",
269300171,residential,False,False,221.603,,,,,"LINESTRING (31.3683278 -8.8426215, 31.3666372 -8.8415347)",
269300171,residential,False,True,166.209,,,,,"LINESTRING (31.3683278 -8.8426215, 31.3696175 -8.8434027)",
269308100,unclassified,False,False,104.813,,,,,"LINESTRING (31.3686104 -8.8475045, 31.3680985 -8.8482999)",
269308100,unclassified,False,True,82.511,,,,,"LINESTRING (31.3686104 -8.8475045, 31.3690196 -8.8468823)",
269308105,residential,False,False,94.345,,,,,"LINESTRING (31.3686104 -8.8475045, 31.369351 -8.8479339)",
269308105,residential,False,True,153.26500000000001,,,,,"LINESTRING (31.3686104 -8.8475045, 31.3674624 -8.8468313, 31.3674117 -8.8467996)",
269300171,residential,False,True,76.155,,,,,"LINESTRING (31.3708003 -8.8441894, 31.3714092 -8.8445166)",
269308100,unclassified,False,False,218.771,,,,,"LINESTRING (31.3708003 -8.8441894, 31.3697085 -8.8458347)",
269308100,unclassified,False,True,223.034,,,,,"LINESTRING (31.3708003 -8.8441894, 31.3718368 -8.8424648)",
269300171,residential,False,False,156.664,,,,,"LINESTRING (31.3708003 -8.8441894, 31.3700493 -8.8436977, 31.3696175 -8.8434027)",
269308092,residential,False,False,151.392,,,,,"LINESTRING (31.37356 -8.8452014, 31.3742709 -8.8440351)",
269308088,residential,True,False,25.195,,,,roundabout,"LINESTRING (31.37356 -8.8452014, 31.3735625 -8.8452296, 31.3735564 -8.8452573, 31.3735423 -8.8452819, 31.3735214 -8.8453013, 31.3734956 -8.8453137, 31.3734673 -8.845318, 31.3734389 -8.8453138, 31.3734131 -8.8453015)",
269308097,unclassified,False,False,13.04,,,,,"LINESTRING (31.3711684 -8.8490783, 31.3712549 -8.8491586)",
269308084,residential,False,False,217.895,,,,,"LINESTRING (31.3711684 -8.8490783, 31.3713021 -8.8488635, 31.3722299 -8.8474231)",
269308097,unclassified,False,True,153.433,,,,,"LINESTRING (31.3711684 -8.8490783, 31.3706201 -8.848785, 31.3704931 -8.8487049, 31.3699822 -8.8483538)",
269308100,unclassified,False,False,223.034,,,,,"LINESTRING (31.3718368 -8.8424648, 31.3708003 -8.8441894)",
1013797758,unclassified,False,False,159.149,,,,,"LINESTRING (31.3718368 -8.8424648, 31.3706218 -8.8416856)",
1013797758,unclassified,False,True,73.606,,,,,"LINESTRING (31.3718368 -8.8424648, 31.3723999 -8.8428234)",
269308084,residential,False,False,220.082,,,,,"LINESTRING (31.3722299 -8.8474231, 31.3731953 -8.8456889)",
654009479,residential,False,True,69.138,,Little Poland Road,60,,"LINESTRING (31.3722299 -8.8474231, 31.3716962 -8.8470937)",2
269308084,residential,False,True,217.895,,,,,"LINESTRING (31.3722299 -8.8474231, 31.3713021 -8.8488635, 31.3711684 -8.8490783)",
654009479,residential,False,False,159.012,,Little Poland Road,60,,"LINESTRING (31.3722299 -8.8474231, 31.3733396 -8.8480948, 31.373464 -8.8481701)",2
269308099,unclassified,False,True,221.081,,,,,"LINESTRING (31.3745345 -8.8464866, 31.373464 -8.8481701)",
654204514,tertiary,False,True,171.86599999999999,,Makanta Road,,,"LINESTRING (31.3745345 -8.8464866, 31.3739799 -8.8461792, 31.3731953 -8.8456889)",
269308086,unclassified,False,True,160.564,,,,,"LINESTRING (31.3742709 -8.8440351, 31.3730519 -8.8432387)",
269308092,residential,False,True,151.392,,,,,"LINESTRING (31.3742709 -8.8440351, 31.37356 -8.8452014)",
654025835,residential,False,False,111.759,,,,,"LINESTRING (31.3742709 -8.8440351, 31.3744962 -8.8436945, 31.3745378 -8.843619, 31.3746451 -8.8434003, 31.3747121 -8.8433222, 31.3747899 -8.8432758, 31.3748677 -8.8432718)",
653966746,residential,False,False,139.694,,,,,"LINESTRING (31.3733903 -8.8451674, 31.3722929 -8.844533)",
269308088,residential,True,False,23.725,,,,roundabout,"LINESTRING (31.3733903 -8.8451674, 31.3734093 -8.8451484, 31.3734329 -8.8451354, 31.3734592 -8.8451295, 31.3734861 -8.845131, 31.3735116 -8.84514, 31.3735334 -8.8451556, 31.37355 -8.8451766, 31.37356 -8.8452014)",
269308084,residential,False,True,49.278,,,,,"LINESTRING (31.3734131 -8.8453015, 31.3731953 -8.8456889)",
269308088,residential,True,False,16.798000000000002,,,,roundabout,"LINESTRING (31.3734131 -8.8453015, 31.373391 -8.8452806, 31.3733767 -8.8452539, 31.3733716 -8.8452241, 31.3733763 -8.8451943, 31.3733903 -8.8451674)",
269308097,unclassified,False,True,149.443,,,,,"LINESTRING (31.3724277 -8.8498393, 31.3712549 -8.8491586)",
269308099,unclassified,False,False,217.75,,,,,"LINESTRING (31.3724277 -8.8498393, 31.3727024 -8.8493896, 31.373464 -8.8481701)",
269308099,unclassified,False,False,56.722,,,,,"LINESTRING (31.3675547 -8.8491449, 31.3679865 -8.8494245)",
269308100,unclassified,False,True,111.348,,,,,"LINESTRING (31.3675547 -8.8491449, 31.3680985 -8.8482999)",
269308099,unclassified,False,True,153.147,,,,,"LINESTRING (31.3675547 -8.8491449, 31.3669485 -8.8487752, 31.3663756 -8.8484105)",
210590552,primary,False,True,184.729,M1,,,,"LINESTRING (31.3688287 -8.849985, 31.3697408 -8.8485894)",
269308099,unclassified,False,True,111.566,,,,,"LINESTRING (31.3688287 -8.849985, 31.3679865 -8.8494245)",
269156342,unclassified,False,False,81.688,,,,,"LINESTRING (31.3697085 -8.8458347, 31.3703294 -8.8462388)",
269308100,unclassified,False,False,138.919,,,,,"LINESTRING (31.3697085 -8.8458347, 31.3690196 -8.8468823)",
269308100,unclassified,False,True,218.771,,,,,"LINESTRING (31.3697085 -8.8458347, 31.3708003 -8.8441894)",
269156342,unclassified,False,True,329.51,,,,,"LINESTRING (31.3697085 -8.8458347, 31.3686557 -8.84518, 31.3679744 -8.8447507, 31.3671711 -8.8442551)",
269308084,residential,False,False,49.278,,,,,"LINESTRING (31.3731953 -8.8456889, 31.3734131 -8.8453015)",
269308084,residential,False,True,220.082,,,,,"LINESTRING (31.3731953 -8.8456889, 31.3722299 -8.8474231)",
654204514,tertiary,False,True,60.379,,Makanta Road,,,"LINESTRING (31.3731953 -8.8456889, 31.37273 -8.8454)",
654204514,tertiary,False,False,171.86599999999999,,Makanta Road,,,"LINESTRING (31.3731953 -8.8456889, 31.3739799 -8.8461792, 31.3745345 -8.8464866)",
565060661,primary,False,False,219.731,M1,Kasesha Road,50,,"LINESTRING (31.3741086 -8.841561, 31.3730519 -8.8432387)",
269308099,unclassified,False,False,221.081,,,,,"LINESTRING (31.373464 -8.8481701, 31.3745345 -8.8464866)",
654009479,residential,False,False,155.838,,Little Poland Road,60,,"LINESTRING (31.373464 -8.8481701, 31.3746451 -8.8489461)",2
269308099,unclassified,False,True,217.75,,,,,"LINESTRING (31.373464 -8.8481701, 31.3727024 -8.8493896, 31.3724277 -8.8498393)",
654009479,residential,False,True,159.012,,Little Poland Road,60,,"LINESTRING (31.373464 -8.8481701, 31.3733396 -8.8480948, 31.3722299 -8.8474231)",2
269308099,unclassified,False,False,111.566,,,,,"LINESTRING (31.3679865 -8.8494245, 31.3688287 -8.849985)",
269308099,unclassified,False,True,56.722,,,,,"LINESTRING (31.3679865 -8.8494245, 31.3675547 -8.8491449)",
269308105,residential,False,False,58.162,,,,,"LINESTRING (31.369351 -8.8479339, 31.369777 -8.8482444)",
269308105,residential,False,True,94.345,,,,,"LINESTRING (31.369351 -8.8479339, 31.3686104 -8.8475045)",
653966741,residential,False,False,76.548,,,,,"LINESTRING (31.369351 -8.8479339, 31.3696708 -8.8473223)",
269300171,residential,False,False,166.209,,,,,"LINESTRING (31.3696175 -8.8434027, 31.3683278 -8.8426215)",
653966742,residential,False,True,220.526,,,,,"LINESTRING (31.3696175 -8.8434027, 31.3706218 -8.8416856)",
269300171,residential,False,True,156.664,,,,,"LINESTRING (31.3696175 -8.8434027, 31.3700493 -8.8436977, 31.3708003 -8.8441894)",
653966743,residential,False,False,217.477,,,,,"LINESTRING (31.3723999 -8.8428234, 31.3714092 -8.8445166)",
1013797758,unclassified,False,False,73.606,,,,,"LINESTRING (31.3723999 -8.8428234, 31.3718368 -8.8424648)",
1013797758,unclassified,False,True,85.232,,,,,"LINESTRING (31.3723999 -8.8428234, 31.3730519 -8.8432387)",
269300171,residential,False,False,76.155,,,,,"LINESTRING (31.3714092 -8.8445166, 31.3708003 -8.8441894)",
269300171,residential,False,True,83.826,,,,,"LINESTRING (31.3714092 -8.8445166, 31.3720493 -8.8449268)",
653966743,residential,False,True,217.477,,,,,"LINESTRING (31.3714092 -8.8445166, 31.3723999 -8.8428234)",
653966744,unclassified,False,False,225.48199999999997,,,,,"LINESTRING (31.3714092 -8.8445166, 31.3706526 -8.8456451, 31.3703294 -8.8462388)",
653966745,residential,False,True,219.933,,,,,"LINESTRING (31.3716962 -8.8470937, 31.37273 -8.8454)",
654009479,residential,False,False,69.138,,Little Poland Road,60,,"LINESTRING (31.3716962 -8.8470937, 31.3722299 -8.8474231)",2
654009479,residential,False,True,100.879,,Little Poland Road,60,,"LINESTRING (31.3716962 -8.8470937, 31.3715404 -8.8469955, 31.3709195 -8.8466099)",2
653966745,residential,False,False,219.933,,,,,"LINESTRING (31.37273 -8.8454, 31.3716962 -8.8470937)",
654204514,tertiary,False,False,60.379,,Makanta Road,,,"LINESTRING (31.37273 -8.8454, 31.3731953 -8.8456889)",
654204514,tertiary,False,True,91.445,,Makanta Road,,,"LINESTRING (31.37273 -8.8454, 31.3720493 -8.8449268)",
565060661,primary,False,False,51.321,M1,Kasesha Road,50,,"LINESTRING (31.3722929 -8.844533, 31.3720493 -8.8449268)",
565060661,primary,False,True,166.335,M1,Kasesha Road,50,,"LINESTRING (31.3722929 -8.844533, 31.3730519 -8.8432387)",
653966746,residential,False,True,139.694,,,,,"LINESTRING (31.3722929 -8.844533, 31.3733903 -8.8451674)",
269156342,unclassified,False,True,81.688,,,,,"LINESTRING (31.3703294 -8.8462388, 31.3697085 -8.8458347)",
653966741,residential,False,True,140.541,,,,,"LINESTRING (31.3703294 -8.8462388, 31.3696708 -8.8473223)",
269156342,unclassified,False,False,76.856,,,,,"LINESTRING (31.3703294 -8.8462388, 31.3704313 -8.8463004, 31.3709195 -8.8466099)",
653966744,unclassified,False,True,225.48199999999997,,,,,"LINESTRING (31.3703294 -8.8462388, 31.3706526 -8.8456451, 31.3714092 -8.8445166)",
653966742,residential,False,False,220.526,,,,,"LINESTRING (31.3706218 -8.8416856, 31.3696175 -8.8434027)",
1013797758,unclassified,False,True,159.149,,,,,"LINESTRING (31.3706218 -8.8416856, 31.3718368 -8.8424648)",
654027744,primary,True,False,23.744,M1,Kasesha Road,50,,"LINESTRING (31.3699015 -8.8481828, 31.3700561 -8.8480336)",
210590551,primary,True,False,11.741,M1,,,roundabout,"LINESTRING (31.3699015 -8.8481828, 31.3699271 -8.8481903, 31.3699503 -8.8482035, 31.3699698 -8.8482215, 31.3699847 -8.8482434)",
210590552,primary,False,False,184.729,M1,,,,"LINESTRING (31.3697408 -8.8485894, 31.3688287 -8.849985)",
654027745,primary,True,False,26.11,M1,,,,"LINESTRING (31.3697408 -8.8485894, 31.3697829 -8.8483583)",
210590551,primary,True,False,12.77,M1,,,roundabout,"LINESTRING (31.3699847 -8.8482434, 31.3699947 -8.8482703, 31.3699977 -8.8482989, 31.3699934 -8.8483273, 31.3699822 -8.8483538)",
565060661,primary,False,True,46.357,M1,Kasesha Road,50,,"LINESTRING (31.3700561 -8.8480336, 31.3702694 -8.8476739)",
654027741,primary,True,False,24.612,M1,Kasesha Road,50,,"LINESTRING (31.3700561 -8.8480336, 31.3699847 -8.8482434)",
654025835,residential,False,True,111.75899999999999,,,,,"LINESTRING (31.3748677 -8.8432718, 31.3747899 -8.8432758, 31.3747121 -8.8433222, 31.3746451 -8.8434003, 31.3745378 -8.843619, 31.3744962 -8.8436945, 31.3742709 -8.8440351)",
653966741,residential,False,False,140.541,,,,,"LINESTRING (31.3696708 -8.8473223, 31.3703294 -8.8462388)",
653966741,residential,False,True,76.548,,,,,"LINESTRING (31.3696708 -8.8473223, 31.369351 -8.8479339)",
654206694,residential,False,False,86.677,,,,,"LINESTRING (31.3696708 -8.8473223, 31.3690196 -8.8468823)",
654206694,residential,False,True,76.512,,,,,"LINESTRING (31.3696708 -8.8473223, 31.3702694 -8.8476739)",
565060661,primary,False,False,46.357,M1,Kasesha Road,50,,"LINESTRING (31.3702694 -8.8476739, 31.3700561 -8.8480336)",
565060661,primary,False,True,138.201,M1,Kasesha Road,50,,"LINESTRING (31.3702694 -8.8476739, 31.3709195 -8.8466099)",
654206694,residential,False,False,76.512,,,,,"LINESTRING (31.3702694 -8.8476739, 31.3696708 -8.8473223)",
269300171,residential,False,True,221.603,,,,,"LINESTRING (31.3666372 -8.8415347, 31.3683278 -8.8426215)",
269308100,unclassified,False,False,82.511,,,,,"LINESTRING (31.3690196 -8.8468823, 31.3686104 -8.8475045)",
269308100,unclassified,False,True,138.919,,,,,"LINESTRING (31.3690196 -8.8468823, 31.3697085 -8.8458347)",
654206694,residential,False,True,86.677,,,,,"LINESTRING (31.3690196 -8.8468823, 31.3696708 -8.8473223)",
269308100,unclassified,False,False,111.348,,,,,"LINESTRING (31.3680985 -8.8482999, 31.3675547 -8.8491449)",
269308100,unclassified,False,True,104.813,,,,,"LINESTRING (31.3680985 -8.8482999, 31.3686104 -8.8475045)",
654246917,residential,False,True,150.649,,,,,"LINESTRING (31.3680985 -8.8482999, 31.3669211 -8.8476056)",
654246917,residential,False,False,150.649,,,,,"LINESTRING (31.3669211 -8.8476056, 31.3680985 -8.8482999)",
654246918,residential,False,False,104.701,,,,,"LINESTRING (31.3669211 -8.8476056, 31.3670893 -8.8473599, 31.3671818 -8.847177, 31.3674117 -8.8467996)",
654246918,residential,False,True,107.71600000000001,,,,,"LINESTRING (31.3669211 -8.8476056, 31.3667835 -8.8478065, 31.3663756 -8.8484105)",
269308105,residential,False,False,153.26500000000001,,,,,"LINESTRING (31.3674117 -8.8467996, 31.3674624 -8.8468313, 31.3686104 -8.8475045)",
654246918,residential,False,True,104.701,,,,,"LINESTRING (31.3674117 -8.8467996, 31.3671818 -8.847177, 31.3670893 -8.8473599, 31.3669211 -8.8476056)",
269308099,unclassified,False,False,153.147,,,,,"LINESTRING (31.3663756 -8.8484105, 31.3669485 -8.8487752, 31.3675547 -8.8491449)",
654246918,residential,False,False,107.71600000000001,,,,,"LINESTRING (31.3663756 -8.8484105, 31.3667835 -8.8478065, 31.3669211 -8.8476056)",
269308097,unclassified,False,False,149.443,,,,,"LINESTRING (31.3712549 -8.8491586, 31.3724277 -8.8498393)",
269308097,unclassified,False,True,13.04,,,,,"LINESTRING (31.3712549 -8.8491586, 31.3711684 -8.8490783)",
1078242093,unclassified,False,True,75.873,,,,,"LINESTRING (31.3712549 -8.8491586, 31.3711461 -8.8494377, 31.3711703 -8.8496789, 31.3712642 -8.8497849)",
1078242093,unclassified,False,False,75.87299999999999,,,,,"LINESTRING (31.3712642 -8.8497849, 31.3711703 -8.8496789, 31.3711461 -8.8494377, 31.3712549 -8.8491586)",
