osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,bridge,junction
59231728,Bedehusvegen,residential,30,False,False,123.68199999999999,"LINESTRING (5.1912105 59.2604813, 5.1911451 59.2603853, 5.191056 59.260223, 5.1910104 59.2601359, 5.190932 59.259986, 5.190748 59.259677, 5.1907334 59.2596203, 5.19069 59.259452, 5.190707 59.259406)",,,,,
580037877,Rådhusvegen,tertiary,30,False,False,72.753,"LINESTRING (5.1912105 59.2604813, 5.190619 59.260513, 5.1901613 59.2605391, 5.1899371 59.2605473)",,,,,
580037877,Rådhusvegen,tertiary,30,False,True,52.52,"LINESTRING (5.1912105 59.2604813, 5.191424 59.260477, 5.191938 59.260459, 5.192132 59.260448)",,,,,
287798678,Grunnvikjå,residential,30,False,True,85.956,"LINESTRING (5.18704 59.2618708, 5.1871962 59.2620009, 5.187752 59.262465, 5.187836 59.262528)",,,,,
287653427,Vestre Karmøyveg,primary,40,False,True,27.123,"LINESTRING (5.1926804 59.2581261, 5.192707 59.258079, 5.192792 59.257889)",547,,,,
671383273,Vestre Karmøyveg,primary,40,True,False,115.489,"LINESTRING (5.1926804 59.2581261, 5.1926468 59.2583194, 5.192598 59.2585445, 5.19258 59.258769, 5.1925829 59.2590587, 5.192595 59.2591622)",547,,,,
671383253,Rådhusvegen,tertiary,30,True,False,9.325,"LINESTRING (5.192613 59.260374, 5.192675 59.260392, 5.192755 59.260416)",,,,,
"[791462506, 671383276]",Vestre Karmøyveg,primary,40,True,False,127.36300000000001,"LINESTRING (5.192613 59.260374, 5.1926019 59.2602833, 5.192563 59.259966, 5.192516 59.259619, 5.1924794 59.2593551, 5.192474 59.259318, 5.192471 59.259231)",547,2,,,
671383276,Vestre Karmøyveg,primary,40,True,False,9.734,"LINESTRING (5.192632 59.260461, 5.192613 59.260374)",547,,,,
671383252,Rådhusvegen,tertiary,30,True,False,28.592999999999996,"LINESTRING (5.192632 59.260461, 5.192486 59.260462, 5.192271 59.260463, 5.192132 59.260448)",,,,,
791461459,Snartabergvegen,residential,30,False,True,157.60100000000003,"LINESTRING (5.1858473 59.2563114, 5.1861047 59.2563967, 5.186321 59.25647, 5.186753 59.256599, 5.18722 59.256724, 5.187629 59.256841, 5.188013 59.256924, 5.1880963 59.2569394, 5.1881441 59.2569619, 5.1881741 59.2569922, 5.1881958 59.257028)",,,,,
59238075,Strandavegen,residential,30,False,False,163.10500000000002,"LINESTRING (5.1845758 59.2599633, 5.184506 59.259928, 5.184421 59.25988, 5.184343 59.259782, 5.184282 59.259553, 5.184241 59.259198, 5.184281 59.258877, 5.184217 59.258777, 5.183984 59.258605, 5.183969 59.258583)",,,,,
59238075,Strandavegen,residential,30,False,True,156.589,"LINESTRING (5.1845758 59.2599633, 5.1846862 59.2600807, 5.1847531 59.2602247, 5.18477 59.260362, 5.18476 59.260532, 5.184774 59.260767, 5.184848 59.26112, 5.184934 59.261348)",,,,,
791462096,Åkravegen,residential,50,False,True,58.68,"LINESTRING (5.1845758 59.2599633, 5.184752 59.259975, 5.185 59.259961, 5.185599 59.2599167)",,,,,
791462134,Strandavegen,residential,30,False,False,107.186,"LINESTRING (5.1845758 59.2599633, 5.1844635 59.2599594, 5.1838939 59.2600153, 5.183817 59.2600118, 5.1837445 59.2599858, 5.1834257 59.2594865)",,,,,
287798659,Esebjør,residential,30,False,True,80.603,"LINESTRING (5.1899371 59.2605473, 5.189963 59.260869, 5.190017 59.26112, 5.190057 59.261269)",,,,,
580037877,Rådhusvegen,tertiary,30,False,False,241.55700000000002,"LINESTRING (5.1899371 59.2605473, 5.189106 59.260558, 5.188273 59.260586, 5.18678 59.260635, 5.186525 59.260663, 5.186322 59.260731, 5.186087 59.260931, 5.186028 59.260989)",,,,,
580037877,Rådhusvegen,tertiary,30,False,True,72.753,"LINESTRING (5.1899371 59.2605473, 5.1901613 59.2605391, 5.190619 59.260513, 5.1912105 59.2604813)",,,,,
59238078,Tungarden,residential,30,False,False,96.048,"LINESTRING (5.192247 59.26401, 5.1922137 59.2639212, 5.192029 59.263378, 5.191888 59.263168)",,,,,
59295100,Tungarden,residential,30,False,False,23.529,"LINESTRING (5.192247 59.26401, 5.192109 59.264069, 5.191957 59.26416)",,,,,
59295100,Tungarden,residential,30,False,True,50.132000000000005,"LINESTRING (5.192247 59.26401, 5.192744 59.263956, 5.193105 59.263906)",,,,,
"[59230474, 59230475]","['Klæhaugvegen', 'Ringvegen']",unclassified,50,False,False,55.727,"LINESTRING (5.19322 59.260813, 5.193317 59.260803, 5.193457 59.260799, 5.19375 59.260781, 5.194023 59.260772, 5.194134 59.260763, 5.194191 59.260753)",,,,,
671383240,Ringvegen,residential,50,True,False,23.076,"LINESTRING (5.19322 59.260813, 5.1931 59.260845, 5.1929605 59.2608722, 5.192841 59.260883)",,,,,
169854312,Øyavegen,residential,30,False,False,293.38699999999994,"LINESTRING (5.183984 59.261525, 5.1835112 59.2614976, 5.18334 59.261489, 5.183104 59.261446, 5.182693 59.261329, 5.182389 59.261251, 5.182199 59.261162, 5.182044 59.261099, 5.181842 59.261023, 5.181717 59.261009, 5.181611 59.261003, 5.18136 59.261034, 5.181069 59.261088, 5.180825 59.261155, 5.180462 59.261213, 5.180268 59.261218, 5.180052 59.26127, 5.179891 59.261414, 5.179785 59.261494, 5.179487 59.261578)",,,,,
169854312,Øyavegen,residential,30,False,True,57.47,"LINESTRING (5.183984 59.261525, 5.184416 59.261447, 5.184934 59.261348)",,,,,
791462229,Boktavegen,residential,30,False,False,29.380000000000003,"LINESTRING (5.183984 59.261525, 5.183925 59.261701, 5.183866 59.261741, 5.183806 59.261759)",,,,,
59295100,Tungarden,residential,30,False,False,50.132000000000005,"LINESTRING (5.193105 59.263906, 5.192744 59.263956, 5.192247 59.26401)",,,,,
284807508,Tungarden,residential,30,True,False,21.512,"LINESTRING (5.193105 59.263906, 5.193158 59.263888, 5.193258 59.263868, 5.193331 59.263847, 5.193447 59.263825)",,,,,
671383248,Vestre Karmøyveg,primary,50,False,True,71.267,"LINESTRING (5.193317 59.262916, 5.193147 59.262281)",547,,,,
59238077,Tjøsvollvegen,residential,30,False,True,70.10000000000001,"LINESTRING (5.193317 59.262916, 5.19322 59.262927, 5.192932 59.262965, 5.192645 59.263021, 5.192145 59.26311)",,,,,
671383248,Vestre Karmøyveg,primary,50,False,False,72.635,"LINESTRING (5.193317 59.262916, 5.1934326 59.263341, 5.193493 59.263563)",547,,,,
791462205,Grunnvikjå,residential,30,False,False,13.089,"LINESTRING (5.189055 59.262385, 5.189151 59.262492)",,,,,
791462205,Grunnvikjå,residential,30,False,True,24.759,"LINESTRING (5.189055 59.262385, 5.18893 59.262266, 5.188852 59.262188)",,,,,
