osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,tunnel
306458099,Steinholt,residential,False,True,116.78699999999998,"LINESTRING (11.2449316 64.8641681, 11.2445507 64.8642789, 11.2443389 64.8643275, 11.2442137 64.864362, 11.2440081 64.8644269, 11.243762 64.8644647, 11.2435277 64.8644929, 11.2433341 64.864533, 11.2431376 64.8645936, 11.2429696 64.8646316, 11.2427631 64.8646502)",,,,
306458100,Omkjøringsvegen,residential,False,False,106.30600000000001,"LINESTRING (11.243545 64.8647324, 11.2439532 64.864926, 11.244792 64.8652886, 11.2451142 64.8654172)",,,,
306598423,Havnegata,unclassified,False,True,271.11499999999995,"LINESTRING (11.2316774 64.8587181, 11.2317061 64.8589048, 11.2317295 64.8589944, 11.2318869 64.8594081, 11.2319226 64.8595609, 11.2320294 64.8599293, 11.2320714 64.860066, 11.2321957 64.8606621, 11.2322758 64.8608386, 11.232533 64.8609869, 11.2326292 64.8610514, 11.2326843 64.8610845)",,,,
306729640,Presthaugvegen,residential,False,False,112.27799999999999,"LINESTRING (11.230935 64.864036, 11.2310421 64.8640477, 11.2311509 64.8640556, 11.2312381 64.8640515, 11.2319289 64.8639917, 11.2319827 64.8639994, 11.2321794 64.8640583, 11.2324426 64.8641252, 11.232929 64.8642579, 11.2330887 64.8642943)",,,,
519997145,Presthaugvegen,residential,False,False,39.864,"LINESTRING (11.230935 64.864036, 11.230921 64.86407, 11.2308152 64.8642514, 11.230791 64.864293, 11.2307724 64.864341, 11.230755 64.864386)",50,,,
519997145,Presthaugvegen,residential,False,True,57.041,"LINESTRING (11.230935 64.864036, 11.230964 64.863963, 11.230973 64.863843, 11.23095 64.863676, 11.230918 64.863525)",50,,,
26263138,Nyvegen,secondary,False,False,92.61800000000001,"LINESTRING (11.2292009 64.8624841, 11.2291963 64.8624982, 11.2291898 64.8625451, 11.2291887 64.8625905, 11.2291987 64.8626379, 11.2292517 64.8628295, 11.229296 64.8629783, 11.2293924 64.8633116)",40,7088,,
519997276,Nyvegen,secondary,True,False,31.374999999999996,"LINESTRING (11.2292009 64.8624841, 11.2291905 64.8624422, 11.2291923 64.8623873, 11.2292074 64.8623561, 11.2292489 64.862327, 11.2293267 64.8622513, 11.2293727 64.8622203)",40,7088,,
306456931,Kirkegata,residential,False,False,107.55700000000002,"LINESTRING (11.2340737 64.8627226, 11.2341502 64.8627649, 11.234239 64.86284, 11.2345226 64.8631832, 11.2346986 64.8633746, 11.2348116 64.8634727, 11.2349831 64.8636055)",,,,
519997919,Kjøpmannsgata,residential,True,False,57.55,"LINESTRING (11.2340737 64.8627226, 11.2339949 64.8627625, 11.2337508 64.862886, 11.2333925 64.8630908, 11.2333156 64.8631274)",,,,
306456935,Jens Persa gate,residential,True,False,23.234,"LINESTRING (11.2381401 64.8647493, 11.2382671 64.8647624, 11.2384685 64.8647882, 11.2386168 64.8648)",,,,
306456937,Jens Persa gate,residential,False,True,161.261,"LINESTRING (11.2381401 64.8647493, 11.2380354 64.864682, 11.2378906 64.8645543, 11.2366971 64.863436)",,,,
306455494,Steinberget,residential,False,False,234.576,"LINESTRING (11.2395762 64.8645269, 11.2399805 64.8644464, 11.2402157 64.864411, 11.2403651 64.8644004, 11.2405105 64.8644032, 11.2407429 64.8644333, 11.2409599 64.8644981, 11.2411811 64.8645783, 11.241681 64.8647958, 11.2423899 64.8651057, 11.2429111 64.8653067, 11.2431495 64.8653397, 11.2433992 64.8652988, 11.2435198 64.8652705, 11.2435961 64.8652584)",,,,
306455494,Steinberget,residential,False,True,55.561,"LINESTRING (11.2395762 64.8645269, 11.2395116 64.864536, 11.2393543 64.8645725, 11.2391985 64.8645991, 11.2389806 64.8646466, 11.2388014 64.8647041, 11.2386168 64.8648)",,,,
306456940,Elvegata,residential,False,False,209.466,"LINESTRING (11.2395762 64.8645269, 11.2396451 64.864578, 11.2401241 64.8650206, 11.2402985 64.8651634, 11.2403835 64.8652203, 11.2405385 64.8652907, 11.2410594 64.8654638, 11.2413403 64.8655707, 11.2414284 64.86559, 11.241646 64.8656206, 11.2417443 64.8656429, 11.2421346 64.8657831, 11.2422567 64.8658167, 11.2423961 64.8658472, 11.2424851 64.8658593)",,,,
