osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge
1190820205,213,primary,50,roundabout,True,False,16.454,"LINESTRING (10.7005333 60.9279169, 10.7004595 60.927926, 10.7003834 60.9279255, 10.7003101 60.9279154, 10.7002447 60.9278965)",,
30079299,,residential,,,False,False,196.59099999999998,"LINESTRING (10.6934779 60.9268508, 10.693156 60.9274172, 10.6930942 60.9275258, 10.6926447 60.9282392, 10.6926034 60.9283218, 10.692436 60.928544)",Havrevegen,
981919138,,residential,,,False,False,93.959,"LINESTRING (10.6934779 60.9268508, 10.692967 60.926805, 10.6918108 60.9266886, 10.6917727 60.9266854)",Mjøsvegen,
981919138,,residential,,,False,True,114.82900000000001,"LINESTRING (10.6934779 60.9268508, 10.6936339 60.9268677, 10.694642 60.926977, 10.6948015 60.926985, 10.6949088 60.9269694, 10.695059 60.9269251, 10.6953245 60.9267973, 10.6954052 60.9267605)",Mjøsvegen,
30079219,,residential,,,False,False,24.491,"LINESTRING (10.6954052 60.9267605, 10.695118 60.9265901)",Skolevegen,
30079219,,residential,,,False,True,84.784,"LINESTRING (10.6954052 60.9267605, 10.6959164 60.9269585, 10.6962603 60.9270888, 10.6963022 60.927103, 10.696468 60.9271493, 10.6966767 60.9272039)",Skolevegen,
981919138,,residential,,,False,False,114.82900000000001,"LINESTRING (10.6954052 60.9267605, 10.6953245 60.9267973, 10.695059 60.9269251, 10.6949088 60.9269694, 10.6948015 60.926985, 10.694642 60.926977, 10.6936339 60.9268677, 10.6934779 60.9268508)",Mjøsvegen,
30079219,,residential,,,False,True,24.491,"LINESTRING (10.695118 60.9265901, 10.6954052 60.9267605)",Skolevegen,
30079225,,residential,,,False,False,186.98199999999997,"LINESTRING (10.695118 60.9265901, 10.6953889 60.9265145, 10.6962714 60.9262239, 10.6965852 60.9261261, 10.6968534 60.926057, 10.6970921 60.9262069, 10.6973126 60.9263121, 10.6975574 60.9264089, 10.6976539 60.9264471, 10.6977608 60.9265115, 10.6978161 60.9265498)",Farverivegen,
30079232,,residential,,,False,False,105.241,"LINESTRING (10.6982588 60.9262652, 10.697997 60.925879, 10.6978002 60.9255722, 10.6976607 60.9253645)",Idrettsvegen,
30079232,,residential,,,False,True,22.691000000000003,"LINESTRING (10.6982588 60.9262652, 10.6983223 60.926364, 10.6983839 60.92646)",Idrettsvegen,
30079250,,residential,,,False,False,147.753,"LINESTRING (10.6982588 60.9262652, 10.6988168 60.9261359, 10.6989925 60.9260805, 10.6991078 60.926057, 10.6991976 60.9260531, 10.6992848 60.9260649, 10.699372 60.9261007, 10.6995168 60.9261848, 10.6998172 60.9263868, 10.6999674 60.9265074, 10.7002035 60.9266983)",Farverivegen,
30079232,,residential,,,False,True,105.24100000000001,"LINESTRING (10.6976607 60.9253645, 10.6978002 60.9255722, 10.697997 60.925879, 10.6982588 60.9262652)",Idrettsvegen,
30079250,,residential,,,False,True,147.75300000000001,"LINESTRING (10.7002035 60.9266983, 10.6999674 60.9265074, 10.6998172 60.9263868, 10.6995168 60.9261848, 10.699372 60.9261007, 10.6992848 60.9260649, 10.6991976 60.9260531, 10.6991078 60.926057, 10.6989925 60.9260805, 10.6988168 60.9261359, 10.6982588 60.9262652)",Farverivegen,
30079766,,tertiary,,,False,True,5.784,"LINESTRING (10.6995207 60.9280024, 10.6996176 60.9279803)",Industrivegen,
30079219,,residential,,,False,False,145.77700000000002,"LINESTRING (10.6995207 60.9280024, 10.6994019 60.9279068, 10.6993331 60.9278628, 10.6992446 60.9278126, 10.699081 60.9277468, 10.6983756 60.9275767, 10.6978628 60.9274653, 10.6972621 60.9273362)",Skolevegen,
30079299,,residential,,,False,True,196.59099999999998,"LINESTRING (10.692436 60.928544, 10.6926034 60.9283218, 10.6926447 60.9282392, 10.6930942 60.9275258, 10.693156 60.9274172, 10.6934779 60.9268508)",Havrevegen,
30079302,,residential,,,False,True,203.942,"LINESTRING (10.6907893 60.9284522, 10.6909236 60.9282785, 10.6909662 60.9282233, 10.691034 60.9281318, 10.6910972 60.9280333, 10.6911209 60.9279953, 10.6912924 60.9277519, 10.6913579 60.9276361, 10.6913975 60.9275619, 10.691451 60.9274394, 10.6914561 60.9274289, 10.6915126 60.927285, 10.6915376 60.9272229, 10.6916057 60.9270471, 10.6916199 60.9270106, 10.6916606 60.9269148, 10.6917727 60.9266854)",Myrvegen,
"[70271315, 70271310, 39195087]",,tertiary,,,False,False,209.94500000000002,"LINESTRING (10.7041128 60.9288376, 10.7044084 60.9289192, 10.7047833 60.9290248, 10.7048879 60.929056, 10.705004 60.9290985, 10.7053332 60.929215, 10.7056417 60.9293421, 10.7060225 60.9295095, 10.706481 60.9297463, 10.707041 60.930057)",Brugsvegen,yes
39195087,,tertiary,,,False,True,51.65,"LINESTRING (10.7041128 60.9288376, 10.703789 60.9287784, 10.7035797 60.9287504, 10.7034422 60.9287465, 10.7033229 60.9287556, 10.7031955 60.9287764)",Brugsvegen,
39195108,,unclassified,,,False,False,84.707,"LINESTRING (10.7041128 60.9288376, 10.704082 60.9289348, 10.704086 60.9290149, 10.7041369 60.9290892, 10.7041879 60.9291811, 10.7042134 60.9292521, 10.7042241 60.9293349, 10.7042214 60.9295004, 10.7042442 60.929589)",,
39195108,,unclassified,,,False,True,84.707,"LINESTRING (10.7042442 60.929589, 10.7042214 60.9295004, 10.7042241 60.9293349, 10.7042134 60.9292521, 10.7041879 60.9291811, 10.7041369 60.9290892, 10.704086 60.9290149, 10.704082 60.9289348, 10.7041128 60.9288376)",,
"[44660224, 35051867]",,residential,,,False,False,321.996,"LINESTRING (10.7068111 60.9256126, 10.7069305 60.9255415, 10.7076587 60.9252111, 10.707825 60.9251446, 10.7079577 60.925114, 10.7081442 60.9250912, 10.7083292 60.9250886, 10.7085022 60.925099, 10.7086524 60.9251257, 10.7088979 60.9251883, 10.7093123 60.9253095, 10.7094061 60.9253434, 10.709437 60.9253877, 10.7094356 60.9254425, 10.70939 60.9254959, 10.7091232 60.9257201, 10.7090333 60.9257801, 10.7088818 60.9258576, 10.7084851 60.9260372, 10.7082327 60.9261515, 10.7081147 60.9262147, 10.7080248 60.9262688, 10.7079725 60.9263255, 10.7079148 60.9264461)","['Ekreringen', 'Ekreflata']",
35051867,,residential,,,False,True,23.409,"LINESTRING (10.7068111 60.9256126, 10.7067521 60.9257097, 10.7066891 60.9258146)",Ekreringen,
"[44660224, 35051867]",,residential,,,False,True,321.9959999999999,"LINESTRING (10.7079148 60.9264461, 10.7079725 60.9263255, 10.7080248 60.9262688, 10.7081147 60.9262147, 10.7082327 60.9261515, 10.7084851 60.9260372, 10.7088818 60.9258576, 10.7090333 60.9257801, 10.7091232 60.9257201, 10.70939 60.9254959, 10.7094356 60.9254425, 10.709437 60.9253877, 10.7094061 60.9253434, 10.7093123 60.9253095, 10.7088979 60.9251883, 10.7086524 60.9251257, 10.7085022 60.925099, 10.7083292 60.9250886, 10.7081442 60.9250912, 10.7079577 60.925114, 10.707825 60.9251446, 10.7076587 60.9252111, 10.7069305 60.9255415, 10.7068111 60.9256126)","['Ekreringen', 'Ekreflata']",
70271219,,residential,,,False,False,106.747,"LINESTRING (10.7079148 60.9264461, 10.7075071 60.9264018, 10.707365 60.9263731, 10.7072751 60.9263438, 10.7071947 60.9263021, 10.707135 60.9262532, 10.7071048 60.9262112, 10.70709 60.9261691, 10.7070693 60.9260978, 10.7070532 60.9260323, 10.7070276 60.9259902, 10.7070022 60.9259645, 10.7069669 60.9259368, 10.7068647 60.9258733, 10.7067829 60.9258361, 10.7066891 60.9258146)",Ekreskogen,
70271219,,residential,,,False,True,87.98400000000001,"LINESTRING (10.7079148 60.9264461, 10.7081053 60.926478, 10.7083037 60.9265262, 10.7084271 60.9265745, 10.7085331 60.9266377, 10.7086095 60.9267152, 10.7086578 60.9267869, 10.7086779 60.9268619, 10.7086685 60.9269244, 10.7086417 60.9269896, 10.7085961 60.9270463)",Ekreskogen,
70271219,,residential,,,False,False,87.98400000000001,"LINESTRING (10.7085961 60.9270463, 10.7086417 60.9269896, 10.7086685 60.9269244, 10.7086779 60.9268619, 10.7086578 60.9267869, 10.7086095 60.9267152, 10.7085331 60.9266377, 10.7084271 60.9265745, 10.7083037 60.9265262, 10.7081053 60.926478, 10.7079148 60.9264461)",Ekreskogen,
70271219,,residential,,,False,True,58.676,"LINESTRING (10.7085961 60.9270463, 10.7085331 60.9271082, 10.7084325 60.9271682, 10.7080342 60.9273878, 10.7079001 60.9274477)",Ekreskogen,
44659770,,residential,,,False,False,20.545,"LINESTRING (10.7072034 60.9278178, 10.7073254 60.9279928)",Bruvollhagan,
44660149,,residential,,,False,False,42.373,"LINESTRING (10.7072034 60.9278178, 10.7069023 60.9277566, 10.7067615 60.927738, 10.7066079 60.9277257, 10.7064517 60.9277279)",Bruvollhagan,
70271219,,residential,,,False,False,55.841,"LINESTRING (10.7072034 60.9278178, 10.7073878 60.927713, 10.70755 60.9276158, 10.7079001 60.9274477)",Ekreskogen,
