osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,junction
24483760,757,Stiklestad allé,primary,40,True,False,4.677,"LINESTRING (11.4870971 63.7894125, 11.48705 63.7894156, 11.4870024 63.7894152)",,,roundabout
24483764,757,Stiklestad allé,primary,40,True,False,13.451,"LINESTRING (11.490264 63.792385, 11.4903168 63.7924051, 11.4903544 63.7924294, 11.4903772 63.7924587, 11.4903816 63.7924884)",,,roundabout
785509705,,Kassefabrikkvegen,residential,50,True,False,36.403,"LINESTRING (11.490264 63.792385, 11.490468 63.792346, 11.49095 63.792261)",,,
24483764,757,Stiklestad allé,primary,40,True,False,13.347999999999999,"LINESTRING (11.490342 63.792546, 11.4903004 63.7925691, 11.4902453 63.7925875, 11.490183 63.7925986, 11.490115 63.792603)",,,roundabout
785509698,757,Stiklestad alle,primary,40,True,False,35.999,"LINESTRING (11.490342 63.792546, 11.490441 63.792681, 11.490478 63.792726, 11.490537 63.792793, 11.49053 63.792855)",,,
495521574,,,residential,,False,True,29.042,"LINESTRING (11.4728851 63.7885306, 11.472879 63.7886608, 11.4728707 63.7887917)",,,
"[495521577, 26299869, 26299871]",6916,"['Ørbrua', 'Magnus den godes veg']",secondary,40,False,False,291.251,"LINESTRING (11.4730963 63.7905654, 11.473488 63.7906358, 11.4746055 63.790812, 11.475547 63.7909559, 11.4766601 63.791127, 11.4776552 63.791274, 11.4780655 63.791322, 11.4782976 63.7913344, 11.4784429 63.7913295, 11.4785764 63.7913189, 11.4787269 63.7912984)",yes,,
495521679,6916,Magnus den godes veg,secondary,40,False,True,57.888999999999996,"LINESTRING (11.4730963 63.7905654, 11.4727841 63.7905022, 11.4727189 63.7904901, 11.4725148 63.7904411, 11.4723712 63.7904064, 11.4722121 63.7903617, 11.4720635 63.7903168)",,,
495521702,,Elvevegen,residential,30,False,False,120.224,"LINESTRING (11.4730963 63.7905654, 11.4731377 63.7905061, 11.4731685 63.7904582, 11.4734195 63.7900683, 11.4735465 63.789841, 11.4737443 63.7895229)",,,
495521679,6916,Magnus den godes veg,secondary,40,False,False,57.888999999999996,"LINESTRING (11.4720635 63.7903168, 11.4722121 63.7903617, 11.4723712 63.7904064, 11.4725148 63.7904411, 11.4727189 63.7904901, 11.4727841 63.7905022, 11.4730963 63.7905654)",,,
495521688,,Major Coldevins veg,residential,30,False,True,19.435,"LINESTRING (11.4732664 63.7887895, 11.4728707 63.7887917)",,,
495521688,,Major Coldevins veg,residential,30,False,False,44.004,"LINESTRING (11.4732664 63.7887895, 11.4733871 63.7887935, 11.4735142 63.7887975, 11.4741444 63.7888632)",,,
495521688,,Major Coldevins veg,residential,30,False,False,19.435,"LINESTRING (11.4728707 63.7887917, 11.4732664 63.7887895)",,,
495521574,,,residential,,False,False,29.042,"LINESTRING (11.4728707 63.7887917, 11.472879 63.7886608, 11.4728851 63.7885306)",,,
495521688,,Major Coldevins veg,residential,30,False,True,47.881,"LINESTRING (11.4728707 63.7887917, 11.4725314 63.7887957, 11.4718959 63.7887963)",,,
"[495521721, 495521531]",,Oberst Lemforts veg,residential,30,False,True,129.561,"LINESTRING (11.4718959 63.7887963, 11.4718981 63.7888533, 11.4720687 63.7890156, 11.4723171 63.7891436, 11.472424 63.7892054, 11.4725541 63.789287, 11.4726406 63.7893324, 11.4731664 63.7894333, 11.4733738 63.7894644, 11.4737443 63.7895229)",,,
495521688,,Major Coldevins veg,residential,30,False,False,47.881,"LINESTRING (11.4718959 63.7887963, 11.4725314 63.7887957, 11.4728707 63.7887917)",,,
495521688,,Major Coldevins veg,residential,30,False,True,44.004,"LINESTRING (11.4741444 63.7888632, 11.4735142 63.7887975, 11.4733871 63.7887935, 11.4732664 63.7887895)",,,
495521702,,Elvevegen,residential,30,False,True,75.951,"LINESTRING (11.4741444 63.7888632, 11.4740407 63.7890531, 11.4737443 63.7895229)",,,
495521702,,Elvevegen,residential,30,False,False,75.951,"LINESTRING (11.4737443 63.7895229, 11.4740407 63.7890531, 11.4741444 63.7888632)",,,
495521702,,Elvevegen,residential,30,False,True,120.22400000000002,"LINESTRING (11.4737443 63.7895229, 11.4735465 63.789841, 11.4734195 63.7900683, 11.4731685 63.7904582, 11.4731377 63.7905061, 11.4730963 63.7905654)",,,
"[495521721, 495521531]",,Oberst Lemforts veg,residential,30,False,False,129.56099999999998,"LINESTRING (11.4737443 63.7895229, 11.4733738 63.7894644, 11.4731664 63.7894333, 11.4726406 63.7893324, 11.4725541 63.789287, 11.472424 63.7892054, 11.4723171 63.7891436, 11.4720687 63.7890156, 11.4718981 63.7888533, 11.4718959 63.7887963)",,,
495661284,,,residential,,False,True,38.158,"LINESTRING (11.4903891 63.795449, 11.4901783 63.795363, 11.4900729 63.795312, 11.4898072 63.7952228)",,,
495661280,,,residential,,False,False,54.513000000000005,"LINESTRING (11.4898072 63.7952228, 11.4896255 63.7953391, 11.4892493 63.7955697, 11.4891319 63.7956085)",,,
495661284,,,residential,,False,False,38.158,"LINESTRING (11.4898072 63.7952228, 11.4900729 63.795312, 11.4901783 63.795363, 11.4903891 63.795449)",,,
495661284,,,residential,,False,True,50.254999999999995,"LINESTRING (11.4898072 63.7952228, 11.490215 63.7949622, 11.4903844 63.7948496)",,,
495661441,,Nordgata,residential,,False,False,6.904,"LINESTRING (11.4903844 63.7948496, 11.4905224 63.7948615)",,,
495661284,,,residential,,False,False,50.254999999999995,"LINESTRING (11.4903844 63.7948496, 11.490215 63.7949622, 11.4898072 63.7952228)",,,
495661441,,Nordgata,residential,,False,True,121.513,"LINESTRING (11.4903844 63.7948496, 11.4900094 63.79481, 11.4896385 63.7947533, 11.488588 63.794574, 11.4880547 63.7944847)",,,
495661292,,Mikvollvegen,residential,30,False,True,77.623,"LINESTRING (11.4886603 63.7967983, 11.4881453 63.7961383)",,,
495661298,,Eric Valnes gate,residential,30,False,False,103.652,"LINESTRING (11.4886603 63.7967983, 11.4906652 63.7965064)",,,
36626029,,Fridheims gate,residential,,False,False,44.356,"LINESTRING (11.4832012 63.7967063, 11.4833845 63.7968364, 11.4834923 63.7969333, 11.4836295 63.7970229, 11.4836775 63.7970435)",,,
36626029,,Fridheims gate,residential,,False,True,147.36800000000002,"LINESTRING (11.4832012 63.7967063, 11.4831207 63.7966382, 11.4830436 63.7965558, 11.4829636 63.7963823, 11.4830065 63.7962503, 11.4832361 63.7958426, 11.4833938 63.7955886, 11.4834663 63.7954263)",,,
26300069,,Nordåkeren,residential,,True,False,7.122999999999999,"LINESTRING (11.4834663 63.7954263, 11.4834325 63.7954205, 11.4834037 63.7954107, 11.4833822 63.7953978, 11.4833698 63.7953828)",,,roundabout
36626029,,Fridheims gate,residential,,False,False,147.368,"LINESTRING (11.4834663 63.7954263, 11.4833938 63.7955886, 11.4832361 63.7958426, 11.4830065 63.7962503, 11.4829636 63.7963823, 11.4830436 63.7965558, 11.4831207 63.7966382, 11.4832012 63.7967063)",,,
26300069,,Nordåkeren,residential,,True,False,9.791,"LINESTRING (11.4836202 63.7953846, 11.4836048 63.7954008, 11.4835788 63.7954142, 11.4835448 63.7954234, 11.4835061 63.7954276, 11.4834663 63.7954263)",,,roundabout
36626031,,Nordåkeren,residential,30,False,False,54.732,"LINESTRING (11.4836202 63.7953846, 11.4839059 63.7954088, 11.4844758 63.7954344, 11.4847235 63.7954521)",,,
26300069,,Nordåkeren,residential,,True,False,11.991000000000001,"LINESTRING (11.4833698 63.7953828, 11.4833679 63.7953648, 11.4833787 63.7953475, 11.4834013 63.7953325, 11.4834333 63.7953215, 11.4834716 63.7953154, 11.4835123 63.7953149)",,,roundabout
"[36626053, 26409142, 36626055]",,Nordåkeren,residential,30,False,True,63.186,"LINESTRING (11.4833698 63.7953828, 11.4831829 63.7953798, 11.4830069 63.7953723, 11.4829544 63.7953696, 11.4827412 63.7953586, 11.4822684 63.7953316, 11.482091 63.7953218)",,yes,
495661300,,Veslefrikkvegen,residential,30,False,True,70.703,"LINESTRING (11.4779261 63.7967954, 11.4782107 63.7967782, 11.4786762 63.7967382, 11.4791105 63.7966973, 11.479268 63.796673, 11.4793302 63.7966613)",,,
"[495661364, 495661309]",,"['Gamle kongeveg', 'Smedveita']",residential,30,False,True,413.98599999999993,"LINESTRING (11.4779261 63.7967954, 11.4779897 63.7964832, 11.478031 63.7962588, 11.4781775 63.7957446, 11.4782997 63.7953631, 11.4783258 63.7951931, 11.4783383 63.7951173, 11.4784042 63.7947607, 11.4784508 63.794586, 11.47848 63.7944266, 11.4784871 63.7942466, 11.4785224 63.7940612, 11.478567 63.7938862, 11.4786149 63.7937629, 11.4787211 63.7935387, 11.4787371 63.7934763, 11.4787297 63.7934344, 11.4787107 63.7933959, 11.4786674 63.793357, 11.478588 63.793311, 11.4783495 63.7932151, 11.4782449 63.7931822)",,,
495661339,,Rundhaugen,residential,30,False,True,38.909,"LINESTRING (11.4807113 63.7971701, 11.480667 63.797134, 11.4805753 63.7970059, 11.480477 63.7969146, 11.4803793 63.7968552)",,,
26300069,,Nordåkeren,residential,,True,False,10.54,"LINESTRING (11.4835123 63.7953149, 11.4835533 63.7953205, 11.4835879 63.7953317, 11.4836121 63.7953474, 11.4836233 63.7953657, 11.4836202 63.7953846)",,,roundabout
26409141,,Jernbanegata,residential,30,False,True,120.608,"LINESTRING (11.4835123 63.7953149, 11.4835989 63.7951479, 11.4837491 63.7948636, 11.4839557 63.7944757, 11.4840683 63.7942584)",,,
26409141,,Jernbanegata,residential,30,False,False,120.608,"LINESTRING (11.4840683 63.7942584, 11.4839557 63.7944757, 11.4837491 63.7948636, 11.4835989 63.7951479, 11.4835123 63.7953149)",,,
26409141,,Jernbanegata,residential,30,False,True,31.759,"LINESTRING (11.4840683 63.7942584, 11.4841649 63.7940801, 11.4842273 63.7939816)",,,
36626024,,Lektor Musums gate,residential,,False,True,57.197,"LINESTRING (11.4840683 63.7942584, 11.484585 63.7943463, 11.4851586 63.7944394)",,,
495661360,,Johannes Bruns gate,residential,30,False,True,97.836,"LINESTRING (11.4805827 63.7952388, 11.481017 63.7943801)",,,
26409142,,Nordåkeren,residential,30,False,False,74.637,"LINESTRING (11.4805827 63.7952388, 11.4815687 63.7952896, 11.482091 63.7953218)",,,
26409142,,Nordåkeren,residential,30,False,True,62.755,"LINESTRING (11.4805827 63.7952388, 11.47967 63.7951897, 11.4795842 63.7951851, 11.4793129 63.7951754)",,,
495661360,,Johannes Bruns gate,residential,30,False,False,121.494,"LINESTRING (11.4805827 63.7952388, 11.4805009 63.7955492, 11.4804287 63.7958185, 11.4804467 63.7958985, 11.4805204 63.7959528, 11.4811986 63.7961619)",,,
495661360,,Johannes Bruns gate,residential,30,False,False,97.836,"LINESTRING (11.481017 63.7943801, 11.4805827 63.7952388)",,,
"[495661416, 36835103]",,Volhaugvegen,residential,30,False,True,124.16900000000001,"LINESTRING (11.4918803 63.7957928, 11.4910901 63.7952761, 11.4906692 63.7950264, 11.4905402 63.794937, 11.4905224 63.7948615)",,,
495661339,,Rundhaugen,residential,30,False,False,38.909000000000006,"LINESTRING (11.4803793 63.7968552, 11.480477 63.7969146, 11.4805753 63.7970059, 11.480667 63.797134, 11.4807113 63.7971701)",,,
495661339,,Rundhaugen,residential,30,False,True,30.716,"LINESTRING (11.4803793 63.7968552, 11.4800963 63.7966679, 11.4800325 63.7966253)",,,
"[495661396, 36304239]",6916,Håkon den VII allé,secondary,"['40', '30']",False,True,165.258,"LINESTRING (11.4793302 63.7966613, 11.4792981 63.7960246, 11.4792932 63.7954423, 11.4792939 63.7954259, 11.4793129 63.7951754)",,,
495661300,,Veslefrikkvegen,residential,30,False,False,70.703,"LINESTRING (11.4793302 63.7966613, 11.479268 63.796673, 11.4791105 63.7966973, 11.4786762 63.7967382, 11.4782107 63.7967782, 11.4779261 63.7967954)",,,
495661387,,Asbjørnsens gate,residential,30,False,True,34.772999999999996,"LINESTRING (11.4793302 63.7966613, 11.4794805 63.7966484, 11.4799396 63.7966336, 11.4800325 63.7966253)",,,
495661339,,Rundhaugen,residential,30,False,False,30.716,"LINESTRING (11.4800325 63.7966253, 11.4800963 63.7966679, 11.4803793 63.7968552)",,,
495661387,,Asbjørnsens gate,residential,30,False,False,34.772999999999996,"LINESTRING (11.4800325 63.7966253, 11.4799396 63.7966336, 11.4794805 63.7966484, 11.4793302 63.7966613)",,,
495661387,,Asbjørnsens gate,residential,30,False,True,77.643,"LINESTRING (11.4800325 63.7966253, 11.4804482 63.7965105, 11.4807244 63.7963977, 11.4811329 63.7962019, 11.4811986 63.7961619)",,,
495661360,,Johannes Bruns gate,residential,30,False,True,121.494,"LINESTRING (11.4811986 63.7961619, 11.4805204 63.7959528, 11.4804467 63.7958985, 11.4804287 63.7958185, 11.4805009 63.7955492, 11.4805827 63.7952388)",,,
495661387,,Asbjørnsens gate,residential,30,False,False,77.643,"LINESTRING (11.4811986 63.7961619, 11.4811329 63.7962019, 11.4807244 63.7963977, 11.4804482 63.7965105, 11.4800325 63.7966253)",,,
495661387,,Asbjørnsens gate,residential,30,False,True,75.488,"LINESTRING (11.4811986 63.7961619, 11.4814806 63.7959885, 11.4816324 63.795879, 11.4817643 63.7957501, 11.4819264 63.7955681)",,,
495661387,,Asbjørnsens gate,residential,30,False,False,75.488,"LINESTRING (11.4819264 63.7955681, 11.4817643 63.7957501, 11.4816324 63.795879, 11.4814806 63.7959885, 11.4811986 63.7961619)",,,
495661388,,St Olavs alle,residential,30,False,True,68.716,"LINESTRING (11.4911427 63.7970873, 11.4906652 63.7965064)",,,
495661298,,Eric Valnes gate,residential,30,False,True,103.652,"LINESTRING (11.4906652 63.7965064, 11.4886603 63.7967983)",,,
495661388,,St Olavs alle,residential,30,False,False,68.716,"LINESTRING (11.4906652 63.7965064, 11.4911427 63.7970873)",,,
"[495661323, 495661388]",,"['Garpagata', 'St Olavs alle']",residential,30,False,True,73.67399999999999,"LINESTRING (11.4906652 63.7965064, 11.490296 63.7960616, 11.490244 63.796007, 11.4901934 63.7959769, 11.4901096 63.7959543, 11.4899992 63.7959533)",,,
"[495661323, 495661388]",,"['Garpagata', 'St Olavs alle']",residential,30,False,False,73.674,"LINESTRING (11.4899992 63.7959533, 11.4901096 63.7959543, 11.4901934 63.7959769, 11.490244 63.796007, 11.490296 63.7960616, 11.4906652 63.7965064)",,,
495661323,,Garpagata,residential,,False,True,94.061,"LINESTRING (11.4899992 63.7959533, 11.4899031 63.7959613, 11.4886426 63.7961262, 11.4883797 63.7961485, 11.4881453 63.7961383)",,,
495661390,,,residential,,False,False,57.739000000000004,"LINESTRING (11.4899992 63.7959533, 11.4899617 63.7959215, 11.4899119 63.7958904, 11.4896807 63.7957983, 11.4891319 63.7956085)",,,
36626027,,Prof Ryghs gate,residential,30,False,False,14.408999999999999,"LINESTRING (11.4836775 63.7970435, 11.4838039 63.7970092, 11.4839333 63.7969802)",,,
36626029,,Fridheims gate,residential,,False,True,44.356,"LINESTRING (11.4836775 63.7970435, 11.4836295 63.7970229, 11.4834923 63.7969333, 11.4833845 63.7968364, 11.4832012 63.7967063)",,,
36626027,,Prof Ryghs gate,residential,30,False,False,81.255,"LINESTRING (11.4839333 63.7969802, 11.484066 63.796977, 11.4842685 63.7969828, 11.4845786 63.7970218, 11.4855194 63.7971671)",,,
36626027,,Prof Ryghs gate,residential,30,False,True,14.408999999999999,"LINESTRING (11.4839333 63.7969802, 11.4838039 63.7970092, 11.4836775 63.7970435)",,,
36626033,,Lektor Musums gate,residential,30,False,True,105.44900000000001,"LINESTRING (11.4839333 63.7969802, 11.4840768 63.7966457, 11.4844045 63.7960553)",,,
36626033,,Lektor Musums gate,residential,30,False,False,105.44900000000001,"LINESTRING (11.4844045 63.7960553, 11.4840768 63.7966457, 11.4839333 63.7969802)",,,
36626033,,Lektor Musums gate,residential,30,False,True,68.91300000000001,"LINESTRING (11.4844045 63.7960553, 11.4846047 63.7957206, 11.4847235 63.7954521)",,,
495661283,,Edin Holmes gate,residential,30,False,False,82.713,"LINESTRING (11.4844045 63.7960553, 11.485047 63.7961338, 11.4860353 63.7962415)",,,
36626031,,Nordåkeren,residential,30,False,True,54.732,"LINESTRING (11.4847235 63.7954521, 11.4844758 63.7954344, 11.4839059 63.7954088, 11.4836202 63.7953846)",,,
36626033,,Lektor Musums gate,residential,30,False,False,68.91300000000001,"LINESTRING (11.4847235 63.7954521, 11.4846047 63.7957206, 11.4844045 63.7960553)",,,
36626033,,Lektor Musums gate,residential,30,False,True,114.771,"LINESTRING (11.4847235 63.7954521, 11.4847538 63.7954175, 11.4847917 63.7953127, 11.4849321 63.7950502, 11.4850115 63.794788, 11.4851296 63.7945249, 11.4851586 63.7944394)",,,
36626024,,Lektor Musums gate,residential,,False,False,57.197,"LINESTRING (11.4851586 63.7944394, 11.484585 63.7943463, 11.4840683 63.7942584)",,,
36626033,,Lektor Musums gate,residential,30,False,False,114.77100000000002,"LINESTRING (11.4851586 63.7944394, 11.4851296 63.7945249, 11.4850115 63.794788, 11.4849321 63.7950502, 11.4847917 63.7953127, 11.4847538 63.7954175, 11.4847235 63.7954521)",,,
36626033,,Lektor Musums gate,residential,30,False,True,52.032,"LINESTRING (11.4851586 63.7944394, 11.4852295 63.7943937, 11.4854598 63.7939939)",,,
