osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,access,width,tunnel
8254588,2,441,primary,50,roundabout,True,False,13.369,"LINESTRING (5.7331171 58.9657851, 5.7331752 58.9657824, 5.7332319 58.9657893, 5.7332815 58.9658052, 5.7333189 58.9658282)",,,,,
8254588,2,441,primary,50,roundabout,True,False,14.337,"LINESTRING (5.7333417 58.9658601, 5.7333416 58.9658923, 5.7333205 58.9659227, 5.7332806 58.9659475, 5.7332269 58.965964)",,,,,
"[24462952, 32512637, 975677174]",,441,primary,50,,True,False,101.68299999999999,"LINESTRING (5.7333417 58.9658601, 5.7335597 58.965919, 5.7337609 58.9659647, 5.733958 58.9660048, 5.7343736 58.9660848, 5.7347294 58.96615, 5.7349749 58.9662135)","['Bergelandstunnelen', 'Bergelandsbrua']",yes,,,
24462452,,,tertiary,,,False,True,28.413,"LINESTRING (5.7245977 58.9708426, 5.7247014 58.9708544, 5.7250831 58.9708944)",Tidegeilen,,,,
69162311,,4570,secondary,40,,False,False,36.585,"LINESTRING (5.7245977 58.9708426, 5.7245412 58.9708862, 5.7242988 58.9710688, 5.7242425 58.9711159)",Løkkeveien,,,,
69162315,,4570,secondary,40,,False,True,24.320999999999998,"LINESTRING (5.7245977 58.9708426, 5.7246989 58.9707633, 5.7248292 58.9706593)",Løkkeveien,,,,
24462452,,,tertiary,,,False,False,30.499000000000002,"LINESTRING (5.7255949 58.9708629, 5.7254797 58.9708917, 5.7254283 58.9709014, 5.7253776 58.9709076, 5.7253271 58.9709108, 5.7252779 58.9709099, 5.7250831 58.9708944)",Tidegeilen,,,,
31530330,,,residential,,,False,True,45.591,"LINESTRING (5.7255949 58.9708629, 5.7256452 58.9709077, 5.7256655 58.9709247, 5.7256855 58.9709372, 5.7257154 58.9709477, 5.725747 58.9709557, 5.725783 58.9709616, 5.7261995 58.9710023, 5.7262911 58.9710049)",Tidegeilen,,,,
"[1226872297, 598553957, 598553958, 24462449]",,,tertiary,,,False,True,303.75999999999993,"LINESTRING (5.7255949 58.9708629, 5.7257162 58.9708304, 5.7259395 58.9707753, 5.7267525 58.970583, 5.7267853 58.9705748, 5.726818 58.9705665, 5.7269917 58.9705162, 5.7274456 58.9703652, 5.7277268 58.9702662, 5.7279029 58.9701987, 5.7280297 58.9701464, 5.728283 58.9700281, 5.7283035 58.9700178, 5.7284683 58.9699301, 5.7285768 58.969866, 5.7286753 58.9698012, 5.7288105 58.9697032, 5.7289637 58.9695905, 5.7291529 58.9694513, 5.7292309 58.9693789, 5.7295516 58.9691402)",Lars Hertervigs gate,,,,
1221448744,,,residential,,,False,False,14.479,"LINESTRING (5.7373347 58.9702679, 5.7372339 58.9703873)",Nykirkebakken,,,,
216635422,,,tertiary,30,,False,True,23.359999999999996,"LINESTRING (5.7373347 58.9702679, 5.7374901 58.9702978, 5.7375732 58.9703086, 5.7376488 58.9703156, 5.7377277 58.9703189)",Nytorget,,,,
476432971,,,tertiary,30,,False,False,27.980999999999998,"LINESTRING (5.7373347 58.9702679, 5.7369821 58.9702019, 5.7369336 58.9701916, 5.7369094 58.9701818, 5.7368918 58.9701694)",Nytorget,,,,
"[31553882, 1229271868]",,,residential,30,,False,True,76.666,"LINESTRING (5.7373347 58.9702679, 5.737416 58.9702347, 5.7374475 58.9702241, 5.7374852 58.9702171, 5.7376522 58.9702027, 5.7376752 58.9702006, 5.7378824 58.9701812, 5.7379671 58.9701733, 5.7380709 58.9701606, 5.7386034 58.9700711)",Nytorget,,,,
24461948,,,tertiary,30,roundabout,True,False,16.156000000000002,"LINESTRING (5.7316613 58.9695802, 5.73164 58.9695707, 5.7316255 58.9695582, 5.7316193 58.9695441, 5.731622 58.9695296, 5.7316334 58.9695163, 5.7316523 58.9695055, 5.7316767 58.9694983, 5.7317043 58.9694954, 5.7317323 58.9694972, 5.7317579 58.9695033)",,,,,
32139472,,,tertiary,30,,False,False,49.363,"LINESTRING (5.7316613 58.9695802, 5.7315671 58.9696693, 5.7315439 58.9696913, 5.7312495 58.9699701)",Kongsgårdbakken,,,,
"[1227916802, 32147603, 1227916799]",1,,tertiary,30,,True,False,62.26,"LINESTRING (5.7316613 58.9695802, 5.7314367 58.9695037, 5.7309786 58.9693476, 5.7309574 58.9693404, 5.7307559 58.9692709)",Haakon VIIs gate,,,,
1223108028,,,tertiary,30,roundabout,True,False,7.811,"LINESTRING (5.7308983 58.9703534, 5.7308756 58.9703533, 5.7308542 58.9703494, 5.7308364 58.9703421, 5.7308242 58.9703322, 5.7308189 58.9703208, 5.7308212 58.9703092)",,,,,
"[1226443608, 1226443606, 1226443607]",,,tertiary,,,False,False,106.115,"LINESTRING (5.7308983 58.9703534, 5.7309133 58.9704073, 5.7309218 58.9704433, 5.7309301 58.9704876, 5.7309346 58.9705274, 5.7309357 58.9705658, 5.730926 58.9706197, 5.7309104 58.9706656, 5.7308891 58.9707108, 5.7308628 58.9707505, 5.7305427 58.9711149, 5.7304613 58.9712069, 5.7304193 58.9712525)",Skagenkaien,,,,
24462451,,4570,secondary,40,,True,False,5.149,"LINESTRING (5.728051 58.9676636, 5.7280236 58.9677077)",Løkkeveien,,,,
32866694,,,tertiary,,,False,True,5.755,"LINESTRING (5.728051 58.9676636, 5.7279519 58.9676553)",Arne Rettedals gate,,,,
132766392,,,tertiary,,,True,False,87.50800000000001,"LINESTRING (5.728051 58.9676636, 5.7282818 58.9677076, 5.7289285 58.9678185, 5.7290247 58.9678377, 5.7292072 58.9679123, 5.7293783 58.9680152)",Arne Rettedals gate,,,,
"[1176299297, 1176299298, 88015557]",2,4580,secondary,30,,False,False,104.102,"LINESTRING (5.7344991 58.965484, 5.7345229 58.9659867, 5.734528 58.9660635, 5.7345334 58.966244, 5.7345339 58.96642)",Kongsgata,,,,
1226443600,1,,tertiary,,,True,False,15.891,"LINESTRING (5.7307866 58.9691843, 5.7308317 58.9691207, 5.7308508 58.9690946, 5.7308659 58.9690696, 5.7308784 58.9690495)",Olav Vs gate,,,,
1227230010,,,tertiary,30,roundabout,True,False,6.294,"LINESTRING (5.7307866 58.9691843, 5.7308101 58.9691847, 5.7308368 58.9691894, 5.7308599 58.9691986, 5.7308762 58.9692109)",,,,,
133433328,,,tertiary,,,False,False,66.037,"LINESTRING (5.7345421 58.9668449, 5.7345842 58.9670596, 5.7346405 58.9673405, 5.7346659 58.9674353)",Kongsgata,,,,
133433329,,4580,secondary,30,,True,False,48.191,"LINESTRING (5.7345421 58.9668449, 5.7345315 58.9668247, 5.7344865 58.9667763, 5.7344777 58.9667542, 5.7344764 58.9667033, 5.7344918 58.9665496, 5.7345007 58.9665152, 5.7345339 58.96642)",Kongsgata,,,,
41999798,,,residential,,,False,False,39.114999999999995,"LINESTRING (5.732371 58.9726587, 5.7324225 58.9728393, 5.7324635 58.9730072)",Kirkegata,,,,
