osmid,ref,name,highway,maxspeed,width,oneway,reversed,length,bridge,geometry
160500838,82,,primary,50,7,False,False,210.436,,"LINESTRING (14.9213388 68.5682109, 14.9215715 68.568305, 14.9232586 68.5689885, 14.9236744 68.569168, 14.9239728 68.5693126, 14.9243973 68.5695463, 14.9246029 68.5696744)"
"[330774499, 5030197, 160500838]",82,"['Søndre gate', 'Børøybrua']",primary,50,7,False,True,429.15,yes,"LINESTRING (14.9213388 68.5682109, 14.9210301 68.568082, 14.9155658 68.5658563, 14.9155171 68.5658378, 14.9146063 68.5654599, 14.9143146 68.565329)"
158514613,,John Bottolfsens gate,residential,,,False,True,4.875,,"LINESTRING (14.9013662 68.5689733, 14.9013957 68.5690158)"
75667630,,Richard Withs gate,residential,,,False,False,73.093,,"LINESTRING (14.90718 68.5634603, 14.9069326 68.5632992, 14.9068186 68.5632287, 14.9065631 68.5630535, 14.9063557 68.5628769)"
75667630,,Richard Withs gate,residential,,,False,True,174.704,,"LINESTRING (14.90718 68.5634603, 14.9077946 68.5638465, 14.9081863 68.5641025, 14.9086123 68.5643952, 14.9089568 68.5646233, 14.9092458 68.5648377)"
158516875,,Lensmannsveien,residential,,,False,False,154.659,,"LINESTRING (14.90718 68.5634603, 14.9070628 68.5634723, 14.9066274 68.563517, 14.9055688 68.563607, 14.9046526 68.5637216, 14.9043742 68.5637492, 14.9035076 68.5638202)"
158516875,,Lensmannsveien,residential,,,False,False,269.902,,"LINESTRING (14.9035076 68.5638202, 14.9031695 68.563836, 14.9029004 68.5638619, 14.9027698 68.5638837, 14.9026616 68.5639103, 14.9025638 68.5639495, 14.9024813 68.5639943, 14.9023668 68.5640876, 14.9020858 68.5643827, 14.9018357 68.5646675, 14.9016261 68.5649326, 14.9015821 68.56503, 14.901572 68.5650937, 14.901578 68.5651752, 14.9016199 68.565284, 14.9016739 68.565391, 14.9019717 68.5657563, 14.9021351 68.5659049)"
158516875,,Lensmannsveien,residential,,,False,True,154.659,,"LINESTRING (14.9035076 68.5638202, 14.9043742 68.5637492, 14.9046526 68.5637216, 14.9055688 68.563607, 14.9066274 68.563517, 14.9070628 68.5634723, 14.90718 68.5634603)"
158516876,,Parkveien,residential,,,False,False,47.991,,"LINESTRING (14.9035076 68.5638202, 14.9034239 68.5636217, 14.9033121 68.5633946)"
158516876,,Parkveien,residential,,,False,True,196.23299999999995,,"LINESTRING (14.9035076 68.5638202, 14.9035831 68.5641021, 14.9035851 68.5641096, 14.9036927 68.5644113, 14.9038122 68.5646601, 14.903869 68.5647544, 14.9039761 68.564878, 14.9040173 68.564932, 14.9042721 68.5652068, 14.9044624 68.5653833, 14.9046116 68.5655284)"
158513393,,Skarveien,residential,,,False,True,109.02199999999999,,"LINESTRING (14.9021351 68.5659049, 14.9024884 68.565853, 14.9041152 68.5655949, 14.9046116 68.5655284)"
158516875,,Lensmannsveien,residential,,,False,True,269.902,,"LINESTRING (14.9021351 68.5659049, 14.9019717 68.5657563, 14.9016739 68.565391, 14.9016199 68.565284, 14.901578 68.5651752, 14.901572 68.5650937, 14.9015821 68.56503, 14.9016261 68.5649326, 14.9018357 68.5646675, 14.9020858 68.5643827, 14.9023668 68.5640876, 14.9024813 68.5639943, 14.9025638 68.5639495, 14.9026616 68.5639103, 14.9027698 68.5638837, 14.9029004 68.5638619, 14.9031695 68.563836, 14.9035076 68.5638202)"
75667679,,Markedsgata,residential,,,False,False,192.078,,"LINESTRING (14.9125096 68.5662085, 14.9124775 68.566153, 14.9124052 68.5660157, 14.9122928 68.5658409, 14.9121575 68.5657176, 14.9116757 68.565381, 14.9115828 68.565312, 14.91149 68.5652293, 14.9112969 68.5650652, 14.9111382 68.5649099, 14.9109036 68.5646962, 14.9108157 68.564604)"
158554783,,Ranværingsgata,unclassified,60,,False,False,87.52799999999999,,"LINESTRING (14.9125096 68.5662085, 14.9126693 68.5661801, 14.9127759 68.5661439, 14.9129461 68.5660271, 14.9134282 68.5657289, 14.9137193 68.565571)"
550962362,,Rådhusgata,unclassified,60,,False,False,66.511,,"LINESTRING (14.9125096 68.5662085, 14.9125373 68.5663211, 14.9125418 68.5663546, 14.912588 68.5666975, 14.9126025 68.5668056)"
75667679,,Markedsgata,residential,,,False,True,192.07799999999997,,"LINESTRING (14.9108157 68.564604, 14.9109036 68.5646962, 14.9111382 68.5649099, 14.9112969 68.5650652, 14.91149 68.5652293, 14.9115828 68.565312, 14.9116757 68.565381, 14.9121575 68.5657176, 14.9122928 68.5658409, 14.9124052 68.5660157, 14.9124775 68.566153, 14.9125096 68.5662085)"
75688857,,Skarveien,residential,,,False,False,69.05600000000001,,"LINESTRING (14.9108157 68.564604, 14.9104257 68.5646457, 14.9100699 68.5646985, 14.9097363 68.5647485, 14.909513 68.5647941, 14.9092458 68.5648377)"
75688857,,Skarveien,residential,,,False,True,73.225,,"LINESTRING (14.9108157 68.564604, 14.9112008 68.5645584, 14.9118411 68.5644753, 14.9120437 68.5644516, 14.9121662 68.5644362, 14.9122881 68.5644165, 14.9123394 68.5644061, 14.9124972 68.5643719)"
158557307,,Rådhusgata,residential,,,False,False,205.01700000000002,,"LINESTRING (14.9108157 68.564604, 14.910639 68.5644094, 14.9098991 68.5636408, 14.9098496 68.5635779, 14.909631 68.5633008, 14.90961 68.5632742, 14.909545 68.5631625, 14.9095175 68.5630465, 14.9095187 68.5629457, 14.9095801 68.562837)"
158554791,7634,Nordnesveien,secondary,50,,False,False,285.71500000000003,,"LINESTRING (14.9095715 68.5694401, 14.9087225 68.5694939, 14.9083858 68.5695057, 14.9078891 68.5695015, 14.9075358 68.569491, 14.906858 68.5694767, 14.9065789 68.5694773, 14.9062669 68.5694893, 14.9060547 68.5695038, 14.905749 68.5695348, 14.9045826 68.5696943, 14.9041418 68.5697347, 14.9036712 68.5697619, 14.9033166 68.569771, 14.9028886 68.5697672, 14.9026726 68.5697617)"
"[158554786, 158554791]",7634,"['Havnegata', 'Nordnesveien']",secondary,50,,False,True,202.002,,"LINESTRING (14.9095715 68.5694401, 14.9100879 68.5694083, 14.9104947 68.5693722, 14.9106878 68.5693451, 14.9109737 68.5692895, 14.9112337 68.5692302, 14.9114701 68.5691624, 14.9115268 68.5691441, 14.9116656 68.5690948, 14.9117946 68.5690395, 14.9118884 68.5689878, 14.9121372 68.5688283, 14.9123756 68.5686506, 14.9126526 68.568473, 14.9127672 68.5684069, 14.9128959 68.5683486, 14.9130734 68.5682944)"
158751821,,Nordre vei,residential,,,False,False,171.886,,"LINESTRING (14.9095715 68.5694401, 14.9095631 68.5693934, 14.9094776 68.5693171, 14.9093307 68.569264, 14.9090218 68.5692317, 14.9085952 68.5692062, 14.9077639 68.5691719, 14.9071656 68.5691679, 14.9066849 68.5691586, 14.906251 68.5691315, 14.9056919 68.5691185)"
158513392,,Skolegata,residential,,,False,False,202.37099999999998,,"LINESTRING (14.9046116 68.5655284, 14.9047501 68.5656365, 14.9050995 68.565938, 14.905251 68.5660564, 14.905317 68.5661057, 14.9055909 68.5662819, 14.9060558 68.5665411, 14.9063788 68.5666921, 14.9064914 68.5667504, 14.906648 68.5668295, 14.9070665 68.5670247, 14.9071742 68.5670782)"
158513393,,Skarveien,residential,,,False,False,109.022,,"LINESTRING (14.9046116 68.5655284, 14.9041152 68.5655949, 14.9024884 68.565853, 14.9021351 68.5659049)"
158513393,,Skarveien,residential,,,False,True,203.44199999999998,,"LINESTRING (14.9046116 68.5655284, 14.904772 68.5655023, 14.9050797 68.5654633, 14.9056266 68.565383, 14.9061517 68.5652956, 14.9063744 68.5652621, 14.9072582 68.5651292, 14.9079084 68.5650374, 14.9081194 68.5650032, 14.9085978 68.5649292, 14.908774 68.5649054, 14.9091253 68.5648578, 14.9092458 68.5648377)"
158516876,,Parkveien,residential,,,False,False,196.233,,"LINESTRING (14.9046116 68.5655284, 14.9044624 68.5653833, 14.9042721 68.5652068, 14.9040173 68.564932, 14.9039761 68.564878, 14.903869 68.5647544, 14.9038122 68.5646601, 14.9036927 68.5644113, 14.9035851 68.5641096, 14.9035831 68.5641021, 14.9035076 68.5638202)"
158516876,,Parkveien,residential,,,False,True,47.991,,"LINESTRING (14.9033121 68.5633946, 14.9034239 68.5636217, 14.9035076 68.5638202)"
75667630,,Richard Withs gate,residential,,,False,False,243.77000000000004,,"LINESTRING (14.9115008 68.566842, 14.9114936 68.5668033, 14.911387 68.5664803, 14.9111551 68.5661986, 14.9110453 68.5660794, 14.9108839 68.5659619, 14.9106759 68.5658513, 14.9105658 68.5657857, 14.9102552 68.5655918, 14.9102038 68.5655529, 14.9101525 68.5655139, 14.9096807 68.5651602, 14.9093847 68.5649762, 14.9092458 68.5648377)"
75667630,,Richard Withs gate,residential,,,False,True,190.77800000000002,,"LINESTRING (14.9115008 68.566842, 14.911552 68.5669882, 14.9117845 68.5674088, 14.9118557 68.5675905, 14.9118979 68.5678776, 14.9119143 68.5680219, 14.9119025 68.5680846, 14.9118739 68.5681334, 14.9117804 68.568212, 14.9113058 68.5684872)"
158515804,,V.D. Hals gate,residential,,,False,False,177.81699999999998,,"LINESTRING (14.9115008 68.566842, 14.9114199 68.5668428, 14.9110054 68.5668678, 14.9102838 68.5669042, 14.9100807 68.5669146, 14.9094994 68.5669556, 14.90817 68.5670322, 14.9075617 68.5670632, 14.9071742 68.5670782)"
158515804,,V.D. Hals gate,residential,,,False,True,44.953,,"LINESTRING (14.9115008 68.566842, 14.9118932 68.5668268, 14.9121603 68.5668204, 14.9122586 68.566818, 14.9126025 68.5668056)"
75667630,,Richard Withs gate,residential,,,False,False,174.704,,"LINESTRING (14.9092458 68.5648377, 14.9089568 68.5646233, 14.9086123 68.5643952, 14.9081863 68.5641025, 14.9077946 68.5638465, 14.90718 68.5634603)"
75667630,,Richard Withs gate,residential,,,False,True,243.77000000000004,,"LINESTRING (14.9092458 68.5648377, 14.9093847 68.5649762, 14.9096807 68.5651602, 14.9101525 68.5655139, 14.9102038 68.5655529, 14.9102552 68.5655918, 14.9105658 68.5657857, 14.9106759 68.5658513, 14.9108839 68.5659619, 14.9110453 68.5660794, 14.9111551 68.5661986, 14.911387 68.5664803, 14.9114936 68.5668033, 14.9115008 68.566842)"
75688857,,Skarveien,residential,,,False,True,69.05600000000001,,"LINESTRING (14.9092458 68.5648377, 14.909513 68.5647941, 14.9097363 68.5647485, 14.9100699 68.5646985, 14.9104257 68.5646457, 14.9108157 68.564604)"
158513393,,Skarveien,residential,,,False,False,203.44199999999998,,"LINESTRING (14.9092458 68.5648377, 14.9091253 68.5648578, 14.908774 68.5649054, 14.9085978 68.5649292, 14.9081194 68.5650032, 14.9079084 68.5650374, 14.9072582 68.5651292, 14.9063744 68.5652621, 14.9061517 68.5652956, 14.9056266 68.565383, 14.9050797 68.5654633, 14.904772 68.5655023, 14.9046116 68.5655284)"
"[158513392, 158513394]",,"['Hauanveien', 'Skolegata']",residential,,,False,False,335.2019999999999,,"LINESTRING (14.9071742 68.5670782, 14.9075803 68.5673153, 14.9078176 68.5674418, 14.9080624 68.567554, 14.9083169 68.5676797, 14.9084856 68.567816, 14.9085343 68.5679023, 14.9085708 68.5679651, 14.9085946 68.5681345, 14.9086164 68.5682188, 14.9086309 68.568271, 14.9086523 68.5684161, 14.9086077 68.5685356, 14.9084014 68.5686097, 14.9081143 68.5686445, 14.9076312 68.5686443, 14.906506 68.5685532, 14.9058734 68.5685177, 14.904905 68.5684553)"
158513392,,Skolegata,residential,,,False,True,202.37099999999998,,"LINESTRING (14.9071742 68.5670782, 14.9070665 68.5670247, 14.906648 68.5668295, 14.9064914 68.5667504, 14.9063788 68.5666921, 14.9060558 68.5665411, 14.9055909 68.5662819, 14.905317 68.5661057, 14.905251 68.5660564, 14.9050995 68.565938, 14.9047501 68.5656365, 14.9046116 68.5655284)"
158515804,,V.D. Hals gate,residential,,,False,True,177.817,,"LINESTRING (14.9071742 68.5670782, 14.9075617 68.5670632, 14.90817 68.5670322, 14.9094994 68.5669556, 14.9100807 68.5669146, 14.9102838 68.5669042, 14.9110054 68.5668678, 14.9114199 68.5668428, 14.9115008 68.566842)"
37304807,,Markedsgata,unclassified,60,,False,False,168.55300000000003,,"LINESTRING (14.9126025 68.5668056, 14.9126239 68.5669703, 14.912654 68.5671703, 14.9127392 68.5677096, 14.9127611 68.5678163, 14.9127829 68.5679046, 14.9127928 68.5680599, 14.9128303 68.5681388, 14.9129139 68.5682007, 14.9130734 68.5682944)"
158515804,,V.D. Hals gate,residential,,,False,False,44.953,,"LINESTRING (14.9126025 68.5668056, 14.9122586 68.566818, 14.9121603 68.5668204, 14.9118932 68.5668268, 14.9115008 68.566842)"
550962362,,Rådhusgata,unclassified,60,,False,True,66.511,,"LINESTRING (14.9126025 68.5668056, 14.912588 68.5666975, 14.9125418 68.5663546, 14.9125373 68.5663211, 14.9125096 68.5662085)"
9622666,7634,Havnegata,secondary,50,,False,False,334.77600000000007,,"LINESTRING (14.9130734 68.5682944, 14.9132937 68.5682371, 14.9136494 68.5681236, 14.913757 68.5680685, 14.9138407 68.5679982, 14.9139516 68.5678379, 14.9139236 68.5674836, 14.9138961 68.567297, 14.9138941 68.5672092, 14.913893 68.5671626, 14.91388 68.5670455, 14.9138692 68.5669489, 14.9139334 68.5668292, 14.9139505 68.5668002, 14.9141845 68.5665779, 14.9145288 68.5663116, 14.9146522 68.5661804, 14.9146808 68.5661272, 14.9146605 68.5660844, 14.9146364 68.5660606, 14.9144468 68.565943, 14.9139109 68.5656585, 14.9137193 68.565571)"
37304807,,Markedsgata,unclassified,60,,False,True,168.553,,"LINESTRING (14.9130734 68.5682944, 14.9129139 68.5682007, 14.9128303 68.5681388, 14.9127928 68.5680599, 14.9127829 68.5679046, 14.9127611 68.5678163, 14.9127392 68.5677096, 14.912654 68.5671703, 14.9126239 68.5669703, 14.9126025 68.5668056)"
"[158554786, 158554791]",7634,"['Havnegata', 'Nordnesveien']",secondary,50,,False,False,202.002,,"LINESTRING (14.9130734 68.5682944, 14.9128959 68.5683486, 14.9127672 68.5684069, 14.9126526 68.568473, 14.9123756 68.5686506, 14.9121372 68.5688283, 14.9118884 68.5689878, 14.9117946 68.5690395, 14.9116656 68.5690948, 14.9115268 68.5691441, 14.9114701 68.5691624, 14.9112337 68.5692302, 14.9109737 68.5692895, 14.9106878 68.5693451, 14.9104947 68.5693722, 14.9100879 68.5694083, 14.9095715 68.5694401)"
9622666,7634,Havnegata,secondary,50,,False,True,334.776,,"LINESTRING (14.9137193 68.565571, 14.9139109 68.5656585, 14.9144468 68.565943, 14.9146364 68.5660606, 14.9146605 68.5660844, 14.9146808 68.5661272, 14.9146522 68.5661804, 14.9145288 68.5663116, 14.9141845 68.5665779, 14.9139505 68.5668002, 14.9139334 68.5668292, 14.9138692 68.5669489, 14.91388 68.5670455, 14.913893 68.5671626, 14.9138941 68.5672092, 14.9138961 68.567297, 14.9139236 68.5674836, 14.9139516 68.5678379, 14.9138407 68.5679982, 14.913757 68.5680685, 14.9136494 68.5681236, 14.9132937 68.5682371, 14.9130734 68.5682944)"
158554783,,Ranværingsgata,unclassified,60,,False,True,87.52799999999999,,"LINESTRING (14.9137193 68.565571, 14.9134282 68.5657289, 14.9129461 68.5660271, 14.9127759 68.5661439, 14.9126693 68.5661801, 14.9125096 68.5662085)"
"[1158220052, 426664005]",7634,Ranværingsgata,secondary,50,,False,False,36.382999999999996,,"LINESTRING (14.9137193 68.565571, 14.9139605 68.565453, 14.9141236 68.565385, 14.9141791 68.5653686, 14.9143146 68.565329)"
75667630,,Richard Withs gate,residential,,,False,False,190.77800000000002,,"LINESTRING (14.9113058 68.5684872, 14.9117804 68.568212, 14.9118739 68.5681334, 14.9119025 68.5680846, 14.9119143 68.5680219, 14.9118979 68.5678776, 14.9118557 68.5675905, 14.9117845 68.5674088, 14.911552 68.5669882, 14.9115008 68.566842)"
158515426,,Roald Alværs gate,residential,,,False,True,112.967,,"LINESTRING (14.9043294 68.5677089, 14.9046138 68.5677197, 14.9049055 68.5677523, 14.9051947 68.5677999, 14.9054103 68.5678412, 14.9056417 68.5678749, 14.9066783 68.5680257, 14.9069173 68.5680666)"
158515427,,Roald Alværs gate,residential,,,False,False,77.57399999999998,,"LINESTRING (14.9043294 68.5677089, 14.9043489 68.5677313, 14.9043289 68.5678193, 14.9042427 68.5679159, 14.9041118 68.5681196, 14.9040697 68.5682289, 14.9040496 68.568332, 14.9040616 68.5683931)"
158513394,,Hauanveien,residential,,,False,True,34.973,,"LINESTRING (14.9040616 68.5683931, 14.9046132 68.5684383, 14.904905 68.5684553)"
158515427,,Roald Alværs gate,residential,,,False,True,77.57400000000001,,"LINESTRING (14.9040616 68.5683931, 14.9040496 68.568332, 14.9040697 68.5682289, 14.9041118 68.5681196, 14.9042427 68.5679159, 14.9043289 68.5678193, 14.9043489 68.5677313, 14.9043294 68.5677089)"
158513394,,Hauanveien,residential,,,False,False,34.973,,"LINESTRING (14.904905 68.5684553, 14.9046132 68.5684383, 14.9040616 68.5683931)"
"[158513392, 158513394]",,"['Hauanveien', 'Skolegata']",residential,,,False,True,335.20199999999994,,"LINESTRING (14.904905 68.5684553, 14.9058734 68.5685177, 14.906506 68.5685532, 14.9076312 68.5686443, 14.9081143 68.5686445, 14.9084014 68.5686097, 14.9086077 68.5685356, 14.9086523 68.5684161, 14.9086309 68.568271, 14.9086164 68.5682188, 14.9085946 68.5681345, 14.9085708 68.5679651, 14.9085343 68.5679023, 14.9084856 68.567816, 14.9083169 68.5676797, 14.9080624 68.567554, 14.9078176 68.5674418, 14.9075803 68.5673153, 14.9071742 68.5670782)"
158514612,,Los Holtes vei,residential,,,False,False,161.791,,"LINESTRING (14.904905 68.5684553, 14.9047453 68.5685253, 14.9044407 68.568631, 14.9040651 68.5687259, 14.9036943 68.5688341, 14.903363 68.5689039, 14.9025731 68.5689518, 14.9020236 68.5689848, 14.9016531 68.5690212, 14.9013957 68.5690158)"
158557307,,Rådhusgata,residential,,,False,True,205.01700000000002,,"LINESTRING (14.9095801 68.562837, 14.9095187 68.5629457, 14.9095175 68.5630465, 14.909545 68.5631625, 14.90961 68.5632742, 14.909631 68.5633008, 14.9098496 68.5635779, 14.9098991 68.5636408, 14.910639 68.5644094, 14.9108157 68.564604)"
158557308,,Kirsten Thodes gate,residential,,,False,False,131.166,,"LINESTRING (14.9095801 68.562837, 14.9093009 68.5628347, 14.9090957 68.5628327, 14.9073272 68.5628537, 14.9063557 68.5628769)"
158557308,,Kirsten Thodes gate,residential,,,False,True,37.008,,"LINESTRING (14.9095801 68.562837, 14.909934 68.5628293, 14.910258 68.562804, 14.9103139 68.5627969, 14.9104706 68.5627773)"
75667630,,Richard Withs gate,residential,,,False,True,73.093,,"LINESTRING (14.9063557 68.5628769, 14.9065631 68.5630535, 14.9068186 68.5632287, 14.9069326 68.5632992, 14.90718 68.5634603)"
158557308,,Kirsten Thodes gate,residential,,,False,True,131.166,,"LINESTRING (14.9063557 68.5628769, 14.9073272 68.5628537, 14.9090957 68.5628327, 14.9093009 68.5628347, 14.9095801 68.562837)"
158514613,,John Bottolfsens gate,residential,,,False,False,99.20999999999998,,"LINESTRING (14.9026726 68.5697617, 14.9025797 68.5696961, 14.9021879 68.5695445, 14.9017376 68.5693335, 14.9015494 68.5691924, 14.9013957 68.5690158)"
158554791,7634,Nordnesveien,secondary,50,,False,True,285.71500000000003,,"LINESTRING (14.9026726 68.5697617, 14.9028886 68.5697672, 14.9033166 68.569771, 14.9036712 68.5697619, 14.9041418 68.5697347, 14.9045826 68.5696943, 14.905749 68.5695348, 14.9060547 68.5695038, 14.9062669 68.5694893, 14.9065789 68.5694773, 14.906858 68.5694767, 14.9075358 68.569491, 14.9078891 68.5695015, 14.9083858 68.5695057, 14.9087225 68.5694939, 14.9095715 68.5694401)"
158514613,,John Bottolfsens gate,residential,,,False,False,4.875,,"LINESTRING (14.9013957 68.5690158, 14.9013662 68.5689733)"
158514612,,Los Holtes vei,residential,,,False,True,161.79100000000003,,"LINESTRING (14.9013957 68.5690158, 14.9016531 68.5690212, 14.9020236 68.5689848, 14.9025731 68.5689518, 14.903363 68.5689039, 14.9036943 68.5688341, 14.9040651 68.5687259, 14.9044407 68.568631, 14.9047453 68.5685253, 14.904905 68.5684553)"
158514613,,John Bottolfsens gate,residential,,,False,True,99.21,,"LINESTRING (14.9013957 68.5690158, 14.9015494 68.5691924, 14.9017376 68.5693335, 14.9021879 68.5695445, 14.9025797 68.5696961, 14.9026726 68.5697617)"
