osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge,lanes,junction
260221987,True,44,Jernbaneveien,primary,40,False,56.76500000000001,"LINESTRING (6.0028344 58.4554107, 6.002856 58.4550781, 6.0028506 58.4550292, 6.0028012 58.4549031)",,,
"[124594146, 124862350, 124594164, 124594156]",True,44,Jernbaneveien,primary,40,False,85.60900000000001,"LINESTRING (6.0024046 58.4531426, 6.0023205 58.4530882, 6.0021454 58.4529873, 6.0019737 58.452896, 6.0018838 58.4528427, 6.0018437 58.4528048, 6.0018001 58.4527606, 6.0017632 58.4527059, 6.0017323 58.4526368, 6.0017028 58.4525389, 6.0016831 58.4524968)",yes,2,
394774142,True,44,,primary,40,False,10.961000000000002,"LINESTRING (6.0024046 58.4531426, 6.00242 58.4531246, 6.0024435 58.4531092, 6.0024736 58.4530973, 6.0025083 58.4530897, 6.0025456 58.4530868)",,,roundabout
"[124594161, 124594154, 124862349, 124594149]",True,44,Jernbaneveien,primary,40,False,81.064,"LINESTRING (6.0018491 58.4525067, 6.0018629 58.4526197, 6.0018965 58.4527278, 6.0019335 58.4527732, 6.0019857 58.4528247, 6.0020462 58.4528715, 6.0021964 58.4529578, 6.002305 58.4530104, 6.0024227 58.4530545, 6.002474 58.4530715, 6.0025456 58.4530868)",yes,,
394774145,True,44,,primary,40,False,10.659,"LINESTRING (6.0018491 58.4525067, 6.0018168 58.4525157, 6.0017808 58.4525192, 6.0017444 58.4525171, 6.0017108 58.4525094, 6.0016831 58.4524968)",,,roundabout
233280494,False,,Peder Clausens gate,residential,,False,44.3,"LINESTRING (6.000329 58.4502204, 6.0009588 58.4504443)",,,
233280494,False,,Peder Clausens gate,residential,,True,27.672,"LINESTRING (6.000329 58.4502204, 5.9999209 58.4500926)",,,
394785632,False,,Aarstadgaten,residential,,False,55.158,"LINESTRING (6.000329 58.4502204, 6.0001659 58.4502706, 5.9999404 58.4503261, 5.9994556 58.4504083)",,,
394785632,False,,Aarstadgaten,residential,,True,71.883,"LINESTRING (6.000329 58.4502204, 6.000883 58.4500205, 6.0009894 58.4499896, 6.0010971 58.4499823, 6.0013409 58.4499938, 6.0014283 58.4499922)",,,
28300195,False,,Johan Feyers gate,residential,,False,41.563,"LINESTRING (6.0009588 58.4504443, 6.0005461 58.4507494)",,,
233280494,False,,Peder Clausens gate,residential,,False,50.779,"LINESTRING (6.0009588 58.4504443, 6.0016827 58.4506994)",,,
233280494,False,,Peder Clausens gate,residential,,True,44.3,"LINESTRING (6.0009588 58.4504443, 6.000329 58.4502204)",,,
233280500,False,,Johan Feyers gate,residential,,False,27.09,"LINESTRING (6.0009588 58.4504443, 6.0012145 58.4502407)",,,
233280500,False,,Johan Feyers gate,residential,,True,27.09,"LINESTRING (6.0012145 58.4502407, 6.0009588 58.4504443)",,,
233427168,False,,Jernhauggaten,residential,,False,53.569,"LINESTRING (6.0012145 58.4502407, 6.0019455 58.4505336)",,,
233280500,False,,Johan Feyers gate,residential,,False,29.259,"LINESTRING (6.0012145 58.4502407, 6.0013683 58.4501133, 6.0014486 58.4500689, 6.0015299 58.4500402)",,,
45677235,False,,Hammers gate,residential,,False,7.964,"LINESTRING (6.0015299 58.4500402, 6.0014283 58.4499922)",,,
233280500,False,,Johan Feyers gate,residential,,True,29.259,"LINESTRING (6.0015299 58.4500402, 6.0014486 58.4500689, 6.0013683 58.4501133, 6.0012145 58.4502407)",,,
394785629,False,,Aarstadgaten,residential,,True,58.477000000000004,"LINESTRING (6.0015299 58.4500402, 6.0017631 58.4500406, 6.0021745 58.4500868, 6.0025199 58.4501198)",,,
394819154,False,,Kjeld Bugges gate,residential,,False,18.906,"LINESTRING (5.9982826 58.4483502, 5.9980424 58.4482357)",,,
8040790,False,,Husabøveien,residential,,False,51.321,"LINESTRING (5.9982826 58.4483502, 5.9984823 58.4483088, 5.9987818 58.4482953, 5.9989628 58.4482805, 5.9991347 58.448247)",,,
394785625,False,,Kjeld Bugges gate,residential,,True,257.959,"LINESTRING (5.9982826 58.4483502, 5.9985036 58.4484642, 5.9987228 58.4485696, 5.9989566 58.448678, 5.999337 58.4488448, 5.9995934 58.4489558, 5.9998833 58.4490911, 6.0001461 58.4491688, 6.0004851 58.4492556, 6.0010286 58.4493528, 6.0019971 58.4495539)",,,
394819154,False,,Kjeld Bugges gate,residential,,False,6.187,"LINESTRING (5.9980424 58.4482357, 5.997966 58.448197)",,,
394819154,False,,Kjeld Bugges gate,residential,,True,18.906,"LINESTRING (5.9980424 58.4482357, 5.9982826 58.4483502)",,,
233295161,False,,Husabøveien,residential,,True,111.81099999999999,"LINESTRING (5.9980424 58.4482357, 5.9979102 58.4482633, 5.9977983 58.4482753, 5.9976015 58.4482845, 5.9973985 58.4482907, 5.997278 58.4483251, 5.9971968 58.4483559, 5.9971073 58.4484359, 5.9970921 58.448523, 5.9970992 58.448586, 5.9971569 58.4487354, 5.9972438 58.4488694)",,,
394785622,False,,Husabøveien,residential,,True,7.834,"LINESTRING (5.9992494 58.4482101, 5.9991347 58.448247)",,,
102319481,False,,Gamle Prestegårdsvei,residential,,False,205.199,"LINESTRING (5.9992494 58.4482101, 5.9991289 58.4481593, 5.9989613 58.4480856, 5.9988133 58.4479863, 5.9987685 58.4479017, 5.9988304 58.4476988, 5.9988221 58.4476065, 5.998792 58.4475389, 5.9987196 58.4474604, 5.998538 58.4473536, 5.9983608 58.4472949, 5.9981347 58.4472465, 5.9979823 58.4472436, 5.9978402 58.4472602, 5.9976639 58.4472942, 5.9973487 58.4473672, 5.9972491 58.4473755, 5.9971312 58.4473716, 5.9970405 58.4473506)",,,
394785622,False,,Husabøveien,residential,,False,87.305,"LINESTRING (5.9992494 58.4482101, 5.99941 58.4481532, 5.999563 58.448058, 5.9996808 58.4479556, 5.9998112 58.4478019, 5.9999056 58.4476151, 5.9999303 58.4475378)",,,
394785622,False,,Husabøveien,residential,,True,87.30499999999999,"LINESTRING (5.9999303 58.4475378, 5.9999056 58.4476151, 5.9998112 58.4478019, 5.9996808 58.4479556, 5.999563 58.448058, 5.99941 58.4481532, 5.9992494 58.4482101)",,,
102319464,False,,Mosterveien,residential,,True,48.969,"LINESTRING (6.0059813 58.4489143, 6.0058895 58.4489153, 6.0052351 58.4489135, 6.0051423 58.4489019)",,,
207482810,False,44,Sokndalsveien,primary,40,False,88.125,"LINESTRING (6.0059813 58.4489143, 6.0059515 58.4491132, 6.0059676 58.4493756, 6.0060047 58.4497055)",,,
207482810,False,44,Sokndalsveien,primary,40,True,207.17000000000002,"LINESTRING (6.0059813 58.4489143, 6.0059906 58.448843, 6.0059947 58.4488124, 6.0060145 58.4485567, 6.0059851 58.4480471, 6.0059692 58.4478719, 6.0059033 58.4471314, 6.0059039 58.4471002, 6.0059001 58.4470529)",,,
102319482,False,,Mosbekkgaten,unclassified,,True,11.229000000000001,"LINESTRING (6.0059943 58.4506847, 6.0058476 58.4507122, 6.0058125 58.4507186)",,,
207482810,False,44,Sokndalsveien,primary,40,True,109.143,"LINESTRING (6.0059943 58.4506847, 6.0059863 58.4506085, 6.0060453 58.4503201, 6.0060494 58.4502366, 6.0060157 58.4497872, 6.0060047 58.4497055)",,,
1063332500,False,44,Mosbekk plass,primary,40,False,20.573,"LINESTRING (6.0059943 58.4506847, 6.0060051 58.4507222, 6.0060348 58.450753, 6.006107 58.4507924, 6.0061971 58.4508262)",,,
124594170,False,44,Bøckmans gate,primary,40,False,25.526,"LINESTRING (6.0064406 58.4511388, 6.0060926 58.4512786)",,,
394774148,True,44,Bøckmans gate,primary,40,False,13.395,"LINESTRING (6.0064406 58.4511388, 6.0065323 58.4510283)",,,
"[633869808, 633869807]",True,44,Jernbaneveien,primary,40,False,35.772000000000006,"LINESTRING (6.0033224 58.4521594, 6.0032553 58.4521592, 6.003162 58.4521375, 6.0030533 58.4520996, 6.0029254 58.4520721, 6.0028327 58.4520684, 6.0027504 58.4520766)",,2,
"[124594170, 1063332501]",False,44,"['Nytorget', 'Bøckmans gate']",primary,40,True,72.75099999999999,"LINESTRING (6.0033224 58.4521594, 6.0034476 58.4521873, 6.0035063 58.452195, 6.0035731 58.4522038, 6.0036488 58.4522014, 6.0037754 58.4521879, 6.004035 58.4521102, 6.004295 58.4520079, 6.0044176 58.4519578)",,,
1268683699,False,,Nytorget,residential,,True,8.619,"LINESTRING (6.0027304 58.4519998, 6.0027504 58.4520766)",,,
354206292,False,,Nytorget,residential,,False,15.604000000000001,"LINESTRING (6.0027304 58.4519998, 6.0027253 58.4519175, 6.0027163 58.4518597)",,,
1268683698,True,44,Jernbaneveien,primary,40,False,40.746,"LINESTRING (6.0027304 58.4519998, 6.0028616 58.4519972, 6.0029659 58.4520118, 6.0032774 58.4521209, 6.0033224 58.4521594)",,,
827819227,False,,Torget,tertiary,,False,15.036,"LINESTRING (5.9996995 58.4514173, 5.9999126 58.4514938)",,,
28300195,False,,Johan Feyers gate,residential,,True,70.74,"LINESTRING (5.9996995 58.4514173, 5.9998303 58.4513119, 6.0002157 58.4510014, 6.0003756 58.4508888)",,,
28300196,False,,Strandgaten,tertiary,,True,77.184,"LINESTRING (5.9996995 58.4514173, 5.999283 58.451266, 5.9986114 58.4510202)",,,
28300195,False,,Johan Feyers gate,residential,,False,18.403,"LINESTRING (6.0005461 58.4507494, 6.0003756 58.4508888)",,,
28300195,False,,Johan Feyers gate,residential,,True,41.563,"LINESTRING (6.0005461 58.4507494, 6.0009588 58.4504443)",,,
233102225,False,,Bedehusgaten,residential,,False,75.414,"LINESTRING (6.0005461 58.4507494, 6.0001389 58.4505972, 5.9999648 58.4505791, 5.9998682 58.4505791, 5.9997448 58.4505974, 5.9995188 58.4507659)",,,
394785636,False,,Christen Mølbachs gate,tertiary,,True,43.531000000000006,"LINESTRING (6.0011717 58.4523027, 6.0009103 58.4522428, 6.0007828 58.4522042, 6.0006779 58.452155, 6.0005595 58.4520878)",,,
611694211,True,,Christen Mølbachs gate,tertiary,,False,37.05,"LINESTRING (6.0011717 58.4523027, 6.0015527 58.4523505, 6.001664 58.4523705, 6.001785 58.4523913)",,,
102319488,False,,Fjellveien,residential,,False,128.047,"LINESTRING (6.0071144 58.4508383, 6.006998 58.4499631, 6.0069228 58.4496917)",,,
207482743,False,,Sandbakkveien,residential,30,True,12.888,"LINESTRING (6.0071144 58.4508383, 6.0070243 58.4508513, 6.0069157 58.4508868)",,,
45677237,False,,Torget,unclassified,,False,103.51400000000001,"LINESTRING (6.0005595 58.4520878, 6.0003139 58.4521451, 6.0001981 58.45217, 6.0001744 58.4521751, 5.9999894 58.4522257, 5.9998788 58.4522307, 5.9997635 58.4522204, 5.9996633 58.4521954, 5.9996027 58.4521628, 5.9995504 58.4521156, 5.9995081 58.4520556, 5.9994952 58.4519766, 5.9994989 58.4519299, 5.9995115 58.4518674, 5.999541 58.4517972)",,,
394785636,False,,Christen Mølbachs gate,tertiary,,False,43.531000000000006,"LINESTRING (6.0005595 58.4520878, 6.0006779 58.452155, 6.0007828 58.4522042, 6.0009103 58.4522428, 6.0011717 58.4523027)",,,
"[827819227, 394785636]",False,,"['Christen Mølbachs gate', 'Torget']",tertiary,,True,78.94,"LINESTRING (6.0005595 58.4520878, 6.0005268 58.4520357, 6.0004017 58.45182, 6.0003477 58.4517329, 6.0002933 58.4516695, 6.000241 58.4516323, 6.0001635 58.4515837, 6.0000971 58.4515609, 5.9999126 58.4514938)",,,
8040794,False,,Kjeld Bugges gate,residential,,False,50.356,"LINESTRING (6.0028403 58.4496055, 6.0026884 58.44961, 6.0023898 58.4496167, 6.002085 58.4495812, 6.0019971 58.4495539)",,,
233295164,False,,Aarstadgaten,residential,,True,115.23700000000001,"LINESTRING (6.0028403 58.4496055, 6.0030779 58.4488237, 6.0033882 58.4486406)",,,
394785629,False,,Aarstadgaten,residential,,False,174.63,"LINESTRING (6.0028403 58.4496055, 6.0034465 58.4496048, 6.0038275 58.4496403, 6.0039089 58.4496617, 6.0040024 58.4497345, 6.0040486 58.4498473, 6.0040274 58.4499332, 6.0039526 58.4500092, 6.0038516 58.4500671, 6.0037111 58.4501111, 6.0035271 58.4501352, 6.0030721 58.4501417, 6.0028304 58.4501425)",,,
102319481,False,,Gamle Prestegårdsvei,residential,,True,205.19899999999998,"LINESTRING (5.9970405 58.4473506, 5.9971312 58.4473716, 5.9972491 58.4473755, 5.9973487 58.4473672, 5.9976639 58.4472942, 5.9978402 58.4472602, 5.9979823 58.4472436, 5.9981347 58.4472465, 5.9983608 58.4472949, 5.998538 58.4473536, 5.9987196 58.4474604, 5.998792 58.4475389, 5.9988221 58.4476065, 5.9988304 58.4476988, 5.9987685 58.4479017, 5.9988133 58.4479863, 5.9989613 58.4480856, 5.9991289 58.4481593, 5.9992494 58.4482101)",,,
394819154,False,,Kjeld Bugges gate,residential,,True,113.44699999999999,"LINESTRING (5.9970405 58.4473506, 5.9970313 58.4475681, 5.9972298 58.4477732, 5.9976469 58.44802, 5.997966 58.448197)",,,
394774145,True,44,,primary,40,False,4.073,"LINESTRING (6.001785 58.4523913, 6.0018192 58.4523952, 6.0018499 58.452404)",,,roundabout
394774145,True,44,,primary,40,False,4.58,"LINESTRING (6.0018936 58.4524734, 6.0018766 58.452492, 6.0018491 58.4525067)",,,roundabout
124594142,True,44,Jernbaneveien,primary,40,False,69.135,"LINESTRING (6.0018499 58.452404, 6.0019472 58.4523559, 6.0020473 58.4523024, 6.002516 58.4520479, 6.0026228 58.452014, 6.0027304 58.4519998)",,,
394774145,True,44,,primary,40,False,8.626999999999999,"LINESTRING (6.0018499 58.452404, 6.0018713 58.4524148, 6.0018871 58.4524279, 6.0018963 58.4524427, 6.0018986 58.4524581, 6.0018936 58.4524734)",,,roundabout
394774145,True,44,,primary,40,False,5.973,"LINESTRING (6.0016831 58.4524968, 6.0016647 58.4524817, 6.0016551 58.4524645, 6.0016549 58.4524466)",,,roundabout
58079118,True,,Christen Mølbachs gate,tertiary,,False,32.348,"LINESTRING (6.0016549 58.4524466, 6.0015115 58.4524022, 6.0011717 58.4523027)",,,
394774145,True,44,,primary,40,False,10.703999999999999,"LINESTRING (6.0016549 58.4524466, 6.0016652 58.4524281, 6.0016856 58.4524121, 6.0017141 58.4524, 6.0017483 58.4523928, 6.001785 58.4523913)",,,roundabout
45752541,True,,Spinnerigaten,unclassified,,False,17.753,"LINESTRING (6.0067352 58.4509811, 6.0068822 58.451051, 6.0069336 58.4510998)",,,
394774150,True,44,Mosbekk plass,primary,40,False,7.923,"LINESTRING (6.0067352 58.4509811, 6.0067323 58.4509952, 6.0067235 58.4510087, 6.0067091 58.4510208, 6.0066899 58.451031, 6.0066669 58.4510386)",,,roundabout
394774150,True,44,Mosbekk plass,primary,40,False,1.997,"LINESTRING (6.00662 58.4509182, 6.0066537 58.4509216)",,,roundabout
45751310,True,44,Bøckmans gate,primary,40,False,16.967,"LINESTRING (6.006647 58.4510425, 6.0066099 58.4510885, 6.0065295 58.4511197, 6.0064406 58.4511388)",,,
394774150,True,44,Mosbekk plass,primary,40,False,7.131,"LINESTRING (6.006647 58.4510425, 6.0066064 58.4510448, 6.0065666 58.4510399, 6.0065323 58.4510283)",,,roundabout
394774150,True,44,Mosbekk plass,primary,40,False,4.939,"LINESTRING (6.0065323 58.4510283, 6.0065064 58.4510107, 6.0064938 58.4509895)",,,roundabout
