osmid,bridge,ref,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,lanes
"[114942402, 86326338, 1063486823, 976697424, 1063486801, 114942236]",yes,354,"['Breviktunnelen', 'Breviksvegen', 'Trosvikvegen bru', 'Brevikstunnelen']",trunk,60,False,False,485.01399999999995,yes,"LINESTRING (9.695045 59.052203, 9.6950751 59.0523344, 9.6950912 59.0524493, 9.6950988 59.0525414, 9.6951019 59.0526558, 9.6950926 59.0527521, 9.6950791 59.0528452, 9.6950469 59.0529682, 9.6950107 59.0530873, 9.6949584 59.05321, 9.6949037 59.0533143, 9.694876 59.0533631, 9.6948298 59.0534313, 9.694755 59.0535374, 9.6946876 59.0536272, 9.6946227 59.0537058, 9.6944779 59.0538584, 9.693789 59.0545098, 9.6931132 59.0551129, 9.6928924 59.0553112, 9.6926558 59.0554958, 9.6924841 59.055623, 9.6922246 59.0557947, 9.6920697 59.0558871, 9.6918713 59.0559954, 9.6917037 59.0560819)",
976697425,,354,Breviksvegen,trunk,60,True,False,44.525999999999996,,"LINESTRING (9.695045 59.052203, 9.6949719 59.0520872, 9.6948829 59.0518123)",
1231483034,,,Torskebergvegen,tertiary,,True,False,6.864,,"LINESTRING (9.6949661 59.0517678, 9.6948829 59.0518123)",
114942320,,354,Breviksvegen,trunk,60,True,False,48.854,,"LINESTRING (9.6949661 59.0517678, 9.6950269 59.0519569, 9.695062 59.0520852, 9.695045 59.052203)",
114942414,,,,residential,,False,False,20.125999999999998,,"LINESTRING (9.6982789 59.0518905, 9.698189 59.0519851, 9.6981243 59.0520531)",
117528388,,,Langbrygga,tertiary,,False,True,22.445999999999998,,"LINESTRING (9.6982789 59.0518905, 9.6984132 59.0519038, 9.6986679 59.0519157)",
264455753,,,Strømtangvegen,tertiary,,False,False,111.08200000000002,,"LINESTRING (9.6982789 59.0518905, 9.6981771 59.051852, 9.6981014 59.0518165, 9.698041 59.051781, 9.6979833 59.0517313, 9.6979035 59.05164, 9.6978667 59.0515841, 9.6978271 59.051542, 9.6977641 59.0514934, 9.6976789 59.0514489, 9.6975575 59.0513996, 9.6974321 59.0513562, 9.6973289 59.051331, 9.6972015 59.0513093, 9.6970774 59.0512982, 9.6968836 59.0513003)",
27219056,,,Storgata,tertiary,,False,True,11.763,,"LINESTRING (9.7000489 59.052755, 9.6999411 59.0528451)",
117528388,,,Langbrygga,tertiary,,False,False,137.974,,"LINESTRING (9.7000489 59.052755, 9.7001684 59.0526105, 9.7002072 59.0525443, 9.7002183 59.052499, 9.7001997 59.0523335, 9.7001924 59.0522806, 9.700174 59.0522479, 9.7001308 59.0522121, 9.7000361 59.0521797, 9.6990606 59.0519846, 9.6989175 59.051961)",
"[117528425, 117528502, 117528518]",yes,,Kirkevegen,residential,,False,False,46.83,,"LINESTRING (9.7000489 59.052755, 9.7002082 59.0527626, 9.7007857 59.0527939, 9.700864 59.0527938)",
57938881,,,,unclassified,,False,True,16.016,,"LINESTRING (9.6988839 59.051846, 9.6987582 59.0518516, 9.6986679 59.0519157)",
27219056,,,Storgata,tertiary,,False,False,104.78600000000002,,"LINESTRING (9.6985883 59.0540717, 9.6986045 59.0539827, 9.6986432 59.0538831, 9.6987107 59.0537709, 9.6987524 59.0537249, 9.6988213 59.0536535, 9.6989294 59.0535494, 9.6991233 59.0533559, 9.6991716 59.0533193, 9.6992279 59.0532948, 9.6993003 59.0532783, 9.6993855 59.0532683)",
27219056,,,Storgata,tertiary,,False,True,34.108999999999995,,"LINESTRING (9.6985883 59.0540717, 9.6985951 59.0541196, 9.6986239 59.0543238, 9.6986428 59.0543769)",
114942278,,,Trompetbakken,residential,,False,False,47.289,,"LINESTRING (9.6985883 59.0540717, 9.698302 59.0540489, 9.6980335 59.0540203, 9.6979069 59.0539925, 9.6978107 59.0539511)",
27219056,,,Storgata,tertiary,,False,False,169.053,,"LINESTRING (9.7017532 59.055212, 9.7016104 59.0551723, 9.7014172 59.0551292, 9.7012275 59.0550975, 9.7007881 59.0550257, 9.7006374 59.055001, 9.7004121 59.0549561, 9.7001928 59.0549099, 9.6998817 59.0548662, 9.6995591 59.0548234, 9.6992648 59.0547637, 9.6990696 59.0547337, 9.6989691 59.05471)",
114942355,,,Setrevegen,tertiary,,False,True,131.833,,"LINESTRING (9.7017532 59.055212, 9.7018906 59.0552358, 9.7021367 59.0552599, 9.7022601 59.0552758, 9.7023433 59.0552947, 9.7024137 59.0553196, 9.702466 59.0553451, 9.7024982 59.0553765, 9.7025324 59.0554427, 9.70258 59.055623, 9.7025907 59.0557513, 9.7025907 59.0558033, 9.7025806 59.055844, 9.7025619 59.0558837, 9.7025257 59.0559313, 9.7024398 59.0560192, 9.7023379 59.056094)",
122928125,,,Cochsgate,residential,,False,True,43.198,,"LINESTRING (9.7017532 59.055212, 9.7016922 59.0552172, 9.7016365 59.0552158, 9.701542 59.0552075, 9.7014635 59.0552051, 9.701371 59.0552092, 9.7012945 59.0552258, 9.701204 59.0552548, 9.7010623 59.0553126)",
117528388,,,Langbrygga,tertiary,,False,True,15.136,,"LINESTRING (9.6986679 59.0519157, 9.6989175 59.051961)",
57938881,,,,unclassified,,False,False,16.016,,"LINESTRING (9.6986679 59.0519157, 9.6987582 59.0518516, 9.6988839 59.051846)",
117528388,,,Langbrygga,tertiary,,False,False,22.445999999999998,,"LINESTRING (9.6986679 59.0519157, 9.6984132 59.0519038, 9.6982789 59.0518905)",
27219056,,,Storgata,tertiary,,False,False,16.314,,"LINESTRING (9.6997697 59.0529586, 9.6998347 59.0529369, 9.6999411 59.0528451)",
27219056,,,Storgata,tertiary,,False,True,48.027,,"LINESTRING (9.6997697 59.0529586, 9.6996879 59.0532048, 9.6996684 59.0532328, 9.6996363 59.0532465, 9.699596 59.0532524, 9.6993855 59.0532683)",
117528398,,,Cort Adelerstredet,residential,,False,False,80.841,,"LINESTRING (9.6997697 59.0529586, 9.6995343 59.052929, 9.6994679 59.0529221, 9.6993995 59.0529279, 9.6991843 59.0529717, 9.6986988 59.0528917, 9.698406 59.0528848)",
27219056,,,Storgata,tertiary,,False,False,48.027,,"LINESTRING (9.6993855 59.0532683, 9.699596 59.0532524, 9.6996363 59.0532465, 9.6996684 59.0532328, 9.6996879 59.0532048, 9.6997697 59.0529586)",
27219056,,,Storgata,tertiary,,False,True,104.78599999999999,,"LINESTRING (9.6993855 59.0532683, 9.6993003 59.0532783, 9.6992279 59.0532948, 9.6991716 59.0533193, 9.6991233 59.0533559, 9.6989294 59.0535494, 9.6988213 59.0536535, 9.6987524 59.0537249, 9.6987107 59.0537709, 9.6986432 59.0538831, 9.6986045 59.0539827, 9.6985883 59.0540717)",
114942309,,,Brannvaktgata,residential,,False,False,42.707,,"LINESTRING (9.6993855 59.0532683, 9.6993721 59.0532407, 9.6993077 59.0532183, 9.6990715 59.0531769, 9.6988556 59.053135, 9.6987424 59.0530986)",
27219056,,,Storgata,tertiary,,False,False,11.763,,"LINESTRING (9.6999411 59.0528451, 9.7000489 59.052755)",
136783490,,,Grubbegata,residential,,False,False,16.027,,"LINESTRING (9.6999411 59.0528451, 9.6998684 59.0527059)",
27219056,,,Storgata,tertiary,,False,True,16.314,,"LINESTRING (9.6999411 59.0528451, 9.6998347 59.0529369, 9.6997697 59.0529586)",
114942244,,,Heksa,residential,,False,True,118.325,,"LINESTRING (9.6976327 59.0540606, 9.6976407 59.0541424, 9.6976353 59.054251, 9.6976159 59.0543217, 9.697587 59.0544007, 9.6975622 59.0544524, 9.6975274 59.0544982, 9.6974764 59.0545434, 9.6971485 59.0548072, 9.6969111 59.0549858, 9.6968736 59.0550182)",
