osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge
31645545,Søragadå,living_street,False,True,239.28,"LINESTRING (5.2642065 59.1472622, 5.264156 59.147268, 5.264098 59.147268, 5.264017 59.147279, 5.26381 59.147333, 5.263259 59.14751, 5.263136 59.147546, 5.262925 59.147602, 5.2627858 59.1476421, 5.262591 59.147698, 5.262492 59.147711, 5.262259 59.147764, 5.261873 59.147864, 5.261751 59.147892, 5.261686 59.147898, 5.261549 59.147896, 5.261523 59.147899, 5.261467 59.147912, 5.260981 59.148059, 5.260943 59.148068, 5.260893 59.148089, 5.26078 59.148151, 5.260726 59.148173, 5.260634 59.148205, 5.260523 59.148237)",,,
198138826,Kvednadalen,residential,False,True,104.61399999999999,"LINESTRING (5.2514415 59.1504366, 5.251691 59.150381, 5.251925 59.150319, 5.2520238 59.1502859, 5.252573 59.150169, 5.253119 59.150059)",30,,
693035414,Gamle Syrevegen,residential,False,True,104.845,"LINESTRING (5.2510042 59.1513542, 5.2509405 59.1513965, 5.250873 59.151476, 5.250693 59.151578, 5.250661 59.151609, 5.250648 59.151634, 5.25064 59.15169, 5.250632 59.152105, 5.250624 59.152238)",50,,
52769837,Kirkevegen,primary,False,True,16.02,"LINESTRING (5.2626355 59.1541265, 5.262395 59.154052)",40,511,
173989814,Lynghaugvegen,residential,False,False,198.911,"LINESTRING (5.2626355 59.1541265, 5.262698 59.1540694, 5.2627073 59.1540392, 5.2627006 59.1540096, 5.2626872 59.1539841, 5.2626443 59.1539656, 5.2625464 59.153947, 5.2624042 59.1539188, 5.2623266 59.1538905, 5.2622634 59.1538542, 5.2622071 59.1537999, 5.2621856 59.1537552, 5.262183 59.1537046, 5.2621998 59.1536615, 5.2622433 59.153608, 5.2623315 59.1535331, 5.2625235 59.1533924, 5.2626102 59.1533237, 5.2626588 59.1532757, 5.2627017 59.1532297, 5.262723 59.1531784, 5.2627401 59.1531263, 5.2627481 59.1530655, 5.2627382 59.1529306, 5.2626926 59.1528335, 5.2626803 59.1525622)",30,,
51167944,Sandsgata,residential,False,False,129.436,"LINESTRING (5.252999 59.148909, 5.25299 59.14918, 5.25296 59.14933, 5.252943 59.14952, 5.252939 59.149674, 5.252965 59.149813, 5.253119 59.150059)",30,,
51167944,Sandsgata,residential,False,True,71.14,"LINESTRING (5.252999 59.148909, 5.252994 59.148673, 5.253 59.148507, 5.253012 59.148378, 5.253048 59.148271)",30,,
791461899,Stykje,residential,False,True,79.103,"LINESTRING (5.252999 59.148909, 5.253031 59.148918, 5.253223 59.14892, 5.253513 59.148907, 5.25395 59.14888, 5.254376 59.148862)",30,,
51167944,Sandsgata,residential,False,False,71.14,"LINESTRING (5.253048 59.148271, 5.253012 59.148378, 5.253 59.148507, 5.252994 59.148673, 5.252999 59.148909)",30,,
51167944,Sandsgata,residential,False,True,71.987,"LINESTRING (5.253048 59.148271, 5.253014 59.14779, 5.253024 59.147624)",30,,
