osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel
100217305,2,R190,Market Street,secondary,50,False,False,148.932,"LINESTRING (-7.0823277 54.0725059, -7.0821017 54.0727172, -7.0820005 54.0728116, -7.0818909 54.0729161, -7.0818198 54.0729811, -7.0815385 54.0732579, -7.0815165 54.0732748, -7.081412 54.0733735, -7.0813152 54.073465, -7.0812532 54.0735238, -7.0811916 54.0735824, -7.0811258 54.0736444)",
"[178307306, 383691069]",1,,Cavan Street,tertiary,50,True,False,409.24700000000007,"LINESTRING (-7.0823277 54.0725059, -7.0832251 54.0718966, -7.0833893 54.0718033, -7.0835078 54.0717359, -7.0841263 54.0713909, -7.0843657 54.071259, -7.085266 54.0707342, -7.0855671 54.0705589, -7.0856798 54.0705171, -7.0857277 54.0705045, -7.0858041 54.0705001, -7.0858739 54.0704986, -7.0859646 54.0705116, -7.0860896 54.0705535, -7.0864913 54.070702, -7.0868791 54.0708427, -7.0869886 54.0708847)",
383691061,2,R190,Bridge Street,secondary,50,False,True,75.192,"LINESTRING (-7.0823277 54.0725059, -7.082653 54.0726316, -7.0827058 54.072652, -7.083045 54.0728083, -7.0832561 54.0729056)",
384144363,2,L2029,Church Street,tertiary,50,False,False,147.652,"LINESTRING (-7.0823277 54.0725059, -7.0822844 54.0724936, -7.0820068 54.0723786, -7.0817265 54.0722535, -7.0812657 54.0719642, -7.0810135 54.0718057, -7.0807025 54.0715923)",
183855172,2,,Saint Michaels Close,residential,,False,False,107.88000000000001,"LINESTRING (-7.0761629 54.0738995, -7.0762953 54.0737841, -7.0763508 54.0737547, -7.0764146 54.0737402, -7.0764762 54.0737353, -7.0766126 54.0737115, -7.0768049 54.0736488, -7.0769926 54.0735701, -7.0774167 54.0733063)",
"[384144361, 384144906]",2,R190,Station Road,secondary,50,False,False,72.16499999999999,"LINESTRING (-7.0761629 54.0738995, -7.0760747 54.0738648, -7.0753558 54.0735772, -7.0753162 54.0735616, -7.0752482 54.0735346)",
384144906,2,R190,Station Road,secondary,50,False,True,43.574,"LINESTRING (-7.0761629 54.0738995, -7.0765014 54.0740342, -7.0767157 54.0741194)",
183855171,,,Drumlin Drive,residential,,False,False,171.9,"LINESTRING (-7.0853388 54.0722774, -7.0854063 54.0723318, -7.0855529 54.0723882, -7.0857047 54.0724369, -7.0858973 54.0725037, -7.086139 54.0725369, -7.0862952 54.0725493, -7.0864069 54.0725737, -7.086552 54.0726195, -7.0866861 54.0726856, -7.0867588 54.0727297, -7.0868012 54.0727908, -7.0869811 54.0729964, -7.0870583 54.0730571, -7.0871703 54.0731452, -7.0872858 54.0732065)",
383688183,2,R188,Cavan Road,secondary,50,False,False,152.92700000000002,"LINESTRING (-7.0853388 54.0722774, -7.0849705 54.0723951, -7.0847266 54.0724625, -7.0844435 54.0725408, -7.0840514 54.0726504, -7.0834942 54.0728185, -7.0834077 54.0728446, -7.0833088 54.072884, -7.0832561 54.0729056)",
383688183,2,R188,Cavan Road,secondary,50,False,True,100.979,"LINESTRING (-7.0853388 54.0722774, -7.0856658 54.0721479, -7.0858037 54.0720906, -7.0859416 54.072021, -7.0860253 54.0719388, -7.0860593 54.0719054, -7.0861509 54.0717913, -7.086281 54.0715957)",
183855202,2,,Griffith Park,residential,30,False,False,27.095,"LINESTRING (-7.089713 54.0704177, -7.0897206 54.0705144, -7.0897245 54.070591, -7.0897208 54.0706612)",
383691058,2,R188,Cavan Road,secondary,50,False,False,185.895,"LINESTRING (-7.089713 54.0704177, -7.0894068 54.0704568, -7.0891924 54.0704876, -7.0874712 54.0707508, -7.0873779 54.0707689, -7.0871762 54.0708168, -7.0869886 54.0708847)",
100217306,2,R188,Bridge Street,secondary,50,False,False,34.105000000000004,"LINESTRING (-7.0832561 54.0729056, -7.0833525 54.0729545, -7.083643 54.0731118)",
383688183,2,R188,Cavan Road,secondary,50,False,True,152.92700000000002,"LINESTRING (-7.0832561 54.0729056, -7.0833088 54.072884, -7.0834077 54.0728446, -7.0834942 54.0728185, -7.0840514 54.0726504, -7.0844435 54.0725408, -7.0847266 54.0724625, -7.0849705 54.0723951, -7.0853388 54.0722774)",
383691061,2,R190,Bridge Street,secondary,50,False,False,75.192,"LINESTRING (-7.0832561 54.0729056, -7.083045 54.0728083, -7.0827058 54.072652, -7.082653 54.0726316, -7.0823277 54.0725059)",
100217306,2,R188,Bridge Street,secondary,50,False,True,132.638,"LINESTRING (-7.0865493 54.075732, -7.0863699 54.075557, -7.0859869 54.0751641, -7.0858251 54.0749807, -7.0855669 54.0746881)",
183855239,2,,Bellamount View,residential,30,False,False,26.046999999999997,"LINESTRING (-7.0865493 54.075732, -7.0866597 54.0756744, -7.0868631 54.0755876)",
1269024985,2,R188,Monaghan Road,secondary,50,False,False,75.901,"LINESTRING (-7.0865493 54.075732, -7.0867234 54.0758315, -7.0869648 54.0759392, -7.0873238 54.0760811, -7.0874766 54.0761415)",
