osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,junction
53371797,Barrack Street,unclassified,50,False,True,99.187,"LINESTRING (-6.5681828 52.5029472, -6.5682734 52.5029178, -6.5686491 52.5027957, -6.568771 52.5027777, -6.5691213 52.5027248, -6.5695634 52.5026722)",,,,
"[107746584, 97308498, 97308495]",Island Road,secondary,50,False,False,111.02700000000002,"LINESTRING (-6.5681828 52.5029472, -6.567857 52.502711, -6.5676673 52.5026051, -6.5674143 52.5024668, -6.5672799 52.5023951, -6.5670151 52.5022489)",R772,yes,2,
300937642,Slaney Quay,secondary,50,False,True,23.784,"LINESTRING (-6.56676 52.5021018, -6.5670151 52.5022489)",R772,,2,
4878881,,secondary,50,True,False,26.872999999999998,"LINESTRING (-6.56676 52.5021018, -6.5665814 52.5020559, -6.5664898 52.5020452, -6.5664353 52.5020466, -6.56638 52.502048)",R772,,,
"[4878881, 4878882]",Enniscorthy Bridge,secondary,50,True,False,56.881,"LINESTRING (-6.56638 52.502048, -6.5663078 52.5020909, -6.5658163 52.5024272)",R772,yes,2,
29034962,Templeshannon,secondary,50,True,False,28.968,"LINESTRING (-6.5658163 52.5024272, -6.5655522 52.5026322)",R744,,,
4878770,Shannon Quay,secondary,50,True,False,22.323,"LINESTRING (-6.5658163 52.5024272, -6.5657338 52.5024467, -6.5656521 52.5024452, -6.5655693 52.5024304, -6.5655157 52.5024)",R772,,2,
4878770,Shannon Quay,secondary,50,True,False,171.562,"LINESTRING (-6.5655157 52.5024, -6.5650088 52.5019705, -6.5647423 52.5017446, -6.5644954 52.5015266, -6.5641628 52.5012689, -6.5640633 52.5011389)",R772,,2,
1104673092,Shannon Quay,secondary,50,True,False,20.113,"LINESTRING (-6.5640633 52.5011389, -6.563954 52.5009707)",R772,,2,
29034965,,secondary,50,True,False,22.208,"LINESTRING (-6.5640633 52.5011389, -6.5641018 52.5010825, -6.5641379 52.5010206, -6.5642194 52.5009671)",R772,,,
4878879,,secondary,50,True,False,35.803000000000004,"LINESTRING (-6.5639346 52.5007111, -6.5639899 52.5008209, -6.5640286 52.5008734, -6.564088 52.5009089, -6.5641346 52.5009291, -6.5641731 52.5009464, -6.5642194 52.5009671)",R772,,,
29034969,Abbey Square,secondary,50,True,False,37.595,"LINESTRING (-6.5649213 52.500929, -6.5654748 52.5009011)",R744,,2,
1104672519,Abbey Quay,secondary,50,True,False,34.935,"LINESTRING (-6.5649213 52.500929, -6.5651152 52.5010423, -6.5652661 52.5011616)",R772,,2,
53332432,Quay Street,unclassified,50,False,False,121.76,"LINESTRING (-6.5666038 52.5001423, -6.5665267 52.5001244, -6.5658106 52.4999582, -6.5649862 52.4997911, -6.5649094 52.4997755)",,,,
53371122,Mill Park Road,secondary,50,False,False,80.712,"LINESTRING (-6.5666038 52.5001423, -6.5664891 52.5003944, -6.5664139 52.5006546, -6.5663641 52.5007925, -6.5663433 52.50085)",R744,,2,
53371122,Mill Park Road,secondary,50,False,True,70.267,"LINESTRING (-6.5666038 52.5001423, -6.566773 52.4999476, -6.5668388 52.499872, -6.5671044 52.4995888)",R744,,2,
29034966,Abbey Square,secondary,50,True,False,19.562,"LINESTRING (-6.5663433 52.50085, -6.5663958 52.5008647, -6.5664374 52.5008891, -6.5664633 52.5009206, -6.5664708 52.5009554, -6.5664589 52.5009899)",,,1,roundabout
53371122,Mill Park Road,secondary,50,False,True,80.71199999999999,"LINESTRING (-6.5663433 52.50085, -6.5663641 52.5007925, -6.5664139 52.5006546, -6.5664891 52.5003944, -6.5666038 52.5001423)",R744,,2,
29034970,,secondary_link,50,True,False,12.103,"LINESTRING (-6.5655869 52.5009859, -6.5654748 52.5009011)",,,,
29034967,Abbey Square,secondary,50,True,False,30.035,"LINESTRING (-6.5655869 52.5009859, -6.5653997 52.5010462, -6.5652963 52.5011355, -6.5652661 52.5011616)",R744,,2,
4878768,Abbey Quay,secondary,50,True,False,103.71199999999999,"LINESTRING (-6.5652661 52.5011616, -6.5659016 52.5016785, -6.5660186 52.5017545, -6.566138 52.5018189, -6.5662545 52.5018672)",R772,,2,
29035011,,tertiary,50,False,False,82.274,"LINESTRING (-6.5647783 52.5045861, -6.5646063 52.5046397, -6.5642375 52.5047611, -6.5641303 52.5047837, -6.5636845 52.5049069)",,,,
"[448062156, 448062157, 122725030]",,secondary,50,False,False,122.624,"LINESTRING (-6.5647783 52.5045861, -6.5650443 52.5044361, -6.5651339 52.5043044, -6.5650954 52.5039508, -6.5650614 52.5037093, -6.5650681 52.5035666)",R744,,2,
29034963,Templeshannon,secondary,50,True,False,25.937,"LINESTRING (-6.5655522 52.5026322, -6.5655223 52.5024418, -6.5655157 52.5024)",R744,,,
53371010,Templeshannon,secondary,50,False,True,105.039,"LINESTRING (-6.5655522 52.5026322, -6.5654638 52.502853, -6.5653939 52.5030013, -6.5652885 52.5032249, -6.5652329 52.5033038, -6.5650733 52.5035283)",R744,,,
29034966,Abbey Square,secondary,50,True,False,14.857,"LINESTRING (-6.566152 52.5008961, -6.5661879 52.5008709, -6.5662351 52.5008538, -6.5662887 52.5008466, -6.5663433 52.50085)",,,1,roundabout
29034968,Castle Hill,secondary,50,False,False,25.68,"LINESTRING (-6.5664589 52.5009899, -6.5667803 52.5011126)",R702,,2,
29034966,Abbey Square,secondary,50,True,False,13.133999999999999,"LINESTRING (-6.5664589 52.5009899, -6.5664349 52.5010155, -6.5664001 52.5010361, -6.5663573 52.50105, -6.5663098 52.5010561)",,,1,roundabout
29034966,Abbey Square,secondary,50,True,False,11.186,"LINESTRING (-6.5661403 52.500993, -6.5661268 52.5009605, -6.5661308 52.5009271, -6.566152 52.5008961)",,,1,roundabout
29034967,Abbey Square,secondary,50,True,False,37.472,"LINESTRING (-6.5661403 52.500993, -6.5659839 52.5009898, -6.5658275 52.5009865, -6.565666 52.5009861, -6.5655869 52.5009859)",R744,,2,
29034969,Abbey Square,secondary,50,True,False,45.842999999999996,"LINESTRING (-6.5654748 52.5009011, -6.5660136 52.5008971, -6.566152 52.5008961)",R744,,2,
1104672519,Abbey Quay,secondary,50,True,False,1.348,"LINESTRING (-6.564902 52.500926, -6.5649213 52.500929)",R772,,2,
29034971,The Promenade,unclassified,50,False,False,132.204,"LINESTRING (-6.564902 52.500926, -6.5648834 52.5008743, -6.5648796 52.5008639, -6.5648259 52.5007398, -6.5647839 52.5006624, -6.5647124 52.5005268, -6.5646895 52.5004271, -6.5646797 52.5003324, -6.5646812 52.5002613, -6.5647116 52.5001702, -6.5648033 52.4999434, -6.5649094 52.4997755)",L6500,,2,
29035011,,tertiary,50,False,True,82.274,"LINESTRING (-6.5636845 52.5049069, -6.5641303 52.5047837, -6.5642375 52.5047611, -6.5646063 52.5046397, -6.5647783 52.5045861)",,,,
53332433,Mill Yard Lane,unclassified,50,False,False,87.954,"LINESTRING (-6.5656583 52.4988532, -6.5667232 52.4993064)",,,,
29034971,The Promenade,unclassified,50,False,False,109.205,"LINESTRING (-6.5656583 52.4988532, -6.5658159 52.4986481, -6.5658841 52.4985208, -6.5660176 52.4982994, -6.5662786 52.4979477)",L6500,,2,
